"n","p1","maxc","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.75,0.25,0.5,0.3,0.579825,0.58092,0.620539,0.534854,0.001095,0.040714,-0.044971,0.002932,0.004496,0.005114,0.002937,0.002844,0.003098,"dir",0.001095,0.002932,0.002937
100,0.75,0.25,0.5,0.35,0.68092,0.68448,0.724099,0.616065,0.00356,0.043179,-0.064855,0.002561,0.004291,0.007172,0.002553,0.002431,0.002972,"dir",0.00356,0.002561,0.002553
100,0.75,0.25,0.5,0.4,0.76672,0.7698,0.809419,0.689471,0.00308,0.042699,-0.077249,0.002049,0.003721,0.008569,0.002043,0.001902,0.002607,"dir",0.00308,0.002049,0.002043
100,0.75,0.25,0.5,0.45,0.836433,0.83966,0.879276,0.754674,0.003227,0.042844,-0.081759,0.001581,0.003252,0.0089,0.001574,0.001419,0.00222,"dir",0.003227,0.001581,0.001574
100,0.75,0.25,0.5,0.5,0.890625,0.89328,0.93287,0.809942,0.002655,0.042245,-0.080683,0.001121,0.002753,0.00827,0.001116,0.000971,0.001764,"dir",0.002655,0.001121,0.001116
100,0.75,0.25,0.5,0.55,0.930802,0.93212,0.970824,0.855981,0.001318,0.040022,-0.074821,0.000647,0.002072,0.006911,0.000647,0.000471,0.001316,"dir",0.001318,0.000647,0.000647
100,0.75,0.25,0.5,0.6,0.95904,0.95858,0.991821,0.892584,-0.00046,0.032781,-0.066456,0.000418,0.001225,0.00534,0.000419,0.000151,0.000925,"dir",-0.00046,0.000418,0.000419
100,0.75,0.25,0.5,0.65,0.977678,0.97728,0.999018,0.921027,-0.000398,0.02134,-0.056652,0.000235,0.000468,0.003822,0.000235,1.3e-05,0.000614,"dir",-0.000398,0.000235,0.000235
100,0.75,0.25,0.5,0.7,0.989065,0.98924,0.999974,0.941748,0.000175,0.010909,-0.047317,0.000107,0.000119,0.002608,0.000107,0,0.00037,"dir",0.000175,0.000107,0.000107
100,0.75,0.25,0.5,0.75,0.995361,0.9956,1,0.956323,0.000239,0.004639,-0.039038,4.4e-05,2.2e-05,0.001741,4.4e-05,0,0.000218,"dir",0.000239,4.4e-05,4.4e-05
100,0.75,0.25,0.5,0.8,0.9984,0.99858,1,0.966156,0.00018,0.0016,-0.032244,1.5e-05,3e-06,0.001159,1.5e-05,0,0.000119,"dir",0.00018,1.5e-05,1.5e-05
100,0.75,0.25,0.5,0.85,0.999601,0.99974,1,0.97264,0.000139,0.000399,-0.026961,3e-06,0,0.000786,3e-06,0,6e-05,"dir",0.000139,3e-06,3e-06
100,0.75,0.25,0.5,0.9,0.999945,0.99996,1,0.976204,1.5e-05,5.5e-05,-0.023741,0,0,0.000597,0,0,3.4e-05,"dir",1.5e-05,0,0
100,0.75,0.25,0.5,0.95,0.999998,1,1,0.978039,2e-06,2e-06,-0.021959,0,0,0.000504,0,0,2.2e-05,"dir",2e-06,0,0
100,0.75,0.25,0.5,1,1,1,1,0.978913,0,0,-0.021087,0,0,0.000462,0,0,1.7e-05,"dir",0,0,0
100,0.75,0.5,-0.5,0,0,0,0.03977,0.069098,0,0.03977,0.069098,0,0.00159,0.005678,0,8e-06,0.000905,"dir",0,0,0
100,0.75,0.5,-0.5,0.05,0.032774,0.03226,0.07203,0.117044,-0.000514,0.039256,0.08427,0.000329,0.001896,0.008698,0.000329,0.000356,0.0016,"dir",-0.000514,0.000329,0.000329
100,0.75,0.5,-0.5,0.1,0.114265,0.11586,0.15563,0.178019,0.001595,0.041365,0.063754,0.000996,0.002754,0.006586,0.000995,0.001045,0.002526,"dir",0.001595,0.000996,0.000995
100,0.75,0.5,-0.5,0.15,0.223516,0.22498,0.26475,0.250405,0.001464,0.041235,0.026889,0.001782,0.003528,0.004234,0.001784,0.001831,0.003518,"dir",0.001464,0.001782,0.001784
100,0.75,0.5,-0.5,0.2,0.34464,0.34582,0.38559,0.331775,0.00118,0.04095,-0.012865,0.002083,0.003772,0.004501,0.002085,0.002099,0.004344,"dir",0.00118,0.002083,0.002085
100,0.75,0.5,-0.5,0.25,0.466064,0.46804,0.50781,0.418595,0.001976,0.041746,-0.047469,0.00228,0.003994,0.007165,0.002281,0.002255,0.004921,"dir",0.001976,0.00228,0.002281
100,0.75,0.5,-0.5,0.3,0.579825,0.58418,0.62395,0.506902,0.004355,0.044125,-0.072923,0.002436,0.004289,0.010236,0.002422,0.002346,0.004928,"dir",0.004355,0.002436,0.002422
100,0.75,0.5,-0.5,0.35,0.68092,0.68322,0.72299,0.594101,0.0023,0.04207,-0.086819,0.002232,0.003884,0.012065,0.002231,0.002118,0.004536,"dir",0.0023,0.002232,0.002231
100,0.75,0.5,-0.5,0.4,0.76672,0.76916,0.80893,0.676967,0.00244,0.04221,-0.089753,0.001841,0.00348,0.011849,0.001839,0.001702,0.003801,"dir",0.00244,0.001841,0.001839
100,0.75,0.5,-0.5,0.45,0.836433,0.83786,0.87763,0.752088,0.001427,0.041198,-0.084345,0.001415,0.002973,0.009923,0.001416,0.001279,0.002815,"dir",0.001427,0.001415,0.001416
100,0.75,0.5,-0.5,0.5,0.890625,0.89164,0.93141,0.817579,0.001015,0.040785,-0.073046,0.001014,0.002547,0.007166,0.001015,0.000885,0.001834,"dir",0.001015,0.001014,0.001015
100,0.75,0.5,-0.5,0.55,0.930802,0.93212,0.970814,0.869816,0.001318,0.040012,-0.060986,0.000638,0.00206,0.004776,0.000638,0.00046,0.001058,"dir",0.001318,0.000638,0.000638
100,0.75,0.5,-0.5,0.6,0.95904,0.95882,0.992196,0.908661,-0.00022,0.033156,-0.050379,0.000406,0.001248,0.003124,0.000406,0.000149,0.000587,"dir",-0.00022,0.000406,0.000406
100,0.75,0.5,-0.5,0.65,0.977678,0.97746,0.999053,0.935635,-0.000218,0.021375,-0.042043,0.000227,0.000471,0.002082,0.000227,1.4e-05,0.000315,"dir",-0.000218,0.000227,0.000227
100,0.75,0.5,-0.5,0.7,0.989065,0.989,0.999938,0.953792,-6.5e-05,0.010873,-0.035273,0.00011,0.000119,0.001402,0.00011,1e-06,0.000158,"dir",-6.5e-05,0.00011,0.00011
100,0.75,0.5,-0.5,0.75,0.995361,0.99512,1,0.965136,-0.000241,0.004639,-0.030225,4.7e-05,2.2e-05,0.000995,4.7e-05,0,8.2e-05,"dir",-0.000241,4.7e-05,4.7e-05
100,0.75,0.5,-0.5,0.8,0.9984,0.99838,1,0.971999,-2e-05,0.0016,-0.026401,1.6e-05,3e-06,0.000739,1.6e-05,0,4.2e-05,"dir",-2e-05,1.6e-05,1.6e-05
100,0.75,0.5,-0.5,0.85,0.999601,0.99966,1,0.975705,5.9e-05,0.000399,-0.023897,4e-06,0,0.000597,4e-06,0,2.6e-05,"dir",5.9e-05,4e-06,4e-06
100,0.75,0.5,-0.5,0.9,0.999945,0.99998,1,0.977593,3.5e-05,5.5e-05,-0.022352,0,0,0.000517,0,0,1.8e-05,"dir",3.5e-05,0,0
100,0.75,0.5,-0.5,0.95,0.999998,1,1,0.978603,2e-06,2e-06,-0.021395,0,0,0.000472,0,0,1.4e-05,"dir",2e-06,0,0
100,0.75,0.5,-0.5,1,1,1,1,0.979077,0,0,-0.020923,0,0,0.000451,0,0,1.3e-05,"dir",0,0,0
100,0.75,0.5,0,0,0,0,0.039896,0.119624,0,0.039896,0.119624,0,0.001599,0.015823,0,8e-06,0.001516,"dir",0,0,0
100,0.75,0.5,0,0.05,0.032774,0.03308,0.072976,0.169423,0.000306,0.040202,0.136649,0.000319,0.00196,0.020821,0.00032,0.000344,0.002153,"dir",0.000306,0.000319,0.00032
100,0.75,0.5,0,0.1,0.114265,0.11526,0.155156,0.227349,0.000995,0.040891,0.113084,0.000936,0.002654,0.015579,0.000937,0.000984,0.002796,"dir",0.000995,0.000936,0.000937
100,0.75,0.5,0,0.15,0.223516,0.22482,0.264716,0.292436,0.001304,0.0412,0.06892,0.001661,0.003407,0.008066,0.001662,0.001713,0.003323,"dir",0.001304,0.001661,0.001662
100,0.75,0.5,0,0.2,0.34464,0.34714,0.387036,0.36272,0.0025,0.042396,0.01808,0.002153,0.003978,0.00408,0.002152,0.002185,0.00376,"dir",0.0025,0.002153,0.002152
100,0.75,0.5,0,0.25,0.466064,0.4691,0.508996,0.435944,0.003036,0.042931,-0.030121,0.002517,0.004335,0.004882,0.002512,0.002496,0.003983,"dir",0.003036,0.002517,0.002512
100,0.75,0.5,0,0.3,0.579825,0.58188,0.621776,0.509925,0.002055,0.041951,-0.0699,0.002294,0.003987,0.008892,0.002295,0.002232,0.004014,"dir",0.002055,0.002294,0.002295
100,0.75,0.5,0,0.35,0.68092,0.68302,0.722916,0.582816,0.0021,0.041996,-0.098104,0.002049,0.003704,0.013375,0.002048,0.001944,0.003758,"dir",0.0021,0.002049,0.002048
100,0.75,0.5,0,0.4,0.76672,0.76674,0.806636,0.651214,2e-05,0.039916,-0.115506,0.001749,0.003219,0.016614,0.001753,0.001629,0.003279,"dir",2e-05,0.001749,0.001753
100,0.75,0.5,0,0.45,0.836433,0.83558,0.875476,0.714866,-0.000853,0.039043,-0.121566,0.00137,0.002762,0.017527,0.001372,0.00124,0.002754,"dir",-0.000853,0.00137,0.001372
100,0.75,0.5,0,0.5,0.890625,0.89054,0.930416,0.771889,-8.5e-05,0.039791,-0.118736,0.001012,0.002467,0.016235,0.001014,0.000886,0.002141,"dir",-8.5e-05,0.001012,0.001014
100,0.75,0.5,0,0.55,0.930802,0.9305,0.96949,0.820733,-0.000302,0.038688,-0.110068,0.000656,0.001985,0.01369,0.000657,0.000489,0.001578,"dir",-0.000302,0.000656,0.000657
100,0.75,0.5,0,0.6,0.95904,0.95888,0.992286,0.861502,-0.00016,0.033246,-0.097538,0.000392,0.001242,0.010647,0.000393,0.000137,0.001136,"dir",-0.00016,0.000392,0.000393
100,0.75,0.5,0,0.65,0.977678,0.97806,0.999124,0.894399,0.000382,0.021446,-0.083279,0.000237,0.000471,0.007717,0.000237,1.1e-05,0.000783,"dir",0.000382,0.000237,0.000237
100,0.75,0.5,0,0.7,0.989065,0.98944,0.999983,0.919888,0.000375,0.010918,-0.069177,0.000113,0.000119,0.005293,0.000113,0,0.000508,"dir",0.000375,0.000113,0.000113
100,0.75,0.5,0,0.75,0.995361,0.99528,1,0.939273,-8.1e-05,0.004639,-0.056088,5.1e-05,2.2e-05,0.003454,5.1e-05,0,0.000309,"dir",-8.1e-05,5.1e-05,5.1e-05
100,0.75,0.5,0,0.8,0.9984,0.99844,1,0.953369,4e-05,0.0016,-0.045031,1.8e-05,3e-06,0.00221,1.8e-05,0,0.000183,"dir",4e-05,1.8e-05,1.8e-05
100,0.75,0.5,0,0.85,0.999601,0.99974,1,0.962972,0.000139,0.000399,-0.036629,3e-06,0,0.001451,3e-06,0,0.000109,"dir",0.000139,3e-06,3e-06
100,0.75,0.5,0,0.9,0.999945,0.99992,1,0.969575,-2.5e-05,5.5e-05,-0.03037,1e-06,0,0.000986,1e-06,0,6.4e-05,"dir",-2.5e-05,1e-06,1e-06
100,0.75,0.5,0,0.95,0.999998,1,1,0.973898,2e-06,2e-06,-0.0261,0,0,0.00072,0,0,3.9e-05,"dir",2e-06,0,0
100,0.75,0.5,0,1,1,1,1,0.976546,0,0,-0.023454,0,0,0.000574,0,0,2.4e-05,"dir",0,0,0
100,0.75,0.5,0.5,0,0,0,0.039736,0.155366,0,0.039736,0.155366,0,0.001587,0.025962,0,8e-06,0.001827,"dir",0,0,0
100,0.75,0.5,0.5,0.05,0.032774,0.03128,0.071016,0.20482,-0.001494,0.038242,0.172046,0.000269,0.001757,0.031907,0.000267,0.000295,0.002312,"dir",-0.001494,0.000269,0.000267
100,0.75,0.5,0.5,0.1,0.114265,0.11208,0.151816,0.259722,-0.002185,0.037551,0.145457,0.00094,0.002402,0.023913,0.000937,0.000994,0.00276,"dir",-0.002185,0.00094,0.000937
100,0.75,0.5,0.5,0.15,0.223516,0.22072,0.260456,0.318475,-0.002796,0.03694,0.094959,0.001652,0.003064,0.012141,0.001647,0.001703,0.00313,"dir",-0.002796,0.001652,0.001647
100,0.75,0.5,0.5,0.2,0.34464,0.3423,0.382036,0.380294,-0.00234,0.037396,0.035654,0.002285,0.003703,0.004608,0.002284,0.002309,0.003343,"dir",-0.00234,0.002285,0.002284
100,0.75,0.5,0.5,0.25,0.466064,0.46316,0.502896,0.442581,-0.002904,0.036831,-0.023484,0.002436,0.003759,0.003963,0.002432,0.002407,0.003418,"dir",-0.002904,0.002436,0.002432
100,0.75,0.5,0.5,0.3,0.579825,0.57664,0.616376,0.504893,-0.003185,0.036551,-0.074932,0.002368,0.00363,0.009034,0.002363,0.002299,0.003426,"dir",-0.003185,0.002368,0.002363
100,0.75,0.5,0.5,0.35,0.68092,0.68026,0.719996,0.565764,-0.00066,0.039076,-0.115156,0.002093,0.003521,0.016544,0.002096,0.001998,0.003289,"dir",-0.00066,0.002093,0.002096
100,0.75,0.5,0.5,0.4,0.76672,0.7675,0.807236,0.624652,0.00078,0.040516,-0.142068,0.001736,0.003252,0.02321,0.001739,0.001614,0.003033,"dir",0.00078,0.001736,0.001739
100,0.75,0.5,0.5,0.45,0.836433,0.8375,0.877236,0.680458,0.001067,0.040803,-0.155975,0.001355,0.00289,0.027051,0.001356,0.001227,0.002729,"dir",0.001067,0.001355,0.001356
100,0.75,0.5,0.5,0.5,0.890625,0.89114,0.930872,0.732029,0.000515,0.040247,-0.158596,0.000944,0.002443,0.027483,0.000946,0.000825,0.002335,"dir",0.000515,0.000944,0.000946
100,0.75,0.5,0.5,0.55,0.930802,0.93118,0.970173,0.778614,0.000378,0.039371,-0.152188,0.000607,0.002002,0.025086,0.000608,0.000453,0.001928,"dir",0.000378,0.000607,0.000608
100,0.75,0.5,0.5,0.6,0.95904,0.95848,0.992032,0.819333,-0.00056,0.032992,-0.139707,0.00041,0.001241,0.021056,0.000411,0.000153,0.001541,"dir",-0.00056,0.00041,0.000411
100,0.75,0.5,0.5,0.65,0.977678,0.97706,0.998978,0.855115,-0.000618,0.0213,-0.122563,0.000234,0.000466,0.016165,0.000234,1.3e-05,0.001146,"dir",-0.000618,0.000234,0.000234
100,0.75,0.5,0.5,0.7,0.989065,0.98898,0.999973,0.885313,-8.5e-05,0.010908,-0.103752,0.000115,0.000119,0.011615,0.000115,0,0.000852,"dir",-8.5e-05,0.000115,0.000115
100,0.75,0.5,0.5,0.75,0.995361,0.99526,1,0.909995,-0.000101,0.004639,-0.085367,5e-05,2.2e-05,0.007909,5e-05,0,0.000623,"dir",-0.000101,5e-05,5e-05
100,0.75,0.5,0.5,0.8,0.9984,0.99862,1,0.929855,0.00022,0.0016,-0.068545,1.5e-05,3e-06,0.005123,1.5e-05,0,0.000426,"dir",0.00022,1.5e-05,1.5e-05
100,0.75,0.5,0.5,0.85,0.999601,0.99952,1,0.945104,-8.1e-05,0.000399,-0.054497,5e-06,0,0.003242,5e-06,0,0.000273,"dir",-8.1e-05,5e-06,5e-06
100,0.75,0.5,0.5,0.9,0.999945,0.9999,1,0.956426,-4.5e-05,5.5e-05,-0.043519,1e-06,0,0.002062,1e-06,0,0.000168,"dir",-4.5e-05,1e-06,1e-06
100,0.75,0.5,0.5,0.95,0.999998,1,1,0.964584,2e-06,2e-06,-0.035414,0,0,0.001359,0,0,0.000105,"dir",2e-06,0,0
100,0.75,0.5,0.5,1,1,1,1,0.970345,0,0,-0.029655,0,0,0.000945,0,0,6.5e-05,"dir",0,0,0
500,0.25,0.1,-0.5,0,0,0,0.039836,0.000976,0,0.039836,0.000976,0,0.001588,4e-06,0,1e-06,3e-06,"dir",0,0,0
500,0.25,0.1,-0.5,0.05,0.032774,0.033052,0.072888,0.021408,0.000278,0.040114,-0.011366,6.5e-05,0.001678,0.00021,6.5e-05,6.9e-05,8.1e-05,"dir",0.000278,6.5e-05,6.5e-05
500,0.25,0.1,-0.5,0.1,0.114265,0.114164,0.154,0.087673,-0.000101,0.039735,-0.026592,0.000196,0.001785,0.001129,0.000196,0.000207,0.000423,"dir",-0.000101,0.000196,0.000196
500,0.25,0.1,-0.5,0.15,0.223516,0.222504,0.26234,0.197669,-0.001012,0.038824,-0.025847,0.000357,0.001873,0.001668,0.000357,0.000366,0.001002,"dir",-0.001012,0.000357,0.000357
500,0.25,0.1,-0.5,0.2,0.34464,0.345336,0.385172,0.328255,0.000696,0.040532,-0.016385,0.000428,0.002075,0.001791,0.000428,0.000433,0.001525,"dir",0.000696,0.000428,0.000428
500,0.25,0.1,-0.5,0.25,0.466064,0.467352,0.507188,0.460154,0.001288,0.041123,-0.00591,0.00049,0.002177,0.001767,0.000489,0.000486,0.001735,"dir",0.001288,0.00049,0.000489
500,0.25,0.1,-0.5,0.3,0.579825,0.579884,0.61972,0.58141,5.9e-05,0.039895,0.001585,0.000472,0.00205,0.001661,0.000473,0.000459,0.001662,"dir",5.9e-05,0.000472,0.000473
500,0.25,0.1,-0.5,0.35,0.68092,0.680224,0.72006,0.688266,-0.000696,0.03914,0.007346,0.00043,0.001942,0.00147,0.000431,0.000411,0.001419,"dir",-0.000696,0.00043,0.000431
500,0.25,0.1,-0.5,0.4,0.76672,0.766472,0.806308,0.778046,-0.000248,0.039588,0.011326,0.000362,0.001904,0.001285,0.000362,0.000338,0.001159,"dir",-0.000248,0.000362,0.000362
500,0.25,0.1,-0.5,0.45,0.836433,0.836916,0.876752,0.849243,0.000483,0.040319,0.01281,0.000298,0.001896,0.001039,0.000298,0.000271,0.000877,"dir",0.000483,0.000298,0.000298
500,0.25,0.1,-0.5,0.5,0.890625,0.891816,0.931652,0.903429,0.001191,0.041027,0.012804,0.000208,0.001865,0.000705,0.000207,0.000182,0.000542,"dir",0.001191,0.000208,0.000207
500,0.25,0.1,-0.5,0.55,0.930802,0.931596,0.971432,0.941684,0.000794,0.04063,0.010882,0.000127,0.001759,0.000446,0.000127,0.000108,0.000328,"dir",0.000794,0.000127,0.000127
500,0.25,0.1,-0.5,0.6,0.95904,0.959448,0.996391,0.966928,0.000408,0.037351,0.007888,8.2e-05,0.001423,0.000255,8.2e-05,2.8e-05,0.000194,"dir",0.000408,8.2e-05,8.2e-05
500,0.25,0.1,-0.5,0.65,0.977678,0.977944,1,0.982984,0.000266,0.022322,0.005305,4.2e-05,0.000498,0.00012,4.2e-05,0,9.2e-05,"dir",0.000266,4.2e-05,4.2e-05
500,0.25,0.1,-0.5,0.7,0.989065,0.989348,1,0.992103,0.000283,0.010935,0.003038,2e-05,0.00012,4.3e-05,1.9e-05,0,3.4e-05,"dir",0.000283,2e-05,1.9e-05
500,0.25,0.1,-0.5,0.75,0.995361,0.995552,1,0.996295,0.000191,0.004639,0.000934,8e-06,2.2e-05,1.2e-05,8e-06,0,1.2e-05,"dir",0.000191,8e-06,8e-06
500,0.25,0.1,-0.5,0.8,0.9984,0.99848,1,0.997928,8e-05,0.0016,-0.000472,3e-06,3e-06,4e-06,3e-06,0,3e-06,"dir",8e-05,3e-06,3e-06
500,0.25,0.1,-0.5,0.85,0.999601,0.999684,1,0.998514,8.3e-05,0.000399,-0.001088,1e-06,0,2e-06,1e-06,0,1e-06,"dir",8.3e-05,1e-06,1e-06
500,0.25,0.1,-0.5,0.9,0.999945,0.999964,1,0.998648,1.9e-05,5.5e-05,-0.001297,0,0,2e-06,0,0,0,"dir",1.9e-05,0,0
500,0.25,0.1,-0.5,0.95,0.999998,1,1,0.998667,2e-06,2e-06,-0.001331,0,0,2e-06,0,0,0,"dir",2e-06,0,0
500,0.25,0.1,-0.5,1,1,1,1,0.998667,0,0,-0.001333,0,0,2e-06,0,0,0,"dir",0,0,0
500,0.25,0.1,0,0,0,0,0.039919,0.009506,0,0.039919,0.009506,0,0.001595,0.000129,0,1e-06,3.9e-05,"dir",0,0,0
500,0.25,0.1,0,0.05,0.032774,0.033136,0.073055,0.047004,0.000362,0.040281,0.01423,6.1e-05,0.001687,0.000441,6.1e-05,6.5e-05,0.000239,"dir",0.000362,6.1e-05,6.1e-05
500,0.25,0.1,0,0.1,0.114265,0.113836,0.153755,0.121488,-0.000429,0.03949,0.007223,0.00021,0.001778,7e-04,0.00021,0.000219,0.000649,"dir",-0.000429,0.00021,0.00021
500,0.25,0.1,0,0.15,0.223516,0.22312,0.263039,0.225516,-0.000396,0.039523,0.002,0.000378,0.001949,0.00115,0.000379,0.000388,0.001149,"dir",-0.000396,0.000378,0.000379
500,0.25,0.1,0,0.2,0.34464,0.345208,0.385127,0.344617,0.000568,0.040487,-2.3e-05,0.000453,0.002098,0.001603,0.000454,0.00046,0.001606,"dir",0.000568,0.000453,0.000454
500,0.25,0.1,0,0.25,0.466064,0.465632,0.505551,0.46457,-0.000432,0.039486,-0.001494,0.000466,0.002022,0.001844,0.000467,0.000464,0.001846,"dir",-0.000432,0.000466,0.000467
500,0.25,0.1,0,0.3,0.579825,0.579436,0.619355,0.575967,-0.000389,0.03953,-0.003858,0.000416,0.001967,0.001802,0.000417,0.000405,0.00179,"dir",-0.000389,0.000416,0.000417
500,0.25,0.1,0,0.35,0.68092,0.680268,0.720187,0.675241,-0.000652,0.039267,-0.005679,0.000378,0.001902,0.001581,0.000378,0.000361,0.001552,"dir",-0.000652,0.000378,0.000378
500,0.25,0.1,0,0.4,0.76672,0.765904,0.805823,0.760696,-0.000816,0.039103,-0.006024,0.000313,0.001819,0.001314,0.000312,0.00029,0.00128,"dir",-0.000816,0.000313,0.000312
500,0.25,0.1,0,0.45,0.836433,0.8356,0.875519,0.82996,-0.000833,0.039086,-0.006473,0.000273,0.001775,0.001034,0.000273,0.000248,0.000994,"dir",-0.000833,0.000273,0.000273
500,0.25,0.1,0,0.5,0.890625,0.89068,0.930599,0.883645,5.5e-05,0.039974,-0.00698,0.000193,0.001768,0.000774,0.000193,0.00017,0.000727,"dir",5.5e-05,0.000193,0.000193
500,0.25,0.1,0,0.55,0.930802,0.93072,0.970639,0.924776,-8.2e-05,0.039837,-0.006026,0.000129,0.001697,0.000493,0.000129,0.00011,0.000458,"dir",-8.2e-05,0.000129,0.000129
500,0.25,0.1,0,0.6,0.95904,0.959276,0.996355,0.954124,0.000236,0.037315,-0.004916,8.1e-05,0.001421,0.000287,8.1e-05,2.8e-05,0.000263,"dir",0.000236,8.1e-05,8.1e-05
500,0.25,0.1,0,0.65,0.977678,0.977844,0.999991,0.97367,0.000166,0.022313,-0.004008,4.3e-05,0.000498,0.000166,4.3e-05,0,0.00015,"dir",0.000166,4.3e-05,4.3e-05
500,0.25,0.1,0,0.7,0.989065,0.989124,1,0.985979,5.9e-05,0.010935,-0.003086,2.3e-05,0.00012,8.4e-05,2.3e-05,0,7.5e-05,"dir",5.9e-05,2.3e-05,2.3e-05
500,0.25,0.1,0,0.75,0.995361,0.995324,1,0.992822,-3.7e-05,0.004639,-0.002539,9e-06,2.2e-05,4e-05,9e-06,0,3.4e-05,"dir",-3.7e-05,9e-06,9e-06
500,0.25,0.1,0,0.8,0.9984,0.998396,1,0.996334,-4e-06,0.0016,-0.002066,4e-06,3e-06,1.7e-05,4e-06,0,1.2e-05,"dir",-4e-06,4e-06,4e-06
500,0.25,0.1,0,0.85,0.999601,0.999588,1,0.997949,-1.3e-05,0.000399,-0.001652,1e-06,0,6e-06,1e-06,0,4e-06,"dir",-1.3e-05,1e-06,1e-06
500,0.25,0.1,0,0.9,0.999945,0.999916,1,0.998507,-2.9e-05,5.5e-05,-0.001438,0,0,3e-06,0,0,1e-06,"dir",-2.9e-05,0,0
500,0.25,0.1,0,0.95,0.999998,0.999996,1,0.998649,-2e-06,2e-06,-0.001349,0,0,2e-06,0,0,0,"dir",-2e-06,0,0
500,0.25,0.1,0,1,1,1,1,0.998667,0,0,-0.001333,0,0,2e-06,0,0,0,"dir",0,0,0
500,0.25,0.1,0.5,0,0,0,0.039925,0.02078,0,0.039925,0.02078,0,0.001596,0.000523,0,2e-06,9.1e-05,"dir",0,0,0
500,0.25,0.1,0.5,0.05,0.032774,0.03242,0.072345,0.071121,-0.000354,0.039572,0.038347,5.9e-05,0.00163,0.001862,5.9e-05,6.4e-05,0.000392,"dir",-0.000354,5.9e-05,5.9e-05
500,0.25,0.1,0.5,0.1,0.114265,0.114364,0.154289,0.150223,9.9e-05,0.040024,0.035958,0.000215,0.001831,0.002123,0.000216,0.000229,0.000832,"dir",9.9e-05,0.000215,0.000216
500,0.25,0.1,0.5,0.15,0.223516,0.223256,0.263181,0.248361,-0.00026,0.039666,0.024846,0.000368,0.001955,0.00184,0.000368,0.000383,0.001226,"dir",-0.00026,0.000368,0.000368
500,0.25,0.1,0.5,0.2,0.34464,0.344448,0.384373,0.355417,-0.000192,0.039733,0.010777,0.000461,0.002048,0.001661,0.000462,0.00047,0.001548,"dir",-0.000192,0.000461,0.000462
500,0.25,0.1,0.5,0.25,0.466064,0.465624,0.505549,0.463808,-0.00044,0.039485,-0.002256,0.000501,0.002057,0.001743,0.000502,0.000499,0.001741,"dir",-0.00044,0.000501,0.000502
500,0.25,0.1,0.5,0.3,0.579825,0.580024,0.619949,0.568181,0.000199,0.040124,-0.011644,0.000508,0.002106,0.001845,0.000509,0.000497,0.001713,"dir",0.000199,0.000508,0.000509
500,0.25,0.1,0.5,0.35,0.68092,0.680864,0.720789,0.663234,-5.6e-05,0.039869,-0.017686,0.000471,0.002041,0.001903,0.000472,0.000452,0.001594,"dir",-5.6e-05,0.000471,0.000472
500,0.25,0.1,0.5,0.4,0.76672,0.766828,0.806753,0.744947,0.000108,0.040033,-0.021773,0.000334,0.001915,0.001847,0.000335,0.000313,0.001375,"dir",0.000108,0.000334,0.000335
500,0.25,0.1,0.5,0.45,0.836433,0.836692,0.876617,0.813819,0.000259,0.040185,-0.022613,0.000251,0.001842,0.001621,0.000251,0.000227,0.001112,"dir",0.000259,0.000251,0.000251
500,0.25,0.1,0.5,0.5,0.890625,0.890544,0.930469,0.869548,-8.1e-05,0.039844,-0.021077,0.000169,0.001734,0.001257,0.000169,0.000147,0.000815,"dir",-8.1e-05,0.000169,0.000169
500,0.25,0.1,0.5,0.55,0.930802,0.930636,0.970561,0.91202,-0.000166,0.039759,-0.018782,0.000115,0.001676,0.000913,0.000115,9.6e-05,0.000561,"dir",-0.000166,0.000115,0.000115
500,0.25,0.1,0.5,0.6,0.95904,0.958784,0.996101,0.943688,-0.000256,0.037061,-0.015352,8e-05,0.001402,0.000601,8e-05,2.9e-05,0.000366,"dir",-0.000256,8e-05,8e-05
500,0.25,0.1,0.5,0.65,0.977678,0.977576,0.999984,0.966276,-0.000102,0.022306,-0.011402,4.7e-05,0.000498,0.000335,4.7e-05,0,0.000205,"dir",-0.000102,4.7e-05,4.7e-05
500,0.25,0.1,0.5,0.7,0.989065,0.988864,1,0.981031,-0.000201,0.010935,-0.008034,2.5e-05,0.00012,0.000169,2.5e-05,0,0.000105,"dir",-0.000201,2.5e-05,2.5e-05
500,0.25,0.1,0.5,0.75,0.995361,0.99536,1,0.99008,-1e-06,0.004639,-0.005281,1e-05,2.2e-05,8.1e-05,1e-05,0,5.3e-05,"dir",-1e-06,1e-05,1e-05
500,0.25,0.1,0.5,0.8,0.9984,0.998356,1,0.994913,-4.4e-05,0.0016,-0.003487,3e-06,3e-06,3.3e-05,3e-06,0,2.1e-05,"dir",-4.4e-05,3e-06,3e-06
500,0.25,0.1,0.5,0.85,0.999601,0.999612,1,0.997297,1.1e-05,0.000399,-0.002304,1e-06,0,1.2e-05,1e-06,0,7e-06,"dir",1.1e-05,1e-06,1e-06
500,0.25,0.1,0.5,0.9,0.999945,0.999944,1,0.998304,-1e-06,5.5e-05,-0.001641,0,0,4e-06,0,0,1e-06,"dir",-1e-06,0,0
