"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
100,0.25,20,-0.5,-4,3.2e-05,0,0.099019,0,-3.2e-05,0.098987,-3.2e-05,0,0.009849,0,0,5e-05,0,"dir",-3.2e-05,0,0
100,0.25,20,-0.5,-3.9,4.8e-05,4e-05,0.099059,0,-8e-06,0.09901,-4.8e-05,0,0.009854,0,0,5.1e-05,0,"dir",-8e-06,0,0
100,0.25,20,-0.5,-3.8,7.2e-05,4e-05,0.099059,0,-3.2e-05,0.098986,-7.2e-05,0,0.009849,0,0,5.1e-05,0,"dir",-3.2e-05,0,0
100,0.25,20,-0.5,-3.7,0.000108,4e-05,0.099059,0,-6.8e-05,0.098951,-0.000108,0,0.009842,0,0,5.1e-05,0,"dir",-6.8e-05,0,0
100,0.25,20,-0.5,-3.6,0.000159,4e-05,0.099059,0,-0.000119,0.098899,-0.000159,0,0.009832,0,0,5.1e-05,0,"dir",-0.000119,0,0
100,0.25,20,-0.5,-3.5,0.000233,1e-04,0.099119,1.7e-05,-0.000133,0.098886,-0.000216,1e-06,0.00983,0,1e-06,5.2e-05,0,"dir",-0.000133,1e-06,1e-06
100,0.25,20,-0.5,-3.4,0.000337,0.00016,0.099179,9.8e-05,-0.000177,0.098842,-0.000239,2e-06,0.009823,3e-06,2e-06,5.3e-05,2e-06,"dir",-0.000177,2e-06,2e-06
100,0.25,20,-0.5,-3.3,0.000483,3e-04,0.099319,0.000155,-0.000183,0.098835,-0.000329,3e-06,0.009823,5e-06,3e-06,5.5e-05,5e-06,"dir",-0.000183,3e-06,3e-06
100,0.25,20,-0.5,-3.2,0.000687,0.00046,0.099479,0.00023,-0.000227,0.098791,-0.000457,4e-06,0.009817,8e-06,4e-06,5.8e-05,7e-06,"dir",-0.000227,4e-06,4e-06
100,0.25,20,-0.5,-3.1,0.000968,0.00068,0.099699,0.000316,-0.000288,0.098731,-0.000651,6e-06,0.009808,1e-05,6e-06,6e-05,9e-06,"dir",-0.000288,6e-06,6e-06
100,0.25,20,-0.5,-3,0.00135,0.00112,0.100139,0.000453,-0.00023,0.098789,-0.000897,1.1e-05,0.009828,1.3e-05,1.1e-05,6.9e-05,1.2e-05,"dir",-0.00023,1.1e-05,1.1e-05
100,0.25,20,-0.5,-2.9,0.001866,0.00162,0.100639,0.00065,-0.000246,0.098773,-0.001216,1.6e-05,0.009834,1.9e-05,1.6e-05,7.8e-05,1.8e-05,"dir",-0.000246,1.6e-05,1.6e-05
100,0.25,20,-0.5,-2.8,0.002555,0.00226,0.101279,0.001073,-0.000295,0.098723,-0.001482,2.1e-05,0.009835,3.2e-05,2.1e-05,8.9e-05,3e-05,"dir",-0.000295,2.1e-05,2.1e-05
100,0.25,20,-0.5,-2.7,0.003467,0.00298,0.101999,0.001689,-0.000487,0.098532,-0.001778,2.9e-05,0.00981,5.3e-05,2.9e-05,0.000102,5e-05,"dir",-0.000487,2.9e-05,2.9e-05
100,0.25,20,-0.5,-2.6,0.004661,0.00414,0.103159,0.002487,-0.000521,0.098497,-0.002174,4.3e-05,0.009822,7.8e-05,4.2e-05,0.000121,7.4e-05,"dir",-0.000521,4.3e-05,4.2e-05
100,0.25,20,-0.5,-2.5,0.00621,0.0055,0.104519,0.003601,-0.00071,0.098309,-0.002609,5.7e-05,0.009808,0.000116,5.7e-05,0.000144,0.00011,"dir",-0.00071,5.7e-05,5.7e-05
100,0.25,20,-0.5,-2.4,0.008198,0.00748,0.106499,0.004746,-0.000718,0.098301,-0.003451,7.2e-05,0.009832,0.000159,7.1e-05,0.000169,0.000147,"dir",-0.000718,7.2e-05,7.1e-05
100,0.25,20,-0.5,-2.3,0.010724,0.00988,0.108899,0.006341,-0.000844,0.098174,-0.004383,9e-05,0.009833,0.000204,9e-05,0.000195,0.000186,"dir",-0.000844,9e-05,9e-05
100,0.25,20,-0.5,-2.2,0.013903,0.01344,0.112459,0.009018,-0.000463,0.098555,-0.004886,0.000126,0.009959,0.000285,0.000126,0.000246,0.000262,"dir",-0.000463,0.000126,0.000126
100,0.25,20,-0.5,-2.1,0.017864,0.01702,0.116039,0.012419,-0.000844,0.098174,-0.005445,0.00016,0.009933,4e-04,0.00016,0.000295,0.000371,"dir",-0.000844,0.00016,0.00016
100,0.25,20,-0.5,-2,0.02275,0.02156,0.120579,0.016014,-0.00119,0.097828,-0.006736,0.000206,0.009935,0.000557,0.000205,0.000366,0.000512,"dir",-0.00119,0.000206,0.000205
100,0.25,20,-0.5,-1.9,0.028717,0.02696,0.125979,0.020331,-0.001757,0.097262,-0.008386,0.00029,0.009926,0.000772,0.000287,0.000467,0.000703,"dir",-0.001757,0.00029,0.000287
100,0.25,20,-0.5,-1.8,0.03593,0.03408,0.133099,0.025732,-0.00185,0.097168,-0.010199,0.000368,0.010005,0.001029,0.000365,0.000565,0.000927,"dir",-0.00185,0.000368,0.000365
100,0.25,20,-0.5,-1.7,0.044565,0.04212,0.141139,0.033076,-0.002445,0.096573,-0.011489,0.000437,0.009983,0.00131,0.000432,0.000657,0.00118,"dir",-0.002445,0.000437,0.000432
100,0.25,20,-0.5,-1.6,0.054799,0.0521,0.151119,0.042122,-0.002699,0.096319,-0.012677,0.000517,0.010026,0.001653,0.000511,0.00075,0.001496,"dir",-0.002699,0.000517,0.000511
100,0.25,20,-0.5,-1.5,0.066807,0.06428,0.163299,0.052592,-0.002527,0.096491,-0.014215,0.000616,0.010182,0.002058,0.000611,0.000873,0.001859,"dir",-0.002527,0.000616,0.000611
100,0.25,20,-0.5,-1.4,0.080757,0.07866,0.177679,0.06604,-0.002097,0.096922,-0.014717,0.000764,0.010434,0.002554,0.000762,0.001042,0.002342,"dir",-0.002097,0.000764,0.000762
100,0.25,20,-0.5,-1.3,0.0968,0.09536,0.194379,0.082642,-0.00144,0.097578,-0.014159,0.000853,0.010658,0.003211,0.000853,0.001139,0.003016,"dir",-0.00144,0.000853,0.000853
100,0.25,20,-0.5,-1.2,0.11507,0.11334,0.212359,0.100941,-0.00173,0.097289,-0.014129,0.000977,0.010733,0.003946,0.000976,0.00127,0.003754,"dir",-0.00173,0.000977,0.000976
100,0.25,20,-0.5,-1.1,0.135666,0.13304,0.232059,0.120543,-0.002626,0.096392,-0.015123,0.001176,0.010761,0.004773,0.001172,0.001472,0.004554,"dir",-0.002626,0.001176,0.001172
100,0.25,20,-0.5,-1,0.158655,0.15576,0.254779,0.142182,-0.002895,0.096123,-0.016473,0.001304,0.010844,0.005586,0.001298,0.001607,0.005326,"dir",-0.002895,0.001304,0.001298
100,0.25,20,-0.5,-0.9,0.18406,0.18144,0.280459,0.167049,-0.00262,0.096398,-0.017012,0.001467,0.01105,0.006282,0.001463,0.001761,0.006005,"dir",-0.00262,0.001467,0.001463
100,0.25,20,-0.5,-0.8,0.211855,0.2088,0.307819,0.195213,-0.003055,0.095963,-0.016643,0.001542,0.01103,0.006987,0.001536,0.001825,0.006724,"dir",-0.003055,0.001542,0.001536
100,0.25,20,-0.5,-0.7,0.241964,0.23988,0.338899,0.224586,-0.002084,0.096935,-0.017378,0.001583,0.011248,0.00774,0.001582,0.001855,0.007453,"dir",-0.002084,0.001583,0.001582
100,0.25,20,-0.5,-0.6,0.274253,0.27158,0.370599,0.255305,-0.002673,0.096345,-0.018948,0.001872,0.011407,0.008602,0.001869,0.002128,0.008259,"dir",-0.002673,0.001872,0.001869
100,0.25,20,-0.5,-0.5,0.308538,0.30584,0.404859,0.288893,-0.002698,0.096321,-0.019645,0.002006,0.011512,0.009223,0.002003,0.002238,0.008855,"dir",-0.002698,0.002006,0.002003
100,0.25,20,-0.5,-0.4,0.344578,0.34236,0.441379,0.325982,-0.002218,0.0968,-0.018596,0.00215,0.011703,0.009521,0.002149,0.002337,0.009193,"dir",-0.002218,0.00215,0.002149
100,0.25,20,-0.5,-0.3,0.382089,0.38096,0.479979,0.365204,-0.001129,0.09789,-0.016885,0.002302,0.012045,0.00955,0.002306,0.002468,0.009284,"dir",-0.001129,0.002302,0.002306
100,0.25,20,-0.5,-0.2,0.42074,0.41844,0.517459,0.404354,-0.0023,0.096718,-0.016386,0.002332,0.011791,0.00941,0.002331,0.002441,0.00916,"dir",-0.0023,0.002332,0.002331
100,0.25,20,-0.5,-0.0999999999999996,0.460172,0.45786,0.556879,0.44487,-0.002312,0.096706,-0.015303,0.00233,0.011768,0.009263,0.002329,0.002421,0.009047,"dir",-0.002312,0.00233,0.002329
100,0.25,20,-0.5,0,0.5,0.49908,0.598099,0.487667,-0.00092,0.098099,-0.012333,0.002387,0.012063,0.009139,0.002391,0.002444,0.009005,"dir",-0.00092,0.002387,0.002391
100,0.25,20,-0.5,0.100000000000001,0.539828,0.53738,0.636399,0.532001,-0.002448,0.096571,-0.007827,0.002495,0.011849,0.00917,0.002494,0.002528,0.009127,"dir",-0.002448,0.002495,0.002494
100,0.25,20,-0.5,0.2,0.57926,0.57828,0.677299,0.574657,-0.00098,0.098039,-0.004603,0.00238,0.011982,0.009242,0.002384,0.002375,0.009239,"dir",-0.00098,0.00238,0.002384
100,0.25,20,-0.5,0.3,0.617911,0.61742,0.716439,0.615348,-0.000491,0.098527,-0.002563,0.00239,0.012043,0.009139,0.002394,0.00234,0.009151,"dir",-0.000491,0.00239,0.002394
100,0.25,20,-0.5,0.4,0.655422,0.65432,0.753339,0.654323,-0.001102,0.097917,-0.001098,0.00235,0.011839,0.00879,0.002353,0.002256,0.008807,"dir",-0.001102,0.00235,0.002353
100,0.25,20,-0.5,0.5,0.691462,0.6902,0.789219,0.691255,-0.001262,0.097756,-0.000208,0.002094,0.011536,0.00819,0.002097,0.001983,0.008206,"dir",-0.001262,0.002094,0.002097
100,0.25,20,-0.5,0.600000000000001,0.725747,0.72478,0.823799,0.726812,-0.000967,0.098052,0.001065,0.001972,0.011456,0.007588,0.001975,0.001846,0.007602,"dir",-0.000967,0.001972,0.001975
100,0.25,20,-0.5,0.7,0.758036,0.75954,0.858559,0.760294,0.001504,0.100522,0.002258,0.001741,0.011687,0.007162,0.001742,0.001586,0.007171,"dir",0.001504,0.001741,0.001742
100,0.25,20,-0.5,0.800000000000001,0.788145,0.79092,0.889939,0.791042,0.002775,0.101794,0.002897,0.001558,0.011748,0.006704,0.001554,0.001389,0.006709,"dir",0.002775,0.001558,0.001554
100,0.25,20,-0.5,0.9,0.81594,0.81728,0.916252,0.819199,0.00134,0.100312,0.003259,0.001428,0.011296,0.006062,0.001429,0.001236,0.006064,"dir",0.00134,0.001428,0.001429
100,0.25,20,-0.5,1,0.841345,0.84234,0.940948,0.843459,0.000995,0.099603,0.002114,0.00128,0.010956,0.005371,0.001282,0.001038,0.005377,"dir",0.000995,0.00128,0.001282
100,0.25,20,-0.5,1.1,0.864334,0.86522,0.962715,0.86455,0.000886,0.098381,0.000216,0.001125,0.010467,0.004649,0.001126,0.00079,0.004658,"dir",0.000886,0.001125,0.001126
100,0.25,20,-0.5,1.2,0.88493,0.88548,0.979225,0.88396,0.00055,0.094294,-0.00097,0.001014,0.009401,0.003987,0.001016,0.00051,0.003994,"dir",0.00055,0.001014,0.001016
100,0.25,20,-0.5,1.3,0.9032,0.90372,0.9907,0.90185,0.00052,0.087501,-0.001349,0.000871,0.007884,0.003453,0.000873,0.000228,0.003458,"dir",0.00052,0.000871,0.000873
100,0.25,20,-0.5,1.4,0.919243,0.91924,0.996795,0.917604,-3e-06,0.077552,-0.001639,0.000719,0.006089,0.002975,0.000721,7.5e-05,0.002978,"dir",-3e-06,0.000719,0.000721
100,0.25,20,-0.5,1.5,0.933193,0.93356,0.999219,0.930734,0.000367,0.066026,-0.002459,0.000619,0.004373,0.002474,0.00062,1.3e-05,0.002473,"dir",0.000367,0.000619,0.00062
100,0.25,20,-0.5,1.6,0.945201,0.9451,0.999862,0.942482,-0.000101,0.054662,-0.002719,0.000496,0.00299,0.001968,0.000497,2e-06,0.001964,"dir",-0.000101,0.000496,0.000497
100,0.25,20,-0.5,1.7,0.955435,0.95606,1,0.952245,0.000625,0.044565,-0.003189,0.000404,0.001986,0.001614,0.000404,0,0.001607,"dir",0.000625,0.000404,0.000404
100,0.25,20,-0.5,1.8,0.96407,0.96444,1,0.960185,0.00037,0.03593,-0.003885,0.000342,0.001291,0.00133,0.000342,0,0.001318,"dir",0.00037,0.000342,0.000342
100,0.25,20,-0.5,1.9,0.971283,0.97158,1,0.966825,0.000297,0.028717,-0.004459,0.000274,0.000825,0.001043,0.000274,0,0.001025,"dir",0.000297,0.000274,0.000274
100,0.25,20,-0.5,2,0.97725,0.97746,1,0.972267,0.00021,0.02275,-0.004983,0.000217,0.000518,0.000783,0.000218,0,0.000759,"dir",0.00021,0.000217,0.000218
100,0.25,20,-0.5,2.1,0.982136,0.98214,1,0.976897,4e-06,0.017864,-0.005239,0.000169,0.000319,0.000594,0.000169,0,0.000568,"dir",4e-06,0.000169,0.000169
100,0.25,20,-0.5,2.2,0.986097,0.98592,1,0.980977,-0.000177,0.013903,-0.00512,0.000132,0.000193,0.000432,0.000132,0,0.000406,"dir",-0.000177,0.000132,0.000132
100,0.25,20,-0.5,2.3,0.989276,0.98922,1,0.9841,-5.6e-05,0.010724,-0.005176,9.7e-05,0.000115,0.000323,9.7e-05,0,0.000296,"dir",-5.6e-05,9.7e-05,9.7e-05
100,0.25,20,-0.5,2.4,0.991802,0.99168,1,0.986555,-0.000122,0.008198,-0.005247,7.5e-05,6.7e-05,0.000251,7.5e-05,0,0.000224,"dir",-0.000122,7.5e-05,7.5e-05
100,0.25,20,-0.5,2.5,0.99379,0.99404,1,0.988271,0.00025,0.00621,-0.00552,5.3e-05,3.9e-05,0.00021,5.3e-05,0,0.00018,"dir",0.00025,5.3e-05,5.3e-05
100,0.25,20,-0.5,2.6,0.995339,0.99542,1,0.989477,8.1e-05,0.004661,-0.005862,4.3e-05,2.2e-05,0.000174,4.3e-05,0,0.00014,"dir",8.1e-05,4.3e-05,4.3e-05
100,0.25,20,-0.5,2.7,0.996533,0.99672,1,0.990447,0.000187,0.003467,-0.006086,3.2e-05,1.2e-05,0.000141,3.2e-05,0,0.000104,"dir",0.000187,3.2e-05,3.2e-05
100,0.25,20,-0.5,2.8,0.997445,0.9975,1,0.991271,5.5e-05,0.002555,-0.006173,2.4e-05,7e-06,0.00011,2.4e-05,0,7.2e-05,"dir",5.5e-05,2.4e-05,2.4e-05
100,0.25,20,-0.5,2.9,0.998134,0.99816,1,0.991923,2.6e-05,0.001866,-0.006211,1.7e-05,3e-06,8.8e-05,1.7e-05,0,5e-05,"dir",2.6e-05,1.7e-05,1.7e-05
100,0.25,20,-0.5,3,0.99865,0.99882,1,0.99235,0.00017,0.00135,-0.0063,1.2e-05,2e-06,7.5e-05,1.2e-05,0,3.6e-05,"dir",0.00017,1.2e-05,1.2e-05
100,0.25,20,-0.5,3.1,0.999032,0.99912,1,0.992689,8.8e-05,0.000968,-0.006343,9e-06,1e-06,6.1e-05,9e-06,0,2.1e-05,"dir",8.8e-05,9e-06,9e-06
100,0.25,20,-0.5,3.2,0.999313,0.9994,1,0.992987,8.7e-05,0.000687,-0.006326,6e-06,0,5e-05,6e-06,0,1e-05,"dir",8.7e-05,6e-06,6e-06
100,0.25,20,-0.5,3.3,0.999517,0.99968,1,0.993209,0.000163,0.000483,-0.006307,3e-06,0,4.3e-05,3e-06,0,3e-06,"dir",0.000163,3e-06,3e-06
100,0.25,20,-0.5,3.4,0.999663,0.99982,1,0.993304,0.000157,0.000337,-0.006359,2e-06,0,4.1e-05,2e-06,0,0,"dir",0.000157,2e-06,2e-06
100,0.25,20,-0.5,3.5,0.999767,0.99998,1,0.993329,0.000213,0.000233,-0.006438,0,0,4.2e-05,0,0,0,"dir",0.000213,0,0
100,0.25,20,-0.5,3.6,0.999841,1,1,0.993332,0.000159,0.000159,-0.006509,0,0,4.3e-05,0,0,0,"dir",0.000159,0,0
100,0.25,20,-0.5,3.7,0.999892,1,1,0.993332,0.000108,0.000108,-0.006561,0,0,4.3e-05,0,0,0,"dir",0.000108,0,0
100,0.25,20,-0.5,3.8,0.999928,1,1,0.993332,7.2e-05,7.2e-05,-0.006596,0,0,4.4e-05,0,0,0,"dir",7.2e-05,0,0
100,0.25,20,-0.5,3.9,0.999952,1,1,0.993332,4.8e-05,4.8e-05,-0.00662,0,0,4.4e-05,0,0,0,"dir",4.8e-05,0,0
100,0.25,20,-0.5,4,0.999968,1,1,0.993332,3.2e-05,3.2e-05,-0.006637,0,0,4.4e-05,0,0,0,"dir",3.2e-05,0,0
100,0.25,20,0,-4,3.2e-05,4e-05,0.099959,3.4e-05,8e-06,0.099927,2e-06,0,0.010045,1e-06,0,6e-05,1e-06,"dir",8e-06,0,0
100,0.25,20,0,-3.9,4.8e-05,4e-05,0.099959,7e-05,-8e-06,0.099911,2.2e-05,0,0.010042,2e-06,0,6e-05,2e-06,"dir",-8e-06,0,0
100,0.25,20,0,-3.8,7.2e-05,4e-05,0.099959,7.7e-05,-3.2e-05,0.099886,5e-06,0,0.010037,3e-06,0,6e-05,3e-06,"dir",-3.2e-05,0,0
100,0.25,20,0,-3.7,0.000108,8e-05,0.099999,9.9e-05,-2.8e-05,0.099891,-9e-06,1e-06,0.010039,3e-06,1e-06,6.1e-05,3e-06,"dir",-2.8e-05,1e-06,1e-06
100,0.25,20,0,-3.6,0.000159,1e-04,0.100019,0.00019,-5.9e-05,0.09986,3.1e-05,1e-06,0.010033,5e-06,1e-06,6.1e-05,5e-06,"dir",-5.9e-05,1e-06,1e-06
100,0.25,20,0,-3.5,0.000233,0.00026,0.100179,0.00029,2.7e-05,0.099946,5.7e-05,3e-06,0.010054,9e-06,3e-06,6.5e-05,9e-06,"dir",2.7e-05,3e-06,3e-06
100,0.25,20,0,-3.4,0.000337,0.00038,0.100299,0.000453,4.3e-05,0.099962,0.000116,4e-06,0.01006,1.4e-05,4e-06,6.7e-05,1.4e-05,"dir",4.3e-05,4e-06,4e-06
100,0.25,20,0,-3.3,0.000483,0.00058,0.100499,0.000692,9.7e-05,0.100015,0.000208,5e-06,0.010073,2.1e-05,5e-06,7e-05,2.1e-05,"dir",9.7e-05,5e-06,5e-06
100,0.25,20,0,-3.2,0.000687,0.00086,0.100779,0.000991,0.000173,0.100092,0.000304,8e-06,0.010094,3.2e-05,8e-06,7.6e-05,3.2e-05,"dir",0.000173,8e-06,8e-06
100,0.25,20,0,-3.1,0.000968,0.00108,0.100999,0.001225,0.000112,0.100031,0.000257,1.1e-05,0.010086,4.1e-05,1.1e-05,8e-05,4.1e-05,"dir",0.000112,1.1e-05,1.1e-05
100,0.25,20,0,-3,0.00135,0.00132,0.101239,0.001392,-3e-05,0.099889,4.2e-05,1.4e-05,0.010062,4.6e-05,1.4e-05,8.4e-05,4.7e-05,"dir",-3e-05,1.4e-05,1.4e-05
100,0.25,20,0,-2.9,0.001866,0.0018,0.101719,0.001673,-6.6e-05,0.099853,-0.000192,1.7e-05,0.010061,5.3e-05,1.7e-05,9.1e-05,5.3e-05,"dir",-6.6e-05,1.7e-05,1.7e-05
100,0.25,20,0,-2.8,0.002555,0.00246,0.102379,0.002063,-9.5e-05,0.099824,-0.000492,2.4e-05,0.01007,6.5e-05,2.4e-05,0.000105,6.5e-05,"dir",-9.5e-05,2.4e-05,2.4e-05
100,0.25,20,0,-2.7,0.003467,0.00324,0.103159,0.002753,-0.000227,0.099692,-0.000714,3.2e-05,0.010057,8.6e-05,3.2e-05,0.000118,8.6e-05,"dir",-0.000227,3.2e-05,3.2e-05
100,0.25,20,0,-2.6,0.004661,0.00444,0.104359,0.00411,-0.000221,0.099697,-0.000551,4.4e-05,0.010083,0.000131,4.4e-05,0.000144,0.000131,"dir",-0.000221,4.4e-05,4.4e-05
100,0.25,20,0,-2.5,0.00621,0.00618,0.106099,0.005778,-3e-05,0.099889,-0.000431,6e-05,0.010146,0.000195,6e-05,0.000168,0.000195,"dir",-3e-05,6e-05,6e-05
100,0.25,20,0,-2.4,0.008198,0.00816,0.108079,0.007572,-3.8e-05,0.099881,-0.000626,7.7e-05,0.010173,0.00026,7.7e-05,0.000197,0.00026,"dir",-3.8e-05,7.7e-05,7.7e-05
100,0.25,20,0,-2.3,0.010724,0.01074,0.110659,0.009462,1.6e-05,0.099935,-0.001263,0.000106,0.010229,0.000335,0.000106,0.000243,0.000334,"dir",1.6e-05,0.000106,0.000106
100,0.25,20,0,-2.2,0.013903,0.01394,0.113859,0.012398,3.7e-05,0.099955,-0.001506,0.000143,0.010287,0.00044,0.000143,0.000296,0.000439,"dir",3.7e-05,0.000143,0.000143
100,0.25,20,0,-2.1,0.017864,0.01832,0.118239,0.016869,0.000456,0.100374,-0.000996,0.000187,0.010437,0.000586,0.000187,0.000363,0.000587,"dir",0.000456,0.000187,0.000187
100,0.25,20,0,-2,0.02275,0.02314,0.123059,0.022233,0.00039,0.100309,-0.000517,0.000234,0.010484,0.000774,0.000234,0.000423,0.000775,"dir",0.00039,0.000234,0.000234
100,0.25,20,0,-1.9,0.028717,0.02872,0.128639,0.027823,3e-06,0.099922,-0.000894,0.000303,0.010493,0.001004,0.000303,0.00051,0.001006,"dir",3e-06,0.000303,0.000303
100,0.25,20,0,-1.8,0.03593,0.03646,0.136379,0.034502,0.00053,0.100448,-0.001428,0.000384,0.010696,0.001277,0.000384,0.000607,0.001278,"dir",0.00053,0.000384,0.000384
100,0.25,20,0,-1.7,0.044565,0.04522,0.145139,0.042278,0.000655,0.100573,-0.002287,0.000472,0.010829,0.001577,0.000472,0.000715,0.001575,"dir",0.000655,0.000472,0.000472
100,0.25,20,0,-1.6,0.054799,0.0551,0.155019,0.051878,0.000301,0.100219,-0.002921,0.000602,0.010925,0.001924,0.000603,0.000883,0.00192,"dir",0.000301,0.000602,0.000603
100,0.25,20,0,-1.5,0.066807,0.0675,0.167419,0.062948,0.000693,0.100611,-0.003859,0.000693,0.011108,0.002323,0.000694,0.000987,0.002313,"dir",0.000693,0.000693,0.000694
100,0.25,20,0,-1.4,0.080757,0.08098,0.180899,0.075418,0.000223,0.100142,-0.005338,0.000826,0.011171,0.002775,0.000827,0.001145,0.002752,"dir",0.000223,0.000826,0.000827
100,0.25,20,0,-1.3,0.0968,0.097,0.196919,0.090039,2e-04,0.100118,-0.006761,0.001051,0.011419,0.003341,0.001053,0.001398,0.003302,"dir",2e-04,0.001051,0.001053
100,0.25,20,0,-1.2,0.11507,0.11502,0.214939,0.107658,-5e-05,0.099869,-0.007411,0.001209,0.011528,0.004122,0.001211,0.001557,0.004075,"dir",-5e-05,0.001209,0.001211
100,0.25,20,0,-1.1,0.135666,0.13518,0.235099,0.128102,-0.000486,0.099433,-0.007564,0.001291,0.01153,0.00498,0.001294,0.001647,0.004932,"dir",-0.000486,0.001291,0.001294
100,0.25,20,0,-1,0.158655,0.1589,0.258819,0.150621,0.000245,0.100163,-0.008034,0.001466,0.011853,0.005763,0.001469,0.001824,0.00571,"dir",0.000245,0.001466,0.001469
100,0.25,20,0,-0.9,0.18406,0.18402,0.283939,0.176197,-4e-05,0.099879,-0.007863,0.001604,0.011917,0.006416,0.001607,0.001945,0.006367,"dir",-4e-05,0.001604,0.001607
100,0.25,20,0,-0.8,0.211855,0.21142,0.311339,0.205532,-0.000435,0.099483,-0.006323,0.001778,0.012011,0.006852,0.001781,0.002118,0.006826,"dir",-0.000435,0.001778,0.001781
100,0.25,20,0,-0.7,0.241964,0.24146,0.341379,0.237176,-0.000504,0.099415,-0.004787,0.001858,0.012065,0.00733,0.001861,0.002186,0.007322,"dir",-0.000504,0.001858,0.001861
100,0.25,20,0,-0.6,0.274253,0.2748,0.374719,0.269096,0.000547,0.100466,-0.005157,0.00197,0.012383,0.008001,0.001974,0.002295,0.007991,"dir",0.000547,0.00197,0.001974
100,0.25,20,0,-0.5,0.308538,0.30866,0.408579,0.302781,0.000122,0.100041,-0.005756,0.002074,0.012372,0.008755,0.002078,0.002369,0.00874,"dir",0.000122,0.002074,0.002078
100,0.25,20,0,-0.4,0.344578,0.34274,0.442659,0.338661,-0.001838,0.09808,-0.005917,0.002341,0.01221,0.009204,0.002343,0.002596,0.009187,"dir",-0.001838,0.002341,0.002343
100,0.25,20,0,-0.3,0.382089,0.38122,0.481139,0.3753,-0.000869,0.09905,-0.006789,0.002343,0.012363,0.00963,0.002347,0.002558,0.009603,"dir",-0.000869,0.002343,0.002347
100,0.25,20,0,-0.2,0.42074,0.4196,0.519519,0.414078,-0.00114,0.098778,-0.006662,0.002401,0.012323,0.010015,0.002405,0.002571,0.00999,"dir",-0.00114,0.002401,0.002405
100,0.25,20,0,-0.0999999999999996,0.460172,0.45984,0.559759,0.454333,-0.000332,0.099587,-0.005839,0.002538,0.012595,0.010136,0.002543,0.002683,0.010122,"dir",-0.000332,0.002538,0.002543
100,0.25,20,0,0,0.5,0.50012,0.600039,0.494935,0.00012,0.100039,-0.005065,0.002454,0.012567,0.010127,0.002459,0.002564,0.010121,"dir",0.00012,0.002454,0.002459
100,0.25,20,0,0.100000000000001,0.539828,0.54072,0.640639,0.534134,0.000892,0.100811,-0.005694,0.002389,0.012601,0.010098,0.002393,0.002443,0.010085,"dir",0.000892,0.002389,0.002393
100,0.25,20,0,0.2,0.57926,0.57864,0.678559,0.572206,-0.00062,0.099299,-0.007054,0.002232,0.012101,0.009966,0.002236,0.002245,0.009936,"dir",-0.00062,0.002232,0.002236
100,0.25,20,0,0.3,0.617911,0.61696,0.716879,0.609663,-0.000951,0.098967,-0.008249,0.002194,0.011941,0.009604,0.002197,0.00215,0.009555,"dir",-0.000951,0.002194,0.002197
100,0.25,20,0,0.4,0.655422,0.65418,0.754099,0.647395,-0.001242,0.098677,-0.008026,0.002227,0.011866,0.009315,0.00223,0.002133,0.009269,"dir",-0.001242,0.002227,0.00223
100,0.25,20,0,0.5,0.691462,0.69028,0.790199,0.683581,-0.001182,0.098736,-0.007882,0.002069,0.011699,0.008764,0.002072,0.001954,0.00872,"dir",-0.001182,0.002069,0.002072
100,0.25,20,0,0.600000000000001,0.725747,0.72424,0.824159,0.718201,-0.001507,0.098412,-0.007545,0.002033,0.011563,0.008008,0.002035,0.001882,0.007967,"dir",-0.001507,0.002033,0.002035
100,0.25,20,0,0.7,0.758036,0.75716,0.857079,0.750253,-0.000876,0.099042,-0.007784,0.001897,0.011533,0.007396,0.0019,0.001728,0.00735,"dir",-0.000876,0.001897,0.0019
100,0.25,20,0,0.800000000000001,0.788145,0.78874,0.888659,0.780663,0.000595,0.100514,-0.007481,0.001671,0.011578,0.006783,0.001674,0.001478,0.006741,"dir",0.000595,0.001671,0.001674
100,0.25,20,0,0.9,0.81594,0.81634,0.91616,0.808416,4e-04,0.10022,-0.007524,0.001564,0.011386,0.006286,0.001567,0.001344,0.006242,"dir",4e-04,0.001564,0.001567
100,0.25,20,0,1,0.841345,0.84058,0.940126,0.833321,-0.000765,0.098782,-0.008024,0.001487,0.010971,0.005673,0.001489,0.001215,0.005619,"dir",-0.000765,0.001487,0.001489
100,0.25,20,0,1.1,0.864334,0.86386,0.962127,0.855695,-0.000474,0.097793,-0.008639,0.001275,0.010466,0.005036,0.001277,0.000904,0.004971,"dir",-0.000474,0.001275,0.001277
100,0.25,20,0,1.2,0.88493,0.88416,0.978757,0.875384,-0.00077,0.093827,-0.009547,0.001132,0.009397,0.004355,0.001134,0.000595,0.004272,"dir",-0.00077,0.001132,0.001134
100,0.25,20,0,1.3,0.9032,0.9026,0.990099,0.893523,-6e-04,0.0869,-0.009676,0.000974,0.007831,0.003548,0.000975,0.00028,0.003462,"dir",-6e-04,0.000974,0.000975
