"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
100,0.25,10,0.5,0.100000000000001,0.539828,0.53992,0.639156,0.536028,9.2e-05,0.099328,-0.0038,0.002354,0.012236,0.008824,0.002358,0.002374,0.008827,"dir_sd",0.099328,0.012236,0.002374
100,0.25,10,0.5,0.2,0.57926,0.57988,0.679116,0.573238,0.00062,0.099856,-0.006021,0.002391,0.012325,0.008841,0.002395,0.002358,0.008823,"dir_sd",0.099856,0.012325,0.002358
100,0.25,10,0.5,0.3,0.617911,0.61908,0.718316,0.609073,0.001169,0.100404,-0.008839,0.002329,0.012342,0.00864,0.002333,0.002266,0.008579,"dir_sd",0.100404,0.012342,0.002266
100,0.25,10,0.5,0.4,0.655422,0.65718,0.756416,0.644049,0.001758,0.100994,-0.011372,0.002247,0.012354,0.00813,0.002248,0.002158,0.008017,"dir_sd",0.100994,0.012354,0.002158
100,0.25,10,0.5,0.5,0.691462,0.69178,0.791016,0.678012,0.000318,0.099553,-0.013451,0.002037,0.011813,0.007565,0.002041,0.001906,0.007399,"dir_sd",0.099553,0.011813,0.001906
100,0.25,10,0.5,0.600000000000001,0.725747,0.7256,0.824836,0.710793,-0.000147,0.099089,-0.014954,0.001904,0.011552,0.006995,0.001908,0.001737,0.006785,"dir_sd",0.099089,0.011552,0.001737
100,0.25,10,0.5,0.7,0.758036,0.7582,0.857436,0.742701,0.000164,0.099399,-0.015335,0.001804,0.0115,0.006489,0.001808,0.001623,0.006266,"dir_sd",0.099399,0.0115,0.001623
100,0.25,10,0.5,0.800000000000001,0.788145,0.7906,0.889812,0.772402,0.002455,0.101667,-0.015742,0.001683,0.011794,0.006079,0.00168,0.001461,0.005843,"dir_sd",0.101667,0.011794,0.001461
100,0.25,10,0.5,0.9,0.81594,0.81776,0.916929,0.799413,0.00182,0.100989,-0.016527,0.001525,0.011473,0.005708,0.001524,0.001277,0.005446,"dir_sd",0.100989,0.011473,0.001277
100,0.25,10,0.5,1,0.841345,0.84356,0.942273,0.824373,0.002215,0.100929,-0.016971,0.001347,0.011228,0.005222,0.001345,0.001044,0.004944,"dir_sd",0.100929,0.011228,0.001044
100,0.25,10,0.5,1.1,0.864334,0.86702,0.964264,0.847276,0.002686,0.09993,-0.017058,0.001195,0.010762,0.004719,0.00119,0.000777,0.004437,"dir_sd",0.09993,0.010762,0.000777
100,0.25,10,0.5,1.2,0.88493,0.88744,0.980715,0.867615,0.00251,0.095785,-0.017316,0.001033,0.009618,0.004191,0.001029,0.000444,0.003899,"dir_sd",0.095785,0.009618,0.000444
100,0.25,10,0.5,1.3,0.9032,0.90538,0.991529,0.884997,0.00218,0.08833,-0.018202,9e-04,0.007988,0.003693,0.000897,0.000186,0.003368,"dir_sd",0.08833,0.007988,0.000186
100,0.25,10,0.5,1.4,0.919243,0.92126,0.997177,0.899955,0.002017,0.077934,-0.019288,0.000786,0.006129,0.003219,0.000784,5.5e-05,0.002853,"dir_sd",0.077934,0.006129,5.5e-05
100,0.25,10,0.5,1.5,0.933193,0.93472,0.999389,0.913414,0.001527,0.066196,-0.019779,0.000642,0.004392,0.002808,0.000641,1e-05,0.002421,"dir_sd",0.066196,0.004392,1e-05
100,0.25,10,0.5,1.6,0.945201,0.9468,0.999947,0.925559,0.001599,0.054746,-0.019642,0.000507,0.002998,0.002465,0.000505,1e-06,0.002083,"dir_sd",0.054746,0.002998,1e-06
100,0.25,10,0.5,1.7,0.955435,0.95698,0.999985,0.936669,0.001545,0.044551,-0.018766,0.000422,0.001985,0.002133,0.000421,0,0.001784,"dir_sd",0.044551,0.001985,0
100,0.25,10,0.5,1.8,0.96407,0.96442,1,0.946332,0.00035,0.03593,-0.017738,0.00036,0.001291,0.00181,0.000361,0,0.001498,"dir_sd",0.03593,0.001291,0
100,0.25,10,0.5,1.9,0.971283,0.97222,1,0.954413,0.000937,0.028717,-0.016871,0.000283,0.000825,0.001556,0.000282,0,0.001274,"dir_sd",0.028717,0.000825,0
100,0.25,10,0.5,2,0.97725,0.9777,1,0.961112,0.00045,0.02275,-0.016138,0.000212,0.000518,0.001347,0.000212,0,0.001089,"dir_sd",0.02275,0.000518,0
100,0.25,10,0.5,2.1,0.982136,0.98264,1,0.966812,0.000504,0.017864,-0.015323,0.000166,0.000319,0.001142,0.000166,0,0.000909,"dir_sd",0.017864,0.000319,0
100,0.25,10,0.5,2.2,0.986097,0.98648,1,0.972059,0.000383,0.013903,-0.014037,0.000136,0.000193,0.000931,0.000136,0,0.000735,"dir_sd",0.013903,0.000193,0
100,0.25,10,0.5,2.3,0.989276,0.98944,1,0.976702,0.000164,0.010724,-0.012574,0.000109,0.000115,0.000733,0.000109,0,0.000576,"dir_sd",0.010724,0.000115,0
100,0.25,10,0.5,2.4,0.991802,0.992,1,0.980364,0.000198,0.008198,-0.011438,8.5e-05,6.7e-05,0.000582,8.5e-05,0,0.000452,"dir_sd",0.008198,6.7e-05,0
100,0.25,10,0.5,2.5,0.99379,0.99376,1,0.983281,-3e-05,0.00621,-0.01051,6.3e-05,3.9e-05,0.000463,6.3e-05,0,0.000353,"dir_sd",0.00621,3.9e-05,0
100,0.25,10,0.5,2.6,0.995339,0.99524,1,0.985554,-9.9e-05,0.004661,-0.009785,4.9e-05,2.2e-05,0.000367,4.9e-05,0,0.000272,"dir_sd",0.004661,2.2e-05,0
100,0.25,10,0.5,2.7,0.996533,0.99638,1,0.987467,-0.000153,0.003467,-0.009066,3.8e-05,1.2e-05,0.000287,3.8e-05,0,0.000205,"dir_sd",0.003467,1.2e-05,0
100,0.25,10,0.5,2.8,0.997445,0.99726,1,0.988963,-0.000185,0.002555,-0.008482,2.7e-05,7e-06,0.000224,2.7e-05,0,0.000152,"dir_sd",0.002555,7e-06,0
100,0.25,10,0.5,2.9,0.998134,0.99808,1,0.99018,-5.4e-05,0.001866,-0.007955,1.9e-05,3e-06,0.000167,1.9e-05,0,0.000104,"dir_sd",0.001866,3e-06,0
100,0.25,10,0.5,3,0.99865,0.99856,1,0.991103,-9e-05,0.00135,-0.007547,1.3e-05,2e-06,0.000125,1.3e-05,0,6.8e-05,"dir_sd",0.00135,2e-06,0
100,0.25,10,0.5,3.1,0.999032,0.99888,1,0.99182,-0.000152,0.000968,-0.007213,1.1e-05,1e-06,9.5e-05,1.1e-05,0,4.4e-05,"dir_sd",0.000968,1e-06,0
100,0.25,10,0.5,3.2,0.999313,0.99934,1,0.992295,2.7e-05,0.000687,-0.007018,7e-06,0,8e-05,7e-06,0,3.1e-05,"dir_sd",0.000687,0,0
100,0.25,10,0.5,3.3,0.999517,0.99952,1,0.992597,3e-06,0.000483,-0.00692,5e-06,0,6.9e-05,5e-06,0,2.1e-05,"dir_sd",0.000483,0,0
100,0.25,10,0.5,3.4,0.999663,0.99972,1,0.992848,5.7e-05,0.000337,-0.006816,3e-06,0,6e-05,3e-06,0,1.3e-05,"dir_sd",0.000337,0,0
100,0.25,10,0.5,3.5,0.999767,0.99986,1,0.993008,9.3e-05,0.000233,-0.006759,1e-06,0,5.5e-05,1e-06,0,9e-06,"dir_sd",0.000233,0,0
100,0.25,10,0.5,3.6,0.999841,0.99992,1,0.993118,7.9e-05,0.000159,-0.006723,1e-06,0,5.1e-05,1e-06,0,6e-06,"dir_sd",0.000159,0,0
100,0.25,10,0.5,3.7,0.999892,0.99996,1,0.993192,6.8e-05,0.000108,-0.006701,0,0,4.8e-05,0,0,4e-06,"dir_sd",0.000108,0,0
100,0.25,10,0.5,3.8,0.999928,1,1,0.993239,7.2e-05,7.2e-05,-0.006689,0,0,4.6e-05,0,0,2e-06,"dir_sd",7.2e-05,0,0
100,0.25,10,0.5,3.9,0.999952,1,1,0.993281,4.8e-05,4.8e-05,-0.006671,0,0,4.5e-05,0,0,0,"dir_sd",4.8e-05,0,0
100,0.25,10,0.5,4,0.999968,1,1,0.993302,3.2e-05,3.2e-05,-0.006667,0,0,4.5e-05,0,0,0,"dir_sd",3.2e-05,0,0
100,0.25,3,-0.5,-4,3.2e-05,4e-05,0.10003,0,8e-06,0.099998,-3.2e-05,0,0.010054,0,0,5.5e-05,0,"dir_sd",0.099998,0.010054,5.5e-05
100,0.25,3,-0.5,-3.9,4.8e-05,8e-05,0.10007,0,3.2e-05,0.100021,-4.8e-05,1e-06,0.010061,0,1e-06,5.7e-05,0,"dir_sd",0.100021,0.010061,5.7e-05
100,0.25,3,-0.5,-3.8,7.2e-05,8e-05,0.10007,0,8e-06,0.099997,-7.2e-05,1e-06,0.010056,0,1e-06,5.7e-05,0,"dir_sd",0.099997,0.010056,5.7e-05
100,0.25,3,-0.5,-3.7,0.000108,0.00012,0.10011,0,1.2e-05,0.100002,-0.000108,2e-06,0.010058,0,2e-06,5.8e-05,0,"dir_sd",0.100002,0.010058,5.8e-05
100,0.25,3,-0.5,-3.6,0.000159,0.00014,0.10013,0,-1.9e-05,0.09997,-0.000159,2e-06,0.010053,0,2e-06,5.9e-05,0,"dir_sd",0.09997,0.010053,5.9e-05
100,0.25,3,-0.5,-3.5,0.000233,0.00028,0.10027,7e-06,4.7e-05,0.100037,-0.000225,3e-06,0.01007,0,3e-06,6.3e-05,0,"dir_sd",0.100037,0.01007,6.3e-05
100,0.25,3,-0.5,-3.4,0.000337,0.00038,0.10037,2.2e-05,4.3e-05,0.100033,-0.000315,4e-06,0.010071,0,4e-06,6.5e-05,0,"dir_sd",0.100033,0.010071,6.5e-05
100,0.25,3,-0.5,-3.3,0.000483,0.00056,0.10055,3.4e-05,7.7e-05,0.100066,-0.000449,6e-06,0.010082,1e-06,6e-06,6.9e-05,0,"dir_sd",0.100066,0.010082,6.9e-05
100,0.25,3,-0.5,-3.2,0.000687,0.00078,0.10077,0.000119,9.3e-05,0.100082,-0.000568,9e-06,0.010091,2e-06,9e-06,7.5e-05,2e-06,"dir_sd",0.100082,0.010091,7.5e-05
100,0.25,3,-0.5,-3.1,0.000968,0.00102,0.10101,0.000206,5.2e-05,0.100042,-0.000762,1.1e-05,0.010088,4e-06,1.1e-05,7.9e-05,4e-06,"dir_sd",0.100042,0.010088,7.9e-05
100,0.25,3,-0.5,-3,0.00135,0.0014,0.10139,0.000379,5e-05,0.10004,-0.000971,1.4e-05,0.010095,9e-06,1.4e-05,8.7e-05,8e-06,"dir_sd",0.10004,0.010095,8.7e-05
100,0.25,3,-0.5,-2.9,0.001866,0.00186,0.10185,0.000596,-6e-06,0.099984,-0.001269,2e-05,0.010093,1.6e-05,2e-05,9.7e-05,1.5e-05,"dir_sd",0.099984,0.010093,9.7e-05
100,0.25,3,-0.5,-2.8,0.002555,0.00268,0.10267,9e-04,0.000125,0.100114,-0.001655,2.8e-05,0.010137,2.7e-05,2.8e-05,0.000114,2.4e-05,"dir_sd",0.100114,0.010137,0.000114
100,0.25,3,-0.5,-2.7,0.003467,0.00358,0.10357,0.00131,0.000113,0.100103,-0.002157,3.7e-05,0.01015,4e-05,3.7e-05,0.00013,3.6e-05,"dir_sd",0.100103,0.01015,0.00013
100,0.25,3,-0.5,-2.6,0.004661,0.00468,0.10467,0.00181,1.9e-05,0.100008,-0.002851,4.9e-05,0.01015,5.8e-05,4.9e-05,0.000148,5e-05,"dir_sd",0.100008,0.01015,0.000148
100,0.25,3,-0.5,-2.5,0.00621,0.00624,0.10623,0.002543,3e-05,0.10002,-0.003667,6.8e-05,0.010181,8.3e-05,6.8e-05,0.000177,7e-05,"dir_sd",0.10002,0.010181,0.000177
100,0.25,3,-0.5,-2.4,0.008198,0.00822,0.10821,0.003568,2.2e-05,0.100012,-0.00463,8.9e-05,0.010211,0.000117,8.9e-05,0.000209,9.5e-05,"dir_sd",0.100012,0.010211,0.000209
100,0.25,3,-0.5,-2.3,0.010724,0.01086,0.11085,0.004978,0.000136,0.100125,-0.005746,0.000121,0.010285,0.000167,0.000121,0.00026,0.000135,"dir_sd",0.100125,0.010285,0.00026
100,0.25,3,-0.5,-2.2,0.013903,0.01406,0.11405,0.006939,0.000157,0.100146,-0.006964,0.000152,0.010334,0.000243,0.000152,0.000305,0.000195,"dir_sd",0.100146,0.010334,0.000305
100,0.25,3,-0.5,-2.1,0.017864,0.01842,0.11841,0.009669,0.000556,0.100545,-0.008195,0.000187,0.010464,0.000348,0.000187,0.000355,0.000282,"dir_sd",0.100545,0.010464,0.000355
100,0.25,3,-0.5,-2,0.02275,0.02356,0.12355,0.013286,0.00081,0.100799,-0.009464,0.000232,0.010573,0.000496,0.000231,0.000413,0.000407,"dir_sd",0.100799,0.010573,0.000413
100,0.25,3,-0.5,-1.9,0.028717,0.02926,0.12925,0.017767,0.000543,0.100533,-0.010949,0.000302,0.01061,0.000693,0.000303,0.000504,0.000574,"dir_sd",0.100533,0.01061,0.000504
100,0.25,3,-0.5,-1.8,0.03593,0.03618,0.13617,0.023632,0.00025,0.100239,-0.012298,0.000364,0.010628,0.000954,0.000365,0.000581,0.000804,"dir_sd",0.100239,0.010628,0.000581
100,0.25,3,-0.5,-1.7,0.044565,0.04466,0.14465,0.030806,9.5e-05,0.100084,-0.013759,0.000458,0.010715,0.00126,0.000459,7e-04,0.001073,"dir_sd",0.100084,0.010715,7e-04
100,0.25,3,-0.5,-1.6,0.054799,0.05538,0.15537,0.039317,0.000581,0.10057,-0.015482,0.000544,0.010912,0.00162,0.000544,8e-04,0.001383,"dir_sd",0.10057,0.010912,8e-04
100,0.25,3,-0.5,-1.5,0.066807,0.06736,0.16735,0.049531,0.000553,0.100542,-0.017277,0.00066,0.011044,0.002024,0.000661,0.000937,0.001729,"dir_sd",0.100542,0.011044,0.000937
100,0.25,3,-0.5,-1.4,0.080757,0.0819,0.18189,0.061889,0.001143,0.101133,-0.018868,0.000774,0.011284,0.002485,0.000774,0.001058,0.002133,"dir_sd",0.101133,0.011284,0.001058
100,0.25,3,-0.5,-1.3,0.0968,0.09814,0.19813,0.076446,0.00134,0.101329,-0.020354,0.000979,0.011552,0.002965,0.000979,0.001287,0.002556,"dir_sd",0.101329,0.011552,0.001287
100,0.25,3,-0.5,-1.2,0.11507,0.11694,0.21693,0.093402,0.00187,0.10186,-0.021667,0.001146,0.011836,0.003462,0.001145,0.001463,0.002998,"dir_sd",0.10186,0.011836,0.001463
100,0.25,3,-0.5,-1.1,0.135666,0.13702,0.23701,0.11248,0.001354,0.101343,-0.023186,0.001332,0.011923,0.003993,0.001333,0.001656,0.003462,"dir_sd",0.101343,0.011923,0.001656
100,0.25,3,-0.5,-1,0.158655,0.16104,0.26103,0.135024,0.002385,0.102374,-0.023631,0.001451,0.012249,0.004564,0.001449,0.001772,0.004013,"dir_sd",0.102374,0.012249,0.001772
100,0.25,3,-0.5,-0.9,0.18406,0.1866,0.28659,0.160541,0.00254,0.102529,-0.02352,0.001612,0.012429,0.005192,0.001609,0.001921,0.004648,"dir_sd",0.102529,0.012429,0.001921
100,0.25,3,-0.5,-0.8,0.211855,0.21346,0.31345,0.188544,0.001605,0.101594,-0.023311,0.001698,0.012298,0.005804,0.001699,0.00198,0.005271,"dir_sd",0.101594,0.012298,0.00198
100,0.25,3,-0.5,-0.7,0.241964,0.24386,0.34385,0.220191,0.001896,0.101886,-0.021773,0.001868,0.012524,0.006395,0.001868,0.002148,0.005933,"dir_sd",0.101886,0.012524,0.002148
100,0.25,3,-0.5,-0.6,0.274253,0.2762,0.37619,0.254145,0.001947,0.101936,-0.020108,0.002013,0.012643,0.006913,0.002013,0.002257,0.006521,"dir_sd",0.101936,0.012643,0.002257
100,0.25,3,-0.5,-0.5,0.308538,0.31064,0.41063,0.290669,0.002102,0.102092,-0.017869,0.002279,0.012928,0.007381,0.002279,0.00251,0.007076,"dir_sd",0.102092,0.012928,0.00251
100,0.25,3,-0.5,-0.4,0.344578,0.34636,0.44635,0.329094,0.001782,0.101771,-0.015484,0.002287,0.012828,0.007745,0.002289,0.002475,0.00752,"dir_sd",0.101771,0.012828,0.002475
100,0.25,3,-0.5,-0.3,0.382089,0.38318,0.48317,0.369256,0.001091,0.101081,-0.012833,0.002427,0.0128,0.00795,0.002431,0.002588,0.007801,"dir_sd",0.101081,0.0128,0.002588
100,0.25,3,-0.5,-0.2,0.42074,0.42176,0.52175,0.41038,0.00102,0.101009,-0.01036,0.002494,0.012823,0.00806,0.002498,0.002625,0.007969,"dir_sd",0.101009,0.012823,0.002625
100,0.25,3,-0.5,-0.0999999999999996,0.460172,0.46152,0.56151,0.452388,0.001348,0.101337,-0.007784,0.002524,0.012872,0.007915,0.002528,0.002608,0.00787,"dir_sd",0.101337,0.012872,0.002608
100,0.25,3,-0.5,0,0.5,0.50028,0.60027,0.49472,0.00028,0.10027,-0.00528,0.002583,0.012684,0.007699,0.002588,0.002636,0.007686,"dir_sd",0.10027,0.012684,0.002636
100,0.25,3,-0.5,0.100000000000001,0.539828,0.54116,0.64115,0.536513,0.001332,0.101322,-0.003315,0.002466,0.012739,0.007325,0.002469,0.002478,0.007329,"dir_sd",0.101322,0.012739,0.002478
100,0.25,3,-0.5,0.2,0.57926,0.57884,0.67883,0.577769,-0.00042,0.09957,-0.00149,0.00246,0.012356,0.007046,0.002465,0.002447,0.007058,"dir_sd",0.09957,0.012356,0.002447
100,0.25,3,-0.5,0.3,0.617911,0.6167,0.71669,0.618359,-0.001211,0.098778,0.000447,0.002303,0.011998,0.006688,0.002306,0.002245,0.006701,"dir_sd",0.098778,0.011998,0.002245
100,0.25,3,-0.5,0.4,0.655422,0.6553,0.75529,0.657947,-0.000122,0.099868,0.002525,0.002135,0.012005,0.006416,0.002139,0.002036,0.006423,"dir_sd",0.099868,0.012005,0.002036
100,0.25,3,-0.5,0.5,0.691462,0.69074,0.79073,0.695558,-0.000722,0.099267,0.004095,0.002056,0.011787,0.006197,0.002059,0.001937,0.006193,"dir_sd",0.099267,0.011787,0.001937
100,0.25,3,-0.5,0.600000000000001,0.725747,0.7256,0.82559,0.731675,-0.000147,0.099843,0.005928,0.001987,0.011802,0.006012,0.001991,0.001837,0.005989,"dir_sd",0.099843,0.011802,0.001837
100,0.25,3,-0.5,0.7,0.758036,0.75808,0.85807,0.76551,4.4e-05,0.100033,0.007474,0.001779,0.011622,0.005741,0.001782,0.001618,0.005697,"dir_sd",0.100033,0.011622,0.001618
100,0.25,3,-0.5,0.800000000000001,0.788145,0.7887,0.888688,0.796758,0.000555,0.100544,0.008613,0.001719,0.011649,0.005283,0.001722,0.001543,0.005219,"dir_sd",0.100544,0.011649,0.001543
100,0.25,3,-0.5,0.9,0.81594,0.81598,0.915903,0.82517,4e-05,0.099963,0.00923,0.001608,0.0114,0.004776,0.001611,0.00141,0.004701,"dir_sd",0.099963,0.0114,0.00141
100,0.25,3,-0.5,1,0.841345,0.84176,0.941232,0.850395,0.000415,0.099887,0.00905,0.001349,0.011066,0.004259,0.001352,0.001091,0.004186,"dir_sd",0.099887,0.011066,0.001091
100,0.25,3,-0.5,1.1,0.864334,0.86416,0.962374,0.872598,-0.000174,0.09804,0.008264,0.001145,0.010406,0.0037,0.001147,0.000795,0.003639,"dir_sd",0.09804,0.010406,0.000795
100,0.25,3,-0.5,1.2,0.88493,0.88454,0.978988,0.892321,-0.00039,0.094058,0.00739,0.001049,0.009362,0.003154,0.001051,0.000516,0.003106,"dir_sd",0.094058,0.009362,0.000516
100,0.25,3,-0.5,1.3,0.9032,0.9032,0.990888,0.909586,0,0.087688,0.006387,0.000877,0.007922,0.002649,0.000879,0.000233,0.002613,"dir_sd",0.087688,0.007922,0.000233
100,0.25,3,-0.5,1.4,0.919243,0.9184,0.996521,0.924324,-0.000843,0.077277,0.005081,0.000764,0.006061,0.0022,0.000765,8.9e-05,0.002178,"dir_sd",0.077277,0.006061,8.9e-05
100,0.25,3,-0.5,1.5,0.933193,0.9325,0.999019,0.937038,-0.000693,0.065826,0.003845,0.000623,0.004353,0.001787,0.000624,2e-05,0.001775,"dir_sd",0.065826,0.004353,2e-05
100,0.25,3,-0.5,1.6,0.945201,0.9449,0.999907,0.947939,-0.000301,0.054706,0.002738,0.000503,0.002994,0.001418,0.000504,1e-06,0.001414,"dir_sd",0.054706,0.002994,1e-06
100,0.25,3,-0.5,1.7,0.955435,0.95542,0.999997,0.9574,-1.5e-05,0.044562,0.001965,0.000396,0.001986,0.001103,0.000397,0,0.001101,"dir_sd",0.044562,0.001986,0
100,0.25,3,-0.5,1.8,0.96407,0.96422,1,0.965115,0.00015,0.03593,0.001045,0.000327,0.001291,0.000858,0.000328,0,0.000859,"dir_sd",0.03593,0.001291,0
100,0.25,3,-0.5,1.9,0.971283,0.97122,1,0.971364,-6.3e-05,0.028717,8.1e-05,0.000266,0.000825,0.000656,0.000266,0,0.000658,"dir_sd",0.028717,0.000825,0
100,0.25,3,-0.5,2,0.97725,0.97668,1,0.976424,-0.00057,0.02275,-0.000826,0.000205,0.000518,0.000504,0.000205,0,0.000505,"dir_sd",0.02275,0.000518,0
100,0.25,3,-0.5,2.1,0.982136,0.98166,1,0.980512,-0.000476,0.017864,-0.001624,0.000158,0.000319,0.000378,0.000158,0,0.000376,"dir_sd",0.017864,0.000319,0
100,0.25,3,-0.5,2.2,0.986097,0.98554,1,0.983757,-0.000557,0.013903,-0.00234,0.000137,0.000193,0.000277,0.000137,0,0.000272,"dir_sd",0.013903,0.000193,0
100,0.25,3,-0.5,2.3,0.989276,0.9889,1,0.986359,-0.000376,0.010724,-0.002917,0.000111,0.000115,0.000202,0.000111,0,0.000193,"dir_sd",0.010724,0.000115,0
100,0.25,3,-0.5,2.4,0.991802,0.9917,1,0.988465,-0.000102,0.008198,-0.003337,9e-05,6.7e-05,0.000143,9e-05,0,0.000132,"dir_sd",0.008198,6.7e-05,0
100,0.25,3,-0.5,2.5,0.99379,0.9942,1,0.989996,0.00041,0.00621,-0.003794,6e-05,3.9e-05,0.000105,6e-05,0,9.1e-05,"dir_sd",0.00621,3.9e-05,0
100,0.25,3,-0.5,2.6,0.995339,0.99554,1,0.991008,0.000201,0.004661,-0.00433,4.3e-05,2.2e-05,8.1e-05,4.3e-05,0,6.2e-05,"dir_sd",0.004661,2.2e-05,0
100,0.25,3,-0.5,2.7,0.996533,0.99702,1,0.991762,0.000487,0.003467,-0.004771,3e-05,1.2e-05,6.3e-05,3e-05,0,4.1e-05,"dir_sd",0.003467,1.2e-05,0
100,0.25,3,-0.5,2.8,0.997445,0.99786,1,0.992273,0.000415,0.002555,-0.005171,2.1e-05,7e-06,5.4e-05,2.1e-05,0,2.7e-05,"dir_sd",0.002555,7e-06,0
100,0.25,3,-0.5,2.9,0.998134,0.99826,1,0.992635,0.000126,0.001866,-0.005499,1.7e-05,3e-06,4.9e-05,1.7e-05,0,1.9e-05,"dir_sd",0.001866,3e-06,0
100,0.25,3,-0.5,3,0.99865,0.99872,1,0.992842,7e-05,0.00135,-0.005808,1.3e-05,2e-06,4.8e-05,1.3e-05,0,1.4e-05,"dir_sd",0.00135,2e-06,0
100,0.25,3,-0.5,3.1,0.999032,0.99918,1,0.993006,0.000148,0.000968,-0.006026,8e-06,1e-06,4.6e-05,8e-06,0,9e-06,"dir_sd",0.000968,1e-06,0
100,0.25,3,-0.5,3.2,0.999313,0.99944,1,0.993116,0.000127,0.000687,-0.006197,6e-06,0,4.4e-05,6e-06,0,6e-06,"dir_sd",0.000687,0,0
100,0.25,3,-0.5,3.3,0.999517,0.9996,1,0.993205,8.3e-05,0.000483,-0.006312,4e-06,0,4.3e-05,4e-06,0,3e-06,"dir_sd",0.000483,0,0
100,0.25,3,-0.5,3.4,0.999663,0.99974,1,0.993263,7.7e-05,0.000337,-0.0064,3e-06,0,4.2e-05,3e-06,0,1e-06,"dir_sd",0.000337,0,0
100,0.25,3,-0.5,3.5,0.999767,0.99982,1,0.993287,5.3e-05,0.000233,-0.00648,2e-06,0,4.3e-05,2e-06,0,1e-06,"dir_sd",0.000233,0,0
100,0.25,3,-0.5,3.6,0.999841,0.99984,1,0.993307,-1e-06,0.000159,-0.006534,2e-06,0,4.3e-05,2e-06,0,0,"dir_sd",0.000159,0,0
100,0.25,3,-0.5,3.7,0.999892,0.9999,1,0.993323,8e-06,0.000108,-0.006569,1e-06,0,4.3e-05,1e-06,0,0,"dir_sd",0.000108,0,0
100,0.25,3,-0.5,3.8,0.999928,0.99992,1,0.993327,-8e-06,7.2e-05,-0.006601,1e-06,0,4.4e-05,1e-06,0,0,"dir_sd",7.2e-05,0,0
100,0.25,3,-0.5,3.9,0.999952,0.99994,1,0.993332,-1.2e-05,4.8e-05,-0.00662,1e-06,0,4.4e-05,1e-06,0,0,"dir_sd",4.8e-05,0,0
100,0.25,3,-0.5,4,0.999968,0.99998,1,0.993332,1.2e-05,3.2e-05,-0.006636,0,0,4.4e-05,0,0,0,"dir_sd",3.2e-05,0,0
100,0.25,3,0,-4,3.2e-05,2e-05,0.09974,0,-1.2e-05,0.099709,-3.2e-05,0,0.009992,0,0,5.1e-05,0,"dir_sd",0.099709,0.009992,5.1e-05
100,0.25,3,0,-3.9,4.8e-05,4e-05,0.09976,9e-06,-8e-06,0.099712,-3.9e-05,0,0.009994,0,0,5.2e-05,0,"dir_sd",0.099712,0.009994,5.2e-05
100,0.25,3,0,-3.8,7.2e-05,4e-05,0.09976,2.7e-05,-3.2e-05,0.099688,-4.5e-05,0,0.009989,0,0,5.2e-05,0,"dir_sd",0.099688,0.009989,5.2e-05
100,0.25,3,0,-3.7,0.000108,6e-05,0.09978,5.3e-05,-4.8e-05,0.099673,-5.5e-05,1e-06,0.009987,1e-06,1e-06,5.2e-05,1e-06,"dir_sd",0.099673,0.009987,5.2e-05
100,0.25,3,0,-3.6,0.000159,6e-05,0.09978,9.1e-05,-9.9e-05,0.099621,-6.8e-05,1e-06,0.009977,2e-06,1e-06,5.2e-05,2e-06,"dir_sd",0.099621,0.009977,5.2e-05
100,0.25,3,0,-3.5,0.000233,0.00016,0.09988,0.000143,-7.3e-05,0.099648,-9e-05,2e-06,0.009984,3e-06,2e-06,5.4e-05,3e-06,"dir_sd",0.099648,0.009984,5.4e-05
100,0.25,3,0,-3.4,0.000337,0.00022,0.09994,0.000246,-0.000117,0.099603,-9.1e-05,2e-06,0.009975,5e-06,2e-06,5.5e-05,5e-06,"dir_sd",0.099603,0.009975,5.5e-05
100,0.25,3,0,-3.3,0.000483,0.00038,0.1001,0.000372,-0.000103,0.099617,-0.000111,4e-06,0.00998,8e-06,4e-06,5.7e-05,8e-06,"dir_sd",0.099617,0.00998,5.7e-05
100,0.25,3,0,-3.2,0.000687,0.00054,0.10026,0.000582,-0.000147,0.099573,-0.000105,5e-06,0.009974,1.2e-05,5e-06,5.9e-05,1.2e-05,"dir_sd",0.099573,0.009974,5.9e-05
100,0.25,3,0,-3.1,0.000968,0.00084,0.10056,0.001022,-0.000128,0.099593,5.4e-05,8e-06,0.009984,2.1e-05,8e-06,6.5e-05,2.1e-05,"dir_sd",0.099593,0.009984,6.5e-05
100,0.25,3,0,-3,0.00135,0.0013,0.10102,0.001602,-5e-05,0.09967,0.000252,1.2e-05,0.010007,3.5e-05,1.2e-05,7.3e-05,3.5e-05,"dir_sd",0.09967,0.010007,7.3e-05
100,0.25,3,0,-2.9,0.001866,0.0017,0.10142,0.002283,-0.000166,0.099555,0.000417,1.5e-05,0.009988,5.6e-05,1.5e-05,7.7e-05,5.6e-05,"dir_sd",0.099555,0.009988,7.7e-05
100,0.25,3,0,-2.8,0.002555,0.0024,0.10212,0.002986,-0.000155,0.099565,0.000431,2.3e-05,0.010002,7.9e-05,2.3e-05,8.9e-05,7.9e-05,"dir_sd",0.099565,0.010002,8.9e-05
