"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
500,0.25,2,-0.5,1.8,0.697253,0.6973,0.784028,0.618858,4.7e-05,0.086775,-0.078395,0.000401,0.007895,0.007176,0.000402,0.000365,0.001032,"hat",-0.078395,0.007176,0.001032
500,0.25,2,-0.5,1.9,0.731103,0.731384,0.818112,0.655739,0.000281,0.087009,-0.075365,0.000342,0.007875,0.006667,0.000343,0.000305,0.000989,"hat",-0.075365,0.006667,0.000989
500,0.25,2,-0.5,2,0.761897,0.761688,0.848416,0.690848,-0.000209,0.08652,-0.071049,0.000336,0.007779,0.00598,0.000337,0.000294,0.000934,"hat",-0.071049,0.00598,0.000934
500,0.25,2,-0.5,2.1,0.789762,0.789356,0.876084,0.723868,-0.000406,0.086322,-0.065894,0.000305,0.007709,0.00521,0.000305,0.000258,0.00087,"hat",-0.065894,0.00521,0.00087
500,0.25,2,-0.5,2.2,0.814858,0.814128,0.900856,0.754699,-0.00073,0.085999,-0.060159,0.00028,0.007625,0.004419,0.00028,0.000229,0.000802,"hat",-0.060159,0.004419,0.000802
500,0.25,2,-0.5,2.3,0.837361,0.836076,0.922804,0.783102,-0.001285,0.085443,-0.05426,0.000251,0.007501,0.003674,0.000249,0.000201,0.000731,"hat",-0.05426,0.003674,0.000731
500,0.25,2,-0.5,2.4,0.857461,0.856368,0.943096,0.80912,-0.001093,0.085636,-0.048341,0.000229,0.007511,0.002999,0.000228,0.000178,0.000664,"hat",-0.048341,0.002999,0.000664
500,0.25,2,-0.5,2.5,0.875348,0.87424,0.960968,0.832758,-0.001108,0.08562,-0.04259,0.000214,0.007493,0.002407,0.000213,0.000163,0.000594,"hat",-0.04259,0.002407,0.000594
500,0.25,2,-0.5,2.6,0.891213,0.890136,0.976832,0.854067,-0.001077,0.085619,-0.037147,0.000189,0.007466,0.001908,0.000188,0.000136,0.000529,"hat",-0.037147,0.001908,0.000529
500,0.25,2,-0.5,2.7,0.905242,0.903724,0.989459,0.873081,-0.001518,0.084217,-0.032162,0.000162,0.007174,0.001504,0.00016,8.1e-05,0.00047,"hat",-0.032162,0.001504,0.00047
500,0.25,2,-0.5,2.8,0.917612,0.91624,0.99735,0.889991,-0.001372,0.079738,-0.02762,0.000148,0.006382,0.001175,0.000147,2.4e-05,0.000413,"hat",-0.02762,0.001175,0.000413
500,0.25,2,-0.5,2.9,0.928489,0.927192,0.999697,0.904967,-0.001297,0.071208,-0.023522,0.000131,0.005073,0.000913,0.000129,3e-06,0.00036,"hat",-0.023522,0.000913,0.00036
500,0.25,2,-0.5,3,0.938031,0.9371,0.999965,0.918156,-0.000931,0.061934,-0.019875,0.000115,0.003836,0.000706,0.000114,0,0.000312,"hat",-0.019875,0.000706,0.000312
500,0.25,2,-0.5,3.1,0.946382,0.94564,1,0.929784,-0.000742,0.053618,-0.016599,0.000103,0.002875,0.000543,0.000102,0,0.000268,"hat",-0.016599,0.000543,0.000268
500,0.25,2,-0.5,3.2,0.953676,0.953028,1,0.939887,-0.000648,0.046324,-0.013789,9.1e-05,0.002146,0.00042,9.1e-05,0,0.00023,"hat",-0.013789,0.00042,0.00023
500,0.25,2,-0.5,3.3,0.960032,0.959392,1,0.948635,-0.00064,0.039968,-0.011397,8e-05,0.001597,0.000328,8e-05,0,0.000198,"hat",-0.011397,0.000328,0.000198
500,0.25,2,-0.5,3.4,0.965562,0.965112,1,0.956166,-0.00045,0.034438,-0.009396,6.8e-05,0.001186,0.000259,6.8e-05,0,0.000171,"hat",-0.009396,0.000259,0.000171
500,0.25,2,-0.5,3.5,0.970364,0.970164,1,0.962742,-2e-04,0.029636,-0.007622,6.3e-05,0.000878,0.000205,6.3e-05,0,0.000147,"hat",-0.007622,0.000205,0.000147
500,0.25,2,-0.5,3.6,0.974526,0.974072,1,0.968422,-0.000454,0.025474,-0.006104,5.4e-05,0.000649,0.000163,5.4e-05,0,0.000126,"hat",-0.006104,0.000163,0.000126
500,0.25,2,-0.5,3.7,0.978129,0.97794,1,0.973259,-0.000189,0.021871,-0.00487,4.4e-05,0.000478,0.000131,4.4e-05,0,0.000108,"hat",-0.00487,0.000131,0.000108
500,0.25,2,-0.5,3.8,0.981243,0.980952,1,0.977378,-0.000291,0.018757,-0.003865,3.9e-05,0.000352,0.000107,3.9e-05,0,9.2e-05,"hat",-0.003865,0.000107,9.2e-05
500,0.25,2,-0.5,3.9,0.98393,0.983752,1,0.980872,-0.000178,0.01607,-0.003058,3.4e-05,0.000258,8.7e-05,3.4e-05,0,7.8e-05,"hat",-0.003058,8.7e-05,7.8e-05
500,0.25,2,-0.5,4,0.986246,0.986176,1,0.983814,-7e-05,0.013754,-0.002432,2.9e-05,0.000189,7.1e-05,2.9e-05,0,6.5e-05,"hat",-0.002432,7.1e-05,6.5e-05
500,0.25,2,0,0,0,0,0.086413,0.107624,0,0.086413,0.107624,0,0.007483,0.01181,0,1.6e-05,0.000228,"hat",0.107624,0.01181,0.000228
500,0.25,2,0,0.1,0.001148,0.001004,0.087417,0.12423,-0.000144,0.086269,0.123081,2e-06,0.007461,0.015423,2e-06,1.9e-05,0.000275,"hat",0.123081,0.015423,0.000275
500,0.25,2,0,0.2,0.007926,0.007684,0.094097,0.142799,-0.000242,0.086171,0.134873,1.7e-05,0.007462,0.018521,1.7e-05,3.6e-05,0.000331,"hat",0.134873,0.018521,0.000331
500,0.25,2,0,0.3,0.023115,0.022672,0.109085,0.163444,-0.000443,0.08597,0.140329,4.3e-05,0.007456,0.020085,4.3e-05,6.5e-05,0.000393,"hat",0.140329,0.020085,0.000393
500,0.25,2,0,0.4,0.047423,0.046884,0.133297,0.186174,-0.000539,0.085875,0.138752,8e-05,0.007479,0.019715,8e-05,0.000104,0.000464,"hat",0.138752,0.019715,0.000464
500,0.25,2,0,0.5,0.080301,0.07982,0.166233,0.210917,-0.000481,0.085932,0.130616,0.000143,0.007551,0.017597,0.000143,0.000167,0.000538,"hat",0.130616,0.017597,0.000538
500,0.25,2,0,0.6,0.120513,0.120032,0.206445,0.237568,-0.000481,0.085933,0.117055,0.000206,0.007616,0.014318,0.000206,0.000232,0.000617,"hat",0.117055,0.014318,0.000617
500,0.25,2,0,0.7,0.166502,0.166796,0.253209,0.266072,0.000294,0.086707,0.09957,0.000263,0.007806,0.010608,0.000263,0.000288,0.000695,"hat",0.09957,0.010608,0.000695
500,0.25,2,0,0.8,0.216642,0.217288,0.303701,0.296089,0.000646,0.08706,0.079448,0.000333,0.007933,0.007081,0.000333,0.000354,0.000771,"hat",0.079448,0.007081,0.000771
500,0.25,2,0,0.9,0.269379,0.270632,0.357045,0.327351,0.001253,0.087667,0.057972,0.000373,0.008073,0.004208,0.000372,0.000388,0.000848,"hat",0.057972,0.004208,0.000848
500,0.25,2,0,1,0.323324,0.324336,0.410749,0.359667,0.001012,0.087426,0.036344,0.000411,0.008065,0.00224,0.000411,0.000422,0.000921,"hat",0.036344,0.00224,0.000921
500,0.25,2,0,1.1,0.377286,0.37838,0.464793,0.392673,0.001094,0.087507,0.015387,0.000485,0.008146,0.00122,0.000485,0.00049,0.000985,"hat",0.015387,0.00122,0.000985
500,0.25,2,0,1.2,0.430291,0.432048,0.518461,0.426102,0.001757,0.08817,-0.004189,0.000507,0.008283,0.001054,0.000505,0.00051,0.001039,"hat",-0.004189,0.001054,0.001039
500,0.25,2,0,1.3,0.48157,0.48238,0.568793,0.459581,0.00081,0.087223,-0.02199,0.000492,0.008096,0.001567,0.000493,0.00049,0.001086,"hat",-0.02199,0.001567,0.001086
500,0.25,2,0,1.4,0.530546,0.531932,0.618345,0.492938,0.001386,0.087799,-0.037608,0.000493,0.00819,0.002526,0.000492,0.000482,0.001114,"hat",-0.037608,0.002526,0.001114
500,0.25,2,0,1.5,0.57681,0.577704,0.664117,0.525859,0.000894,0.087308,-0.050951,0.000492,0.008095,0.003723,0.000493,0.000474,0.001129,"hat",-0.050951,0.003723,0.001129
500,0.25,2,0,1.6,0.620096,0.621112,0.707525,0.557987,0.001016,0.087429,-0.062109,0.000464,0.008082,0.00499,0.000464,0.000439,0.001135,"hat",-0.062109,0.00499,0.001135
500,0.25,2,0,1.7,0.66026,0.661064,0.747477,0.589217,0.000804,0.087217,-0.071043,0.000461,0.00803,0.006175,0.000461,0.000424,0.00113,"hat",-0.071043,0.006175,0.00113
500,0.25,2,0,1.8,0.697253,0.697628,0.784041,0.619416,0.000375,0.086788,-0.077837,0.000417,0.007907,0.007173,0.000418,0.000376,0.001117,"hat",-0.077837,0.007173,0.001117
500,0.25,2,0,1.9,0.731103,0.731368,0.817781,0.648424,0.000265,0.086678,-0.082679,0.000375,0.007839,0.007933,0.000376,0.000327,0.001099,"hat",-0.082679,0.007933,0.001099
500,0.25,2,0,2,0.761897,0.762048,0.848461,0.676054,0.000151,0.086565,-0.085843,0.000341,0.007782,0.00844,0.000342,0.000289,0.001073,"hat",-0.085843,0.00844,0.001073
500,0.25,2,0,2.1,0.789762,0.79026,0.876673,0.70235,0.000498,0.086911,-0.087412,0.000304,0.007799,0.008681,0.000305,0.000246,0.001042,"hat",-0.087412,0.008681,0.001042
500,0.25,2,0,2.2,0.814858,0.815192,0.901605,0.727238,0.000334,0.086748,-0.08762,0.000291,0.007756,0.008679,0.000292,0.000231,0.001004,"hat",-0.08762,0.008679,0.001004
500,0.25,2,0,2.3,0.837361,0.837644,0.924057,0.750693,0.000283,0.086696,-0.086668,0.000271,0.007728,0.008474,0.000271,0.000212,0.000965,"hat",-0.086668,0.008474,0.000965
500,0.25,2,0,2.4,0.857461,0.857428,0.943841,0.772731,-3.3e-05,0.086381,-0.08473,0.000252,0.007651,0.008098,0.000253,0.00019,0.00092,"hat",-0.08473,0.008098,0.00092
500,0.25,2,0,2.5,0.875348,0.875276,0.961689,0.793271,-7.2e-05,0.086341,-0.082077,0.000227,0.007618,0.007608,0.000228,0.000163,0.000874,"hat",-0.082077,0.007608,0.000874
500,0.25,2,0,2.6,0.891213,0.891472,0.977812,0.812389,0.000259,0.086598,-0.078825,0.000208,0.007641,0.007037,0.000208,0.000142,0.000825,"hat",-0.078825,0.007037,0.000825
500,0.25,2,0,2.7,0.905242,0.905672,0.990581,0.830074,0.00043,0.085339,-0.075168,0.000187,0.007366,0.006426,0.000187,8.3e-05,0.000777,"hat",-0.075168,0.006426,0.000777
500,0.25,2,0,2.8,0.917612,0.9179,0.997674,0.846468,0.000288,0.080063,-0.071144,0.000163,0.006432,0.005784,0.000164,2.2e-05,0.000724,"hat",-0.071144,0.005784,0.000724
500,0.25,2,0,2.9,0.928489,0.928404,0.999743,0.861529,-8.5e-05,0.071254,-0.06696,0.00014,0.005079,0.005153,0.000141,2e-06,0.00067,"hat",-0.06696,0.005153,0.00067
500,0.25,2,0,3,0.938031,0.937888,0.999997,0.875293,-0.000143,0.061966,-0.062738,0.000121,0.00384,0.004552,0.000121,0,0.000617,"hat",-0.062738,0.004552,0.000617
500,0.25,2,0,3.1,0.946382,0.94632,1,0.887937,-6.2e-05,0.053618,-0.058445,0.000104,0.002875,0.003975,0.000104,0,0.00056,"hat",-0.058445,0.003975,0.00056
500,0.25,2,0,3.2,0.953676,0.95354,1,0.899484,-0.000136,0.046324,-0.054192,9.5e-05,0.002146,0.00344,9.5e-05,0,0.000504,"hat",-0.054192,0.00344,0.000504
500,0.25,2,0,3.3,0.960032,0.959832,1,0.910025,-2e-04,0.039968,-0.050007,8.2e-05,0.001597,0.002951,8.2e-05,0,0.000451,"hat",-0.050007,0.002951,0.000451
500,0.25,2,0,3.4,0.965562,0.965348,1,0.919568,-0.000214,0.034438,-0.045994,7.7e-05,0.001186,0.002517,7.8e-05,0,0.000402,"hat",-0.045994,0.002517,0.000402
500,0.25,2,0,3.5,0.970364,0.970228,1,0.928242,-0.000136,0.029636,-0.042122,6.3e-05,0.000878,0.00213,6.3e-05,0,0.000356,"hat",-0.042122,0.00213,0.000356
500,0.25,2,0,3.6,0.974526,0.974476,1,0.936059,-5e-05,0.025474,-0.038468,5.1e-05,0.000649,0.001794,5.1e-05,0,0.000315,"hat",-0.038468,0.001794,0.000315
500,0.25,2,0,3.7,0.978129,0.978088,1,0.943144,-4.1e-05,0.021871,-0.034985,4.4e-05,0.000478,0.0015,4.4e-05,0,0.000276,"hat",-0.034985,0.0015,0.000276
500,0.25,2,0,3.8,0.981243,0.98112,1,0.949513,-0.000123,0.018757,-0.03173,3.8e-05,0.000352,0.001249,3.8e-05,0,0.000242,"hat",-0.03173,0.001249,0.000242
500,0.25,2,0,3.9,0.98393,0.983764,1,0.955234,-0.000166,0.01607,-0.028696,3.4e-05,0.000258,0.001037,3.4e-05,0,0.000214,"hat",-0.028696,0.001037,0.000214
500,0.25,2,0,4,0.986246,0.986176,1,0.960333,-7e-05,0.013754,-0.025913,2.8e-05,0.000189,0.000859,2.8e-05,0,0.000188,"hat",-0.025913,0.000859,0.000188
500,0.25,2,0.5,0,0,0,0.086522,0.137986,0,0.086522,0.137986,0,0.007502,0.019363,0,1.6e-05,0.000323,"hat",0.137986,0.019363,0.000323
500,0.25,2,0.5,0.1,0.001148,0.00118,0.087702,0.157628,3.2e-05,0.086554,0.15648,2e-06,0.00751,0.024871,2e-06,1.8e-05,0.000386,"hat",0.15648,0.024871,0.000386
500,0.25,2,0.5,0.2,0.007926,0.00762,0.094142,0.179161,-0.000306,0.086216,0.171235,1.6e-05,0.007467,0.029777,1.6e-05,3.4e-05,0.000456,"hat",0.171235,0.029777,0.000456
500,0.25,2,0.5,0.3,0.023115,0.022804,0.109326,0.202487,-0.000311,0.086211,0.179371,4.3e-05,0.007495,0.032705,4.3e-05,6.3e-05,0.000532,"hat",0.179371,0.032705,0.000532
500,0.25,2,0.5,0.4,0.047423,0.04682,0.133342,0.227541,-0.000603,0.08592,0.180119,8.4e-05,0.007486,0.033051,8.4e-05,0.000104,0.000609,"hat",0.180119,0.033051,0.000609
500,0.25,2,0.5,0.5,0.080301,0.080316,0.166838,0.253989,1.5e-05,0.086537,0.173688,0.000142,0.007659,0.030857,0.000143,0.000171,0.00069,"hat",0.173688,0.030857,0.00069
500,0.25,2,0.5,0.6,0.120513,0.12106,0.207582,0.281634,0.000547,0.08707,0.161121,0.00021,0.007822,0.026725,0.00021,0.000241,0.000766,"hat",0.161121,0.026725,0.000766
500,0.25,2,0.5,0.7,0.166502,0.166424,0.252946,0.310207,-7.8e-05,0.086444,0.143705,0.000259,0.00776,0.02149,0.00026,0.000288,0.000841,"hat",0.143705,0.02149,0.000841
500,0.25,2,0.5,0.8,0.216642,0.216524,0.303046,0.339451,-0.000118,0.086405,0.12281,0.000316,0.007805,0.01599,0.000316,0.00034,0.000909,"hat",0.12281,0.01599,0.000909
500,0.25,2,0.5,0.9,0.269379,0.268792,0.355314,0.369213,-0.000587,0.085936,0.099834,0.000392,0.007795,0.010945,0.000393,0.000411,0.00098,"hat",0.099834,0.010945,0.00098
500,0.25,2,0.5,1,0.323324,0.32236,0.408882,0.399111,-0.000964,0.085559,0.075787,0.000407,0.007739,0.006789,0.000407,0.000419,0.001048,"hat",0.075787,0.006789,0.001048
500,0.25,2,0.5,1.1,0.377286,0.376848,0.46337,0.429002,-0.000438,0.086084,0.051716,0.000465,0.00788,0.003779,0.000466,0.000471,0.001106,"hat",0.051716,0.003779,0.001106
500,0.25,2,0.5,1.2,0.430291,0.429776,0.516298,0.458715,-0.000515,0.086007,0.028423,0.000475,0.007865,0.001962,0.000476,0.000469,0.001156,"hat",0.028423,0.001962,0.001156
500,0.25,2,0.5,1.3,0.48157,0.48084,0.567362,0.488076,-0.00073,0.085792,0.006505,0.000486,0.00783,0.001237,0.000486,0.000471,0.001197,"hat",0.006505,0.001237,0.001197
500,0.25,2,0.5,1.4,0.530546,0.530476,0.616998,0.517026,-7e-05,0.086452,-0.01352,0.000478,0.00793,0.001408,0.000479,0.000457,0.001228,"hat",-0.01352,0.001408,0.001228
500,0.25,2,0.5,1.5,0.57681,0.577432,0.663954,0.545337,0.000622,0.087145,-0.031473,0.000484,0.008041,0.002227,0.000484,0.000448,0.001239,"hat",-0.031473,0.002227,0.001239
500,0.25,2,0.5,1.6,0.620096,0.620472,0.706994,0.572864,0.000376,0.086898,-0.047232,0.00048,0.007991,0.003458,0.000481,0.00044,0.001229,"hat",-0.047232,0.003458,0.001229
500,0.25,2,0.5,1.7,0.66026,0.660452,0.746974,0.599445,0.000192,0.086714,-0.060815,0.000482,0.007953,0.004908,0.000483,0.000435,0.001212,"hat",-0.060815,0.004908,0.001212
500,0.25,2,0.5,1.8,0.697253,0.697816,0.784338,0.625066,0.000563,0.087085,-0.072188,0.000457,0.007985,0.006394,0.000458,0.000402,0.001186,"hat",-0.072188,0.006394,0.001186
500,0.25,2,0.5,1.9,0.731103,0.731116,0.817638,0.649674,1.3e-05,0.086535,-0.08143,0.00043,0.007856,0.007781,0.000431,0.000368,0.001152,"hat",-0.08143,0.007781,0.001152
500,0.25,2,0.5,2,0.761897,0.762336,0.848858,0.673245,0.000439,0.086962,-0.088652,0.000397,0.007891,0.008967,0.000398,0.00033,0.00111,"hat",-0.088652,0.008967,0.00111
500,0.25,2,0.5,2.1,0.789762,0.789868,0.87639,0.695678,0.000106,0.086628,-0.094084,0.000372,0.007808,0.009917,0.000373,0.000304,0.001067,"hat",-0.094084,0.009917,0.001067
500,0.25,2,0.5,2.2,0.814858,0.815128,0.90165,0.716997,0.00027,0.086793,-0.09786,0.000342,0.007805,0.010597,0.000342,0.000273,0.001023,"hat",-0.09786,0.010597,0.001023
500,0.25,2,0.5,2.3,0.837361,0.837356,0.923878,0.737137,-5e-06,0.086517,-0.100224,0.00031,0.007724,0.011023,0.000311,0.000239,0.00098,"hat",-0.100224,0.011023,0.00098
500,0.25,2,0.5,2.4,0.857461,0.857656,0.944178,0.756216,0.000195,0.086718,-0.101245,0.00028,0.007729,0.011181,0.000281,0.00021,0.000933,"hat",-0.101245,0.011181,0.000933
500,0.25,2,0.5,2.5,0.875348,0.875568,0.962084,0.774239,0.00022,0.086736,-0.101109,0.000241,0.007697,0.011111,0.000242,0.000175,0.00089,"hat",-0.101109,0.011111,0.00089
500,0.25,2,0.5,2.6,0.891213,0.89162,0.978019,0.791202,0.000407,0.086805,-0.100011,0.000209,0.007675,0.010851,0.00021,0.000141,0.000851,"hat",-0.100011,0.010851,0.000851
500,0.25,2,0.5,2.7,0.905242,0.905572,0.990686,0.807111,0.00033,0.085444,-0.098131,0.00018,0.007382,0.010443,0.000181,8.2e-05,0.000814,"hat",-0.098131,0.010443,0.000814
500,0.25,2,0.5,2.8,0.917612,0.918156,0.998084,0.822029,0.000544,0.080472,-0.095582,0.000146,0.006494,0.00991,0.000146,1.8e-05,0.000776,"hat",-0.095582,0.00991,0.000776
500,0.25,2,0.5,2.9,0.928489,0.928724,0.999775,0.83592,0.000235,0.071285,-0.09257,0.000128,0.005083,0.009308,0.000128,2e-06,0.00074,"hat",-0.09257,0.009308,0.00074
500,0.25,2,0.5,3,0.938031,0.938424,0.999994,0.848928,0.000393,0.061963,-0.089103,0.000115,0.003839,0.008642,0.000115,0,0.000704,"hat",-0.089103,0.008642,0.000704
500,0.25,2,0.5,3.1,0.946382,0.946436,1,0.861058,5.4e-05,0.053618,-0.085325,0.000103,0.002875,0.007946,0.000103,0,0.000667,"hat",-0.085325,0.007946,0.000667
500,0.25,2,0.5,3.2,0.953676,0.953528,1,0.872356,-0.000148,0.046324,-0.08132,9.2e-05,0.002146,0.007242,9.2e-05,0,0.000631,"hat",-0.08132,0.007242,0.000631
500,0.25,2,0.5,3.3,0.960032,0.960116,1,0.882802,8.4e-05,0.039968,-0.077231,8e-05,0.001597,0.006558,8e-05,0,0.000595,"hat",-0.077231,0.006558,0.000595
500,0.25,2,0.5,3.4,0.965562,0.965876,1,0.892508,0.000314,0.034438,-0.073054,6.8e-05,0.001186,0.005893,6.8e-05,0,0.000557,"hat",-0.073054,0.005893,0.000557
500,0.25,2,0.5,3.5,0.970364,0.970656,1,0.901476,0.000292,0.029636,-0.068887,5.6e-05,0.000878,0.005265,5.6e-05,0,0.00052,"hat",-0.068887,0.005265,0.00052
500,0.25,2,0.5,3.6,0.974526,0.974696,1,0.909726,0.00017,0.025474,-0.064801,4.9e-05,0.000649,0.00468,4.9e-05,0,0.000482,"hat",-0.064801,0.00468,0.000482
500,0.25,2,0.5,3.7,0.978129,0.978,1,0.917347,-0.000129,0.021871,-0.060782,4.6e-05,0.000478,0.004137,4.6e-05,0,0.000444,"hat",-0.060782,0.004137,0.000444
500,0.25,2,0.5,3.8,0.981243,0.981028,1,0.924334,-0.000215,0.018757,-0.056909,4e-05,0.000352,0.003645,4e-05,0,0.000407,"hat",-0.056909,0.003645,0.000407
500,0.25,2,0.5,3.9,0.98393,0.983912,1,0.930729,-1.8e-05,0.01607,-0.053201,3.4e-05,0.000258,0.003203,3.4e-05,0,0.000374,"hat",-0.053201,0.003203,0.000374
500,0.25,2,0.5,4,0.986246,0.986256,1,0.93665,1e-05,0.013754,-0.049596,2.8e-05,0.000189,0.002802,2.9e-05,0,0.000343,"hat",-0.049596,0.002802,0.000343
500,0.5,16,-0.5,0,0,0,0.086466,0,0,0.086466,0,0,0.007491,0,0,1.4e-05,0,"hat",0,0,0
500,0.5,16,-0.5,0.1,0.001148,0.001236,0.087702,0.000288,8.8e-05,0.086553,-0.00086,2e-06,0.007508,1e-06,2e-06,1.6e-05,0,"hat",-0.00086,1e-06,0
500,0.5,16,-0.5,0.2,0.007926,0.008068,0.094534,0.003495,0.000142,0.086607,-0.004432,1.7e-05,0.007532,2.7e-05,1.7e-05,3.1e-05,7e-06,"hat",-0.004432,2.7e-05,7e-06
500,0.5,16,-0.5,0.3,0.023115,0.023212,0.109678,0.01309,9.7e-05,0.086563,-0.010025,5e-05,0.007559,0.000133,5e-05,6.6e-05,3.3e-05,"hat",-0.010025,0.000133,3.3e-05
500,0.5,16,-0.5,0.4,0.047423,0.047456,0.133922,0.031664,3.3e-05,0.086499,-0.015759,8.9e-05,0.007595,0.00034,8.9e-05,0.000113,9.2e-05,"hat",-0.015759,0.00034,9.2e-05
500,0.5,16,-0.5,0.5,0.080301,0.080336,0.166802,0.060386,3.5e-05,0.0865,-0.019916,0.000151,0.007654,0.000581,0.000152,0.000172,0.000185,"hat",-0.019916,0.000581,0.000185
500,0.5,16,-0.5,0.6,0.120513,0.12082,0.207286,0.099074,0.000307,0.086773,-0.021439,0.000215,0.007767,0.000765,0.000215,0.000238,0.000306,"hat",-0.021439,0.000765,0.000306
500,0.5,16,-0.5,0.7,0.166502,0.166552,0.253018,0.145502,5e-05,0.086516,-0.021,0.000284,0.007788,0.000903,0.000284,0.000304,0.000463,"hat",-0.021,0.000903,0.000463
500,0.5,16,-0.5,0.8,0.216642,0.215824,0.30229,0.197223,-0.000818,0.085648,-0.019418,0.000332,0.007684,0.000959,0.000332,0.000349,0.000583,"hat",-0.019418,0.000959,0.000583
500,0.5,16,-0.5,0.9,0.269379,0.269304,0.35577,0.252814,-7.5e-05,0.086391,-0.016565,0.000375,0.007854,0.000952,0.000376,0.000392,0.000679,"hat",-0.016565,0.000952,0.000679
500,0.5,16,-0.5,1,0.323324,0.3227,0.409166,0.309974,-0.000624,0.085842,-0.01335,0.000402,0.007779,0.000925,0.000403,0.000411,0.000748,"hat",-0.01335,0.000925,0.000748
500,0.5,16,-0.5,1.1,0.377286,0.37644,0.462906,0.366914,-0.000846,0.08562,-0.010372,0.000395,0.007726,0.000903,0.000395,0.000396,0.000797,"hat",-0.010372,0.000903,0.000797
500,0.5,16,-0.5,1.2,0.430291,0.42968,0.516146,0.423239,-0.000611,0.085855,-0.007052,0.000463,0.007826,0.000901,0.000464,0.000455,0.000853,"hat",-0.007052,0.000901,0.000853
500,0.5,16,-0.5,1.3,0.48157,0.481416,0.567882,0.477491,-0.000154,0.086311,-0.00408,0.000477,0.007906,0.000873,0.000478,0.000458,0.000858,"hat",-0.00408,0.000873,0.000858
500,0.5,16,-0.5,1.4,0.530546,0.53046,0.616926,0.529102,-8.6e-05,0.086379,-0.001444,0.000476,0.007911,0.000881,0.000477,0.000451,0.000881,"hat",-0.001444,0.000881,0.000881
500,0.5,16,-0.5,1.5,0.57681,0.57698,0.663446,0.577678,0.00017,0.086636,0.000869,0.000494,0.007968,0.000877,0.000495,0.000463,0.000878,"hat",0.000869,0.000877,0.000878
500,0.5,16,-0.5,1.6,0.620096,0.620828,0.707294,0.622865,0.000732,0.087198,0.002768,0.000474,0.008041,0.000861,0.000474,0.000439,0.000855,"hat",0.002768,0.000861,0.000855
500,0.5,16,-0.5,1.7,0.66026,0.660928,0.747394,0.664101,0.000668,0.087134,0.003841,0.000441,0.007992,0.000819,0.000441,4e-04,0.000806,"hat",0.003841,0.000819,0.000806
500,0.5,16,-0.5,1.8,0.697253,0.697632,0.784098,0.701936,0.000379,0.086845,0.004683,0.00041,0.007906,0.000792,0.00041,0.000365,0.000771,"hat",0.004683,0.000792,0.000771
500,0.5,16,-0.5,1.9,0.731103,0.731368,0.817834,0.736084,0.000265,0.08673,0.00498,0.000375,0.007848,0.000743,0.000376,0.000327,0.00072,"hat",0.00498,0.000743,0.00072
500,0.5,16,-0.5,2,0.761897,0.762108,0.848574,0.76692,0.000211,0.086677,0.005024,0.000357,0.007818,0.000681,0.000357,0.000305,0.000657,"hat",0.005024,0.000681,0.000657
500,0.5,16,-0.5,2.1,0.789762,0.78962,0.876086,0.794619,-0.000142,0.086324,0.004857,0.000314,0.007712,0.000625,0.000315,0.000261,0.000603,"hat",0.004857,0.000625,0.000603
500,0.5,16,-0.5,2.2,0.814858,0.814544,0.90101,0.819286,-0.000314,0.086152,0.004428,0.000291,0.007658,0.000566,0.000292,0.000237,0.000548,"hat",0.004428,0.000566,0.000548
500,0.5,16,-0.5,2.3,0.837361,0.836788,0.923254,0.841162,-0.000573,0.085893,0.003801,0.000279,0.007598,5e-04,0.000279,0.000221,0.000486,"hat",0.003801,5e-04,0.000486
500,0.5,16,-0.5,2.4,0.857461,0.856732,0.943198,0.860885,-0.000729,0.085737,0.003425,0.000244,0.007536,0.000448,0.000244,0.000186,0.000437,"hat",0.003425,0.000448,0.000437
500,0.5,16,-0.5,2.5,0.875348,0.874964,0.961428,0.878659,-0.000384,0.08608,0.003311,0.000218,0.00757,4e-04,0.000219,0.00016,0.00039,"hat",0.003311,4e-04,0.00039
500,0.5,16,-0.5,2.6,0.891213,0.89106,0.97746,0.894585,-0.000153,0.086246,0.003371,0.00019,0.00757,0.000348,0.00019,0.000132,0.000337,"hat",0.003371,0.000348,0.000337
500,0.5,16,-0.5,2.7,0.905242,0.9054,0.990675,0.908682,0.000158,0.085433,0.00344,0.000165,0.007381,0.000299,0.000166,8.2e-05,0.000288,"hat",0.00344,0.000299,0.000288
500,0.5,16,-0.5,2.8,0.917612,0.917912,0.997814,0.920727,3e-04,0.080202,0.003115,0.000147,0.006454,0.000258,0.000148,2.2e-05,0.000249,"hat",0.003115,0.000258,0.000249
500,0.5,16,-0.5,2.9,0.928489,0.929008,0.999767,0.931326,0.000519,0.071277,0.002836,0.000126,0.005083,0.000223,0.000126,2e-06,0.000216,"hat",0.002836,0.000223,0.000216
500,0.5,16,-0.5,3,0.938031,0.938488,0.999995,0.940269,0.000457,0.061963,0.002238,0.000109,0.003839,0.000192,0.000109,0,0.000187,"hat",0.002238,0.000192,0.000187
500,0.5,16,-0.5,3.1,0.946382,0.946412,1,0.948009,3e-05,0.053618,0.001627,9.6e-05,0.002875,0.000171,9.7e-05,0,0.000168,"hat",0.001627,0.000171,0.000168
