"n","p1","maxc","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,0.1,-0.5,0,0,0.019569,0.048972,0.021223,0.019569,0.048972,0.021223,0.000445,0.002609,0.000682,6.2e-05,0.000211,0.000232,"dir",0.019569,0.000445,6.2e-05
100,0.25,0.1,-0.5,0.05,0.032774,0.059505,0.115054,0.056106,0.026731,0.082281,0.023332,0.000944,0.007319,0.001294,0.00023,0.00055,0.000751,"dir",0.026731,0.000944,0.00023
100,0.25,0.1,-0.5,0.1,0.114265,0.132298,0.210251,0.121278,0.018033,0.095986,0.007013,0.00089,0.010245,0.001846,0.000566,0.001033,0.001801,"dir",0.018033,0.00089,0.000566
100,0.25,0.1,-0.5,0.15,0.223516,0.232177,0.321832,0.217456,0.008661,0.098316,-0.006059,0.001133,0.011168,0.003462,0.00106,0.001505,0.003432,"dir",0.008661,0.001133,0.00106
100,0.25,0.1,-0.5,0.2,0.34464,0.345566,0.437164,0.333789,0.000926,0.092524,-0.010851,0.001547,0.010281,0.005482,0.001549,0.001724,0.005375,"dir",0.000926,0.001547,0.001549
100,0.25,0.1,-0.5,0.25,0.466064,0.460658,0.548558,0.455413,-0.005407,0.082494,-0.010651,0.001809,0.008479,0.006847,0.001783,0.001677,0.006747,"dir",-0.005407,0.001809,0.001783
100,0.25,0.1,-0.5,0.3,0.579825,0.570551,0.650746,0.572204,-0.009274,0.070921,-0.007621,0.001872,0.006575,0.007058,0.00179,0.001548,0.007013,"dir",-0.009274,0.001872,0.00179
100,0.25,0.1,-0.5,0.35,0.68092,0.670155,0.739394,0.677142,-0.010765,0.058474,-0.003778,0.001795,0.004739,0.006315,0.001683,0.001323,0.006313,"dir",-0.010765,0.001795,0.001683
100,0.25,0.1,-0.5,0.4,0.76672,0.75564,0.812627,0.765638,-0.01108,0.045907,-0.001082,0.001558,0.003143,0.005053,0.001438,0.001038,0.005062,"dir",-0.01108,0.001558,0.001438
100,0.25,0.1,-0.5,0.45,0.836433,0.82562,0.870773,0.836762,-0.010812,0.034341,0.00033,0.001239,0.001923,0.003677,0.001124,0.000745,0.003684,"dir",-0.010812,0.001239,0.001124
100,0.25,0.1,-0.5,0.5,0.890625,0.880735,0.915186,0.891684,-0.00989,0.024561,0.001059,0.000896,0.001104,0.002502,8e-04,0.000502,0.002506,"dir",-0.00989,0.000896,8e-04
100,0.25,0.1,-0.5,0.55,0.930802,0.922458,0.947419,0.931977,-0.008344,0.016617,0.001175,0.000596,0.000584,0.001585,0.000528,0.000308,0.001587,"dir",-0.008344,0.000596,0.000528
100,0.25,0.1,-0.5,0.6,0.95904,0.952414,0.96945,0.959822,-0.006626,0.01041,0.000782,0.000356,0.000276,0.000899,0.000313,0.000168,9e-04,"dir",-0.006626,0.000356,0.000313
100,0.25,0.1,-0.5,0.65,0.977678,0.972668,0.983559,0.977892,-0.00501,0.00588,0.000214,0.00019,0.000118,0.000445,0.000165,8.4e-05,0.000446,"dir",-0.00501,0.00019,0.000165
100,0.25,0.1,-0.5,0.7,0.989065,0.985488,0.99197,0.988752,-0.003577,0.002905,-0.000313,9.2e-05,4.6e-05,0.000192,7.9e-05,3.7e-05,0.000192,"dir",-0.003577,9.2e-05,7.9e-05
100,0.25,0.1,-0.5,0.75,0.995361,0.993028,0.996532,0.994799,-0.002333,0.001171,-0.000562,3.9e-05,1.6e-05,7e-05,3.4e-05,1.4e-05,7e-05,"dir",-0.002333,3.9e-05,3.4e-05
100,0.25,0.1,-0.5,0.8,0.9984,0.997047,0.998724,0.997881,-0.001353,0.000324,-0.000519,1.4e-05,4e-06,2e-05,1.2e-05,4e-06,2e-05,"dir",-0.001353,1.4e-05,1.2e-05
100,0.25,0.1,-0.5,0.85,0.999601,0.998941,0.999621,0.999257,-0.000661,2e-05,-0.000345,4e-06,1e-06,4e-06,3e-06,1e-06,4e-06,"dir",-0.000661,4e-06,3e-06
100,0.25,0.1,-0.5,0.9,0.999945,0.999694,0.999912,0.999772,-0.000251,-3.3e-05,-0.000173,1e-06,0,1e-06,1e-06,0,1e-06,"dir",-0.000251,1e-06,1e-06
100,0.25,0.1,-0.5,0.95,0.999998,0.999931,0.999985,0.999936,-6.8e-05,-1.4e-05,-6.2e-05,0,0,0,0,0,0,"dir",-6.8e-05,0,0
100,0.25,0.1,-0.5,1,1,0.999988,0.999998,0.999983,-1.2e-05,-2e-06,-1.7e-05,0,0,0,0,0,0,"dir",-1.2e-05,0,0
100,0.25,0.1,0,0,0,0.019186,0.048489,0.03737,0.019186,0.048489,0.03737,0.000423,0.002547,0.001907,5.5e-05,0.000197,0.000512,"dir",0.019186,0.000423,5.5e-05
100,0.25,0.1,0,0.05,0.032774,0.059357,0.115018,0.081012,0.026583,0.082244,0.048238,0.000926,0.007319,0.003598,0.00022,0.000556,0.001273,"dir",0.026583,0.000926,0.00022
100,0.25,0.1,0,0.1,0.114265,0.132776,0.210629,0.150055,0.018511,0.096364,0.03579,0.000941,0.010398,0.003737,6e-04,0.001115,0.002461,"dir",0.018511,0.000941,6e-04
100,0.25,0.1,0,0.15,0.223516,0.233084,0.322759,0.241674,0.009568,0.099243,0.018158,0.001246,0.011432,0.004161,0.001157,0.001586,0.003839,"dir",0.009568,0.001246,0.001157
100,0.25,0.1,0,0.2,0.34464,0.347223,0.43954,0.347989,0.002583,0.0949,0.003349,0.001633,0.010875,0.005196,0.001629,0.001873,0.005195,"dir",0.002583,0.001633,0.001629
100,0.25,0.1,0,0.25,0.466064,0.463841,0.552205,0.459534,-0.002224,0.08614,-0.006531,0.001954,0.009347,0.006294,0.001952,0.00193,0.006264,"dir",-0.002224,0.001954,0.001952
100,0.25,0.1,0,0.3,0.579825,0.574809,0.654581,0.567611,-0.005016,0.074756,-0.012214,0.002042,0.007328,0.006983,0.002021,0.001743,0.006848,"dir",-0.005016,0.002042,0.002021
100,0.25,0.1,0,0.35,0.68092,0.67441,0.742758,0.665448,-0.00651,0.061838,-0.015472,0.001884,0.005259,0.006991,0.001846,0.001438,0.006765,"dir",-0.00651,0.001884,0.001846
100,0.25,0.1,0,0.4,0.76672,0.759251,0.815385,0.749188,-0.007469,0.048665,-0.017532,0.001581,0.003432,0.006263,0.001529,0.001065,0.005968,"dir",-0.007469,0.001581,0.001529
100,0.25,0.1,0,0.45,0.836433,0.828525,0.872896,0.818021,-0.007908,0.036464,-0.018411,0.001192,0.002064,0.005072,0.001131,0.000736,0.004743,"dir",-0.007908,0.001192,0.001131
100,0.25,0.1,0,0.5,0.890625,0.882936,0.916655,0.872768,-0.007689,0.02603,-0.017857,0.000836,0.001158,0.003726,0.000778,0.000482,0.003414,"dir",-0.007689,0.000836,0.000778
100,0.25,0.1,0,0.55,0.930802,0.923991,0.948471,0.914544,-0.006811,0.017669,-0.016258,0.000548,0.00061,0.002508,0.000502,0.000298,0.002248,"dir",-0.006811,0.000548,0.000502
100,0.25,0.1,0,0.6,0.95904,0.953534,0.970309,0.945098,-0.005506,0.011269,-0.013942,0.000334,0.000295,0.00153,0.000304,0.000169,0.001338,"dir",-0.005506,0.000334,0.000304
100,0.25,0.1,0,0.65,0.977678,0.973555,0.984254,0.966441,-0.004123,0.006576,-0.011238,0.000181,0.000126,0.000853,0.000164,8.3e-05,0.000728,"dir",-0.004123,0.000181,0.000164
100,0.25,0.1,0,0.7,0.989065,0.986176,0.992466,0.980573,-0.002889,0.003401,-0.008492,8.5e-05,4.7e-05,0.00044,7.7e-05,3.5e-05,0.000369,"dir",-0.002889,8.5e-05,7.7e-05
100,0.25,0.1,0,0.75,0.995361,0.993506,0.996834,0.989526,-0.001855,0.001473,-0.005835,3.5e-05,1.5e-05,0.000205,3.1e-05,1.3e-05,0.000171,"dir",-0.001855,3.5e-05,3.1e-05
100,0.25,0.1,0,0.8,0.9984,0.997327,0.998847,0.994826,-0.001073,0.000447,-0.003574,1.2e-05,4e-06,8.6e-05,1.1e-05,4e-06,7.3e-05,"dir",-0.001073,1.2e-05,1.1e-05
100,0.25,0.1,0,0.85,0.999601,0.999046,0.999638,0.997658,-0.000555,3.7e-05,-0.001944,3e-06,1e-06,3.2e-05,3e-06,1e-06,2.8e-05,"dir",-0.000555,3e-06,3e-06
100,0.25,0.1,0,0.9,0.999945,0.999707,0.999905,0.999028,-0.000238,-4e-05,-0.000917,1e-06,0,1e-05,1e-06,0,9e-06,"dir",-0.000238,1e-06,1e-06
100,0.25,0.1,0,0.95,0.999998,0.999925,0.99998,0.999634,-7.3e-05,-1.8e-05,-0.000364,0,0,2e-06,0,0,2e-06,"dir",-7.3e-05,0,0
100,0.25,0.1,0,1,1,0.999985,0.999997,0.999875,-1.5e-05,-3e-06,-0.000125,0,0,0,0,0,0,"dir",-1.5e-05,0,0
100,0.25,0.1,0.5,0,0,0.019352,0.04818,0.05377,0.019352,0.04818,0.05377,0.000444,0.002551,0.003821,6.9e-05,0.000231,0.000931,"dir",0.019352,0.000444,6.9e-05
100,0.25,0.1,0.5,0.05,0.032774,0.058771,0.113364,0.102277,0.025998,0.08059,0.069503,0.000925,0.007065,0.006806,0.00025,0.000571,0.001979,"dir",0.025998,0.000925,0.00025
100,0.25,0.1,0.5,0.1,0.114265,0.130809,0.207875,0.171715,0.016544,0.09361,0.05745,0.000844,0.009793,0.006684,0.000571,0.001033,0.003391,"dir",0.016544,0.000844,0.000571
100,0.25,0.1,0.5,0.15,0.223516,0.230223,0.319546,0.258733,0.006707,0.096031,0.035218,0.001071,0.010713,0.005991,0.001028,0.001494,0.00476,"dir",0.006707,0.001071,0.001028
100,0.25,0.1,0.5,0.2,0.34464,0.343987,0.435973,0.356787,-0.000653,0.091333,0.012147,0.001499,0.010099,0.006077,0.001502,0.00176,0.005941,"dir",-0.000653,0.001499,0.001502
100,0.25,0.1,0.5,0.25,0.466064,0.460355,0.548563,0.458206,-0.00571,0.082499,-0.007858,0.001829,0.00857,0.006985,0.0018,0.001768,0.006937,"dir",-0.00571,0.001829,0.0018
100,0.25,0.1,0.5,0.3,0.579825,0.571322,0.651342,0.556964,-0.008503,0.071517,-0.022861,0.001925,0.0067,0.00779,0.001857,0.001589,0.007282,"dir",-0.008503,0.001925,0.001857
100,0.25,0.1,0.5,0.35,0.68092,0.671335,0.740111,0.648758,-0.009585,0.059191,-0.032162,0.0018,0.004813,0.007788,0.001712,0.001312,0.006767,"dir",-0.009585,0.0018,0.001712
100,0.25,0.1,0.5,0.4,0.76672,0.756745,0.813244,0.730077,-0.009975,0.046524,-0.036643,0.001516,0.003147,0.007215,0.001419,0.000984,0.005884,"dir",-0.009975,0.001516,0.001419
100,0.25,0.1,0.5,0.45,0.836433,0.826531,0.871379,0.798852,-0.009901,0.034946,-0.037581,0.001162,0.001921,0.006336,0.001067,0.000701,0.004933,"dir",-0.009901,0.001162,0.001067
100,0.25,0.1,0.5,0.5,0.890625,0.8816,0.915933,0.854744,-0.009025,0.025308,-0.035881,0.000839,0.001121,0.005161,0.000759,0.000482,0.003881,"dir",-0.009025,0.000839,0.000759
100,0.25,0.1,0.5,0.55,0.930802,0.923432,0.948375,0.898494,-0.00737,0.017573,-0.032308,0.000569,0.000622,0.003839,0.000516,0.000314,0.0028,"dir",-0.00737,0.000569,0.000516
100,0.25,0.1,0.5,0.6,0.95904,0.953516,0.970454,0.931692,-0.005524,0.011414,-0.027348,0.000355,0.000313,0.002591,0.000325,0.000183,0.001846,"dir",-0.005524,0.000355,0.000325
100,0.25,0.1,0.5,0.65,0.977678,0.973705,0.984379,0.956073,-0.003973,0.0067,-0.021605,0.000196,0.000136,0.001578,0.000181,9.1e-05,0.001114,"dir",-0.003973,0.000196,0.000181
100,0.25,0.1,0.5,0.7,0.989065,0.986273,0.992481,0.973191,-0.002792,0.003416,-0.015874,9.3e-05,5e-05,0.000859,8.6e-05,3.9e-05,0.000609,"dir",-0.002792,9.3e-05,8.6e-05
100,0.25,0.1,0.5,0.75,0.995361,0.993494,0.996797,0.984628,-0.001868,0.001436,-0.010733,3.8e-05,1.6e-05,0.000411,3.5e-05,1.4e-05,0.000296,"dir",-0.001868,3.8e-05,3.5e-05
100,0.25,0.1,0.5,0.8,0.9984,0.997284,0.998837,0.991803,-0.001116,0.000437,-0.006597,1.3e-05,4e-06,0.000172,1.2e-05,4e-06,0.000129,"dir",-0.001116,1.3e-05,1.2e-05
100,0.25,0.1,0.5,0.85,0.999601,0.999038,0.999654,0.995962,-0.000563,5.3e-05,-0.00364,3e-06,1e-06,6.4e-05,3e-06,1e-06,5e-05,"dir",-0.000563,3e-06,3e-06
100,0.25,0.1,0.5,0.9,0.999945,0.999724,0.999919,0.998181,-0.000221,-2.6e-05,-0.001764,1e-06,0,2e-05,1e-06,0,1.7e-05,"dir",-0.000221,1e-06,1e-06
100,0.25,0.1,0.5,0.95,0.999998,0.999938,0.999985,0.999263,-6e-05,-1.3e-05,-0.000736,0,0,5e-06,0,0,4e-06,"dir",-6e-05,0,0
100,0.25,0.1,0.5,1,1,0.999989,0.999998,0.99973,-1.1e-05,-2e-06,-0.00027,0,0,1e-06,0,0,1e-06,"dir",-1.1e-05,0,0
100,0.25,0.25,-0.5,0,0,0.019321,0.048377,0.035606,0.019321,0.048377,0.035606,0.000438,0.002555,0.001704,6.5e-05,0.000215,0.000437,"dir",0.019321,0.000438,6.5e-05
100,0.25,0.25,-0.5,0.05,0.032774,0.058971,0.114062,0.073749,0.026197,0.081289,0.040975,0.000918,0.007162,0.002665,0.000232,0.000556,0.000988,"dir",0.026197,0.000918,0.000232
100,0.25,0.25,-0.5,0.1,0.114265,0.131452,0.209058,0.13469,0.017187,0.094793,0.020425,0.000864,0.010033,0.002302,0.000569,0.001049,0.001889,"dir",0.017187,0.000864,0.000569
100,0.25,0.25,-0.5,0.15,0.223516,0.231272,0.321048,0.219668,0.007757,0.097532,-0.003848,0.001112,0.011005,0.003053,0.001054,0.001495,0.003045,"dir",0.007757,0.001112,0.001054
100,0.25,0.25,-0.5,0.2,0.34464,0.34531,0.437595,0.324746,0.00067,0.092955,-0.019894,0.001509,0.010386,0.004605,0.001512,0.001749,0.004218,"dir",0.00067,0.001509,0.001512
100,0.25,0.25,-0.5,0.25,0.466064,0.461726,0.549987,0.441458,-0.004339,0.083922,-0.024606,0.001821,0.008811,0.00571,0.001806,0.001772,0.005115,"dir",-0.004339,0.001821,0.001806
100,0.25,0.25,-0.5,0.3,0.579825,0.57241,0.652245,0.558661,-0.007415,0.07242,-0.021164,0.001926,0.006897,0.005887,0.001875,0.001655,0.00545,"dir",-0.007415,0.001926,0.001875
100,0.25,0.25,-0.5,0.35,0.68092,0.671863,0.740226,0.666614,-0.009057,0.059306,-0.014306,0.001859,0.00494,0.00535,0.001781,0.001426,0.005156,"dir",-0.009057,0.001859,0.001781
100,0.25,0.25,-0.5,0.4,0.76672,0.756498,0.812704,0.758666,-0.010222,0.045984,-0.008054,0.001625,0.003195,0.004388,0.001524,0.001082,0.004332,"dir",-0.010222,0.001625,0.001524
100,0.25,0.25,-0.5,0.45,0.836433,0.825783,0.870771,0.832562,-0.01065,0.034338,-0.003871,0.001259,0.001922,0.003268,0.001148,0.000745,0.003259,"dir",-0.01065,0.001259,0.001148
100,0.25,0.25,-0.5,0.5,0.890625,0.880929,0.915499,0.888959,-0.009696,0.024874,-0.001666,0.000883,0.001093,0.002206,0.00079,0.000476,0.002208,"dir",-0.009696,0.000883,0.00079
100,0.25,0.25,-0.5,0.55,0.930802,0.922915,0.947844,0.930009,-0.007887,0.017042,-0.000793,0.000558,0.000567,0.001338,0.000497,0.000277,0.00134,"dir",-0.007887,0.000558,0.000497
100,0.25,0.25,-0.5,0.6,0.95904,0.952892,0.969814,0.958405,-0.006148,0.010774,-0.000635,0.000318,0.000266,0.000723,0.000281,0.00015,0.000724,"dir",-0.006148,0.000318,0.000281
100,0.25,0.25,-0.5,0.65,0.977678,0.973075,0.983945,0.976871,-0.004604,0.006267,-0.000807,0.000168,0.000114,0.000349,0.000148,7.5e-05,0.000349,"dir",-0.004604,0.000168,0.000148
100,0.25,0.25,-0.5,0.7,0.989065,0.985921,0.992354,0.988068,-0.003144,0.003289,-0.000997,8.1e-05,4.4e-05,0.000152,7.1e-05,3.3e-05,0.000151,"dir",-0.003144,8.1e-05,7.1e-05
100,0.25,0.25,-0.5,0.75,0.995361,0.993432,0.996828,0.994336,-0.001929,0.001467,-0.001025,3.3e-05,1.4e-05,5.9e-05,3e-05,1.2e-05,5.8e-05,"dir",-0.001929,3.3e-05,3e-05
100,0.25,0.25,-0.5,0.8,0.9984,0.997339,0.998885,0.997529,-0.001061,0.000485,-0.000871,1.2e-05,4e-06,2.1e-05,1e-05,4e-06,2e-05,"dir",-0.001061,1.2e-05,1e-05
100,0.25,0.25,-0.5,0.85,0.999601,0.999086,0.999673,0.999011,-0.000515,7.1e-05,-0.000591,3e-06,1e-06,7e-06,3e-06,1e-06,6e-06,"dir",-0.000515,3e-06,3e-06
100,0.25,0.25,-0.5,0.9,0.999945,0.999739,0.999924,0.99963,-0.000206,-2.1e-05,-0.000315,1e-06,0,2e-06,1e-06,0,2e-06,"dir",-0.000206,1e-06,1e-06
100,0.25,0.25,-0.5,0.95,0.999998,0.999942,0.999987,0.999873,-5.6e-05,-1.1e-05,-0.000126,0,0,0,0,0,0,"dir",-5.6e-05,0,0
100,0.25,0.25,-0.5,1,1,0.999991,0.999999,0.999962,-9e-06,-1e-06,-3.8e-05,0,0,0,0,0,0,"dir",-9e-06,0,0
100,0.25,0.25,0,0,0,0.019359,0.048654,0.075896,0.019359,0.048654,0.075896,0.000439,0.002581,0.007063,6.4e-05,0.000214,0.001306,"dir",0.019359,0.000439,6.4e-05
100,0.25,0.25,0,0.05,0.032774,0.059197,0.114591,0.12477,0.026423,0.081817,0.091996,0.000925,0.007221,0.010667,0.000228,0.000528,0.002208,"dir",0.026423,0.000925,0.000228
100,0.25,0.25,0,0.1,0.114265,0.131811,0.209516,0.190157,0.017546,0.095251,0.075892,0.000835,0.010026,0.008979,0.000528,0.000955,0.003226,"dir",0.017546,0.000835,0.000528
100,0.25,0.25,0,0.15,0.223516,0.231483,0.321557,0.270528,0.007968,0.098042,0.047012,0.001021,0.011023,0.0064,0.00096,0.001413,0.004199,"dir",0.007968,0.001021,0.00096
100,0.25,0.25,0,0.2,0.34464,0.345555,0.437823,0.361864,0.000915,0.093183,0.017224,0.001447,0.010396,0.005242,0.001449,0.001717,0.004956,"dir",0.000915,0.001447,0.001449
100,0.25,0.25,0,0.25,0.466064,0.461435,0.549046,0.458545,-0.00463,0.082981,-0.00752,0.001778,0.008591,0.005523,0.00176,0.001709,0.005477,"dir",-0.00463,0.001778,0.00176
100,0.25,0.25,0,0.3,0.579825,0.570931,0.650394,0.554236,-0.008894,0.070569,-0.025589,0.001842,0.006472,0.006321,0.001767,0.001495,0.005677,"dir",-0.008894,0.001842,0.001767
100,0.25,0.25,0,0.35,0.68092,0.669747,0.738529,0.643669,-0.011173,0.057609,-0.037251,0.001698,0.004527,0.006816,0.001576,0.001211,0.005439,"dir",-0.011173,0.001698,0.001576
100,0.25,0.25,0,0.4,0.76672,0.754807,0.81183,0.723399,-0.011913,0.04511,-0.043321,0.001437,0.002945,0.006666,0.001298,0.000912,0.004799,"dir",-0.011913,0.001437,0.001298
100,0.25,0.25,0,0.45,0.836433,0.824944,0.870516,0.791536,-0.011489,0.034083,-0.044896,0.00111,0.001793,0.005928,0.00098,0.000633,0.00392,"dir",-0.011489,0.00111,0.00098
100,0.25,0.25,0,0.5,0.890625,0.880641,0.915497,0.847736,-0.009984,0.024872,-0.042889,0.000776,0.001028,0.004801,0.000678,0.000411,0.002968,"dir",-0.009984,0.000776,0.000678
100,0.25,0.25,0,0.55,0.930802,0.922929,0.948125,0.89261,-0.007873,0.017323,-0.038192,0.000496,0.000551,0.003534,0.000435,0.000251,0.002079,"dir",-0.007873,0.000496,0.000435
100,0.25,0.25,0,0.6,0.95904,0.953213,0.970247,0.927112,-0.005827,0.011207,-0.031928,0.000293,0.000271,0.00238,0.000259,0.000145,0.001363,"dir",-0.005827,0.000293,0.000259
100,0.25,0.25,0,0.65,0.977678,0.973498,0.984253,0.95246,-0.00418,0.006575,-0.025218,0.000162,0.000121,0.001482,0.000144,7.8e-05,0.000848,"dir",-0.00418,0.000162,0.000144
100,0.25,0.25,0,0.7,0.989065,0.986166,0.992365,0.970206,-0.002899,0.0033,-0.018859,8.2e-05,4.8e-05,0.000858,7.4e-05,3.7e-05,0.000503,"dir",-0.002899,8.2e-05,7.4e-05
100,0.25,0.25,0,0.75,0.995361,0.993375,0.99664,0.982081,-0.001986,0.001279,-0.01328,3.8e-05,1.6e-05,0.000459,3.4e-05,1.5e-05,0.000283,"dir",-0.001986,3.8e-05,3.4e-05
100,0.25,0.25,0,0.8,0.9984,0.997128,0.998719,0.989685,-0.001272,0.000319,-0.008715,1.4e-05,4e-06,0.000224,1.3e-05,4e-06,0.000148,"dir",-0.001272,1.4e-05,1.3e-05
100,0.25,0.25,0,0.85,0.999601,0.998929,0.999594,0.99432,-0.000672,-7e-06,-0.005281,4e-06,1e-06,9.9e-05,4e-06,1e-06,7.1e-05,"dir",-0.000672,4e-06,4e-06
100,0.25,0.25,0,0.9,0.999945,0.999669,0.999896,0.997034,-0.000276,-4.9e-05,-0.002911,1e-06,0,3.9e-05,1e-06,0,3e-05,"dir",-0.000276,1e-06,1e-06
100,0.25,0.25,0,0.95,0.999998,0.999918,0.99998,0.998551,-8e-05,-1.8e-05,-0.001447,0,0,1.3e-05,0,0,1.1e-05,"dir",-8e-05,0,0
100,0.25,0.25,0,1,1,0.999985,0.999997,0.999343,-1.5e-05,-3e-06,-0.000657,0,0,4e-06,0,0,4e-06,"dir",-1.5e-05,0,0
100,0.25,0.25,0.5,0,0,0.019407,0.049002,0.111291,0.019407,0.049002,0.111291,0.00044,0.002623,0.014057,6.4e-05,0.000222,0.001674,"dir",0.019407,0.00044,6.4e-05
100,0.25,0.25,0.5,0.05,0.032774,0.059494,0.115616,0.16516,0.02672,0.082843,0.132386,0.000956,0.007435,0.020194,0.000242,0.000573,0.002673,"dir",0.02672,0.000956,0.000242
100,0.25,0.25,0.5,0.1,0.114265,0.132869,0.211541,0.230381,0.018604,0.097276,0.116116,0.000941,0.01055,0.017329,0.000596,0.00109,0.003854,"dir",0.018604,0.000941,0.000596
100,0.25,0.25,0.5,0.15,0.223516,0.233385,0.323436,0.304343,0.009869,0.09992,0.080828,0.00123,0.011529,0.011618,0.001135,0.001548,0.005095,"dir",0.009869,0.00123,0.001135
100,0.25,0.25,0.5,0.2,0.34464,0.346965,0.43894,0.383539,0.002325,0.0943,0.038899,0.001608,0.010662,0.007703,0.001605,0.001773,0.006203,"dir",0.002325,0.001608,0.001605
100,0.25,0.25,0.5,0.25,0.466064,0.46218,0.550074,0.464559,-0.003885,0.08401,-0.001506,0.001882,0.008883,0.00693,0.001871,0.001829,0.006942,"dir",-0.003885,0.001882,0.001871
100,0.25,0.25,0.5,0.3,0.579825,0.571699,0.651355,0.544315,-0.008126,0.07153,-0.03551,0.002031,0.006833,0.008442,0.001969,0.00172,0.007196,"dir",-0.008126,0.002031,0.001969
100,0.25,0.25,0.5,0.35,0.68092,0.670398,0.739236,0.620102,-0.010522,0.058316,-0.060818,0.001959,0.00482,0.01063,0.001852,0.001422,0.006945,"dir",-0.010522,0.001959,0.001852
100,0.25,0.25,0.5,0.4,0.76672,0.755263,0.812556,0.689999,-0.011457,0.045836,-0.076721,0.001645,0.00315,0.012137,0.001516,0.001051,0.006263,"dir",-0.011457,0.001645,0.001516
100,0.25,0.25,0.5,0.45,0.836433,0.825522,0.871244,0.752798,-0.01091,0.034811,-0.083634,0.00125,0.001968,0.012326,0.001134,0.000758,0.005342,"dir",-0.01091,0.00125,0.001134
100,0.25,0.25,0.5,0.5,0.890625,0.881184,0.915644,0.807654,-0.009441,0.025019,-0.082971,0.000912,0.001158,0.011231,0.000824,0.000533,0.004355,"dir",-0.009441,0.000912,0.000824
100,0.25,0.25,0.5,0.55,0.930802,0.922768,0.947323,0.854109,-0.008034,0.016521,-0.076693,0.000633,0.000616,0.009276,0.000569,0.000344,0.003401,"dir",-0.008034,0.000633,0.000569
100,0.25,0.25,0.5,0.6,0.95904,0.952159,0.969,0.892309,-0.006881,0.00996,-0.066731,0.000402,0.000299,0.006989,0.000355,2e-04,0.002542,"dir",-0.006881,0.000402,0.000355
100,0.25,0.25,0.5,0.65,0.977678,0.972134,0.983028,0.922808,-0.005545,0.00535,-0.05487,0.000229,0.000134,0.00481,0.000198,0.000105,0.001803,"dir",-0.005545,0.000229,0.000198
100,0.25,0.25,0.5,0.7,0.989065,0.984907,0.991446,0.946391,-0.004158,0.002381,-0.042674,0.000117,5.3e-05,0.003015,1e-04,4.8e-05,0.001197,"dir",-0.004158,0.000117,1e-04
100,0.25,0.25,0.5,0.75,0.995361,0.992485,0.996142,0.964015,-0.002876,0.000781,-0.031347,5.2e-05,1.8e-05,0.001719,4.4e-05,1.8e-05,0.000738,"dir",-0.002876,5.2e-05,4.4e-05
100,0.25,0.25,0.5,0.8,0.9984,0.996673,0.998531,0.97675,-0.001727,0.000131,-0.02165,1.9e-05,5e-06,0.00089,1.6e-05,5e-06,0.000422,"dir",-0.001727,1.9e-05,1.6e-05
100,0.25,0.25,0.5,0.85,0.999601,0.998767,0.999552,0.985632,-0.000834,-5e-05,-0.01397,5e-06,1e-06,0.00042,4e-06,1e-06,0.000225,"dir",-0.000834,5e-06,4e-06
100,0.25,0.25,0.5,0.9,0.999945,0.999635,0.999893,0.991546,-0.00031,-5.2e-05,-0.008399,1e-06,0,0.000183,1e-06,0,0.000112,"dir",-0.00031,1e-06,1e-06
100,0.25,0.25,0.5,0.95,0.999998,0.999916,0.99998,0.995264,-8.3e-05,-1.8e-05,-0.004734,0,0,7.5e-05,0,0,5.3e-05,"dir",-8.3e-05,0,0
100,0.25,0.25,0.5,1,1,0.999985,0.999997,0.997471,-1.5e-05,-3e-06,-0.002529,0,0,2.9e-05,0,0,2.3e-05,"dir",-1.5e-05,0,0
100,0.25,0.5,-0.5,0,0,0.01918,0.048226,0.102087,0.01918,0.048226,0.102087,0.000429,0.002538,0.011742,6.1e-05,0.000212,0.001323,"dir",0.01918,0.000429,6.1e-05
100,0.25,0.5,-0.5,0.05,0.032774,0.058793,0.113906,0.15019,0.026019,0.081132,0.117416,0.000907,0.00714,0.015698,0.00023,0.000559,0.001915,"dir",0.026019,0.000907,0.00023
100,0.25,0.5,-0.5,0.1,0.114265,0.131347,0.209209,0.2105,0.017082,0.094944,0.096235,0.000854,0.010057,0.011812,0.000563,0.001045,0.002556,"dir",0.017082,0.000854,0.000563
100,0.25,0.5,-0.5,0.15,0.223516,0.231593,0.321883,0.281317,0.008077,0.098367,0.057801,0.001118,0.011194,0.006518,0.001055,0.001521,0.003184,"dir",0.008077,0.001118,0.001055
100,0.25,0.5,-0.5,0.2,0.34464,0.346284,0.438892,0.360057,0.001644,0.094252,0.015417,0.001546,0.010671,0.003936,0.001546,0.001792,0.003705,"dir",0.001644,0.001546,0.001546
100,0.25,0.5,-0.5,0.25,0.466064,0.46293,0.551104,0.443604,-0.003135,0.08504,-0.02246,0.001852,0.009061,0.004537,0.001845,0.001833,0.004041,"dir",-0.003135,0.001852,0.001845
100,0.25,0.5,-0.5,0.3,0.579825,0.573426,0.653434,0.528971,-0.006399,0.073609,-0.050854,0.00194,0.007079,0.006735,0.001903,0.001664,0.004157,"dir",-0.006399,0.00194,0.001903
