"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.75,2,0,0.8,0.216642,0.225596,0.267047,0.305208,0.008955,0.050405,0.088567,0.001083,0.003751,0.010761,0.001004,0.001213,0.002923,"dir",0.008955,0.001083,0.001004
100,0.75,2,0,0.9,0.269379,0.273854,0.31678,0.334431,0.004475,0.047401,0.065052,0.001239,0.003652,0.007293,0.001221,0.001408,0.003067,"dir",0.004475,0.001239,0.001221
100,0.75,2,0,1,0.323324,0.323784,0.367212,0.364536,0.000461,0.043888,0.041212,0.001423,0.0035,0.004881,0.001425,0.001577,0.003189,"dir",0.000461,0.001423,0.001425
100,0.75,2,0,1.1,0.377286,0.374266,0.417367,0.39529,-0.00302,0.040081,0.018004,0.001612,0.003314,0.003602,0.001606,0.001711,0.003285,"dir",-0.00302,0.001612,0.001606
100,0.75,2,0,1.2,0.430291,0.424351,0.466472,0.426454,-0.005941,0.036181,-0.003837,0.001784,0.003108,0.003361,0.001752,0.001803,0.003353,"dir",-0.005941,0.001784,0.001752
100,0.75,2,0,1.3,0.48157,0.473287,0.513931,0.457787,-0.008284,0.032361,-0.023783,0.001923,0.002896,0.003951,0.001858,0.001853,0.003392,"dir",-0.008284,0.001923,0.001858
100,0.75,2,0,1.4,0.530546,0.520494,0.559275,0.489055,-0.010053,0.028729,-0.041491,0.00202,0.002688,0.005114,0.001922,0.001867,0.0034,"dir",-0.010053,0.00202,0.001922
100,0.75,2,0,1.5,0.57681,0.56551,0.602127,0.520036,-0.0113,0.025317,-0.056774,0.002073,0.002489,0.006593,0.00195,0.001852,0.003376,"dir",-0.0113,0.002073,0.00195
100,0.75,2,0,1.6,0.620096,0.607972,0.642219,0.550523,-0.012124,0.022123,-0.069573,0.002086,0.002295,0.008157,0.001942,0.001809,0.003323,"dir",-0.012124,0.002086,0.001942
100,0.75,2,0,1.7,0.66026,0.647636,0.679411,0.580333,-0.012624,0.019151,-0.079927,0.002057,0.002103,0.009623,0.001902,0.00174,0.003241,"dir",-0.012624,0.002057,0.001902
100,0.75,2,0,1.8,0.697253,0.684386,0.713679,0.609306,-0.012868,0.016426,-0.087948,0.001992,0.001915,0.010862,0.00183,0.001648,0.003134,"dir",-0.012868,0.001992,0.00183
100,0.75,2,0,1.9,0.731103,0.718218,0.745087,0.637308,-0.012886,0.013983,-0.093795,0.001897,0.001732,0.011797,0.001734,0.001539,0.003005,"dir",-0.012886,0.001897,0.001734
100,0.75,2,0,2,0.761897,0.74921,0.77375,0.664235,-0.012687,0.011853,-0.097662,0.001777,0.001555,0.012391,0.001619,0.001418,0.002859,"dir",-0.012687,0.001777,0.001619
100,0.75,2,0,2.1,0.789762,0.777482,0.799802,0.690001,-0.01228,0.01004,-0.099761,0.001639,0.001384,0.012646,0.001491,0.001285,0.0027,"dir",-0.01228,0.001639,0.001491
100,0.75,2,0,2.2,0.814858,0.803169,0.823387,0.714546,-0.011689,0.008529,-0.100312,0.001485,0.001217,0.012588,0.001351,0.001147,0.002531,"dir",-0.011689,0.001485,0.001351
100,0.75,2,0,2.3,0.837361,0.826413,0.844652,0.737826,-0.010948,0.007291,-0.099535,0.001321,0.00106,0.012258,0.001204,0.001009,0.002355,"dir",-0.010948,0.001321,0.001204
100,0.75,2,0,2.4,0.857461,0.847363,0.863743,0.759819,-0.010098,0.006282,-0.097641,0.001159,0.00092,0.011706,0.001059,0.000883,0.002177,"dir",-0.010098,0.001159,0.001059
100,0.75,2,0,2.5,0.875348,0.866163,0.880802,0.780518,-0.009185,0.005454,-0.09483,0.00101,0.000801,0.010987,0.000927,0.000772,0.001998,"dir",-0.009185,0.00101,0.000927
100,0.75,2,0,2.6,0.891213,0.882952,0.895974,0.799929,-0.008261,0.004761,-0.091284,0.000878,7e-04,0.010151,0.000811,0.000679,0.001822,"dir",-0.008261,0.000878,0.000811
100,0.75,2,0,2.7,0.905242,0.897871,0.909404,0.81807,-0.007371,0.004162,-0.087172,0.000766,0.000614,0.009247,0.000713,0.000598,0.001651,"dir",-0.007371,0.000766,0.000713
100,0.75,2,0,2.8,0.917612,0.911064,0.921238,0.834965,-0.006548,0.003627,-0.082646,0.000669,0.000539,0.008316,0.000627,0.000527,0.001489,"dir",-0.006548,0.000669,0.000627
100,0.75,2,0,2.9,0.928489,0.92268,0.931626,0.850646,-0.00581,0.003136,-0.077843,0.000583,0.000471,0.007392,0.000551,0.000462,0.001335,"dir",-0.00581,0.000583,0.000551
100,0.75,2,0,3,0.938031,0.93287,0.940716,0.865148,-0.005161,0.002684,-0.072884,0.000507,0.000409,0.006502,0.000481,0.000403,0.001193,"dir",-0.005161,0.000507,0.000481
100,0.75,2,0,3.1,0.946382,0.941788,0.948655,0.87851,-0.004595,0.002273,-0.067873,0.000439,0.000354,0.005666,0.000418,0.00035,0.001061,"dir",-0.004595,0.000439,0.000418
100,0.75,2,0,3.2,0.953676,0.949579,0.955585,0.890779,-0.004097,0.001909,-0.062896,0.000378,0.000306,0.004895,0.000362,0.000303,0.000941,"dir",-0.004097,0.000378,0.000362
100,0.75,2,0,3.3,0.960032,0.956382,0.96163,0.902008,-0.003651,0.001598,-0.058024,0.000326,0.000266,0.004198,0.000313,0.000264,0.000833,"dir",-0.003651,0.000326,0.000313
100,0.75,2,0,3.4,0.965562,0.962315,0.966894,0.912253,-0.003247,0.001332,-0.053309,0.000282,0.000231,0.003575,0.000272,0.00023,0.000735,"dir",-0.003247,0.000282,0.000272
100,0.75,2,0,3.5,0.970364,0.96748,0.971462,0.921574,-0.002884,0.001098,-0.04879,0.000244,0.000201,0.003026,0.000236,2e-04,0.000647,"dir",-0.002884,0.000244,0.000236
100,0.75,2,0,3.6,0.974526,0.97196,0.975411,0.930032,-0.002567,0.000885,-0.044495,0.000211,0.000175,0.002548,0.000205,0.000175,0.00057,"dir",-0.002567,0.000211,0.000205
100,0.75,2,0,3.7,0.978129,0.975831,0.978815,0.937685,-0.002298,0.000686,-0.040444,0.000183,0.000153,0.002136,0.000178,0.000153,0.000501,"dir",-0.002298,0.000183,0.000178
100,0.75,2,0,3.8,0.981243,0.97917,0.981744,0.944592,-0.002074,0.000501,-0.036651,0.000159,0.000134,0.001783,0.000155,0.000134,0.000441,"dir",-0.002074,0.000159,0.000155
100,0.75,2,0,3.9,0.98393,0.982045,0.984267,0.950809,-0.001886,0.000336,-0.033122,0.000139,0.000118,0.001484,0.000136,0.000118,0.000388,"dir",-0.001886,0.000139,0.000136
100,0.75,2,0,4,0.986246,0.984523,0.986447,0.956391,-0.001723,0.000201,-0.029855,0.000122,0.000104,0.001232,0.000119,0.000104,0.000342,"dir",-0.001723,0.000122,0.000119
100,0.75,2,0.5,0,0,0.010738,0.017734,0.160737,0.010738,0.017734,0.160737,0.000148,0.000379,0.027506,3.2e-05,6.4e-05,0.001673,"dir",0.010738,0.000148,3.2e-05
100,0.75,2,0.5,0.1,0.001148,0.019012,0.029732,0.180143,0.017863,0.028583,0.178995,0.000385,0.000935,0.033866,6.6e-05,0.000119,0.001831,"dir",0.017863,0.000385,6.6e-05
100,0.75,2,0.5,0.2,0.007926,0.031656,0.046982,0.200983,0.023729,0.039056,0.193057,0.000683,0.001722,0.039257,0.00012,0.000197,0.00199,"dir",0.023729,0.000683,0.00012
100,0.75,2,0.5,0.3,0.023115,0.049683,0.070224,0.223189,0.026568,0.047108,0.200074,0.000902,0.002519,0.042173,0.000196,0.000301,0.002148,"dir",0.026568,0.000902,0.000196
100,0.75,2,0.5,0.4,0.047423,0.07378,0.099732,0.246661,0.026357,0.05231,0.199239,0.000989,0.003164,0.041994,0.000295,0.000428,0.002302,"dir",0.026357,0.000989,0.000295
100,0.75,2,0.5,0.5,0.080301,0.104151,0.135258,0.271277,0.02385,0.054956,0.190976,0.000987,0.003603,0.038917,0.000419,0.000584,0.00245,"dir",0.02385,0.000987,0.000419
100,0.75,2,0.5,0.6,0.120513,0.140473,0.176061,0.29689,0.01996,0.055548,0.176377,0.000971,0.00386,0.033693,0.000574,0.000776,0.002589,"dir",0.01996,0.000971,0.000574
100,0.75,2,0.5,0.7,0.166502,0.181944,0.221053,0.323338,0.015441,0.05455,0.156836,0.001006,0.003975,0.027308,0.000769,0.001002,0.002716,"dir",0.015441,0.001006,0.000769
100,0.75,2,0.5,0.8,0.216642,0.227437,0.268995,0.350447,0.010795,0.052353,0.133806,0.001113,0.003975,0.020727,0.000999,0.001237,0.002828,"dir",0.010795,0.001113,0.000999
100,0.75,2,0.5,0.9,0.269379,0.275714,0.31869,0.378037,0.006335,0.049311,0.108658,0.001274,0.003876,0.014724,0.001236,0.001447,0.002924,"dir",0.006335,0.001274,0.001236
100,0.75,2,0.5,1,0.323324,0.325594,0.369058,0.405924,0.00227,0.045734,0.0826,0.001452,0.003703,0.009816,0.001449,0.001615,0.002999,"dir",0.00227,0.001452,0.001449
100,0.75,2,0.5,1.1,0.377286,0.37601,0.419151,0.433925,-0.001276,0.041865,0.056639,0.001622,0.003489,0.006255,0.001624,0.00174,0.003053,"dir",-0.001276,0.001622,0.001624
100,0.75,2,0.5,1.2,0.430291,0.426032,0.468181,0.461867,-0.004259,0.03789,0.031576,0.001775,0.00326,0.004076,0.001761,0.001828,0.003085,"dir",-0.004259,0.001775,0.001761
100,0.75,2,0.5,1.3,0.48157,0.474887,0.515517,0.489583,-0.006683,0.033947,0.008013,0.001905,0.003032,0.003154,0.001864,0.001884,0.003096,"dir",-0.006683,0.001905,0.001864
100,0.75,2,0.5,1.4,0.530546,0.521963,0.560669,0.516923,-0.008583,0.030123,-0.013624,0.002006,0.002814,0.003264,0.001936,0.001911,0.003084,"dir",-0.008583,0.002006,0.001936
100,0.75,2,0.5,1.5,0.57681,0.566786,0.603286,0.543749,-0.010024,0.026476,-0.033061,0.002073,0.002602,0.004139,0.001977,0.001905,0.003053,"dir",-0.010024,0.002073,0.001977
100,0.75,2,0.5,1.6,0.620096,0.609028,0.643161,0.569944,-0.011068,0.023065,-0.050152,0.002099,0.002389,0.005511,0.00198,0.00186,0.003002,"dir",-0.011068,0.002099,0.00198
100,0.75,2,0.5,1.7,0.66026,0.648504,0.680211,0.595407,-0.011756,0.019951,-0.064853,0.002076,0.002172,0.007135,0.001941,0.001777,0.002935,"dir",-0.011756,0.002076,0.001941
100,0.75,2,0.5,1.8,0.697253,0.685149,0.714442,0.620055,-0.012104,0.017189,-0.077199,0.002003,0.001957,0.008809,0.00186,0.001665,0.002855,"dir",-0.012104,0.002003,0.00186
100,0.75,2,0.5,1.9,0.731103,0.718979,0.745903,0.64382,-0.012124,0.0148,-0.087283,0.001891,0.001752,0.010375,0.001747,0.001536,0.002763,"dir",-0.012124,0.001891,0.001747
100,0.75,2,0.5,2,0.761897,0.750046,0.774655,0.666652,-0.011851,0.012758,-0.095244,0.001754,0.001562,0.011727,0.001616,0.001403,0.00266,"dir",-0.011851,0.001754,0.001616
100,0.75,2,0.5,2.1,0.789762,0.77841,0.800759,0.688515,-0.011352,0.010997,-0.101247,0.001604,0.00139,0.012796,0.001478,0.001272,0.00255,"dir",-0.011352,0.001604,0.001478
100,0.75,2,0.5,2.2,0.814858,0.804134,0.824303,0.709385,-0.010724,0.009445,-0.105472,0.001454,0.001235,0.013552,0.001342,0.001148,0.002432,"dir",-0.010724,0.001454,0.001342
100,0.75,2,0.5,2.3,0.837361,0.827313,0.84542,0.729251,-0.010048,0.008059,-0.10811,0.00131,0.001096,0.013992,0.001212,0.001033,0.002309,"dir",-0.010048,0.00131,0.001212
100,0.75,2,0.5,2.4,0.857461,0.848092,0.864293,0.748113,-0.009369,0.006832,-0.109347,0.001176,0.000971,0.014135,0.00109,0.000926,0.002182,"dir",-0.009369,0.001176,0.00109
100,0.75,2,0.5,2.5,0.875348,0.866658,0.881125,0.76598,-0.00869,0.005777,-0.109368,0.00105,0.000858,0.014011,0.000976,0.000826,0.002054,"dir",-0.00869,0.00105,0.000976
100,0.75,2,0.5,2.6,0.891213,0.883214,0.896116,0.782867,-0.007999,0.004903,-0.108346,0.000931,0.000753,0.01366,0.000868,0.000731,0.001925,"dir",-0.007999,0.000931,0.000868
100,0.75,2,0.5,2.7,0.905242,0.897961,0.909448,0.798796,-0.007282,0.004206,-0.106446,0.000818,0.000659,0.013125,0.000767,0.000643,0.001798,"dir",-0.007282,0.000818,0.000767
100,0.75,2,0.5,2.8,0.917612,0.911073,0.921276,0.81379,-0.006538,0.003664,-0.103822,0.000714,0.000574,0.01245,0.000673,0.000562,0.001674,"dir",-0.006538,0.000714,0.000673
100,0.75,2,0.5,2.9,0.928489,0.922703,0.931727,0.827877,-0.005787,0.003238,-0.100612,0.000619,0.000499,0.011674,0.000587,0.000489,0.001554,"dir",-0.005787,0.000619,0.000587
100,0.75,2,0.5,3,0.938031,0.932971,0.940909,0.841088,-0.00506,0.002877,-0.096944,0.000535,0.000432,0.010834,0.00051,0.000424,0.001439,"dir",-0.00506,0.000535,0.00051
100,0.75,2,0.5,3.1,0.946382,0.941981,0.948926,0.853456,-0.004402,0.002543,-0.092927,0.00046,0.000373,0.009962,0.000442,0.000367,0.001329,"dir",-0.004402,0.00046,0.000442
100,0.75,2,0.5,3.2,0.953676,0.949841,0.955901,0.865017,-0.003835,0.002225,-0.088659,0.000395,0.00032,0.009084,0.000381,0.000316,0.001226,"dir",-0.003835,0.000395,0.000381
100,0.75,2,0.5,3.3,0.960032,0.956677,0.961964,0.875807,-0.003355,0.001932,-0.084226,0.000338,0.000273,0.00822,0.000327,0.00027,0.001129,"dir",-0.003355,0.000338,0.000327
100,0.75,2,0.5,3.4,0.965562,0.962623,0.967235,0.885863,-0.002939,0.001673,-0.079699,0.000287,0.000232,0.007388,0.000279,0.000229,0.001038,"dir",-0.002939,0.000287,0.000279
100,0.75,2,0.5,3.5,0.970364,0.967795,0.971807,0.895223,-0.002569,0.001443,-0.075141,0.000242,0.000197,0.006599,0.000236,0.000195,0.000955,"dir",-0.002569,0.000242,0.000236
100,0.75,2,0.5,3.6,0.974526,0.972282,0.975756,0.903922,-0.002244,0.001229,-0.070605,0.000205,0.000168,0.00586,2e-04,0.000167,0.000877,"dir",-0.002244,0.000205,2e-04
100,0.75,2,0.5,3.7,0.978129,0.97616,0.979155,0.911995,-0.00197,0.001026,-0.066135,0.000174,0.000144,0.005177,0.000171,0.000144,0.000805,"dir",-0.00197,0.000174,0.000171
100,0.75,2,0.5,3.8,0.981243,0.979499,0.982079,0.919476,-0.001744,0.000836,-0.061767,0.00015,0.000125,0.004552,0.000147,0.000125,0.000739,"dir",-0.001744,0.00015,0.000147
100,0.75,2,0.5,3.9,0.98393,0.982372,0.984595,0.926398,-0.001558,0.000665,-0.057532,0.000129,0.000109,0.003986,0.000127,0.000109,0.000677,"dir",-0.001558,0.000129,0.000127
100,0.75,2,0.5,4,0.986246,0.984843,0.98676,0.932794,-0.001403,0.000514,-0.053452,0.000112,9.5e-05,0.003476,0.000111,9.5e-05,0.00062,"dir",-0.001403,0.000112,0.000111
500,0.25,16,-0.5,0,0,0.004494,0.00935,0.005912,0.004494,0.00935,0.005912,2.2e-05,9.4e-05,4.5e-05,2e-06,7e-06,1e-05,"dir",0.004494,2.2e-05,2e-06
500,0.25,16,-0.5,0.1,0.001148,0.010371,0.019226,0.011494,0.009223,0.018077,0.010345,9.2e-05,0.000344,0.000132,7e-06,1.7e-05,2.5e-05,"dir",0.009223,9.2e-05,7e-06
500,0.25,16,-0.5,0.2,0.007926,0.020979,0.035154,0.020862,0.013052,0.027228,0.012935,0.000188,0.000776,0.000221,1.8e-05,3.5e-05,5.4e-05,"dir",0.013052,0.000188,1.8e-05
500,0.25,16,-0.5,0.3,0.023115,0.037816,0.058135,0.03541,0.014701,0.03502,0.012295,0.000252,0.001287,0.000254,3.6e-05,6.1e-05,0.000103,"dir",0.014701,0.000252,3.6e-05
500,0.25,16,-0.5,0.4,0.047423,0.061785,0.088379,0.056371,0.014363,0.040956,0.008949,0.000268,0.001773,0.000256,6.2e-05,9.6e-05,0.000176,"dir",0.014363,0.000268,6.2e-05
500,0.25,16,-0.5,0.5,0.080301,0.092987,0.125354,0.084502,0.012685,0.045053,0.004201,0.000257,0.002169,0.000293,9.7e-05,0.000139,0.000276,"dir",0.012685,0.000257,9.7e-05
500,0.25,16,-0.5,0.6,0.120513,0.130804,0.168026,0.119873,0.010291,0.047513,-0.00064,0.000245,0.002445,0.000409,0.000139,0.000188,0.00041,"dir",0.010291,0.000245,0.000139
500,0.25,16,-0.5,0.7,0.166502,0.174155,0.215104,0.16184,0.007653,0.048602,-0.004662,0.000246,0.002599,0.000598,0.000187,0.000237,0.000578,"dir",0.007653,0.000246,0.000187
500,0.25,16,-0.5,0.8,0.216642,0.221731,0.265214,0.2092,0.00509,0.048573,-0.007441,0.000261,0.00264,0.000826,0.000236,0.000282,0.000773,"dir",0.00509,0.000261,0.000236
500,0.25,16,-0.5,0.9,0.269379,0.272157,0.317027,0.260428,0.002779,0.047648,-0.008951,0.000288,0.002587,0.001053,0.000281,0.000318,0.000975,"dir",0.002779,0.000288,0.000281
500,0.25,16,-0.5,1,0.323324,0.324115,0.369353,0.313921,0.000792,0.04603,-0.009402,0.000318,0.002462,0.00125,0.000318,0.000344,0.001164,"dir",0.000792,0.000318,0.000318
500,0.25,16,-0.5,1.1,0.377286,0.376436,0.421184,0.368184,-0.000851,0.043898,-0.009102,0.000346,0.002286,0.001409,0.000346,0.00036,0.001329,"dir",-0.000851,0.000346,0.000346
500,0.25,16,-0.5,1.2,0.430291,0.428136,0.471695,0.421941,-0.002156,0.041404,-0.00835,0.00037,0.002081,0.001531,0.000366,0.000367,0.001464,"dir",-0.002156,0.00037,0.000366
500,0.25,16,-0.5,1.3,0.48157,0.478414,0.520241,0.474179,-0.003156,0.03867,-0.007392,0.000385,0.001861,0.001611,0.000376,0.000366,0.001559,"dir",-0.003156,0.000385,0.000376
500,0.25,16,-0.5,1.4,0.530546,0.526652,0.56636,0.524137,-0.003894,0.035813,-0.006409,0.000391,0.00164,0.001641,0.000376,0.000358,0.001603,"dir",-0.003894,0.000391,0.000376
500,0.25,16,-0.5,1.5,0.57681,0.572413,0.609744,0.571284,-0.004397,0.032934,-0.005526,0.000388,0.00143,0.001621,0.00037,0.000346,0.001594,"dir",-0.004397,0.000388,0.00037
500,0.25,16,-0.5,1.6,0.620096,0.615406,0.65019,0.615299,-0.00469,0.030094,-0.004798,0.000381,0.001238,0.001556,0.00036,0.000333,0.001536,"dir",-0.00469,0.000381,0.00036
500,0.25,16,-0.5,1.7,0.66026,0.655442,0.68757,0.656056,-0.004819,0.02731,-0.004205,0.00037,0.001063,0.001457,0.000347,0.000318,0.001442,"dir",-0.004819,0.00037,0.000347
500,0.25,16,-0.5,1.8,0.697253,0.692399,0.72184,0.693568,-0.004854,0.024587,-0.003686,0.000356,0.000905,0.001343,0.000333,0.000301,0.001332,"dir",-0.004854,0.000356,0.000333
500,0.25,16,-0.5,1.9,0.731103,0.726252,0.753071,0.727919,-0.004852,0.021968,-0.003184,0.000338,0.000763,0.001232,0.000315,0.000281,0.001224,"dir",-0.004852,0.000338,0.000315
500,0.25,16,-0.5,2,0.761897,0.757082,0.781415,0.75922,-0.004815,0.019519,-0.002677,0.000317,0.000641,0.001133,0.000295,0.00026,0.001128,"dir",-0.004815,0.000317,0.000295
500,0.25,16,-0.5,2.1,0.789762,0.785047,0.807047,0.787588,-0.004715,0.017285,-0.002174,0.000295,0.000537,0.001045,0.000273,0.000238,0.001043,"dir",-0.004715,0.000295,0.000273
500,0.25,16,-0.5,2.2,0.814858,0.810321,0.830124,0.813155,-0.004537,0.015266,-0.001702,0.00027,0.000449,0.000964,0.00025,0.000216,0.000963,"dir",-0.004537,0.00027,0.00025
500,0.25,16,-0.5,2.3,0.837361,0.833057,0.850792,0.836072,-0.004304,0.013431,-0.001289,0.000245,0.000373,0.000881,0.000227,0.000193,0.000881,"dir",-0.004304,0.000245,0.000227
500,0.25,16,-0.5,2.4,0.857461,0.853407,0.869213,0.856507,-0.004054,0.011753,-0.000954,0.000219,0.000309,0.000794,0.000203,0.000171,0.000795,"dir",-0.004054,0.000219,0.000203
500,0.25,16,-0.5,2.5,0.875348,0.871534,0.885574,0.874651,-0.003814,0.010226,-0.000697,0.000193,0.000255,0.000705,0.000179,0.000151,0.000706,"dir",-0.003814,0.000193,0.000179
500,0.25,16,-0.5,2.6,0.891213,0.887629,0.90008,0.890715,-0.003585,0.008866,-0.000498,0.00017,0.000211,0.000619,0.000157,0.000132,0.00062,"dir",-0.003585,0.00017,0.000157
500,0.25,16,-0.5,2.7,0.905242,0.901898,0.912931,0.904916,-0.003345,0.007689,-0.000327,0.000149,0.000175,0.00054,0.000138,0.000116,0.000541,"dir",-0.003345,0.000149,0.000138
500,0.25,16,-0.5,2.8,0.917612,0.914537,0.924296,0.91745,-0.003074,0.006684,-0.000162,0.000131,0.000147,0.000471,0.000121,0.000102,0.000472,"dir",-0.003074,0.000131,0.000121
500,0.25,16,-0.5,2.9,0.928489,0.925711,0.934308,0.928488,-0.002778,0.005818,-1e-06,0.000114,0.000123,0.000411,0.000106,9e-05,0.000412,"dir",-0.002778,0.000114,0.000106
500,0.25,16,-0.5,3,0.938031,0.935549,0.943091,0.938179,-0.002482,0.00506,0.000148,9.9e-05,0.000104,0.00036,9.3e-05,7.9e-05,0.000361,"dir",-0.002482,9.9e-05,9.3e-05
500,0.25,16,-0.5,3.1,0.946382,0.944178,0.950777,0.946657,-0.002205,0.004395,0.000274,8.6e-05,8.8e-05,0.000314,8.1e-05,6.9e-05,0.000315,"dir",-0.002205,8.6e-05,8.1e-05
500,0.25,16,-0.5,3.2,0.953676,0.951726,0.95749,0.954042,-0.001949,0.003814,0.000367,7.5e-05,7.5e-05,0.000274,7.1e-05,6e-05,0.000274,"dir",-0.001949,7.5e-05,7.1e-05
500,0.25,16,-0.5,3.3,0.960032,0.958316,0.963331,0.960451,-0.001717,0.003299,0.000419,6.5e-05,6.4e-05,0.000237,6.2e-05,5.3e-05,0.000238,"dir",-0.001717,6.5e-05,6.2e-05
500,0.25,16,-0.5,3.4,0.965562,0.964046,0.968395,0.966,-0.001516,0.002833,0.000438,5.7e-05,5.5e-05,0.000205,5.5e-05,4.8e-05,0.000205,"dir",-0.001516,5.7e-05,5.5e-05
500,0.25,16,-0.5,3.5,0.970364,0.969012,0.972779,0.97081,-0.001352,0.002415,0.000446,5.1e-05,4.8e-05,0.000177,4.9e-05,4.2e-05,0.000177,"dir",-0.001352,5.1e-05,4.9e-05
500,0.25,16,-0.5,3.6,0.974526,0.973312,0.976584,0.97499,-0.001215,0.002058,0.000464,4.5e-05,4.2e-05,0.000153,4.3e-05,3.7e-05,0.000153,"dir",-0.001215,4.5e-05,4.3e-05
500,0.25,16,-0.5,3.7,0.978129,0.977046,0.979896,0.978629,-0.001084,0.001767,0.000499,3.9e-05,3.6e-05,0.000133,3.8e-05,3.3e-05,0.000133,"dir",-0.001084,3.9e-05,3.8e-05
500,0.25,16,-0.5,3.8,0.981243,0.980296,0.982777,0.981789,-0.000947,0.001534,0.000546,3.4e-05,3.1e-05,0.000115,3.3e-05,2.9e-05,0.000114,"dir",-0.000947,3.4e-05,3.3e-05
500,0.25,16,-0.5,3.9,0.98393,0.983121,0.985272,0.98452,-0.000809,0.001342,0.00059,3e-05,2.6e-05,9.8e-05,2.9e-05,2.5e-05,9.8e-05,"dir",-0.000809,3e-05,2.9e-05
500,0.25,16,-0.5,4,0.986246,0.985567,0.98742,0.986866,-0.000679,0.001174,0.00062,2.5e-05,2.2e-05,8.4e-05,2.5e-05,2.1e-05,8.4e-05,"dir",-0.000679,2.5e-05,2.5e-05
500,0.25,16,0,0,0,0.004488,0.009326,0.012688,0.004488,0.009326,0.012688,2.2e-05,9.4e-05,0.000194,2e-06,7e-06,3.3e-05,"dir",0.004488,2.2e-05,2e-06
500,0.25,16,0,0.1,0.001148,0.010329,0.019122,0.021567,0.009181,0.017974,0.020418,9.2e-05,0.00034,0.000483,7e-06,1.7e-05,6.6e-05,"dir",0.009181,9.2e-05,7e-06
500,0.25,16,0,0.2,0.007926,0.02084,0.034886,0.034668,0.012913,0.02696,0.026741,0.000185,0.000762,0.000833,1.9e-05,3.6e-05,0.000118,"dir",0.012913,0.000185,1.9e-05
500,0.25,16,0,0.3,0.023115,0.037489,0.057612,0.052851,0.014374,0.034497,0.029736,0.000244,0.001252,0.001076,3.7e-05,6.2e-05,0.000192,"dir",0.014374,0.000244,3.7e-05
500,0.25,16,0,0.4,0.047423,0.061181,0.087552,0.076691,0.013758,0.040129,0.029269,0.000253,0.001707,0.001142,6.4e-05,9.7e-05,0.000286,"dir",0.013758,0.000253,6.4e-05
500,0.25,16,0,0.5,0.080301,0.092066,0.124238,0.106372,0.011764,0.043936,0.026071,0.000237,0.002072,0.001076,9.8e-05,0.000142,0.000397,"dir",0.011764,0.000237,9.8e-05
500,0.25,16,0,0.6,0.120513,0.129593,0.166678,0.141662,0.00908,0.046165,0.021149,0.000225,0.002326,0.000968,0.000143,0.000195,0.000521,"dir",0.00908,0.000225,0.000143
500,0.25,16,0,0.7,0.166502,0.172717,0.213591,0.181963,0.006215,0.047089,0.015461,0.000236,0.002468,0.000892,0.000197,0.000251,0.000654,"dir",0.006215,0.000236,0.000197
500,0.25,16,0,0.8,0.216642,0.220131,0.263595,0.226396,0.00349,0.046954,0.009754,0.000266,0.002507,0.000885,0.000255,0.000303,0.000791,"dir",0.00349,0.000266,0.000255
500,0.25,16,0,0.9,0.269379,0.270452,0.315347,0.273893,0.001073,0.045968,0.004514,0.000309,0.00246,0.000947,0.000309,0.000348,0.000928,"dir",0.001073,0.000309,0.000309
500,0.25,16,0,1,0.323324,0.322345,0.367628,0.323307,-0.000978,0.044304,-1.7e-05,0.000356,0.002347,0.001059,0.000355,0.000385,0.001061,"dir",-0.000978,0.000356,0.000355
500,0.25,16,0,1.1,0.377286,0.374617,0.419402,0.373501,-0.002669,0.042115,-0.003785,0.000402,0.002191,0.001197,0.000396,0.000418,0.001185,"dir",-0.002669,0.000402,0.000396
500,0.25,16,0,1.2,0.430291,0.426258,0.469835,0.423443,-0.004033,0.039543,-0.006848,0.000447,0.002005,0.001337,0.000431,0.000442,0.001292,"dir",-0.004033,0.000447,0.000431
500,0.25,16,0,1.3,0.48157,0.476461,0.518302,0.472272,-0.005109,0.036731,-0.009299,0.000482,0.001801,0.001456,0.000457,0.000453,0.001372,"dir",-0.005109,0.000482,0.000457
500,0.25,16,0,1.4,0.530546,0.524629,0.564377,0.519335,-0.005917,0.033831,-0.011211,0.000503,0.001593,0.001539,0.000469,0.000449,0.001417,"dir",-0.005917,0.000503,0.000469
500,0.25,16,0,1.5,0.57681,0.570361,0.607788,0.564186,-0.006449,0.030978,-0.012624,0.000507,0.001394,0.00158,0.000466,0.000435,0.001423,"dir",-0.006449,0.000507,0.000466
500,0.25,16,0,1.6,0.620096,0.6134,0.648353,0.606544,-0.006696,0.028256,-0.013552,0.000497,0.001216,0.00158,0.000454,0.000418,0.001399,"dir",-0.006696,0.000497,0.000454
500,0.25,16,0,1.7,0.66026,0.653573,0.685942,0.64625,-0.006687,0.025681,-0.01401,0.000482,0.00106,0.001545,0.000438,0.000401,0.001352,"dir",-0.006687,0.000482,0.000438
500,0.25,16,0,1.8,0.697253,0.690755,0.720486,0.683216,-0.006498,0.023233,-0.014037,0.000462,0.000921,0.001486,0.000421,0.000382,0.001291,"dir",-0.006498,0.000462,0.000421
