"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.5,2,0,3.6,0.974526,0.972921,0.976343,0.931273,-0.001606,0.001817,-0.043253,0.000202,0.000172,0.002662,2e-04,0.000169,0.000793,"dir_sd",0.001817,0.000172,0.000169
100,0.5,2,0,3.7,0.978129,0.976781,0.979742,0.938773,-0.001348,0.001613,-0.039357,0.000174,0.000149,0.002255,0.000173,0.000147,0.000707,"dir_sd",0.001613,0.000149,0.000147
100,0.5,2,0,3.8,0.981243,0.98011,0.98266,0.945546,-0.001133,0.001417,-0.035697,0.00015,0.000128,0.001902,0.000149,0.000127,0.000629,"dir_sd",0.001417,0.000128,0.000127
100,0.5,2,0,3.9,0.98393,0.982967,0.985158,0.951648,-0.000963,0.001228,-0.032283,0.000129,0.00011,0.001599,0.000128,0.000109,0.000558,"dir_sd",0.001228,0.00011,0.000109
100,0.5,2,0,4,0.986246,0.985414,0.987295,0.957128,-0.000832,0.001049,-0.029118,0.000111,9.5e-05,0.001341,0.00011,9.4e-05,0.000495,"dir_sd",0.001049,9.5e-05,9.4e-05
100,0.5,2,0.5,0,0,0.010736,0.01771,0.160388,0.010736,0.01771,0.160388,0.000147,0.000379,0.026892,3.2e-05,6.5e-05,0.00117,"dir_sd",0.01771,0.000379,6.5e-05
100,0.5,2,0.5,0.1,0.001148,0.019023,0.029689,0.179606,0.017875,0.028541,0.178458,0.000388,0.000941,0.033148,6.9e-05,0.000127,0.001303,"dir_sd",0.028541,0.000941,0.000127
100,0.5,2,0.5,0.2,0.007926,0.031658,0.046885,0.200223,0.023732,0.038959,0.192297,0.000694,0.001738,0.038417,0.000132,0.000221,0.001441,"dir_sd",0.038959,0.001738,0.000221
100,0.5,2,0.5,0.3,0.023115,0.049639,0.07003,0.222182,0.026524,0.046915,0.199067,0.000929,0.00255,0.041207,0.000225,0.00035,0.001583,"dir_sd",0.046915,0.00255,0.00035
100,0.5,2,0.5,0.4,0.047423,0.073649,0.099408,0.245396,0.026226,0.051986,0.197974,0.00104,0.003214,0.040917,0.000353,0.000512,0.001727,"dir_sd",0.051986,0.003214,0.000512
100,0.5,2,0.5,0.5,0.080301,0.1039,0.13479,0.269755,0.023598,0.054488,0.189454,0.00107,0.003673,0.03776,0.000514,0.000705,0.001871,"dir_sd",0.054488,0.003673,0.000705
100,0.5,2,0.5,0.6,0.120513,0.140091,0.175477,0.295124,0.019578,0.054964,0.174612,0.001089,0.00394,0.0325,0.000707,0.000921,0.002014,"dir_sd",0.054964,0.00394,0.000921
100,0.5,2,0.5,0.7,0.166502,0.181464,0.220434,0.32135,0.014962,0.053932,0.154848,0.001148,0.00405,0.026129,0.000926,0.001144,0.002155,"dir_sd",0.053932,0.00405,0.001144
100,0.5,2,0.5,0.8,0.216642,0.226946,0.268447,0.348264,0.010304,0.051805,0.131622,0.001257,0.00403,0.019612,0.001153,0.001349,0.002292,"dir_sd",0.051805,0.00403,0.001349
100,0.5,2,0.5,0.9,0.269379,0.275306,0.318268,0.375688,0.005927,0.048889,0.106309,0.001396,0.003901,0.013718,0.001363,0.001514,0.002422,"dir_sd",0.048889,0.003901,0.001514
100,0.5,2,0.5,1,0.323324,0.325301,0.368742,0.403443,0.001977,0.045418,0.08012,0.001535,0.003691,0.008956,0.001534,0.001632,0.002542,"dir_sd",0.045418,0.003691,0.001632
100,0.5,2,0.5,1.1,0.377286,0.375799,0.418904,0.431353,-0.001487,0.041617,0.054067,0.001659,0.003437,0.005568,0.00166,0.001708,0.00265,"dir_sd",0.041617,0.003437,0.001708
100,0.5,2,0.5,1.2,0.430291,0.42587,0.468013,0.459243,-0.004421,0.037722,0.028952,0.001762,0.003169,0.003576,0.001746,0.00175,0.002743,"dir_sd",0.037722,0.003169,0.00175
100,0.5,2,0.5,1.3,0.48157,0.474803,0.515508,0.486946,-0.006767,0.033938,0.005376,0.001841,0.002909,0.002843,0.001798,0.001761,0.00282,"dir_sd",0.033938,0.002909,0.001761
100,0.5,2,0.5,1.4,0.530546,0.522051,0.560935,0.514307,-0.008495,0.030389,-0.01624,0.001888,0.002664,0.003135,0.00182,0.001744,0.002878,"dir_sd",0.030389,0.002664,0.001744
100,0.5,2,0.5,1.5,0.57681,0.567169,0.603922,0.541182,-0.009641,0.027112,-0.035628,0.001902,0.002436,0.004178,0.001813,0.001704,0.002914,"dir_sd",0.027112,0.002436,0.001704
100,0.5,2,0.5,1.6,0.620096,0.609793,0.644185,0.567446,-0.010303,0.024089,-0.052651,0.001884,0.002225,0.005695,0.001782,0.001648,0.002928,"dir_sd",0.024089,0.002225,0.001648
100,0.5,2,0.5,1.7,0.66026,0.649654,0.681553,0.592992,-0.010606,0.021292,-0.067269,0.001841,0.002029,0.00744,0.001731,0.001579,0.00292,"dir_sd",0.021292,0.002029,0.001579
100,0.5,2,0.5,1.8,0.697253,0.686598,0.715972,0.617732,-0.010655,0.018719,-0.079521,0.001777,0.001849,0.009208,0.001667,0.001502,0.002891,"dir_sd",0.018719,0.001849,0.001502
100,0.5,2,0.5,1.9,0.731103,0.72059,0.747489,0.641598,-0.010514,0.016386,-0.089506,0.001697,0.001685,0.010847,0.00159,0.00142,0.002841,"dir_sd",0.016386,0.001685,0.00142
100,0.5,2,0.5,2,0.761897,0.751688,0.776201,0.664538,-0.010209,0.014305,-0.097359,0.001606,0.001533,0.012247,0.001504,0.001332,0.002774,"dir_sd",0.014305,0.001533,0.001332
100,0.5,2,0.5,2.1,0.789762,0.779995,0.802215,0.686515,-0.009767,0.012453,-0.103247,0.001503,0.001389,0.013346,0.00141,0.001237,0.002691,"dir_sd",0.012453,0.001389,0.001237
100,0.5,2,0.5,2.2,0.814858,0.805621,0.825649,0.707506,-0.009237,0.010791,-0.107352,0.00139,0.001249,0.014116,0.001308,0.001135,0.002596,"dir_sd",0.010791,0.001249,0.001135
100,0.5,2,0.5,2.3,0.837361,0.828689,0.846649,0.727497,-0.008672,0.009288,-0.109865,0.001271,0.001113,0.014556,0.001198,0.001029,0.00249,"dir_sd",0.009288,0.001113,0.001029
100,0.5,2,0.5,2.4,0.857461,0.84935,0.86539,0.746487,-0.008111,0.007929,-0.110974,0.001149,0.000984,0.014687,0.001085,0.000923,0.002376,"dir_sd",0.007929,0.000984,0.000923
100,0.5,2,0.5,2.5,0.875348,0.86778,0.882063,0.764486,-0.007568,0.006715,-0.110862,0.001028,0.000864,0.014542,0.000972,0.000821,0.002257,"dir_sd",0.006715,0.000864,0.000821
100,0.5,2,0.5,2.6,0.891213,0.884168,0.896861,0.78151,-0.007045,0.005647,-0.109703,0.000911,0.000754,0.014165,0.000863,0.000724,0.002134,"dir_sd",0.005647,0.000754,0.000724
100,0.5,2,0.5,2.7,0.905242,0.898707,0.909968,0.79758,-0.006535,0.004726,-0.107662,0.000802,0.000656,0.013598,0.000761,0.000635,0.002011,"dir_sd",0.004726,0.000656,0.000635
100,0.5,2,0.5,2.8,0.917612,0.911583,0.921556,0.812721,-0.006029,0.003945,-0.104891,0.000701,0.000569,0.012887,0.000666,0.000555,0.001889,"dir_sd",0.003945,0.000569,0.000555
100,0.5,2,0.5,2.9,0.928489,0.922964,0.931781,0.826956,-0.005525,0.003292,-0.101533,0.00061,0.000494,0.012075,0.000581,0.000484,0.001769,"dir_sd",0.003292,0.000494,0.000484
100,0.5,2,0.5,3,0.938031,0.933007,0.940786,0.840314,-0.005024,0.002754,-0.097717,0.000529,0.000429,0.011199,0.000505,0.000422,0.001653,"dir_sd",0.002754,0.000429,0.000422
100,0.5,2,0.5,3.1,0.946382,0.941853,0.948702,0.852821,-0.004529,0.00232,-0.093561,0.000459,0.000374,0.010291,0.00044,0.00037,0.001541,"dir_sd",0.00232,0.000374,0.00037
100,0.5,2,0.5,3.2,0.953676,0.94963,0.95564,0.864509,-0.004046,0.001965,-0.089166,0.000399,0.000328,0.00938,0.000384,0.000325,0.001432,"dir_sd",0.001965,0.000328,0.000325
100,0.5,2,0.5,3.3,0.960032,0.956442,0.961691,0.875411,-0.00359,0.001659,-0.084622,0.000348,0.00029,0.008486,0.000336,0.000287,0.001328,"dir_sd",0.001659,0.00029,0.000287
100,0.5,2,0.5,3.4,0.965562,0.96238,0.96694,0.885559,-0.003182,0.001378,-0.080003,0.000306,0.000257,0.007627,0.000296,0.000255,0.001229,"dir_sd",0.001378,0.000257,0.000255
100,0.5,2,0.5,3.5,0.970364,0.967526,0.971474,0.89499,-0.002838,0.00111,-0.075374,0.00027,0.000228,0.006813,0.000262,0.000227,0.001134,"dir_sd",0.00111,0.000228,0.000227
100,0.5,2,0.5,3.6,0.974526,0.97197,0.975383,0.903738,-0.002557,0.000857,-0.070788,0.000238,0.000201,0.006053,0.000232,0.000201,0.001044,"dir_sd",0.000857,0.000201,0.000201
100,0.5,2,0.5,3.7,0.978129,0.9758,0.978758,0.911842,-0.002329,0.000629,-0.066288,0.00021,0.000177,0.005351,0.000205,0.000177,0.000959,"dir_sd",0.000629,0.000177,0.000177
100,0.5,2,0.5,3.8,0.981243,0.979108,0.981684,0.919336,-0.002135,0.000441,-0.061907,0.000184,0.000154,0.004709,0.000179,0.000154,0.000879,"dir_sd",0.000441,0.000154,0.000154
100,0.5,2,0.5,3.9,0.98393,0.981977,0.984235,0.926258,-0.001953,0.000305,-0.057672,0.00016,0.000133,0.004128,0.000156,0.000133,0.000803,"dir_sd",0.000305,0.000133,0.000133
100,0.5,2,0.5,4,0.986246,0.984483,0.986474,0.932643,-0.001763,0.000228,-0.053603,0.000137,0.000114,0.003605,0.000135,0.000114,0.000734,"dir_sd",0.000228,0.000114,0.000114
100,0.75,16,-0.5,0,0,0.010839,0.017813,0.00824,0.010839,0.017813,0.00824,0.000149,0.000382,9.3e-05,3.1e-05,6.5e-05,2.5e-05,"dir_sd",0.017813,0.000382,6.5e-05
100,0.75,16,-0.5,0.1,0.001148,0.019201,0.029848,0.014814,0.018053,0.0287,0.013666,0.000391,0.000945,0.000243,6.5e-05,0.000122,5.6e-05,"dir_sd",0.0287,0.000945,0.000122
100,0.75,16,-0.5,0.2,0.007926,0.031933,0.047082,0.025211,0.024007,0.039155,0.017284,0.000697,0.00174,0.00041,0.000121,0.000207,0.000111,"dir_sd",0.039155,0.00174,0.000207
100,0.75,16,-0.5,0.3,0.023115,0.049998,0.070186,0.040624,0.026883,0.047071,0.017509,0.000925,0.00254,0.000505,0.000203,0.000325,0.000198,"dir_sd",0.047071,0.00254,0.000325
100,0.75,16,-0.5,0.4,0.047423,0.074009,0.099381,0.062079,0.026587,0.051958,0.014657,0.001023,0.003175,0.000539,0.000316,0.000476,0.000324,"dir_sd",0.051958,0.003175,0.000476
100,0.75,16,-0.5,0.5,0.080301,0.104116,0.134418,0.090206,0.023814,0.054116,0.009905,0.00103,0.003585,0.000592,0.000464,0.000657,0.000495,"dir_sd",0.054116,0.003585,0.000657
100,0.75,16,-0.5,0.6,0.120513,0.140003,0.174661,0.125084,0.01949,0.054148,0.004571,0.001019,0.003784,0.000733,0.00064,0.000854,0.000713,"dir_sd",0.054148,0.003784,0.000854
100,0.75,16,-0.5,0.7,0.166502,0.180983,0.219192,0.166195,0.01448,0.05269,-0.000307,0.001042,0.003825,0.000979,0.000834,0.001051,0.000981,"dir_sd",0.05269,0.003825,0.001051
100,0.75,16,-0.5,0.8,0.216642,0.226098,0.266918,0.212508,0.009457,0.050276,-0.004133,0.001118,0.003762,0.001302,0.001031,0.001237,0.001288,"dir_sd",0.050276,0.003762,0.001237
100,0.75,16,-0.5,0.9,0.269379,0.274235,0.316679,0.262642,0.004856,0.0473,-0.006736,0.001244,0.003643,0.001651,0.001223,0.001408,0.001609,"dir_sd",0.0473,0.003643,0.001408
100,0.75,16,-0.5,1,0.323324,0.324232,0.367359,0.315081,0.000909,0.044035,-0.008243,0.001402,0.003494,0.001976,0.001404,0.001559,0.001912,"dir_sd",0.044035,0.003494,0.001559
100,0.75,16,-0.5,1.1,0.377286,0.374989,0.417964,0.368381,-0.002297,0.040678,-0.008905,0.001569,0.003329,0.002244,0.001566,0.001678,0.002169,"dir_sd",0.040678,0.003329,0.001678
100,0.75,16,-0.5,1.2,0.430291,0.425533,0.467653,0.421325,-0.004759,0.037362,-0.008966,0.001718,0.003149,0.002432,0.001699,0.001757,0.002356,"dir_sd",0.037362,0.003149,0.001757
100,0.75,16,-0.5,1.3,0.48157,0.475042,0.515735,0.472965,-0.006528,0.034165,-0.008606,0.001832,0.002959,0.002536,0.001793,0.001795,0.002467,"dir_sd",0.034165,0.002959,0.001795
100,0.75,16,-0.5,1.4,0.530546,0.522845,0.561666,0.522596,-0.007701,0.03112,-0.00795,0.001902,0.002763,0.002567,0.001847,0.001798,0.002509,"dir_sd",0.03112,0.002763,0.001798
100,0.75,16,-0.5,1.5,0.57681,0.568418,0.605054,0.569705,-0.008392,0.028244,-0.007105,0.001932,0.002566,0.002541,0.001865,0.001772,0.002495,"dir_sd",0.028244,0.002566,0.001772
100,0.75,16,-0.5,1.6,0.620096,0.61139,0.645645,0.613929,-0.008706,0.025549,-0.006167,0.001923,0.002368,0.002475,0.00185,0.001718,0.002442,"dir_sd",0.025549,0.002368,0.001718
100,0.75,16,-0.5,1.7,0.66026,0.65153,0.683303,0.655047,-0.00873,0.023043,-0.005213,0.001875,0.002168,0.002381,0.001803,0.00164,0.002358,"dir_sd",0.023043,0.002168,0.00164
100,0.75,16,-0.5,1.8,0.697253,0.688722,0.717983,0.692964,-0.008531,0.02073,-0.004289,0.001794,0.001969,0.002268,0.001725,0.001543,0.002254,"dir_sd",0.02073,0.001969,0.001543
100,0.75,16,-0.5,1.9,0.731103,0.722937,0.749706,0.727675,-0.008166,0.018603,-0.003428,0.001689,0.001779,0.002142,0.001625,0.001436,0.002135,"dir_sd",0.018603,0.001779,0.001436
100,0.75,16,-0.5,2,0.761897,0.754206,0.77854,0.759237,-0.007691,0.016644,-0.00266,0.001571,0.001602,0.002008,0.001515,0.001328,0.002005,"dir_sd",0.016644,0.001602,0.001328
100,0.75,16,-0.5,2.1,0.789762,0.782599,0.804585,0.787742,-0.007163,0.014823,-0.00202,0.00145,0.001439,0.001866,0.001402,0.001222,0.001866,"dir_sd",0.014823,0.001439,0.001222
100,0.75,16,-0.5,2.2,0.814858,0.808222,0.827983,0.813328,-0.006636,0.013125,-0.00153,0.001331,0.001287,0.001718,0.001289,0.001117,0.001719,"dir_sd",0.013125,0.001287,0.001117
100,0.75,16,-0.5,2.3,0.837361,0.831223,0.848916,0.836174,-0.006138,0.011555,-0.001188,0.001213,0.001143,0.001565,0.001177,0.001012,0.001567,"dir_sd",0.011555,0.001143,0.001012
100,0.75,16,-0.5,2.4,0.857461,0.85179,0.867591,0.856496,-0.005671,0.01013,-0.000964,0.001096,0.00101,0.001413,0.001066,0.000909,0.001415,"dir_sd",0.01013,0.00101,0.000909
100,0.75,16,-0.5,2.5,0.875348,0.87013,0.884208,0.874526,-0.005218,0.00886,-0.000822,0.000981,0.000886,0.001263,0.000956,0.000809,0.001265,"dir_sd",0.00886,0.000886,0.000809
100,0.75,16,-0.5,2.6,0.891213,0.886443,0.898952,0.890488,-0.00477,0.007739,-0.000725,0.00087,0.000772,0.00112,0.000849,0.000713,0.001122,"dir_sd",0.007739,0.000772,0.000713
100,0.75,16,-0.5,2.7,0.905242,0.900911,0.911999,0.9046,-0.004331,0.006757,-0.000642,0.000764,0.000668,0.000987,0.000747,0.000623,0.000989,"dir_sd",0.006757,0.000668,0.000623
100,0.75,16,-0.5,2.8,0.917612,0.91371,0.923518,0.917066,-0.003902,0.005906,-0.000546,0.000665,0.000575,0.000867,0.000651,0.000541,0.000868,"dir_sd",0.005906,0.000575,0.000541
100,0.75,16,-0.5,2.9,0.928489,0.925008,0.933664,0.928069,-0.003481,0.005175,-0.00042,0.000575,0.000494,0.00076,0.000564,0.000468,0.000761,"dir_sd",0.005175,0.000494,0.000468
100,0.75,16,-0.5,3,0.938031,0.934961,0.942574,0.937759,-0.00307,0.004543,-0.000272,0.000495,0.000423,0.000665,0.000486,0.000404,0.000666,"dir_sd",0.004543,0.000423,0.000404
100,0.75,16,-0.5,3.1,0.946382,0.943701,0.950374,0.946259,-0.002681,0.003991,-0.000124,0.000425,0.000363,0.000581,0.000419,0.000348,0.000582,"dir_sd",0.003991,0.000363,0.000348
100,0.75,16,-0.5,3.2,0.953676,0.951351,0.957184,0.953687,-0.002325,0.003508,1.1e-05,0.000365,0.000313,0.000507,0.00036,0.000301,0.000508,"dir_sd",0.003508,0.000313,0.000301
100,0.75,16,-0.5,3.3,0.960032,0.958031,0.963126,0.960162,-0.002001,0.003093,0.000129,0.000314,0.000271,0.00044,0.000311,0.000262,0.000441,"dir_sd",0.003093,0.000271,0.000262
100,0.75,16,-0.5,3.4,0.965562,0.963857,0.968306,0.965801,-0.001705,0.002744,0.000239,0.000272,0.000236,0.000382,0.000269,0.000229,0.000383,"dir_sd",0.002744,0.000236,0.000229
100,0.75,16,-0.5,3.5,0.970364,0.968935,0.972816,0.970706,-0.001429,0.002452,0.000342,0.000237,0.000206,0.000332,0.000235,0.000201,0.000333,"dir_sd",0.002452,0.000206,0.000201
100,0.75,16,-0.5,3.6,0.974526,0.973352,0.976729,0.974964,-0.001174,0.002203,0.000437,0.000206,0.00018,0.000288,0.000205,0.000175,0.000288,"dir_sd",0.002203,0.00018,0.000175
100,0.75,16,-0.5,3.7,0.978129,0.977183,0.980113,0.978649,-0.000946,0.001984,0.00052,0.00018,0.000156,0.000248,0.000179,0.000152,0.000248,"dir_sd",0.001984,0.000156,0.000152
100,0.75,16,-0.5,3.8,0.981243,0.980494,0.983033,0.98183,-0.000749,0.00179,0.000587,0.000155,0.000134,0.000212,0.000155,0.000131,0.000213,"dir_sd",0.00179,0.000134,0.000131
100,0.75,16,-0.5,3.9,0.98393,0.983352,0.98555,0.984567,-0.000578,0.00162,0.000636,0.000133,0.000113,0.000181,0.000132,0.000111,0.000181,"dir_sd",0.00162,0.000113,0.000111
100,0.75,16,-0.5,4,0.986246,0.985816,0.987716,0.98691,-0.00043,0.00147,0.000664,0.000112,9.6e-05,0.000152,0.000112,9.4e-05,0.000152,"dir_sd",0.00147,9.6e-05,9.4e-05
100,0.75,16,0,0,0,0.010916,0.017837,0.015372,0.010916,0.017837,0.015372,0.000152,0.000385,0.000306,3.3e-05,6.7e-05,7e-05,"dir_sd",0.017837,0.000385,6.7e-05
100,0.75,16,0,0.1,0.001148,0.019148,0.029653,0.024847,0.018,0.028504,0.023698,0.000394,0.000938,0.000692,7e-05,0.000125,0.000131,"dir_sd",0.028504,0.000938,0.000125
100,0.75,16,0,0.2,0.007926,0.03161,0.046537,0.038402,0.023683,0.038611,0.030476,0.00069,0.001702,0.00115,0.000129,0.000211,0.000222,"dir_sd",0.038611,0.001702,0.000211
100,0.75,16,0,0.3,0.023115,0.049268,0.069222,0.056828,0.026153,0.046106,0.033712,0.000899,0.002449,0.001482,0.000215,0.000324,0.000346,"dir_sd",0.046106,0.002449,0.000324
100,0.75,16,0,0.4,0.047423,0.072806,0.098027,0.080674,0.025383,0.050604,0.033251,0.00097,0.003021,0.001608,0.000326,0.000461,0.000503,"dir_sd",0.050604,0.003021,0.000461
100,0.75,16,0,0.5,0.080301,0.102479,0.132797,0.110148,0.022177,0.052496,0.029846,0.000954,0.003379,0.001581,0.000463,0.000624,0.000691,"dir_sd",0.052496,0.003379,0.000624
100,0.75,16,0,0.6,0.120513,0.138064,0.172935,0.145071,0.017551,0.052422,0.024558,0.000934,0.003559,0.001513,0.000627,0.000812,0.000911,"dir_sd",0.052422,0.003559,0.000812
100,0.75,16,0,0.7,0.166502,0.178907,0.217499,0.184895,0.012404,0.050997,0.018392,0.000973,0.003619,0.001496,0.00082,0.001021,0.00116,"dir_sd",0.050997,0.003619,0.001021
100,0.75,16,0,0.8,0.216642,0.224026,0.265328,0.228772,0.007385,0.048686,0.012131,0.001089,0.00361,0.001571,0.001037,0.001242,0.001427,"dir_sd",0.048686,0.00361,0.001242
100,0.75,16,0,0.9,0.269379,0.272236,0.315164,0.275654,0.002857,0.045785,0.006275,0.001274,0.003557,0.001735,0.001269,0.001463,0.001699,"dir_sd",0.045785,0.003557,0.001463
100,0.75,16,0,1,0.323324,0.322275,0.365795,0.324405,-0.001049,0.042471,0.001081,0.0015,0.003467,0.001954,0.001502,0.001666,0.001957,"dir_sd",0.042471,0.003467,0.001666
100,0.75,16,0,1.1,0.377286,0.372945,0.416176,0.373919,-0.004342,0.03889,-0.003367,0.00173,0.003334,0.002192,0.001715,0.001826,0.002185,"dir_sd",0.03889,0.003334,0.001826
100,0.75,16,0,1.2,0.430291,0.423234,0.465491,0.423218,-0.007057,0.0352,-0.007073,0.00193,0.003163,0.002413,0.001884,0.001928,0.002368,"dir_sd",0.0352,0.003163,0.001928
100,0.75,16,0,1.3,0.48157,0.47236,0.513119,0.4715,-0.009211,0.031549,-0.010071,0.002075,0.002964,0.002593,0.001994,0.001973,0.002496,"dir_sd",0.031549,0.002964,0.001973
100,0.75,16,0,1.4,0.530546,0.519719,0.558566,0.518144,-0.010827,0.028019,-0.012403,0.00216,0.00275,0.002721,0.002047,0.001969,0.002572,"dir_sd",0.028019,0.00275,0.001969
100,0.75,16,0,1.5,0.57681,0.564827,0.601438,0.562673,-0.011982,0.024628,-0.014137,0.00219,0.002532,0.002797,0.00205,0.00193,0.002602,"dir_sd",0.024628,0.002532,0.00193
100,0.75,16,0,1.6,0.620096,0.607306,0.641467,0.604725,-0.01279,0.02137,-0.015371,0.002175,0.002316,0.002822,0.002016,0.001863,0.00259,"dir_sd",0.02137,0.002316,0.001863
100,0.75,16,0,1.7,0.66026,0.646907,0.678532,0.644052,-0.013353,0.018272,-0.016208,0.002125,0.002104,0.002796,0.001951,0.001773,0.002539,"dir_sd",0.018272,0.002104,0.001773
100,0.75,16,0,1.8,0.697253,0.683536,0.712649,0.68054,-0.013717,0.015395,-0.016713,0.002045,0.001898,0.002723,0.001861,0.001664,0.002448,"dir_sd",0.015395,0.001898,0.001664
100,0.75,16,0,1.9,0.731103,0.717227,0.743918,0.714194,-0.013876,0.012815,-0.016909,0.001937,0.001701,0.002604,0.001748,0.00154,0.002323,"dir_sd",0.012815,0.001701,0.00154
100,0.75,16,0,2,0.761897,0.74809,0.77248,0.745097,-0.013807,0.010583,-0.0168,0.001806,0.001516,0.002449,0.001619,0.001407,0.002171,"dir_sd",0.010583,0.001516,0.001407
100,0.75,16,0,2.1,0.789762,0.776267,0.798478,0.773368,-0.013495,0.008716,-0.016394,0.00166,0.001347,0.002264,0.00148,0.001273,0.002,"dir_sd",0.008716,0.001347,0.001273
100,0.75,16,0,2.2,0.814858,0.801904,0.822057,0.799142,-0.012954,0.0072,-0.015716,0.001506,0.001194,0.002064,0.00134,0.001144,0.001821,"dir_sd",0.0072,0.001194,0.001144
100,0.75,16,0,2.3,0.837361,0.825144,0.843361,0.822557,-0.012218,0.006,-0.014804,0.001352,0.001057,0.00186,0.001205,0.001023,0.001644,"dir_sd",0.006,0.001057,0.001023
100,0.75,16,0,2.4,0.857461,0.846128,0.862532,0.84374,-0.011332,0.005071,-0.013721,0.001204,0.000935,0.001662,0.001077,0.000911,0.001476,"dir_sd",0.005071,0.000935,0.000911
100,0.75,16,0,2.5,0.875348,0.865001,0.879708,0.862806,-0.010347,0.00436,-0.012542,0.001064,0.000826,0.001473,0.000959,0.000808,0.001318,"dir_sd",0.00436,0.000826,0.000808
100,0.75,16,0,2.6,0.891213,0.881899,0.89502,0.879875,-0.009315,0.003807,-0.011338,0.000935,0.000728,0.001297,0.00085,0.000715,0.001171,"dir_sd",0.003807,0.000728,0.000715
100,0.75,16,0,2.7,0.905242,0.896952,0.908596,0.895081,-0.00829,0.003354,-0.010162,0.000818,0.000642,0.001135,0.000751,0.000632,0.001034,"dir_sd",0.003354,0.000642,0.000632
100,0.75,16,0,2.8,0.917612,0.910288,0.920573,0.908572,-0.007323,0.002962,-0.00904,0.000715,0.000565,0.000989,0.000663,0.000557,0.000909,"dir_sd",0.002962,0.000565,0.000557
100,0.75,16,0,2.9,0.928489,0.922048,0.931105,0.920502,-0.006441,0.002616,-0.007988,0.000623,0.000496,0.000859,0.000583,0.00049,0.000797,"dir_sd",0.002616,0.000496,0.00049
100,0.75,16,0,3,0.938031,0.932385,0.94035,0.93102,-0.005647,0.002319,-0.007012,0.000542,0.000434,0.000743,0.000511,0.000429,0.000696,"dir_sd",0.002319,0.000434,0.000429
100,0.75,16,0,3.1,0.946382,0.941458,0.948459,0.940268,-0.004924,0.002076,-0.006115,0.00047,0.000379,0.000641,0.000447,0.000375,0.000605,"dir_sd",0.002076,0.000379,0.000375
100,0.75,16,0,3.2,0.953676,0.949417,0.95556,0.948379,-0.004258,0.001885,-0.005297,0.000406,0.00033,0.00055,0.000389,0.000327,0.000523,"dir_sd",0.001885,0.00033,0.000327
100,0.75,16,0,3.3,0.960032,0.956387,0.961758,0.955474,-0.003645,0.001726,-0.004558,0.00035,0.000287,0.00047,0.000338,0.000284,0.00045,"dir_sd",0.001726,0.000287,0.000284
100,0.75,16,0,3.4,0.965562,0.962468,0.967136,0.961658,-0.003094,0.001574,-0.003904,0.000302,0.000249,4e-04,0.000293,0.000247,0.000386,"dir_sd",0.001574,0.000249,0.000247
100,0.75,16,0,3.5,0.970364,0.967741,0.971773,0.967021,-0.002623,0.001409,-0.003343,0.00026,0.000217,0.000339,0.000254,0.000215,0.000328,"dir_sd",0.001409,0.000217,0.000215
100,0.75,16,0,3.6,0.974526,0.972284,0.97575,0.97165,-0.002243,0.001224,-0.002876,0.000225,0.000188,0.000286,0.00022,0.000187,0.000278,"dir_sd",0.001224,0.000188,0.000187
100,0.75,16,0,3.7,0.978129,0.976179,0.979159,0.975635,-0.00195,0.001029,-0.002495,0.000194,0.000163,0.000241,0.000191,0.000162,0.000235,"dir_sd",0.001029,0.000163,0.000162
100,0.75,16,0,3.8,0.981243,0.979518,0.982092,0.979065,-0.001725,0.000848,-0.002178,0.000167,0.00014,0.000203,0.000165,0.00014,0.000198,"dir_sd",0.000848,0.00014,0.00014
100,0.75,16,0,3.9,0.98393,0.982394,0.984632,0.98203,-0.001536,0.000702,-0.001901,0.000144,0.000121,0.000171,0.000142,0.000121,0.000168,"dir_sd",0.000702,0.000121,0.000121
100,0.75,16,0,4,0.986246,0.984887,0.986847,0.984603,-0.001359,0.000601,-0.001643,0.000124,0.000104,0.000145,0.000122,0.000104,0.000143,"dir_sd",0.000601,0.000104,0.000104
100,0.75,16,0.5,0,0,0.010483,0.017386,0.020778,0.010483,0.017386,0.020778,0.000141,0.000366,0.00053,3.1e-05,6.4e-05,9.9e-05,"dir_sd",0.017386,0.000366,6.4e-05
100,0.75,16,0.5,0.1,0.001148,0.018721,0.029347,0.032391,0.017572,0.028198,0.031242,0.000375,0.000919,0.001144,6.7e-05,0.000124,0.000168,"dir_sd",0.028198,0.000919,0.000124
100,0.75,16,0.5,0.2,0.007926,0.031367,0.046612,0.048374,0.023441,0.038685,0.040448,0.000676,0.001711,0.001902,0.000127,0.000214,0.000267,"dir_sd",0.038685,0.001711,0.000214
100,0.75,16,0.5,0.3,0.023115,0.049455,0.069931,0.069314,0.02634,0.046816,0.046199,0.000911,0.002532,0.002532,0.000217,0.000341,0.000399,"dir_sd",0.046816,0.002532,0.000341
100,0.75,16,0.5,0.4,0.047423,0.073674,0.099583,0.095506,0.026252,0.052161,0.048084,0.001032,0.003227,0.00288,0.000343,0.000507,0.000569,"dir_sd",0.052161,0.003227,0.000507
