"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
500,0.75,3,-0.5,-1.3,0.0968,0.106406,0.125019,0.093143,0.009606,0.028219,-0.003657,0.000234,0.000969,0.000186,0.000142,0.000173,0.000173,"dir_sd",0.028219,0.000969,0.000173
500,0.75,3,-0.5,-1.2,0.11507,0.125016,0.145802,0.111191,0.009946,0.030732,-0.003878,0.000261,0.001142,0.000218,0.000163,0.000197,0.000203,"dir_sd",0.030732,0.001142,0.000197
500,0.75,3,-0.5,-1.1,0.135666,0.145803,0.168806,0.131618,0.010137,0.03314,-0.004048,0.000288,0.00132,0.000252,0.000185,0.000222,0.000236,"dir_sd",0.03314,0.00132,0.000222
500,0.75,3,-0.5,-1,0.158655,0.168812,0.194032,0.154503,0.010157,0.035377,-0.004153,0.000312,0.001499,0.000286,0.000209,0.000247,0.00027,"dir_sd",0.035377,0.001499,0.000247
500,0.75,3,-0.5,-0.9,0.18406,0.194044,0.221435,0.179881,0.009984,0.037375,-0.00418,0.000332,0.001668,0.00032,0.000233,0.000271,0.000303,"dir_sd",0.037375,0.001668,0.000271
500,0.75,3,-0.5,-0.8,0.211855,0.221453,0.250919,0.207735,0.009598,0.039064,-0.004121,0.000348,0.001819,0.000352,0.000256,0.000293,0.000335,"dir_sd",0.039064,0.001819,0.000293
500,0.75,3,-0.5,-0.7,0.241964,0.250944,0.282348,0.237993,0.008981,0.040384,-0.003971,0.000358,0.001942,0.00038,0.000278,0.000312,0.000365,"dir_sd",0.040384,0.001942,0.000312
500,0.75,3,-0.5,-0.6,0.274253,0.282379,0.315548,0.270524,0.008126,0.041295,-0.003729,0.000363,0.002032,0.000404,0.000297,0.000328,0.000391,"dir_sd",0.041295,0.002032,0.000328
500,0.75,3,-0.5,-0.5,0.308538,0.315586,0.350315,0.305144,0.007048,0.041778,-0.003393,0.000363,0.002084,0.000422,0.000314,0.00034,0.000412,"dir_sd",0.041778,0.002084,0.00034
500,0.75,3,-0.5,-0.4,0.344578,0.350358,0.386413,0.341615,0.00578,0.041835,-0.002963,0.00036,0.002097,0.000436,0.000327,0.000347,0.000428,"dir_sd",0.041835,0.002097,0.000347
500,0.75,3,-0.5,-0.3,0.382089,0.386459,0.423567,0.37965,0.004371,0.041478,-0.002439,0.000356,0.002071,0.000445,0.000337,0.000351,0.00044,"dir_sd",0.041478,0.002071,0.000351
500,0.75,3,-0.5,-0.2,0.42074,0.423615,0.461463,0.418914,0.002875,0.040723,-0.001826,0.000351,0.002009,0.000449,0.000344,0.000351,0.000447,"dir_sd",0.040723,0.002009,0.000351
500,0.75,3,-0.5,-0.0999999999999996,0.460172,0.461513,0.499752,0.459033,0.001341,0.039579,-0.001139,0.000348,0.001914,0.00045,0.000347,0.000348,0.000449,"dir_sd",0.039579,0.001914,0.000348
500,0.75,3,-0.5,0,0.5,0.499801,0.538056,0.4996,-0.000199,0.038056,-4e-04,0.000347,0.001792,0.000447,0.000348,0.000345,0.000448,"dir_sd",0.038056,0.001792,0.000345
500,0.75,3,-0.5,0.100000000000001,0.539828,0.538104,0.575995,0.540188,-0.001724,0.036167,0.00036,0.000349,0.001648,0.000443,0.000347,0.00034,0.000444,"dir_sd",0.036167,0.001648,0.00034
500,0.75,3,-0.5,0.2,0.57926,0.576042,0.613206,0.580367,-0.003218,0.033946,0.001107,0.000355,0.001486,0.000437,0.000346,0.000335,0.000436,"dir_sd",0.033946,0.001486,0.000335
500,0.75,3,-0.5,0.3,0.617911,0.61325,0.649352,0.619718,-0.004662,0.031441,0.001806,0.000364,0.001315,0.000429,0.000343,0.000327,0.000426,"dir_sd",0.031441,0.001315,0.000327
500,0.75,3,-0.5,0.4,0.655422,0.649392,0.68414,0.65785,-0.006029,0.028718,0.002428,0.000373,0.001141,0.000418,0.000337,0.000316,0.000413,"dir_sd",0.028718,0.001141,0.000316
500,0.75,3,-0.5,0.5,0.691462,0.684176,0.717322,0.694411,-0.007286,0.025859,0.002949,0.000381,0.000971,0.000404,0.000328,0.000303,0.000397,"dir_sd",0.025859,0.000971,0.000303
500,0.75,3,-0.5,0.600000000000001,0.725747,0.717352,0.748696,0.729102,-0.008395,0.022949,0.003355,0.000385,0.000811,0.000386,0.000315,0.000285,0.000375,"dir_sd",0.022949,0.000811,0.000285
500,0.75,3,-0.5,0.7,0.758036,0.74872,0.778111,0.761679,-0.009316,0.020075,0.003643,0.000385,0.000666,0.000362,0.000298,0.000263,0.000349,"dir_sd",0.020075,0.000666,0.000263
500,0.75,3,-0.5,0.800000000000001,0.788145,0.778128,0.805459,0.79196,-0.010016,0.017314,0.003815,0.000377,0.000538,0.000333,0.000277,0.000239,0.000319,"dir_sd",0.017314,0.000538,0.000239
500,0.75,3,-0.5,0.9,0.81594,0.80547,0.830674,0.819826,-0.01047,0.014734,0.003886,0.000361,0.000428,0.000301,0.000251,0.000211,0.000286,"dir_sd",0.014734,0.000428,0.000211
500,0.75,3,-0.5,1,0.841345,0.830679,0.853723,0.845217,-0.010666,0.012378,0.003873,0.000336,0.000336,0.000266,0.000223,0.000183,0.000251,"dir_sd",0.012378,0.000336,0.000183
500,0.75,3,-0.5,1.1,0.864334,0.853723,0.874603,0.868128,-0.010611,0.010269,0.003794,0.000306,0.000262,0.00023,0.000194,0.000156,0.000216,"dir_sd",0.010269,0.000262,0.000156
500,0.75,3,-0.5,1.2,0.88493,0.8746,0.893342,0.888597,-0.010331,0.008411,0.003666,0.000272,0.000203,0.000196,0.000166,0.000132,0.000182,"dir_sd",0.008411,0.000203,0.000132
500,0.75,3,-0.5,1.3,0.9032,0.893335,0.909993,0.906703,-0.009864,0.006793,0.003504,0.000238,0.000157,0.000164,0.00014,0.000111,0.000152,"dir_sd",0.006793,0.000157,0.000111
500,0.75,3,-0.5,1.4,0.919243,0.909984,0.924642,0.922559,-0.009259,0.005398,0.003316,0.000204,0.000122,0.000135,0.000118,9.3e-05,0.000124,"dir_sd",0.005398,0.000122,9.3e-05
500,0.75,3,-0.5,1.5,0.933193,0.92463,0.9374,0.936301,-0.008562,0.004207,0.003108,0.000172,9.5e-05,0.00011,9.9e-05,7.7e-05,1e-04,"dir_sd",0.004207,9.5e-05,7.7e-05
500,0.75,3,-0.5,1.6,0.945201,0.937387,0.948405,0.948087,-0.007814,0.003204,0.002886,0.000143,7.4e-05,8.9e-05,8.2e-05,6.3e-05,8e-05,"dir_sd",0.003204,7.4e-05,6.3e-05
500,0.75,3,-0.5,1.7,0.955435,0.94839,0.957808,0.958087,-0.007044,0.002374,0.002653,0.000117,5.7e-05,7.1e-05,6.7e-05,5.1e-05,6.4e-05,"dir_sd",0.002374,5.7e-05,5.1e-05
500,0.75,3,-0.5,1.8,0.96407,0.957793,0.965773,0.966481,-0.006277,0.001704,0.002411,9.3e-05,4.4e-05,5.6e-05,5.4e-05,4.1e-05,5e-05,"dir_sd",0.001704,4.4e-05,4.1e-05
500,0.75,3,-0.5,1.9,0.971283,0.965758,0.972462,0.973448,-0.005525,0.001179,0.002165,7.4e-05,3.4e-05,4.4e-05,4.3e-05,3.2e-05,3.9e-05,"dir_sd",0.001179,3.4e-05,3.2e-05
500,0.75,3,-0.5,2,0.97725,0.972447,0.978029,0.979168,-0.004803,0.00078,0.001918,5.7e-05,2.6e-05,3.4e-05,3.4e-05,2.5e-05,3e-05,"dir_sd",0.00078,2.6e-05,2.5e-05
500,0.75,3,-0.5,2.1,0.982136,0.978015,0.982621,0.983812,-0.004121,0.000486,0.001676,4.4e-05,2e-05,2.6e-05,2.7e-05,2e-05,2.3e-05,"dir_sd",0.000486,2e-05,2e-05
500,0.75,3,-0.5,2.2,0.986097,0.982608,0.986373,0.987541,-0.003489,0.000276,0.001444,3.3e-05,1.5e-05,1.9e-05,2.1e-05,1.5e-05,1.7e-05,"dir_sd",0.000276,1.5e-05,1.5e-05
500,0.75,3,-0.5,2.3,0.989276,0.98636,0.989407,0.990503,-0.002916,0.000131,0.001227,2.4e-05,1.2e-05,1.4e-05,1.6e-05,1.2e-05,1.3e-05,"dir_sd",0.000131,1.2e-05,1.2e-05
500,0.75,3,-0.5,2.4,0.991802,0.989396,0.991837,0.992832,-0.002407,3.5e-05,0.001029,1.8e-05,9e-06,1.1e-05,1.2e-05,9e-06,1e-05,"dir_sd",3.5e-05,9e-06,9e-06
500,0.75,3,-0.5,2.5,0.99379,0.991827,0.993763,0.994642,-0.001964,-2.7e-05,0.000852,1.3e-05,7e-06,8e-06,9e-06,7e-06,7e-06,"dir_sd",-2.7e-05,7e-06,7e-06
500,0.75,3,-0.5,2.6,0.995339,0.993754,0.995275,0.996035,-0.001585,-6.4e-05,0.000696,9e-06,5e-06,6e-06,7e-06,5e-06,5e-06,"dir_sd",-6.4e-05,5e-06,5e-06
500,0.75,3,-0.5,2.7,0.996533,0.995267,0.99645,0.997095,-0.001266,-8.3e-05,0.000562,7e-06,4e-06,4e-06,5e-06,4e-06,4e-06,"dir_sd",-8.3e-05,4e-06,4e-06
500,0.75,3,-0.5,2.8,0.997445,0.996443,0.997355,0.997892,-0.001002,-9e-05,0.000448,5e-06,3e-06,3e-06,4e-06,3e-06,3e-06,"dir_sd",-9e-05,3e-06,3e-06
500,0.75,3,-0.5,2.9,0.998134,0.997349,0.998047,0.998486,-0.000785,-8.7e-05,0.000352,3e-06,2e-06,2e-06,3e-06,2e-06,2e-06,"dir_sd",-8.7e-05,2e-06,2e-06
500,0.75,3,-0.5,3,0.99865,0.998043,0.998573,0.998922,-0.000607,-7.7e-05,0.000272,2e-06,1e-06,1e-06,2e-06,1e-06,1e-06,"dir_sd",-7.7e-05,1e-06,1e-06
500,0.75,3,-0.5,3.1,0.999032,0.998569,0.998968,0.99924,-0.000463,-6.4e-05,0.000208,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"dir_sd",-6.4e-05,1e-06,1e-06
500,0.75,3,-0.5,3.2,0.999313,0.998965,0.999262,0.999469,-0.000348,-5.1e-05,0.000157,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"dir_sd",-5.1e-05,1e-06,1e-06
500,0.75,3,-0.5,3.3,0.999517,0.99926,0.999479,0.999633,-0.000257,-3.8e-05,0.000117,1e-06,0,0,1e-06,0,0,"dir_sd",-3.8e-05,0,0
500,0.75,3,-0.5,3.4,0.999663,0.999476,0.999635,0.999749,-0.000187,-2.8e-05,8.6e-05,1e-06,0,0,0,0,0,"dir_sd",-2.8e-05,0,0
500,0.75,3,-0.5,3.5,0.999767,0.999634,0.999748,0.999831,-0.000134,-1.9e-05,6.3e-05,0,0,0,0,0,0,"dir_sd",-1.9e-05,0,0
500,0.75,3,-0.5,3.6,0.999841,0.999747,0.999828,0.999887,-9.4e-05,-1.3e-05,4.6e-05,0,0,0,0,0,0,"dir_sd",-1.3e-05,0,0
500,0.75,3,-0.5,3.7,0.999892,0.999827,0.999884,0.999926,-6.5e-05,-9e-06,3.3e-05,0,0,0,0,0,0,"dir_sd",-9e-06,0,0
500,0.75,3,-0.5,3.8,0.999928,0.999883,0.999923,0.999952,-4.5e-05,-5e-06,2.4e-05,0,0,0,0,0,0,"dir_sd",-5e-06,0,0
500,0.75,3,-0.5,3.9,0.999952,0.999922,0.999949,0.999969,-3e-05,-3e-06,1.7e-05,0,0,0,0,0,0,"dir_sd",-3e-06,0,0
500,0.75,3,-0.5,4,0.999968,0.999949,0.999967,0.99998,-1.9e-05,-1e-06,1.2e-05,0,0,0,0,0,0,"dir_sd",-1e-06,0,0
500,0.75,3,0,-4,3.2e-05,6.6e-05,9.8e-05,0.000121,3.5e-05,6.6e-05,9e-05,0,0,0,0,0,0,"dir_sd",6.6e-05,0,0
500,0.75,3,0,-3.9,4.8e-05,9.7e-05,0.000143,0.00017,4.9e-05,9.5e-05,0.000122,0,0,0,0,0,0,"dir_sd",9.5e-05,0,0
500,0.75,3,0,-3.8,7.2e-05,0.000143,0.000209,0.000239,7e-05,0.000136,0.000166,0,0,0,0,0,0,"dir_sd",0.000136,0,0
500,0.75,3,0,-3.7,0.000108,0.000208,0.000301,0.000334,1e-04,0.000193,0.000226,0,0,0,0,0,0,"dir_sd",0.000193,0,0
500,0.75,3,0,-3.6,0.000159,3e-04,0.00043,0.000464,0.000141,0.000271,0.000305,0,0,1e-06,0,0,0,"dir_sd",0.000271,0,0
500,0.75,3,0,-3.5,0.000233,0.000429,0.000607,0.000642,0.000196,0.000374,0.00041,0,1e-06,1e-06,0,1e-06,1e-06,"dir_sd",0.000374,1e-06,1e-06
500,0.75,3,0,-3.4,0.000337,0.000605,0.000845,0.000882,0.000268,0.000508,0.000546,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"dir_sd",0.000508,1e-06,1e-06
500,0.75,3,0,-3.3,0.000483,0.000843,0.001161,0.001204,0.00036,0.000678,0.00072,1e-06,2e-06,2e-06,1e-06,1e-06,1e-06,"dir_sd",0.000678,2e-06,1e-06
500,0.75,3,0,-3.2,0.000687,0.001159,0.001578,0.001629,0.000472,0.00089,0.000942,1e-06,3e-06,3e-06,1e-06,2e-06,2e-06,"dir_sd",0.00089,3e-06,2e-06
500,0.75,3,0,-3.1,0.000968,0.001575,0.002124,0.002187,0.000607,0.001156,0.001219,2e-06,4e-06,4e-06,2e-06,2e-06,3e-06,"dir_sd",0.001156,4e-06,2e-06
500,0.75,3,0,-3,0.00135,0.00212,0.002837,0.002911,0.00077,0.001487,0.001561,3e-06,5e-06,6e-06,2e-06,3e-06,4e-06,"dir_sd",0.001487,5e-06,3e-06
500,0.75,3,0,-2.9,0.001866,0.002832,0.003764,0.003844,0.000967,0.001898,0.001978,4e-06,8e-06,9e-06,3e-06,4e-06,5e-06,"dir_sd",0.001898,8e-06,4e-06
500,0.75,3,0,-2.8,0.002555,0.003758,0.004961,0.005035,0.001203,0.002406,0.00248,6e-06,1.1e-05,1.3e-05,4e-06,6e-06,7e-06,"dir_sd",0.002406,1.1e-05,6e-06
500,0.75,3,0,-2.7,0.003467,0.004954,0.006494,0.006543,0.001487,0.003028,0.003076,8e-06,1.7e-05,1.8e-05,5e-06,7e-06,9e-06,"dir_sd",0.003028,1.7e-05,7e-06
500,0.75,3,0,-2.6,0.004661,0.006486,0.008443,0.008436,0.001825,0.003782,0.003775,1.1e-05,2.4e-05,2.6e-05,7e-06,1e-05,1.2e-05,"dir_sd",0.003782,2.4e-05,1e-05
500,0.75,3,0,-2.5,0.00621,0.008433,0.010897,0.010793,0.002223,0.004687,0.004584,1.4e-05,3.5e-05,3.6e-05,1e-05,1.3e-05,1.5e-05,"dir_sd",0.004687,3.5e-05,1.3e-05
500,0.75,3,0,-2.4,0.008198,0.010885,0.013959,0.013702,0.002688,0.005761,0.005505,2e-05,5e-05,5e-05,1.3e-05,1.7e-05,2e-05,"dir_sd",0.005761,5e-05,1.7e-05
500,0.75,3,0,-2.3,0.010724,0.013945,0.017741,0.017263,0.003221,0.007017,0.006539,2.7e-05,7.2e-05,6.8e-05,1.7e-05,2.3e-05,2.6e-05,"dir_sd",0.007017,7.2e-05,2.3e-05
500,0.75,3,0,-2.2,0.013903,0.017726,0.022369,0.021583,0.003823,0.008465,0.00768,3.6e-05,0.000101,9.2e-05,2.2e-05,3e-05,3.3e-05,"dir_sd",0.008465,0.000101,3e-05
500,0.75,3,0,-2.1,0.017864,0.022352,0.027974,0.02678,0.004488,0.01011,0.008916,4.9e-05,0.000141,0.000121,2.9e-05,3.8e-05,4.2e-05,"dir_sd",0.01011,0.000141,3.8e-05
500,0.75,3,0,-2,0.02275,0.027957,0.0347,0.03298,0.005206,0.01195,0.01023,6.4e-05,0.000192,0.000157,3.7e-05,4.9e-05,5.3e-05,"dir_sd",0.01195,0.000192,4.9e-05
500,0.75,3,0,-1.9,0.028717,0.034682,0.042696,0.040314,0.005966,0.013979,0.011598,8.2e-05,0.000257,2e-04,4.7e-05,6.2e-05,6.6e-05,"dir_sd",0.013979,0.000257,6.2e-05
500,0.75,3,0,-1.8,0.03593,0.042678,0.052112,0.048919,0.006748,0.016181,0.012988,0.000104,0.000339,0.00025,5.9e-05,7.8e-05,8.2e-05,"dir_sd",0.016181,0.000339,7.8e-05
500,0.75,3,0,-1.7,0.044565,0.052095,0.063097,0.058932,0.007529,0.018531,0.014367,0.00013,0.000439,0.000307,7.4e-05,9.6e-05,0.000101,"dir_sd",0.018531,0.000439,9.6e-05
500,0.75,3,0,-1.6,0.054799,0.063082,0.075796,0.070493,0.008282,0.020997,0.015694,0.000159,0.000557,0.000369,9.1e-05,0.000117,0.000123,"dir_sd",0.020997,0.000557,0.000117
500,0.75,3,0,-1.5,0.066807,0.075784,0.090347,0.083736,0.008977,0.023539,0.016929,0.000191,0.000694,0.000433,0.00011,0.000141,0.000147,"dir_sd",0.023539,0.000694,0.000141
500,0.75,3,0,-1.4,0.080757,0.090338,0.106875,0.098785,0.009582,0.026118,0.018028,0.000224,0.000848,0.000499,0.000133,0.000166,0.000174,"dir_sd",0.026118,0.000848,0.000166
500,0.75,3,0,-1.3,0.0968,0.106871,0.125488,0.115749,0.010071,0.028687,0.018949,0.000258,0.001016,0.000562,0.000157,0.000193,0.000204,"dir_sd",0.028687,0.001016,0.000193
500,0.75,3,0,-1.2,0.11507,0.12549,0.14627,0.134715,0.01042,0.0312,0.019645,0.000291,0.001193,0.00062,0.000183,0.00022,0.000234,"dir_sd",0.0312,0.001193,0.00022
500,0.75,3,0,-1.1,0.135666,0.146279,0.169271,0.155737,0.010612,0.033605,0.020071,0.00032,0.001375,0.000667,0.000208,0.000246,0.000265,"dir_sd",0.033605,0.001375,0.000246
500,0.75,3,0,-1,0.158655,0.169287,0.194502,0.178835,0.010631,0.035846,0.02018,0.000346,0.001555,0.000703,0.000233,0.000271,0.000296,"dir_sd",0.035846,0.001555,0.000271
500,0.75,3,0,-0.9,0.18406,0.194524,0.221922,0.20399,0.010464,0.037862,0.01993,0.000366,0.001726,0.000723,0.000257,0.000293,0.000326,"dir_sd",0.037862,0.001726,0.000293
500,0.75,3,0,-0.8,0.211855,0.221952,0.251441,0.23114,0.010096,0.039585,0.019284,0.000381,0.001881,0.000727,0.000279,0.000314,0.000356,"dir_sd",0.039585,0.001881,0.000314
500,0.75,3,0,-0.7,0.241964,0.251477,0.282912,0.260182,0.009513,0.040949,0.018219,0.00039,0.00201,0.000716,3e-04,0.000333,0.000385,"dir_sd",0.040949,0.00201,0.000333
500,0.75,3,0,-0.6,0.274253,0.282954,0.31615,0.290979,0.008701,0.041897,0.016726,0.000395,0.002105,0.000691,0.00032,0.000351,0.000412,"dir_sd",0.041897,0.002105,0.000351
500,0.75,3,0,-0.5,0.308538,0.316197,0.350933,0.323355,0.00766,0.042395,0.014818,0.000397,0.002162,0.000657,0.000339,0.000365,0.000439,"dir_sd",0.042395,0.002162,0.000365
500,0.75,3,0,-0.4,0.344578,0.350985,0.387012,0.357107,0.006407,0.042434,0.012529,0.000395,0.002177,0.000619,0.000355,0.000377,0.000463,"dir_sd",0.042434,0.002177,0.000377
500,0.75,3,0,-0.3,0.382089,0.387069,0.424111,0.392003,0.00498,0.042022,0.009915,0.000393,0.002151,0.000582,0.000369,0.000386,0.000485,"dir_sd",0.042022,0.002151,0.000386
500,0.75,3,0,-0.2,0.42074,0.424171,0.461923,0.427786,0.003431,0.041183,0.007045,0.000392,0.002087,0.000552,0.000381,0.000392,0.000503,"dir_sd",0.041183,0.002087,0.000392
500,0.75,3,0,-0.0999999999999996,0.460172,0.461984,0.500118,0.464178,0.001812,0.039945,0.004005,0.000394,0.001992,0.000533,0.000391,0.000397,0.000518,"dir_sd",0.039945,0.001992,0.000397
500,0.75,3,0,0,0.5,0.500179,0.538347,0.500883,0.000179,0.038347,0.000883,0.000398,0.001868,0.000526,0.000399,0.000398,0.000527,"dir_sd",0.038347,0.001868,0.000398
500,0.75,3,0,0.100000000000001,0.539828,0.538406,0.576256,0.537596,-0.001422,0.036428,-0.002232,0.000405,0.001721,0.000533,0.000404,0.000395,0.000529,"dir_sd",0.036428,0.001721,0.000395
500,0.75,3,0,0.2,0.57926,0.576311,0.613493,0.574004,-0.002949,0.034234,-0.005255,0.000412,0.001558,0.000552,0.000404,0.000387,0.000526,"dir_sd",0.034234,0.001558,0.000387
500,0.75,3,0,0.3,0.617911,0.613543,0.649725,0.609801,-0.004368,0.031814,-0.008111,0.000417,0.001385,0.00058,0.000399,0.000373,0.000515,"dir_sd",0.031814,0.001385,0.000373
500,0.75,3,0,0.4,0.655422,0.649768,0.684641,0.644691,-0.005654,0.02922,-0.010731,0.000418,0.001208,0.000613,0.000387,0.000355,0.000499,"dir_sd",0.02922,0.001208,0.000355
500,0.75,3,0,0.5,0.691462,0.684677,0.71797,0.678402,-0.006786,0.026508,-0.013061,0.000414,0.001034,0.000646,0.000369,0.000332,0.000477,"dir_sd",0.026508,0.001034,0.000332
500,0.75,3,0,0.600000000000001,0.725747,0.717998,0.749483,0.710693,-0.007748,0.023736,-0.015054,0.000406,0.00087,0.000676,0.000347,0.000307,0.00045,"dir_sd",0.023736,0.00087,0.000307
500,0.75,3,0,0.7,0.758036,0.749505,0.779002,0.741361,-0.008532,0.020966,-0.016676,0.000394,0.000719,0.000698,0.000322,0.00028,0.000421,"dir_sd",0.020966,0.000719,0.00028
500,0.75,3,0,0.800000000000001,0.788145,0.779018,0.806403,0.77024,-0.009127,0.018259,-0.017905,0.000376,0.000584,0.000709,0.000294,0.000251,0.000389,"dir_sd",0.018259,0.000584,0.000251
500,0.75,3,0,0.9,0.81594,0.806414,0.831615,0.797208,-0.009526,0.015675,-0.018732,0.000354,0.000468,0.000706,0.000264,0.000223,0.000356,"dir_sd",0.015675,0.000468,0.000223
500,0.75,3,0,1,0.841345,0.831621,0.854611,0.822183,-0.009724,0.013266,-0.019161,0.000328,0.00037,0.000688,0.000234,0.000194,0.000321,"dir_sd",0.013266,0.00037,0.000194
500,0.75,3,0,1.1,0.864334,0.854614,0.875403,0.845125,-0.00972,0.011069,-0.019209,0.000299,0.000289,0.000654,0.000205,0.000167,0.000286,"dir_sd",0.011069,0.000289,0.000167
500,0.75,3,0,1.2,0.88493,0.875403,0.894034,0.866025,-0.009527,0.009104,-0.018905,0.000267,0.000224,0.000608,0.000176,0.000142,0.000251,"dir_sd",0.009104,0.000224,0.000142
500,0.75,3,0,1.3,0.9032,0.894031,0.910575,0.884911,-0.009168,0.007376,-0.018289,0.000233,0.000173,0.000551,0.00015,0.000118,0.000217,"dir_sd",0.007376,0.000173,0.000118
500,0.75,3,0,1.4,0.919243,0.91057,0.925124,0.901835,-0.008673,0.005881,-0.017408,2e-04,0.000132,0.000488,0.000125,9.8e-05,0.000185,"dir_sd",0.005881,0.000132,9.8e-05
500,0.75,3,0,1.5,0.933193,0.925117,0.937803,0.916874,-0.008076,0.004611,-0.016318,0.000168,0.000101,0.000422,0.000103,8e-05,0.000156,"dir_sd",0.004611,0.000101,8e-05
500,0.75,3,0,1.6,0.945201,0.937794,0.948751,0.930126,-0.007406,0.003551,-0.015075,0.000139,7.7e-05,0.000356,8.4e-05,6.5e-05,0.000129,"dir_sd",0.003551,7.7e-05,6.5e-05
500,0.75,3,0,1.7,0.955435,0.948741,0.958119,0.9417,-0.006694,0.002684,-0.013734,0.000113,5.9e-05,0.000295,6.9e-05,5.2e-05,0.000106,"dir_sd",0.002684,5.9e-05,5.2e-05
500,0.75,3,0,1.8,0.96407,0.958107,0.966059,0.951723,-0.005963,0.00199,-0.012346,9.1e-05,4.6e-05,0.000239,5.5e-05,4.2e-05,8.6e-05,"dir_sd",0.00199,4.6e-05,4.2e-05
500,0.75,3,0,1.9,0.971283,0.966047,0.972728,0.960328,-0.005237,0.001444,-0.010956,7.1e-05,3.5e-05,0.000189,4.4e-05,3.3e-05,6.9e-05,"dir_sd",0.001444,3.5e-05,3.3e-05
500,0.75,3,0,2,0.97725,0.972714,0.978273,0.96765,-0.004536,0.001023,-0.0096,5.5e-05,2.7e-05,0.000147,3.5e-05,2.6e-05,5.5e-05,"dir_sd",0.001023,2.7e-05,2.6e-05
500,0.75,3,0,2.1,0.982136,0.978259,0.982838,0.973826,-0.003876,0.000702,-0.008309,4.2e-05,2.1e-05,0.000112,2.7e-05,2.1e-05,4.3e-05,"dir_sd",0.000702,2.1e-05,2.1e-05
500,0.75,3,0,2.2,0.986097,0.982825,0.986559,0.978991,-0.003272,0.000462,-0.007106,3.2e-05,1.6e-05,8.4e-05,2.1e-05,1.6e-05,3.3e-05,"dir_sd",0.000462,1.6e-05,1.6e-05
500,0.75,3,0,2.3,0.989276,0.986546,0.989561,0.983268,-0.002729,0.000285,-0.006008,2.4e-05,1.2e-05,6.2e-05,1.6e-05,1.2e-05,2.6e-05,"dir_sd",0.000285,1.2e-05,1.2e-05
500,0.75,3,0,2.4,0.991802,0.98955,0.991959,0.986778,-0.002253,0.000157,-0.005024,1.8e-05,9e-06,4.5e-05,1.3e-05,9e-06,2e-05,"dir_sd",0.000157,9e-06,9e-06
500,0.75,3,0,2.5,0.99379,0.991949,0.993855,0.98963,-0.001841,6.5e-05,-0.004161,1.3e-05,7e-06,3.2e-05,1e-05,7e-06,1.5e-05,"dir_sd",6.5e-05,7e-06,7e-06
500,0.75,3,0,2.6,0.995339,0.993847,0.995339,0.991924,-0.001492,1e-06,-0.003415,9e-06,5e-06,2.3e-05,7e-06,5e-06,1.1e-05,"dir_sd",1e-06,5e-06,5e-06
500,0.75,3,0,2.7,0.996533,0.995332,0.996488,0.993751,-0.001201,-4.5e-05,-0.002782,7e-06,4e-06,1.6e-05,5e-06,4e-06,8e-06,"dir_sd",-4.5e-05,4e-06,4e-06
500,0.75,3,0,2.8,0.997445,0.996482,0.997368,0.995194,-0.000963,-7.7e-05,-0.002251,5e-06,3e-06,1.1e-05,4e-06,3e-06,6e-06,"dir_sd",-7.7e-05,3e-06,3e-06
500,0.75,3,0,2.9,0.998134,0.997362,0.998035,0.996324,-0.000772,-9.9e-05,-0.00181,4e-06,2e-06,8e-06,3e-06,2e-06,5e-06,"dir_sd",-9.9e-05,2e-06,2e-06
500,0.75,3,0,3,0.99865,0.998031,0.998539,0.997204,-0.000619,-0.000111,-0.001447,3e-06,2e-06,6e-06,2e-06,2e-06,4e-06,"dir_sd",-0.000111,2e-06,2e-06
500,0.75,3,0,3.1,0.999032,0.998535,0.998917,0.997883,-0.000497,-0.000115,-0.001149,2e-06,1e-06,4e-06,2e-06,1e-06,3e-06,"dir_sd",-0.000115,1e-06,1e-06
500,0.75,3,0,3.2,0.999313,0.998914,0.999201,0.998407,-0.000399,-0.000112,-0.000906,1e-06,1e-06,3e-06,1e-06,1e-06,2e-06,"dir_sd",-0.000112,1e-06,1e-06
500,0.75,3,0,3.3,0.999517,0.999199,0.999414,0.998807,-0.000318,-0.000102,-0.000709,1e-06,1e-06,2e-06,1e-06,1e-06,1e-06,"dir_sd",-0.000102,1e-06,1e-06
500,0.75,3,0,3.4,0.999663,0.999412,0.999574,0.999113,-0.000251,-8.9e-05,-0.00055,1e-06,0,1e-06,1e-06,0,1e-06,"dir_sd",-8.9e-05,0,0
500,0.75,3,0,3.5,0.999767,0.999572,0.999693,0.999345,-0.000195,-7.4e-05,-0.000422,0,0,1e-06,0,0,1e-06,"dir_sd",-7.4e-05,0,0
500,0.75,3,0,3.6,0.999841,0.999692,0.999781,0.99952,-0.000149,-6e-05,-0.000321,0,0,1e-06,0,0,1e-06,"dir_sd",-6e-05,0,0
500,0.75,3,0,3.7,0.999892,0.99978,0.999846,0.999651,-0.000112,-4.6e-05,-0.000241,0,0,0,0,0,0,"dir_sd",-4.6e-05,0,0
