"n","pA","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
500,0.75,0.1,0.05,-0.5,1.3,0.48157,0.480436,0.523806,0.475427,-0.001134,0.042235,-0.006143,0.000446,0.002219,0.000598,0.000445,0.000436,0.000562,"dir",-0.001134,0.000446,0.000445
500,0.75,0.1,0.05,-0.5,1.4,0.530546,0.52952,0.57289,0.526673,-0.001026,0.042343,-0.003873,0.000467,0.002247,0.000599,0.000467,0.000455,0.000585,"dir",-0.001026,0.000467,0.000467
500,0.75,0.1,0.05,-0.5,1.5,0.57681,0.575952,0.619322,0.574964,-0.000858,0.042512,-0.001846,0.000457,0.002248,0.000597,0.000457,0.000441,0.000595,"dir",-0.000858,0.000457,0.000457
500,0.75,0.1,0.05,-0.5,1.6,0.620096,0.619168,0.662538,0.619934,-0.000928,0.042441,-0.000162,0.000455,0.002238,0.00059,0.000455,0.000437,0.000591,"dir",-0.000928,0.000455,0.000455
500,0.75,0.1,0.05,-0.5,1.7,0.66026,0.659356,0.702726,0.661369,-0.000904,0.042466,0.001109,0.000439,0.002221,0.000594,0.000439,0.000418,0.000594,"dir",-0.000904,0.000439,0.000439
500,0.75,0.1,0.05,-0.5,1.8,0.697253,0.696508,0.739878,0.698983,-0.000745,0.042625,0.00173,0.000428,0.002219,0.000564,0.000428,0.000403,0.000562,"dir",-0.000745,0.000428,0.000428
500,0.75,0.1,0.05,-0.5,1.9,0.731103,0.7302,0.77357,0.733504,-0.000903,0.042466,0.002401,0.000393,0.002168,0.000519,0.000393,0.000365,0.000514,"dir",-0.000903,0.000393,0.000393
500,0.75,0.1,0.05,-0.5,2,0.761897,0.761092,0.804462,0.764942,-0.000805,0.042565,0.003046,0.000354,0.002135,0.00049,0.000354,0.000324,0.000482,"dir",-0.000805,0.000354,0.000354
500,0.75,0.1,0.05,-0.5,2.1,0.789762,0.788996,0.832366,0.792932,-0.000766,0.042604,0.00317,0.000327,0.002109,0.000464,0.000327,0.000295,0.000455,"dir",-0.000766,0.000327,0.000327
500,0.75,0.1,0.05,-0.5,2.2,0.814858,0.814168,0.857538,0.818219,-0.00069,0.04268,0.003361,0.000289,0.002077,0.000432,0.000289,0.000256,0.000421,"dir",-0.00069,0.000289,0.000289
500,0.75,0.1,0.05,-0.5,2.3,0.837361,0.8367,0.88007,0.840547,-0.000661,0.042708,0.003186,0.000272,0.00206,0.000388,0.000272,0.000236,0.000379,"dir",-0.000661,0.000272,0.000272
500,0.75,0.1,0.05,-0.5,2.4,0.857461,0.856832,0.900202,0.86006,-0.000629,0.042741,0.002599,0.000265,0.002055,0.000361,0.000266,0.000228,0.000355,"dir",-0.000629,0.000265,0.000266
500,0.75,0.1,0.05,-0.5,2.5,0.875348,0.87422,0.91759,0.877495,-0.001128,0.042242,0.002147,0.000238,0.001985,0.000329,0.000238,0.000201,0.000325,"dir",-0.001128,0.000238,0.000238
500,0.75,0.1,0.05,-0.5,2.6,0.891213,0.89008,0.93345,0.89338,-0.001133,0.042236,0.002167,0.000212,0.001959,0.000289,0.000211,0.000175,0.000285,"dir",-0.001133,0.000212,0.000211
500,0.75,0.1,0.05,-0.5,2.7,0.905242,0.904172,0.947542,0.907277,-0.00107,0.0423,0.002035,0.00019,0.001944,0.000251,0.000189,0.000155,0.000247,"dir",-0.00107,0.00019,0.000189
500,0.75,0.1,0.05,-0.5,2.8,0.917612,0.916732,0.960102,0.919459,-0.00088,0.04249,0.001847,0.000175,0.001946,0.000214,0.000174,0.000141,0.000211,"dir",-0.00088,0.000175,0.000174
500,0.75,0.1,0.05,-0.5,2.9,0.928489,0.927856,0.971226,0.930119,-0.000633,0.042737,0.00163,0.000144,0.001939,0.000183,0.000144,0.000113,0.000181,"dir",-0.000633,0.000144,0.000144
500,0.75,0.1,0.05,-0.5,3,0.938031,0.937472,0.980796,0.93928,-0.000559,0.042764,0.001249,0.000123,0.001921,0.000157,0.000123,9.3e-05,0.000156,"dir",-0.000559,0.000123,0.000123
500,0.75,0.1,0.05,-0.5,3.1,0.946382,0.945716,0.988745,0.947209,-0.000666,0.042363,0.000826,0.000105,0.001863,0.000134,0.000105,6.8e-05,0.000133,"dir",-0.000666,0.000105,0.000105
500,0.75,0.1,0.05,-0.5,3.2,0.953676,0.952724,0.99445,0.954155,-0.000952,0.040775,0.00048,9.1e-05,0.001699,0.000114,9.1e-05,3.7e-05,0.000114,"dir",-0.000952,9.1e-05,9.1e-05
500,0.75,0.1,0.05,-0.5,3.3,0.960032,0.959272,0.998034,0.960237,-0.00076,0.038002,0.000205,8.3e-05,0.001457,1e-04,8.2e-05,1.3e-05,1e-04,"dir",-0.00076,8.3e-05,8.2e-05
500,0.75,0.1,0.05,-0.5,3.4,0.965562,0.964948,0.999546,0.96538,-0.000614,0.033984,-0.000182,7.3e-05,0.001158,8.3e-05,7.3e-05,3e-06,8.4e-05,"dir",-0.000614,7.3e-05,7.3e-05
500,0.75,0.1,0.05,-0.5,3.5,0.970364,0.969524,0.99989,0.970017,-0.00084,0.029526,-0.000347,6.3e-05,0.000872,7.1e-05,6.3e-05,1e-06,7.1e-05,"dir",-0.00084,6.3e-05,6.3e-05
500,0.75,0.1,0.05,-0.5,3.6,0.974526,0.974116,0.999999,0.97408,-0.00041,0.025473,-0.000447,5.4e-05,0.000649,6.1e-05,5.4e-05,0,6.1e-05,"dir",-0.00041,5.4e-05,5.4e-05
500,0.75,0.1,0.05,-0.5,3.7,0.978129,0.977768,1,0.977476,-0.000361,0.021871,-0.000653,4.7e-05,0.000478,5.3e-05,4.7e-05,0,5.3e-05,"dir",-0.000361,4.7e-05,4.7e-05
500,0.75,0.1,0.05,-0.5,3.8,0.981243,0.980868,1,0.980305,-0.000375,0.018757,-0.000939,3.9e-05,0.000352,4.6e-05,3.9e-05,0,4.5e-05,"dir",-0.000375,3.9e-05,3.9e-05
500,0.75,0.1,0.05,-0.5,3.9,0.98393,0.983624,1,0.982813,-0.000306,0.01607,-0.001117,3.4e-05,0.000258,4.1e-05,3.4e-05,0,3.9e-05,"dir",-0.000306,3.4e-05,3.4e-05
500,0.75,0.1,0.05,-0.5,4,0.986246,0.986004,1,0.984872,-0.000242,0.013754,-0.001374,3e-05,0.000189,3.6e-05,3e-05,0,3.4e-05,"dir",-0.000242,3e-05,3e-05
500,0.75,0.1,0.05,0,0,0,0,0.043237,4.3e-05,0,0.043237,4.3e-05,0,0.001873,0,0,4e-06,0,"dir",0,0,0
500,0.75,0.1,0.05,0,0.1,0.001148,0.001168,0.044405,0.00194,2e-05,0.043256,0.000792,3e-06,0.001877,5e-06,3e-06,6e-06,4e-06,"dir",2e-05,3e-06,3e-06
500,0.75,0.1,0.05,0,0.2,0.007926,0.00812,0.051357,0.01026,0.000194,0.04343,0.002334,1.6e-05,0.001906,2.6e-05,1.6e-05,2e-05,2e-05,"dir",0.000194,1.6e-05,1.6e-05
500,0.75,0.1,0.05,0,0.3,0.023115,0.02354,0.066777,0.026057,0.000425,0.043661,0.002942,4.8e-05,0.00196,6.6e-05,4.8e-05,5.4e-05,5.7e-05,"dir",0.000425,4.8e-05,4.8e-05
500,0.75,0.1,0.05,0,0.4,0.047423,0.047492,0.090729,0.050022,6.9e-05,0.043306,0.002599,0.000108,0.001991,0.000127,0.000108,0.000116,0.000121,"dir",6.9e-05,0.000108,0.000108
500,0.75,0.1,0.05,0,0.5,0.080301,0.080228,0.123465,0.08174,-7.3e-05,0.043163,0.001439,0.000188,0.002059,0.000199,0.000188,0.000196,0.000197,"dir",-7.3e-05,0.000188,0.000188
500,0.75,0.1,0.05,0,0.6,0.120513,0.1203,0.163537,0.120913,-0.000213,0.043024,4e-04,0.000246,0.002109,0.000275,0.000247,0.000258,0.000275,"dir",-0.000213,0.000246,0.000247
500,0.75,0.1,0.05,0,0.7,0.166502,0.166592,0.209829,0.165802,9e-05,0.043326,-7e-04,0.000306,0.002198,0.00034,0.000307,0.000322,0.00034,"dir",9e-05,0.000306,0.000307
500,0.75,0.1,0.05,0,0.8,0.216642,0.21618,0.259417,0.214607,-0.000462,0.042775,-0.002035,0.000374,0.002218,0.000419,0.000374,0.000389,0.000415,"dir",-0.000462,0.000374,0.000374
500,0.75,0.1,0.05,0,0.9,0.269379,0.268856,0.312093,0.266563,-0.000523,0.042714,-0.002816,0.000394,0.002231,0.000489,0.000395,0.000407,0.000482,"dir",-0.000523,0.000394,0.000395
500,0.75,0.1,0.05,0,1,0.323324,0.323448,0.366685,0.320574,0.000124,0.043361,-0.002749,0.000432,0.002323,0.00054,0.000433,0.000444,0.000534,"dir",0.000124,0.000432,0.000433
500,0.75,0.1,0.05,0,1.1,0.377286,0.378192,0.421429,0.374451,0.000906,0.044142,-0.002835,0.000482,0.002436,0.000601,0.000482,0.000488,0.000594,"dir",0.000906,0.000482,0.000482
500,0.75,0.1,0.05,0,1.2,0.430291,0.43108,0.474317,0.426777,0.000789,0.044025,-0.003514,0.000509,0.002449,0.000633,0.000509,0.000511,0.000622,"dir",0.000789,0.000509,0.000509
500,0.75,0.1,0.05,0,1.3,0.48157,0.481976,0.525213,0.477288,0.000406,0.043642,-0.004282,0.000517,0.002419,0.00066,0.000518,0.000515,0.000643,"dir",0.000406,0.000517,0.000518
500,0.75,0.1,0.05,0,1.4,0.530546,0.53064,0.573877,0.525342,9.4e-05,0.04333,-0.005204,0.000523,0.002393,0.000673,0.000524,0.000517,0.000647,"dir",9.4e-05,0.000523,0.000524
500,0.75,0.1,0.05,0,1.5,0.57681,0.576796,0.620033,0.571385,-1.4e-05,0.043223,-0.005425,0.000528,0.002383,0.000675,0.000529,0.000516,0.000647,"dir",-1.4e-05,0.000528,0.000529
500,0.75,0.1,0.05,0,1.6,0.620096,0.620172,0.663409,0.61495,7.6e-05,0.043312,-0.005146,0.000465,0.002327,0.000643,0.000466,0.000452,0.000617,"dir",7.6e-05,0.000465,0.000466
500,0.75,0.1,0.05,0,1.7,0.66026,0.660072,0.703309,0.655046,-0.000188,0.043049,-0.005214,0.000443,0.002277,0.000576,0.000444,0.000425,0.00055,"dir",-0.000188,0.000443,0.000444
500,0.75,0.1,0.05,0,1.8,0.697253,0.697336,0.740573,0.691806,8.3e-05,0.04332,-0.005447,0.000398,0.002253,0.000549,0.000399,0.000378,0.00052,"dir",8.3e-05,0.000398,0.000399
500,0.75,0.1,0.05,0,1.9,0.731103,0.730824,0.774061,0.725391,-0.000279,0.042957,-0.005712,0.000376,0.002196,0.000531,0.000377,0.000352,0.000499,"dir",-0.000279,0.000376,0.000377
500,0.75,0.1,0.05,0,2,0.761897,0.76156,0.804797,0.756141,-0.000337,0.0429,-0.005756,0.00036,0.002173,0.000501,0.000361,0.000333,0.000469,"dir",-0.000337,0.00036,0.000361
500,0.75,0.1,0.05,0,2.1,0.789762,0.789624,0.832861,0.78439,-0.000138,0.043099,-0.005372,0.000332,0.002159,0.000456,0.000333,0.000302,0.000428,"dir",-0.000138,0.000332,0.000333
500,0.75,0.1,0.05,0,2.2,0.814858,0.81482,0.858057,0.809954,-3.8e-05,0.043199,-0.004904,0.000293,0.002128,0.000416,0.000294,0.000262,0.000393,"dir",-3.8e-05,0.000293,0.000294
500,0.75,0.1,0.05,0,2.3,0.837361,0.837256,0.880493,0.832738,-0.000105,0.043131,-0.004623,0.000282,0.002108,0.000372,0.000282,0.000248,0.000351,"dir",-0.000105,0.000282,0.000282
500,0.75,0.1,0.05,0,2.4,0.857461,0.85752,0.900757,0.85322,5.9e-05,0.043296,-0.004241,0.000251,0.002092,0.000328,0.000251,0.000218,0.000311,"dir",5.9e-05,0.000251,0.000251
500,0.75,0.1,0.05,0,2.5,0.875348,0.875972,0.919209,0.871226,0.000624,0.043861,-0.004122,0.00022,0.00211,0.000288,0.00022,0.000187,0.000271,"dir",0.000624,0.00022,0.00022
500,0.75,0.1,0.05,0,2.6,0.891213,0.89168,0.934917,0.887077,0.000467,0.043703,-0.004136,0.000197,0.002075,0.000256,0.000197,0.000165,0.000239,"dir",0.000467,0.000197,0.000197
500,0.75,0.1,0.05,0,2.7,0.905242,0.905984,0.949221,0.901184,0.000742,0.043979,-0.004058,0.000168,0.002072,0.000227,0.000168,0.000138,0.000211,"dir",0.000742,0.000168,0.000168
500,0.75,0.1,0.05,0,2.8,0.917612,0.917964,0.961201,0.913857,0.000352,0.043589,-0.003754,0.000154,0.002024,0.000202,0.000154,0.000124,0.000188,"dir",0.000352,0.000154,0.000154
500,0.75,0.1,0.05,0,2.9,0.928489,0.92892,0.972153,0.924899,0.000431,0.043663,-0.00359,0.000134,0.002012,0.000178,0.000134,0.000106,0.000165,"dir",0.000431,0.000134,0.000134
500,0.75,0.1,0.05,0,3,0.938031,0.938268,0.981425,0.934493,0.000237,0.043394,-0.003538,0.000119,0.001972,0.000154,0.000119,8.9e-05,0.000141,"dir",0.000237,0.000119,0.000119
500,0.75,0.1,0.05,0,3.1,0.946382,0.946324,0.989069,0.942836,-5.8e-05,0.042687,-0.003546,0.000104,0.001886,0.000137,0.000104,6.4e-05,0.000125,"dir",-5.8e-05,0.000104,0.000104
500,0.75,0.1,0.05,0,3.2,0.953676,0.95372,0.995061,0.950298,4.4e-05,0.041385,-0.003378,9e-05,0.001747,0.00012,9e-05,3.4e-05,0.000109,"dir",4.4e-05,9e-05,9e-05
500,0.75,0.1,0.05,0,3.3,0.960032,0.96016,0.998411,0.956743,0.000128,0.038379,-0.003289,7.5e-05,0.001482,0.000107,7.5e-05,1e-05,9.6e-05,"dir",0.000128,7.5e-05,7.5e-05
500,0.75,0.1,0.05,0,3.4,0.965562,0.965716,0.999645,0.96233,0.000154,0.034083,-0.003232,6.8e-05,0.001163,9.3e-05,6.8e-05,2e-06,8.3e-05,"dir",0.000154,6.8e-05,6.8e-05
500,0.75,0.1,0.05,0,3.5,0.970364,0.970464,0.999985,0.967178,1e-04,0.029621,-0.003186,5.6e-05,0.000877,8e-05,5.6e-05,0,7e-05,"dir",1e-04,5.6e-05,5.6e-05
500,0.75,0.1,0.05,0,3.6,0.974526,0.974508,1,0.971402,-1.8e-05,0.025474,-0.003124,5.2e-05,0.000649,7.1e-05,5.2e-05,0,6.2e-05,"dir",-1.8e-05,5.2e-05,5.2e-05
500,0.75,0.1,0.05,0,3.7,0.978129,0.97834,1,0.975065,0.000211,0.021871,-0.003064,4.5e-05,0.000478,6.3e-05,4.5e-05,0,5.3e-05,"dir",0.000211,4.5e-05,4.5e-05
500,0.75,0.1,0.05,0,3.8,0.981243,0.981144,1,0.978196,-9.9e-05,0.018757,-0.003047,3.8e-05,0.000352,5.4e-05,3.8e-05,0,4.4e-05,"dir",-9.9e-05,3.8e-05,3.8e-05
500,0.75,0.1,0.05,0,3.9,0.98393,0.983972,1,0.980878,4.2e-05,0.01607,-0.003052,3e-05,0.000258,4.7e-05,3.1e-05,0,3.8e-05,"dir",4.2e-05,3e-05,3.1e-05
500,0.75,0.1,0.05,0,4,0.986246,0.986284,1,0.983132,3.8e-05,0.013754,-0.003114,2.5e-05,0.000189,4.3e-05,2.5e-05,0,3.3e-05,"dir",3.8e-05,2.5e-05,2.5e-05
500,0.75,0.1,0.05,0.5,0,0,0,0.043198,0.001543,0,0.043198,0.001543,0,0.00187,5e-06,0,4e-06,3e-06,"dir",0,0,0
500,0.75,0.1,0.05,0.5,0.1,0.001148,0.001136,0.044334,0.007834,-1.2e-05,0.043186,0.006685,2e-06,0.001871,5.7e-05,2e-06,6e-06,1.2e-05,"dir",-1.2e-05,2e-06,2e-06
500,0.75,0.1,0.05,0.5,0.2,0.007926,0.007964,0.051162,0.020231,3.8e-05,0.043236,0.012305,1.7e-05,0.001891,0.000184,1.7e-05,2.1e-05,3.2e-05,"dir",3.8e-05,1.7e-05,1.7e-05
500,0.75,0.1,0.05,0.5,0.3,0.023115,0.023576,0.066774,0.039652,0.000461,0.043659,0.016537,4.3e-05,0.001955,0.000333,4.3e-05,4.9e-05,6e-05,"dir",0.000461,4.3e-05,4.3e-05
500,0.75,0.1,0.05,0.5,0.4,0.047423,0.048316,0.091514,0.066386,0.000893,0.044092,0.018964,8.3e-05,0.002033,0.000461,8.3e-05,8.9e-05,0.000101,"dir",0.000893,8.3e-05,8.3e-05
500,0.75,0.1,0.05,0.5,0.5,0.080301,0.081272,0.12447,0.099769,0.000971,0.044169,0.019468,0.000132,0.002089,0.000543,0.000131,0.000138,0.000164,"dir",0.000971,0.000132,0.000131
500,0.75,0.1,0.05,0.5,0.6,0.120513,0.12128,0.164478,0.138688,0.000767,0.043966,0.018175,0.000211,0.002147,0.000569,0.000211,0.000215,0.000239,"dir",0.000767,0.000211,0.000211
500,0.75,0.1,0.05,0.5,0.7,0.166502,0.1673,0.210498,0.182455,0.000798,0.043996,0.015953,0.000308,0.002248,0.000563,0.000308,0.000313,0.000309,"dir",0.000798,0.000308,0.000308
500,0.75,0.1,0.05,0.5,0.8,0.216642,0.217408,0.260606,0.229449,0.000766,0.043965,0.012807,0.000364,0.002301,0.000544,0.000364,0.000369,0.000381,"dir",0.000766,0.000364,0.000364
500,0.75,0.1,0.05,0.5,0.9,0.269379,0.26914,0.312338,0.278488,-0.000239,0.04296,0.009109,0.000453,0.002304,0.000529,0.000454,0.000459,0.000447,"dir",-0.000239,0.000453,0.000454
500,0.75,0.1,0.05,0.5,1,0.323324,0.323344,0.366542,0.329027,2e-05,0.043219,0.005703,0.000467,0.002337,0.000524,0.000468,0.00047,0.000493,"dir",2e-05,0.000467,0.000468
500,0.75,0.1,0.05,0.5,1.1,0.377286,0.377876,0.421074,0.379692,0.00059,0.043788,0.002406,0.00048,0.002397,0.000548,0.000481,0.00048,0.000544,"dir",0.00059,0.00048,0.000481
500,0.75,0.1,0.05,0.5,1.2,0.430291,0.430628,0.473826,0.430112,0.000337,0.043535,-0.000179,0.000522,0.002416,0.000587,0.000523,0.000521,0.000588,"dir",0.000337,0.000522,0.000523
500,0.75,0.1,0.05,0.5,1.3,0.48157,0.482216,0.525414,0.479017,0.000646,0.043844,-0.002553,0.000497,0.002411,0.000597,0.000498,0.000489,0.000592,"dir",0.000646,0.000497,0.000498
500,0.75,0.1,0.05,0.5,1.4,0.530546,0.530368,0.573566,0.525395,-0.000178,0.04302,-0.005151,0.000482,0.00232,0.000607,0.000483,0.00047,0.000582,"dir",-0.000178,0.000482,0.000483
500,0.75,0.1,0.05,0.5,1.5,0.57681,0.57668,0.619878,0.569716,-0.00013,0.043069,-0.007093,0.000474,0.002314,0.000622,0.000475,0.00046,0.000573,"dir",-0.00013,0.000474,0.000475
500,0.75,0.1,0.05,0.5,1.6,0.620096,0.620436,0.663634,0.611648,0.00034,0.043538,-0.008448,0.000435,0.002313,0.000615,0.000435,0.000418,0.000545,"dir",0.00034,0.000435,0.000435
500,0.75,0.1,0.05,0.5,1.7,0.66026,0.660868,0.704066,0.651141,0.000608,0.043806,-0.009119,0.000408,0.002305,0.000601,0.000409,0.000387,0.000519,"dir",0.000608,0.000408,0.000409
500,0.75,0.1,0.05,0.5,1.8,0.697253,0.698124,0.741322,0.687524,0.000871,0.044069,-0.009729,0.000392,0.002308,0.000567,0.000392,0.000367,0.000474,"dir",0.000871,0.000392,0.000392
500,0.75,0.1,0.05,0.5,1.9,0.731103,0.732272,0.77547,0.720869,0.001169,0.044367,-0.010234,0.000349,0.00229,0.000527,0.000348,0.000322,0.000423,"dir",0.001169,0.000349,0.000348
500,0.75,0.1,0.05,0.5,2,0.761897,0.7633,0.806498,0.751446,0.001403,0.044602,-0.010451,0.000317,0.002279,0.000501,0.000315,0.00029,0.000393,"dir",0.001403,0.000317,0.000315
500,0.75,0.1,0.05,0.5,2.1,0.789762,0.790532,0.83373,0.778901,0.00077,0.043968,-0.010861,0.000295,0.0022,0.000491,0.000295,0.000267,0.000374,"dir",0.00077,0.000295,0.000295
500,0.75,0.1,0.05,0.5,2.2,0.814858,0.815144,0.858342,0.803675,0.000286,0.043485,-0.011183,0.000277,0.002138,0.000479,0.000277,0.000248,0.000354,"dir",0.000286,0.000277,0.000277
500,0.75,0.1,0.05,0.5,2.3,0.837361,0.83764,0.880838,0.826236,0.000279,0.043477,-0.011125,0.000238,0.002099,0.000452,0.000239,0.000209,0.000329,"dir",0.000279,0.000238,0.000239
500,0.75,0.1,0.05,0.5,2.4,0.857461,0.857704,0.900902,0.846543,0.000243,0.043442,-0.010918,0.000218,0.002075,0.000415,0.000218,0.000188,0.000297,"dir",0.000243,0.000218,0.000218
500,0.75,0.1,0.05,0.5,2.5,0.875348,0.87554,0.918738,0.865005,0.000192,0.04339,-0.010343,0.000202,0.002054,0.000372,0.000202,0.000171,0.000266,"dir",0.000192,0.000202,0.000202
500,0.75,0.1,0.05,0.5,2.6,0.891213,0.891596,0.934794,0.881342,0.000383,0.043581,-0.009871,0.000185,0.002054,0.000338,0.000185,0.000155,0.000241,"dir",0.000383,0.000185,0.000185
500,0.75,0.1,0.05,0.5,2.7,0.905242,0.9058,0.948998,0.89582,0.000558,0.043756,-0.009422,0.000167,0.00205,0.000302,0.000167,0.000136,0.000214,"dir",0.000558,0.000167,0.000167
500,0.75,0.1,0.05,0.5,2.8,0.917612,0.918092,0.96129,0.908626,0.00048,0.043679,-0.008986,0.000152,0.00203,0.000272,0.000152,0.000122,0.000192,"dir",0.00048,0.000152,0.000152
500,0.75,0.1,0.05,0.5,2.9,0.928489,0.92892,0.972118,0.920099,0.000431,0.043629,-0.00839,0.000135,0.00201,0.000241,0.000135,0.000107,0.000171,"dir",0.000431,0.000135,0.000135
500,0.75,0.1,0.05,0.5,3,0.938031,0.93882,0.981969,0.930478,0.000789,0.043938,-0.007553,0.000121,0.002022,0.000209,0.000121,9.1e-05,0.000152,"dir",0.000789,0.000121,0.000121
500,0.75,0.1,0.05,0.5,3.1,0.946382,0.947056,0.989745,0.939384,0.000674,0.043362,-0.006998,0.000101,0.001942,0.000184,0.000101,6.2e-05,0.000135,"dir",0.000674,0.000101,0.000101
500,0.75,0.1,0.05,0.5,3.2,0.953676,0.954476,0.995489,0.947057,8e-04,0.041813,-0.006619,9e-05,0.00178,0.000163,9e-05,3.2e-05,0.000119,"dir",8e-04,9e-05,9e-05
500,0.75,0.1,0.05,0.5,3.3,0.960032,0.960752,0.998503,0.953877,0.00072,0.03847,-0.006155,8e-05,0.001491,0.000144,8e-05,1.1e-05,0.000107,"dir",0.00072,8e-05,8e-05
500,0.75,0.1,0.05,0.5,3.4,0.965562,0.966056,0.999731,0.959697,0.000494,0.034169,-0.005865,6.6e-05,0.001169,0.000126,6.6e-05,1e-06,9.2e-05,"dir",0.000494,6.6e-05,6.6e-05
500,0.75,0.1,0.05,0.5,3.5,0.970364,0.971052,0.999975,0.964805,0.000688,0.029611,-0.005559,5.6e-05,0.000877,0.00011,5.6e-05,0,7.9e-05,"dir",0.000688,5.6e-05,5.6e-05
500,0.75,0.1,0.05,0.5,3.6,0.974526,0.975124,0.999999,0.969379,0.000598,0.025472,-0.005148,5.1e-05,0.000649,9.5e-05,5.1e-05,0,6.9e-05,"dir",0.000598,5.1e-05,5.1e-05
500,0.75,0.1,0.05,0.5,3.7,0.978129,0.978636,1,0.973323,0.000507,0.021871,-0.004806,4.6e-05,0.000478,8.4e-05,4.6e-05,0,6.1e-05,"dir",0.000507,4.6e-05,4.6e-05
500,0.75,0.1,0.05,0.5,3.8,0.981243,0.981676,1,0.976747,0.000433,0.018757,-0.004496,3.9e-05,0.000352,7.4e-05,3.9e-05,0,5.4e-05,"dir",0.000433,3.9e-05,3.9e-05
500,0.75,0.1,0.05,0.5,3.9,0.98393,0.984292,1,0.979619,0.000362,0.01607,-0.004311,3.2e-05,0.000258,6.5e-05,3.2e-05,0,4.7e-05,"dir",0.000362,3.2e-05,3.2e-05
500,0.75,0.1,0.05,0.5,4,0.986246,0.986652,1,0.982073,0.000406,0.013754,-0.004173,2.8e-05,0.000189,5.7e-05,2.8e-05,0,3.9e-05,"dir",0.000406,2.8e-05,2.8e-05
500,0.75,0.1,0.25,-0.5,0,0,0,0.043313,0.000389,0,0.043313,0.000389,0,0.00188,1e-06,0,4e-06,1e-06,"dir",0,0,0
500,0.75,0.1,0.25,-0.5,0.1,0.001148,0.001156,0.044469,0.002512,8e-06,0.043321,0.001364,2e-06,0.001883,6e-06,2e-06,6e-06,4e-06,"dir",8e-06,2e-06,2e-06
500,0.75,0.1,0.25,-0.5,0.2,0.007926,0.008288,0.051601,0.008139,0.000362,0.043675,0.000213,1.7e-05,0.001928,1.1e-05,1.7e-05,2.1e-05,1.1e-05,"dir",0.000362,1.7e-05,1.7e-05
500,0.75,0.1,0.25,-0.5,0.3,0.023115,0.023136,0.066449,0.018949,2.1e-05,0.043334,-0.004166,4.7e-05,0.00193,4.2e-05,4.7e-05,5.2e-05,2.5e-05,"dir",2.1e-05,4.7e-05,4.7e-05
500,0.75,0.1,0.25,-0.5,0.4,0.047423,0.04754,0.090853,0.037042,0.000117,0.04343,-0.01038,9e-05,0.001981,0.000159,9e-05,9.5e-05,5.1e-05,"dir",0.000117,9e-05,9e-05
500,0.75,0.1,0.25,-0.5,0.5,0.080301,0.080484,0.123797,0.063649,0.000183,0.043496,-0.016653,0.000152,0.002051,0.00037,0.000152,0.000159,9.3e-05,"dir",0.000183,0.000152,0.000152
500,0.75,0.1,0.25,-0.5,0.6,0.120513,0.121084,0.164397,0.098729,0.000571,0.043884,-0.021784,0.000204,0.002136,0.000628,0.000204,0.00021,0.000153,"dir",0.000571,0.000204,0.000204
500,0.75,0.1,0.25,-0.5,0.7,0.166502,0.165976,0.209289,0.141316,-0.000526,0.042787,-0.025186,0.000244,0.002079,0.000864,0.000244,0.000249,0.00023,"dir",-0.000526,0.000244,0.000244
500,0.75,0.1,0.25,-0.5,0.8,0.216642,0.216616,0.259929,0.189881,-2.6e-05,0.043287,-0.026761,0.000302,0.002181,0.001033,0.000302,0.000308,0.000317,"dir",-2.6e-05,0.000302,0.000302
500,0.75,0.1,0.25,-0.5,0.9,0.269379,0.269552,0.312865,0.242777,0.000173,0.043486,-0.026602,0.000368,0.002263,0.001103,0.000369,0.000372,0.000396,"dir",0.000173,0.000368,0.000369
500,0.75,0.1,0.25,-0.5,1,0.323324,0.32336,0.366673,0.298454,3.6e-05,0.043349,-0.02487,0.000402,0.002283,0.00108,0.000403,0.000405,0.000462,"dir",3.6e-05,0.000402,0.000403
500,0.75,0.1,0.25,-0.5,1.1,0.377286,0.377116,0.420429,0.355317,-0.00017,0.043143,-0.021969,0.000423,0.002281,0.001003,0.000423,0.000421,0.000521,"dir",-0.00017,0.000423,0.000423
500,0.75,0.1,0.25,-0.5,1.2,0.430291,0.429804,0.473117,0.411996,-0.000487,0.042826,-0.018295,0.000443,0.002274,0.000899,0.000443,0.000441,0.000565,"dir",-0.000487,0.000443,0.000443
500,0.75,0.1,0.25,-0.5,1.3,0.48157,0.481548,0.524861,0.467361,-2.2e-05,0.043291,-0.014209,0.000464,0.00233,0.000799,0.000464,0.000457,0.000599,"dir",-2.2e-05,0.000464,0.000464
500,0.75,0.1,0.25,-0.5,1.4,0.530546,0.530804,0.574117,0.520473,0.000258,0.043571,-0.010073,0.000499,0.002382,0.000711,5e-04,0.000485,0.00061,"dir",0.000258,0.000499,5e-04
500,0.75,0.1,0.25,-0.5,1.5,0.57681,0.576948,0.620261,0.570631,0.000138,0.043451,-0.006179,0.00047,0.00234,0.000632,0.000471,0.000453,0.000595,"dir",0.000138,0.00047,0.000471
500,0.75,0.1,0.25,-0.5,1.6,0.620096,0.620272,0.663585,0.617263,0.000176,0.043489,-0.002833,0.00047,0.002342,0.000573,0.000471,0.000451,0.000566,"dir",0.000176,0.00047,0.000471
