"n","pA","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,0.05,0.05,-0.5,0,0,0,0.043154,0,0,0.043154,0,0,0.001882,0,0,2e-05,0,"dir",0,0,0
100,0.25,0.05,0.05,-0.5,0.1,0.001148,0.001,0.044154,4e-06,-0.000148,0.043006,-0.001144,9e-06,0.001879,1e-06,9e-06,3e-05,0,"dir",-0.000148,9e-06,9e-06
100,0.25,0.05,0.05,-0.5,0.2,0.007926,0.0081,0.051254,0.000455,0.000174,0.043328,-0.007471,8.2e-05,0.001985,6e-05,8.2e-05,0.000108,4e-06,"dir",0.000174,8.2e-05,8.2e-05
100,0.25,0.05,0.05,-0.5,0.3,0.023115,0.02328,0.066434,0.005904,0.000165,0.043319,-0.017211,0.000214,0.002121,0.000387,0.000215,0.000245,9.1e-05,"dir",0.000165,0.000214,0.000215
100,0.25,0.05,0.05,-0.5,0.4,0.047423,0.049,0.092154,0.0245,0.001577,0.044732,-0.022923,0.000455,0.002504,0.000887,0.000454,0.000504,0.000363,"dir",0.001577,0.000455,0.000454
100,0.25,0.05,0.05,-0.5,0.5,0.080301,0.08162,0.124774,0.056866,0.001319,0.044473,-0.023435,0.000752,0.002777,0.001337,0.000751,8e-04,0.00079,"dir",0.001319,0.000752,0.000751
100,0.25,0.05,0.05,-0.5,0.6,0.120513,0.12174,0.164894,0.096867,0.001227,0.044381,-0.023646,0.001099,0.003115,0.001938,0.0011,0.001148,0.001381,"dir",0.001227,0.001099,0.0011
100,0.25,0.05,0.05,-0.5,0.7,0.166502,0.1675,0.210654,0.143889,0.000998,0.044152,-0.022613,0.001463,0.003471,0.002489,0.001464,0.001525,0.001982,"dir",0.000998,0.001463,0.001464
100,0.25,0.05,0.05,-0.5,0.8,0.216642,0.2177,0.260854,0.19567,0.001058,0.044213,-0.020971,0.001854,0.003846,0.002937,0.001856,0.001895,0.002502,"dir",0.001058,0.001854,0.001856
100,0.25,0.05,0.05,-0.5,0.9,0.269379,0.2707,0.313854,0.249605,0.001321,0.044475,-0.019774,0.001982,0.003972,0.003305,0.001984,0.001998,0.00292,"dir",0.001321,0.001982,0.001984
100,0.25,0.05,0.05,-0.5,1,0.323324,0.3228,0.365954,0.305282,-0.000524,0.042631,-0.018041,0.002308,0.00413,0.003623,0.002313,0.002318,0.003304,"dir",-0.000524,0.002308,0.002313
100,0.25,0.05,0.05,-0.5,1.1,0.377286,0.37714,0.420294,0.360907,-0.000146,0.043008,-0.016379,0.002373,0.004209,0.003731,0.002378,0.002364,0.003469,"dir",-0.000146,0.002373,0.002378
100,0.25,0.05,0.05,-0.5,1.2,0.430291,0.43106,0.474214,0.415341,0.000769,0.043923,-0.01495,0.002395,0.004278,0.003689,0.002399,0.002354,0.003472,"dir",0.000769,0.002395,0.002399
100,0.25,0.05,0.05,-0.5,1.3,0.48157,0.481,0.524154,0.467082,-0.00057,0.042584,-0.014489,0.002524,0.004266,0.003782,0.002529,0.002457,0.003579,"dir",-0.00057,0.002524,0.002529
100,0.25,0.05,0.05,-0.5,1.4,0.530546,0.52912,0.572274,0.515776,-0.001426,0.041728,-0.014771,0.002657,0.004309,0.003883,0.00266,0.002573,0.003672,"dir",-0.001426,0.002657,0.00266
100,0.25,0.05,0.05,-0.5,1.5,0.57681,0.5751,0.618254,0.562179,-0.00171,0.041444,-0.014631,0.002666,0.00427,0.003894,0.002668,0.002557,0.003687,"dir",-0.00171,0.002666,0.002668
100,0.25,0.05,0.05,-0.5,1.6,0.620096,0.61772,0.660874,0.605547,-0.002376,0.040778,-0.014549,0.00259,0.004114,0.003753,0.00259,0.002456,0.003548,"dir",-0.002376,0.00259,0.00259
100,0.25,0.05,0.05,-0.5,1.7,0.66026,0.6577,0.700854,0.645605,-0.00256,0.040594,-0.014655,0.002476,0.00397,0.003569,0.002475,0.002326,0.003361,"dir",-0.00256,0.002476,0.002475
100,0.25,0.05,0.05,-0.5,1.8,0.697253,0.69406,0.737214,0.683925,-0.003193,0.039961,-0.013328,0.002225,0.003656,0.003182,0.002219,0.002063,0.00301,"dir",-0.003193,0.002225,0.002219
100,0.25,0.05,0.05,-0.5,1.9,0.731103,0.72938,0.772534,0.720343,-0.001723,0.041431,-0.010761,0.002059,0.003612,0.002818,0.00206,0.001899,0.002707,"dir",-0.001723,0.002059,0.00206
100,0.25,0.05,0.05,-0.5,2,0.761897,0.76142,0.804574,0.752508,-0.000477,0.042677,-0.009389,0.001904,0.003554,0.002567,0.001907,0.001736,0.002484,"dir",-0.000477,0.001904,0.001907
100,0.25,0.05,0.05,-0.5,2.1,0.789762,0.78944,0.832594,0.781348,-0.000322,0.042832,-0.008414,0.001763,0.00342,0.002336,0.001766,0.001589,0.00227,"dir",-0.000322,0.001763,0.001766
100,0.25,0.05,0.05,-0.5,2.2,0.814858,0.81452,0.857674,0.806995,-0.000338,0.042816,-0.007863,0.001578,0.003232,0.002113,0.001581,0.001402,0.002056,"dir",-0.000338,0.001578,0.001581
100,0.25,0.05,0.05,-0.5,2.3,0.837361,0.83802,0.881174,0.830241,0.000659,0.043813,-0.00712,0.001415,0.003157,0.001953,0.001418,0.00124,0.001906,"dir",0.000659,0.001415,0.001418
100,0.25,0.05,0.05,-0.5,2.4,0.857461,0.8586,0.901754,0.849929,0.001139,0.044293,-0.007532,0.001316,0.003092,0.001728,0.001317,0.001132,0.001674,"dir",0.001139,0.001316,0.001317
100,0.25,0.05,0.05,-0.5,2.5,0.875348,0.87564,0.918794,0.867341,0.000292,0.043446,-0.008007,0.001203,0.002913,0.001585,0.001206,0.001027,0.001524,"dir",0.000292,0.001203,0.001206
100,0.25,0.05,0.05,-0.5,2.6,0.891213,0.89166,0.934789,0.882419,0.000447,0.043575,-0.008794,0.00104,0.002762,0.001391,0.001042,0.000865,0.001317,"dir",0.000447,0.00104,0.001042
100,0.25,0.05,0.05,-0.5,2.7,0.905242,0.90548,0.948507,0.896115,0.000238,0.043265,-0.009127,0.000877,0.00257,0.001229,0.000879,7e-04,0.001148,"dir",0.000238,0.000877,0.000879
100,0.25,0.05,0.05,-0.5,2.8,0.917612,0.91842,0.961222,0.908532,0.000808,0.043611,-0.009079,0.000802,0.002512,0.001098,0.000803,0.000612,0.001018,"dir",0.000808,0.000802,0.000803
100,0.25,0.05,0.05,-0.5,2.9,0.928489,0.92988,0.972171,0.91959,0.001391,0.043682,-0.008899,0.00069,0.002392,0.000969,0.00069,0.000485,0.000892,"dir",0.001391,0.00069,0.00069
100,0.25,0.05,0.05,-0.5,3,0.938031,0.93982,0.981025,0.929325,0.001789,0.042994,-0.008706,0.000583,0.002189,0.000815,0.000581,0.000341,0.000741,"dir",0.001789,0.000583,0.000581
100,0.25,0.05,0.05,-0.5,3.1,0.946382,0.9484,0.987644,0.937336,0.002018,0.041261,-0.009047,0.000511,0.001928,0.000722,0.000508,0.000226,0.000641,"dir",0.002018,0.000511,0.000508
100,0.25,0.05,0.05,-0.5,3.2,0.953676,0.95514,0.99207,0.943797,0.001464,0.038394,-0.009879,0.000444,0.001624,0.000666,0.000443,0.00015,0.000569,"dir",0.001464,0.000444,0.000443
100,0.25,0.05,0.05,-0.5,3.3,0.960032,0.9615,0.995413,0.949731,0.001468,0.03538,-0.010301,0.00038,0.001335,0.000615,0.000378,8.4e-05,0.00051,"dir",0.001468,0.00038,0.000378
100,0.25,0.05,0.05,-0.5,3.4,0.965562,0.9668,0.997245,0.954606,0.001238,0.031683,-0.010956,0.000328,0.001045,0.000562,0.000327,4.1e-05,0.000442,"dir",0.001238,0.000328,0.000327
100,0.25,0.05,0.05,-0.5,3.5,0.970364,0.971,0.998678,0.958791,0.000636,0.028314,-0.011573,0.000273,0.000817,0.000503,0.000274,1.6e-05,0.00037,"dir",0.000636,0.000273,0.000274
100,0.25,0.05,0.05,-0.5,3.6,0.974526,0.97464,0.999401,0.962575,0.000114,0.024874,-0.011951,0.000239,0.000625,0.000444,0.000239,6e-06,0.000302,"dir",0.000114,0.000239,0.000239
100,0.25,0.05,0.05,-0.5,3.7,0.978129,0.97806,0.999725,0.966025,-6.9e-05,0.021596,-0.012104,0.000204,0.000469,0.000395,0.000204,3e-06,0.000249,"dir",-6.9e-05,0.000204,0.000204
100,0.25,0.05,0.05,-0.5,3.8,0.981243,0.9813,0.999943,0.968956,5.7e-05,0.0187,-0.012288,0.000171,0.00035,0.000362,0.000172,0,0.000212,"dir",5.7e-05,0.000171,0.000172
100,0.25,0.05,0.05,-0.5,3.9,0.98393,0.98366,0.99998,0.971342,-0.00027,0.01605,-0.012588,0.000146,0.000258,0.000344,0.000147,0,0.000185,"dir",-0.00027,0.000146,0.000147
100,0.25,0.05,0.05,-0.5,4,0.986246,0.98634,0.999995,0.973429,9.4e-05,0.013749,-0.012817,0.000129,0.000189,0.00033,0.000129,0,0.000166,"dir",9.4e-05,0.000129,0.000129
100,0.25,0.05,0.05,0,0,0,0,0.04321,0,0,0.04321,0,0,0.001887,0,0,2e-05,0,"dir",0,0,0
100,0.25,0.05,0.05,0,0.1,0.001148,0.00116,0.04437,0.000173,1.2e-05,0.043222,-0.000975,1.3e-05,0.001901,3e-06,1.3e-05,3.3e-05,2e-06,"dir",1.2e-05,1.3e-05,1.3e-05
100,0.25,0.05,0.05,0,0.2,0.007926,0.00826,0.05147,0.002629,0.000334,0.043544,-0.005297,7.9e-05,0.001996,6.5e-05,7.9e-05,1e-04,3.7e-05,"dir",0.000334,7.9e-05,7.9e-05
100,0.25,0.05,0.05,0,0.3,0.023115,0.02372,0.06693,0.013408,0.000605,0.043815,-0.009707,0.000235,0.002184,0.00032,0.000235,0.000265,0.000226,"dir",0.000605,0.000235,0.000235
100,0.25,0.05,0.05,0,0.4,0.047423,0.0476,0.09081,0.036177,0.000177,0.043388,-0.011246,0.000464,0.002386,0.000658,0.000465,0.000504,0.000533,"dir",0.000177,0.000464,0.000465
100,0.25,0.05,0.05,0,0.5,0.080301,0.07996,0.12317,0.06865,-0.000341,0.042869,-0.011651,0.000748,0.002626,0.001042,0.000749,0.00079,0.000908,"dir",-0.000341,0.000748,0.000749
100,0.25,0.05,0.05,0,0.6,0.120513,0.11916,0.16237,0.108063,-0.001353,0.041857,-0.01245,0.001043,0.002842,0.001514,0.001043,0.001092,0.001361,"dir",-0.001353,0.001043,0.001043
100,0.25,0.05,0.05,0,0.7,0.166502,0.16676,0.20997,0.153278,0.000258,0.043468,-0.013224,0.001428,0.003366,0.001944,0.001431,0.001479,0.001773,"dir",0.000258,0.001428,0.001431
100,0.25,0.05,0.05,0,0.8,0.216642,0.21752,0.26073,0.202847,0.000878,0.044089,-0.013795,0.001707,0.003689,0.002404,0.001709,0.001748,0.002218,"dir",0.000878,0.001707,0.001709
100,0.25,0.05,0.05,0,0.9,0.269379,0.2695,0.31271,0.256409,0.000121,0.043331,-0.01297,0.001995,0.003926,0.002746,0.001999,0.002052,0.002583,"dir",0.000121,0.001995,0.001999
100,0.25,0.05,0.05,0,1,0.323324,0.32312,0.36633,0.310016,-0.000204,0.043007,-0.013308,0.002138,0.004017,0.003019,0.002143,0.002172,0.002848,"dir",-0.000204,0.002138,0.002143
100,0.25,0.05,0.05,0,1.1,0.377286,0.37782,0.42103,0.363063,0.000534,0.043744,-0.014223,0.0023,0.004218,0.003174,0.002304,0.002309,0.002978,"dir",0.000534,0.0023,0.002304
100,0.25,0.05,0.05,0,1.2,0.430291,0.43038,0.47359,0.416245,8.9e-05,0.043299,-0.014046,0.002373,0.004245,0.003226,0.002378,0.002375,0.003035,"dir",8.9e-05,0.002373,0.002378
100,0.25,0.05,0.05,0,1.3,0.48157,0.48194,0.52515,0.468426,0.00037,0.04358,-0.013144,0.002362,0.004246,0.003313,0.002367,0.002352,0.003146,"dir",0.00037,0.002362,0.002367
100,0.25,0.05,0.05,0,1.4,0.530546,0.53204,0.57525,0.517488,0.001494,0.044704,-0.013059,0.002367,0.004323,0.003274,0.002369,0.002329,0.00311,"dir",0.001494,0.002367,0.002369
100,0.25,0.05,0.05,0,1.5,0.57681,0.57824,0.62145,0.563326,0.00143,0.04464,-0.013484,0.002386,0.004309,0.003222,0.002388,0.002321,0.003046,"dir",0.00143,0.002386,0.002388
100,0.25,0.05,0.05,0,1.6,0.620096,0.62042,0.66363,0.605958,0.000324,0.043534,-0.014138,0.002331,0.004141,0.003263,0.002335,0.00225,0.00307,"dir",0.000324,0.002331,0.002335
100,0.25,0.05,0.05,0,1.7,0.66026,0.65994,0.70315,0.645068,-0.00032,0.04289,-0.015192,0.002258,0.003997,0.00319,0.002263,0.002162,0.002966,"dir",-0.00032,0.002258,0.002263
100,0.25,0.05,0.05,0,1.8,0.697253,0.69674,0.73995,0.681808,-0.000513,0.042697,-0.015445,0.002069,0.003784,0.003092,0.002073,0.001964,0.002859,"dir",-0.000513,0.002069,0.002073
100,0.25,0.05,0.05,0,1.9,0.731103,0.73044,0.77365,0.716085,-0.000663,0.042547,-0.015018,0.001945,0.003632,0.002941,0.001949,0.001826,0.00272,"dir",-0.000663,0.001945,0.001949
100,0.25,0.05,0.05,0,2,0.761897,0.7615,0.80471,0.747912,-0.000397,0.042813,-0.013985,0.00176,0.003455,0.002718,0.001763,0.001625,0.002528,"dir",-0.000397,0.00176,0.001763
100,0.25,0.05,0.05,0,2.1,0.789762,0.78856,0.83177,0.775035,-0.001202,0.042008,-0.014727,0.001545,0.003156,0.002497,0.001547,0.001394,0.002285,"dir",-0.001202,0.001545,0.001547
100,0.25,0.05,0.05,0,2.2,0.814858,0.81418,0.85739,0.800365,-0.000678,0.042532,-0.014492,0.001391,0.003042,0.002258,0.001394,0.001235,0.002052,"dir",-0.000678,0.001391,0.001394
100,0.25,0.05,0.05,0,2.3,0.837361,0.83684,0.88005,0.823142,-0.000521,0.042689,-0.014219,0.001377,0.003032,0.002124,0.001379,0.001212,0.001925,"dir",-0.000521,0.001377,0.001379
100,0.25,0.05,0.05,0,2.4,0.857461,0.85694,0.90015,0.843178,-0.000521,0.042689,-0.014283,0.001242,0.0029,0.001932,0.001244,0.00108,0.001731,"dir",-0.000521,0.001242,0.001244
100,0.25,0.05,0.05,0,2.5,0.875348,0.87394,0.91715,0.860315,-0.001408,0.041802,-0.015033,0.00112,0.002701,0.001719,0.00112,0.000955,0.001496,"dir",-0.001408,0.00112,0.00112
100,0.25,0.05,0.05,0,2.6,0.891213,0.88962,0.93283,0.875627,-0.001593,0.041617,-0.015586,0.001032,0.002595,0.001545,0.001032,0.000865,0.001305,"dir",-0.001593,0.001032,0.001032
100,0.25,0.05,0.05,0,2.7,0.905242,0.9033,0.946488,0.889635,-0.001942,0.041246,-0.015608,0.000913,0.002442,0.001425,0.000911,0.000742,0.001184,"dir",-0.001942,0.000913,0.000911
100,0.25,0.05,0.05,0,2.8,0.917612,0.9161,0.959047,0.902168,-0.001512,0.041435,-0.015443,0.00085,0.002372,0.001295,0.00085,0.000656,0.001059,"dir",-0.001512,0.00085,0.00085
100,0.25,0.05,0.05,0,2.9,0.928489,0.92748,0.969852,0.913161,-0.001009,0.041363,-0.015328,0.000745,0.00223,0.001208,0.000746,0.00052,0.000975,"dir",-0.001009,0.000745,0.000746
100,0.25,0.05,0.05,0,3,0.938031,0.93688,0.978241,0.922656,-0.001151,0.04021,-0.015375,0.000679,0.002032,0.001125,0.000679,0.000416,0.00089,"dir",-0.001151,0.000679,0.000679
100,0.25,0.05,0.05,0,3.1,0.946382,0.94552,0.985155,0.931101,-0.000862,0.038773,-0.015281,0.000603,0.0018,0.001021,0.000603,0.000297,0.000789,"dir",-0.000862,0.000603,0.000603
100,0.25,0.05,0.05,0,3.2,0.953676,0.95348,0.990623,0.938359,-0.000196,0.036948,-0.015317,0.000529,0.001563,0.000923,0.00053,0.000198,0.00069,"dir",-0.000196,0.000529,0.00053
100,0.25,0.05,0.05,0,3.3,0.960032,0.95926,0.993883,0.944462,-0.000772,0.033851,-0.01557,0.000458,0.00127,0.000856,0.000458,0.000125,0.000614,"dir",-0.000772,0.000458,0.000458
100,0.25,0.05,0.05,0,3.4,0.965562,0.9651,0.996486,0.950072,-0.000462,0.030924,-0.01549,0.000391,0.001029,0.00078,0.000391,7.3e-05,0.000541,"dir",-0.000462,0.000391,0.000391
100,0.25,0.05,0.05,0,3.5,0.970364,0.97016,0.998207,0.95546,-0.000204,0.027843,-0.014904,0.000323,0.000807,0.000679,0.000324,3.2e-05,0.000457,"dir",-0.000204,0.000323,0.000324
100,0.25,0.05,0.05,0,3.6,0.974526,0.97472,0.999085,0.960161,0.000194,0.024558,-0.014365,0.000275,0.000616,0.000589,0.000275,1.3e-05,0.000383,"dir",0.000194,0.000275,0.000275
100,0.25,0.05,0.05,0,3.7,0.978129,0.9782,0.999556,0.963962,7.1e-05,0.021426,-0.014167,0.000244,0.000465,0.000535,0.000244,6e-06,0.000335,"dir",7.1e-05,0.000244,0.000244
100,0.25,0.05,0.05,0,3.8,0.981243,0.98144,0.999848,0.967233,0.000197,0.018605,-0.014011,0.000198,0.000348,0.000476,0.000198,2e-06,0.00028,"dir",0.000197,0.000198,0.000198
100,0.25,0.05,0.05,0,3.9,0.98393,0.98402,0.999932,0.969866,9e-05,0.016002,-0.014064,0.000172,0.000257,0.000432,0.000172,1e-06,0.000235,"dir",9e-05,0.000172,0.000172
100,0.25,0.05,0.05,0,4,0.986246,0.98642,0.999995,0.972318,0.000174,0.013749,-0.013928,0.000143,0.000189,0.000393,0.000143,0,2e-04,"dir",0.000174,0.000143,0.000143
100,0.25,0.05,0.05,0.5,0,0,0,0.04297,9.3e-05,0,0.04297,9.3e-05,0,0.001865,1e-06,0,1.9e-05,1e-06,"dir",0,0,0
100,0.25,0.05,0.05,0.5,0.1,0.001148,0.0013,0.04427,0.001102,0.000152,0.043122,-4.6e-05,1.2e-05,0.001894,1.7e-05,1.2e-05,3.5e-05,1.7e-05,"dir",0.000152,1.2e-05,1.2e-05
100,0.25,0.05,0.05,0.5,0.2,0.007926,0.00776,0.05073,0.006425,-0.000166,0.042804,-0.001501,7.5e-05,0.001934,0.000114,7.6e-05,0.000102,0.000112,"dir",-0.000166,7.5e-05,7.6e-05
100,0.25,0.05,0.05,0.5,0.3,0.023115,0.0228,0.06577,0.021699,-0.000315,0.042655,-0.001417,0.000214,0.002068,0.000372,0.000214,0.000249,0.000371,"dir",-0.000315,0.000214,0.000214
100,0.25,0.05,0.05,0.5,0.4,0.047423,0.04698,0.08995,0.046739,-0.000443,0.042528,-0.000683,0.000492,0.002355,0.000726,0.000493,0.000547,0.000727,"dir",-0.000443,0.000492,0.000493
100,0.25,0.05,0.05,0.5,0.5,0.080301,0.07984,0.12281,0.080029,-0.000461,0.042509,-0.000272,0.000729,0.002604,0.00103,0.00073,0.000798,0.001032,"dir",-0.000461,0.000729,0.00073
100,0.25,0.05,0.05,0.5,0.6,0.120513,0.12038,0.16335,0.119361,-0.000133,0.042837,-0.001152,0.001006,0.002906,0.001385,0.001008,0.001073,0.001386,"dir",-0.000133,0.001006,0.001008
100,0.25,0.05,0.05,0.5,0.7,0.166502,0.16484,0.20781,0.163541,-0.001662,0.041308,-0.002962,0.001313,0.003087,0.001643,0.001313,0.001383,0.001637,"dir",-0.001662,0.001313,0.001313
100,0.25,0.05,0.05,0.5,0.8,0.216642,0.21674,0.25971,0.211906,9.8e-05,0.043069,-0.004735,0.001649,0.003561,0.002002,0.001652,0.00171,0.001984,"dir",9.8e-05,0.001649,0.001652
100,0.25,0.05,0.05,0.5,0.9,0.269379,0.26952,0.31249,0.26319,0.000141,0.043111,-0.006189,0.001909,0.003815,0.002302,0.001913,0.00196,0.002268,"dir",0.000141,0.001909,0.001913
100,0.25,0.05,0.05,0.5,1,0.323324,0.32412,0.36709,0.316296,0.000796,0.043767,-0.007027,0.002114,0.00406,0.002581,0.002117,0.002149,0.002536,"dir",0.000796,0.002114,0.002117
100,0.25,0.05,0.05,0.5,1.1,0.377286,0.37826,0.42123,0.368708,0.000974,0.043944,-0.008578,0.002267,0.0042,0.002717,0.002271,0.002274,0.002648,"dir",0.000974,0.002267,0.002271
100,0.25,0.05,0.05,0.5,1.2,0.430291,0.43214,0.47511,0.419521,0.001849,0.044819,-0.010771,0.002216,0.004211,0.002842,0.002217,0.002207,0.002732,"dir",0.001849,0.002216,0.002217
100,0.25,0.05,0.05,0.5,1.3,0.48157,0.4821,0.52507,0.468844,0.00053,0.0435,-0.012727,0.002256,0.00411,0.003016,0.002261,0.002222,0.002859,"dir",0.00053,0.002256,0.002261
100,0.25,0.05,0.05,0.5,1.4,0.530546,0.531,0.57397,0.517148,0.000454,0.043424,-0.013399,0.00235,0.00417,0.003034,0.002355,0.002288,0.00286,"dir",0.000454,0.00235,0.002355
100,0.25,0.05,0.05,0.5,1.5,0.57681,0.57808,0.62105,0.562138,0.00127,0.04424,-0.014672,0.002238,0.004121,0.003017,0.00224,0.002168,0.002807,"dir",0.00127,0.002238,0.00224
100,0.25,0.05,0.05,0.5,1.6,0.620096,0.6209,0.66387,0.603855,0.000804,0.043774,-0.016241,0.002413,0.004235,0.003153,0.002417,0.002324,0.002895,"dir",0.000804,0.002413,0.002417
100,0.25,0.05,0.05,0.5,1.7,0.66026,0.6611,0.70407,0.643035,0.00084,0.04381,-0.017225,0.002336,0.004139,0.00314,0.00234,0.002224,0.002849,"dir",0.00084,0.002336,0.00234
100,0.25,0.05,0.05,0.5,1.8,0.697253,0.6974,0.74037,0.67933,0.000147,0.043117,-0.017923,0.002156,0.003875,0.002957,0.00216,0.00202,0.002641,"dir",0.000147,0.002156,0.00216
100,0.25,0.05,0.05,0.5,1.9,0.731103,0.7313,0.77427,0.713251,0.000197,0.043167,-0.017852,0.001951,0.003658,0.00273,0.001955,0.001799,0.002416,"dir",0.000197,0.001951,0.001955
100,0.25,0.05,0.05,0.5,2,0.761897,0.76212,0.80509,0.743879,0.000223,0.043194,-0.018017,0.001784,0.003482,0.002611,0.001787,0.001619,0.002291,"dir",0.000223,0.001784,0.001787
100,0.25,0.05,0.05,0.5,2.1,0.789762,0.79042,0.83339,0.771826,0.000658,0.043628,-0.017936,0.001688,0.003422,0.002504,0.001691,0.001521,0.002187,"dir",0.000658,0.001688,0.001691
100,0.25,0.05,0.05,0.5,2.2,0.814858,0.816,0.85897,0.797114,0.001142,0.044113,-0.017743,0.001599,0.003367,0.002417,0.001601,0.001424,0.002106,"dir",0.001142,0.001599,0.001601
100,0.25,0.05,0.05,0.5,2.3,0.837361,0.83748,0.88045,0.818797,0.000119,0.043089,-0.018564,0.00137,0.003053,0.002264,0.001373,0.001199,0.001923,"dir",0.000119,0.00137,0.001373
100,0.25,0.05,0.05,0.5,2.4,0.857461,0.85696,0.899921,0.838251,-0.000501,0.04246,-0.01921,0.001258,0.002889,0.002091,0.00126,0.001088,0.001725,"dir",-0.000501,0.001258,0.00126
100,0.25,0.05,0.05,0.5,2.5,0.875348,0.87546,0.918401,0.856312,0.000112,0.043053,-0.019036,0.001076,0.002759,0.001901,0.001079,0.000907,0.001542,"dir",0.000112,0.001076,0.001079
100,0.25,0.05,0.05,0.5,2.6,0.891213,0.89124,0.934181,0.872729,2.7e-05,0.042968,-0.018484,0.000957,0.002635,0.001725,0.000959,0.00079,0.001386,"dir",2.7e-05,0.000957,0.000959
100,0.25,0.05,0.05,0.5,2.7,0.905242,0.90522,0.948048,0.887086,-2.2e-05,0.042806,-0.018156,0.000861,0.002511,0.001566,0.000862,0.00068,0.001239,"dir",-2.2e-05,0.000861,0.000862
100,0.25,0.05,0.05,0.5,2.8,0.917612,0.91686,0.959519,0.899394,-0.000752,0.041907,-0.018218,0.00076,0.002329,0.00143,0.000761,0.000574,0.0011,"dir",-0.000752,0.00076,0.000761
100,0.25,0.05,0.05,0.5,2.9,0.928489,0.92748,0.969726,0.910189,-0.001009,0.041237,-0.0183,0.00068,0.002179,0.001276,0.000681,0.000479,0.000943,"dir",-0.001009,0.00068,0.000681
100,0.25,0.05,0.05,0.5,3,0.938031,0.93776,0.979041,0.920386,-0.000271,0.04101,-0.017646,0.000589,0.002037,0.001132,0.000591,0.000356,0.000822,"dir",-0.000271,0.000589,0.000591
100,0.25,0.05,0.05,0.5,3.1,0.946382,0.94608,0.985818,0.929318,-0.000302,0.039436,-0.017065,0.000514,0.001802,0.001028,0.000514,0.000247,0.000739,"dir",-0.000302,0.000514,0.000514
100,0.25,0.05,0.05,0.5,3.2,0.953676,0.95354,0.991083,0.936983,-0.000136,0.037407,-0.016692,0.000454,0.001559,0.000903,0.000455,0.00016,0.000626,"dir",-0.000136,0.000454,0.000455
100,0.25,0.05,0.05,0.5,3.3,0.960032,0.95962,0.99429,0.9435,-0.000412,0.034257,-0.016532,0.000408,0.001272,0.000817,0.000408,9.8e-05,0.000545,"dir",-0.000412,0.000408,0.000408
100,0.25,0.05,0.05,0.5,3.4,0.965562,0.96502,0.996704,0.9494,-0.000542,0.031142,-0.016162,0.000349,0.001022,0.000746,0.00035,5.2e-05,0.000486,"dir",-0.000542,0.000349,0.00035
100,0.25,0.05,0.05,0.5,3.5,0.970364,0.97082,0.998424,0.954958,0.000456,0.02806,-0.015406,0.000298,0.000808,0.000654,0.000298,2.1e-05,0.000417,"dir",0.000456,0.000298,0.000298
100,0.25,0.05,0.05,0.5,3.6,0.974526,0.97478,0.999275,0.959401,0.000254,0.024749,-0.015126,0.000255,0.000621,0.000592,0.000256,8e-06,0.000364,"dir",0.000254,0.000255,0.000256
100,0.25,0.05,0.05,0.5,3.7,0.978129,0.9781,0.999661,0.962781,-2.9e-05,0.021531,-0.015348,0.000222,0.000466,0.000554,0.000222,3e-06,0.000319,"dir",-2.9e-05,0.000222,0.000222
100,0.25,0.05,0.05,0.5,3.8,0.981243,0.9815,0.99984,0.966347,0.000257,0.018597,-0.014896,0.000203,0.000347,0.000495,0.000203,1e-06,0.000274,"dir",0.000257,0.000203,0.000203
100,0.25,0.05,0.05,0.5,3.9,0.98393,0.9839,0.99989,0.969426,-3e-05,0.01596,-0.014504,0.00018,0.000256,0.000444,0.000181,1e-06,0.000234,"dir",-3e-05,0.00018,0.000181
100,0.25,0.05,0.05,0.5,4,0.986246,0.98642,0.999937,0.971934,0.000174,0.013691,-0.014312,0.000158,0.000188,0.00041,0.000158,1e-06,0.000206,"dir",0.000174,0.000158,0.000158
100,0.25,0.05,0.25,-0.5,0,0,0,0.043114,4e-06,0,0.043114,4e-06,0,0.001877,0,0,1.8e-05,0,"dir",0,0,0
100,0.25,0.05,0.25,-0.5,0.1,0.001148,0.0012,0.044314,9.4e-05,5.2e-05,0.043166,-0.001055,1.1e-05,0.001893,2e-06,1.1e-05,3e-05,1e-06,"dir",5.2e-05,1.1e-05,1.1e-05
100,0.25,0.05,0.25,-0.5,0.2,0.007926,0.00808,0.051194,0.001804,0.000154,0.043268,-0.006123,8.8e-05,0.001986,6e-05,8.8e-05,0.000114,2.2e-05,"dir",0.000154,8.8e-05,8.8e-05
100,0.25,0.05,0.25,-0.5,0.3,0.023115,0.0235,0.066614,0.010559,0.000385,0.043499,-0.012556,0.000234,0.002163,0.000323,0.000234,0.000271,0.000166,"dir",0.000385,0.000234,0.000234
100,0.25,0.05,0.25,-0.5,0.4,0.047423,0.0469,0.090014,0.029,-0.000523,0.042592,-0.018422,0.000418,0.002273,0.000765,0.000418,0.00046,0.000427,"dir",-0.000523,0.000418,0.000418
100,0.25,0.05,0.25,-0.5,0.5,0.080301,0.07968,0.122794,0.056571,-0.000621,0.042493,-0.02373,0.00061,0.002458,0.00135,0.000611,0.000654,0.000789,"dir",-0.000621,0.00061,0.000611
