"n","p1","maxc1","maxc2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
500,0.5,0.5,0.25,-0.5,0.4,0.76672,0.767736,0.775703,0.732691,0.001016,0.008983,-0.034029,0.000355,0.00043,0.001526,0.000355,0.00035,0.000369,"dir_sd",0.008983,0.00043,0.00035
500,0.5,0.5,0.25,-0.5,0.45,0.836433,0.837528,0.845495,0.807593,0.001095,0.009062,-0.02884,0.000269,0.000344,0.001096,0.000268,0.000263,0.000265,"dir_sd",0.009062,0.000344,0.000263
500,0.5,0.5,0.25,-0.5,0.5,0.890625,0.891804,0.899771,0.867807,0.001179,0.009146,-0.022818,0.000201,0.000278,0.000692,2e-04,0.000195,0.000172,"dir_sd",0.009146,0.000278,0.000195
500,0.5,0.5,0.25,-0.5,0.55,0.930802,0.931456,0.939423,0.913488,0.000654,0.008621,-0.017314,0.000126,0.000195,0.000402,0.000126,0.000121,0.000103,"dir_sd",0.008621,0.000195,0.000121
500,0.5,0.5,0.25,-0.5,0.6,0.95904,0.959144,0.967111,0.945923,0.000104,0.008071,-0.013117,7.9e-05,0.00014,0.000229,7.9e-05,7.5e-05,5.7e-05,"dir_sd",0.008071,0.00014,7.5e-05
500,0.5,0.5,0.25,-0.5,0.65,0.977678,0.97712,0.985074,0.967665,-0.000558,0.007396,-0.010014,4.8e-05,1e-04,0.000129,4.8e-05,4.5e-05,2.9e-05,"dir_sd",0.007396,1e-04,4.5e-05
500,0.5,0.5,0.25,-0.5,0.7,0.989065,0.988672,0.996124,0.981399,-0.000393,0.007059,-0.007666,2.2e-05,6.4e-05,7.2e-05,2.2e-05,1.5e-05,1.3e-05,"dir_sd",0.007059,6.4e-05,1.5e-05
500,0.5,0.5,0.25,-0.5,0.75,0.995361,0.995288,0.999737,0.989486,-7.3e-05,0.004376,-0.005875,1e-05,2e-05,4e-05,1e-05,1e-06,6e-06,"dir_sd",0.004376,2e-05,1e-06
500,0.5,0.5,0.25,-0.5,0.8,0.9984,0.99836,1,0.993897,-4e-05,0.0016,-0.004503,4e-06,3e-06,2.3e-05,4e-06,0,2e-06,"dir_sd",0.0016,3e-06,0
500,0.5,0.5,0.25,-0.5,0.85,0.999601,0.999636,1,0.996148,3.5e-05,0.000399,-0.003454,1e-06,0,1.3e-05,1e-06,0,1e-06,"dir_sd",0.000399,0,0
500,0.5,0.5,0.25,-0.5,0.9,0.999945,0.999956,1,0.997202,1.1e-05,5.5e-05,-0.002743,0,0,8e-06,0,0,0,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.25,-0.5,0.95,0.999998,1,1,0.997671,2e-06,2e-06,-0.002328,0,0,6e-06,0,0,0,"dir_sd",2e-06,0,0
500,0.5,0.5,0.25,-0.5,1,1,1,1,0.997875,0,0,-0.002125,0,0,5e-06,0,0,0,"dir_sd",0,0,0
500,0.5,0.5,0.25,0,0,0,0,0.007979,0.093637,0,0.007979,0.093637,0,6.4e-05,0.008851,0,0,8.3e-05,"dir_sd",0.007979,6.4e-05,0
500,0.5,0.5,0.25,0,0.05,0.032774,0.032684,0.040663,0.141987,-9e-05,0.007889,0.109214,6.8e-05,0.000131,0.01206,6.8e-05,6.9e-05,0.000133,"dir_sd",0.007889,0.000131,6.9e-05
500,0.5,0.5,0.25,0,0.1,0.114265,0.114584,0.122563,0.204711,0.000319,0.008298,0.090446,0.000206,0.000276,0.008374,0.000206,0.000208,0.000194,"dir_sd",0.008298,0.000276,0.000208
500,0.5,0.5,0.25,0,0.15,0.223516,0.223484,0.231463,0.280035,-3.2e-05,0.007947,0.056519,0.000355,0.00042,0.003448,0.000356,0.000358,0.000254,"dir_sd",0.007947,0.00042,0.000358
500,0.5,0.5,0.25,0,0.2,0.34464,0.344548,0.352527,0.364246,-9.2e-05,0.007887,0.019606,0.00044,0.000503,0.000686,0.000441,0.000442,0.000302,"dir_sd",0.007887,0.000503,0.000442
500,0.5,0.5,0.25,0,0.25,0.466064,0.465832,0.473811,0.452885,-0.000232,0.007746,-0.01318,0.000475,0.000534,0.000498,0.000476,0.000475,0.000325,"dir_sd",0.007746,0.000534,0.000475
500,0.5,0.5,0.25,0,0.3,0.579825,0.579328,0.587307,0.541162,-0.000497,0.007482,-0.038663,0.000473,0.000526,0.001821,0.000474,0.000471,0.000327,"dir_sd",0.007482,0.000526,0.000471
500,0.5,0.5,0.25,0,0.35,0.68092,0.681028,0.689007,0.624869,0.000108,0.008087,-0.056051,0.000441,0.000502,0.003453,0.000442,0.000437,0.000311,"dir_sd",0.008087,0.000502,0.000437
500,0.5,0.5,0.25,0,0.4,0.76672,0.767224,0.775203,0.701162,0.000504,0.008483,-0.065558,0.000388,0.000454,0.004579,0.000389,0.000383,0.000282,"dir_sd",0.008483,0.000454,0.000383
500,0.5,0.5,0.25,0,0.45,0.836433,0.836352,0.844331,0.768117,-8.1e-05,0.007898,-0.068316,0.000283,0.000339,0.004902,0.000283,0.000277,0.000236,"dir_sd",0.007898,0.000339,0.000277
500,0.5,0.5,0.25,0,0.5,0.890625,0.890488,0.898467,0.825111,-0.000137,0.007842,-0.065514,0.000206,0.000262,0.004482,0.000206,0.000201,0.00019,"dir_sd",0.007842,0.000262,0.000201
500,0.5,0.5,0.25,0,0.55,0.930802,0.930892,0.938871,0.871743,9e-05,0.008069,-0.059058,0.00013,0.00019,0.00363,0.00013,0.000126,0.000143,"dir_sd",0.008069,0.00019,0.000126
500,0.5,0.5,0.25,0,0.6,0.95904,0.959232,0.967211,0.908485,0.000192,0.008171,-0.050555,8.7e-05,0.00015,0.002656,8.7e-05,8.4e-05,1e-04,"dir_sd",0.008171,0.00015,8.4e-05
500,0.5,0.5,0.25,0,0.65,0.977678,0.977856,0.985829,0.936505,0.000178,0.008151,-0.041174,4.1e-05,0.000105,0.001761,4.1e-05,3.9e-05,6.5e-05,"dir_sd",0.008151,0.000105,3.9e-05
500,0.5,0.5,0.25,0,0.7,0.989065,0.989112,0.99655,0.957103,4.7e-05,0.007485,-0.031962,1.9e-05,6.9e-05,0.001062,1.9e-05,1.3e-05,4.1e-05,"dir_sd",0.007485,6.9e-05,1.3e-05
500,0.5,0.5,0.25,0,0.75,0.995361,0.995308,0.999758,0.971684,-5.3e-05,0.004397,-0.023677,9e-06,2e-05,0.000585,9e-06,1e-06,2.4e-05,"dir_sd",0.004397,2e-05,1e-06
500,0.5,0.5,0.25,0,0.8,0.9984,0.998416,0.999996,0.981668,1.6e-05,0.001596,-0.016732,3e-06,3e-06,0.000294,3e-06,0,1.4e-05,"dir_sd",0.001596,3e-06,0
500,0.5,0.5,0.25,0,0.85,0.999601,0.9996,1,0.988207,-1e-06,0.000399,-0.011395,1e-06,0,0.000137,1e-06,0,7e-06,"dir_sd",0.000399,0,0
500,0.5,0.5,0.25,0,0.9,0.999945,0.999944,1,0.992364,-1e-06,5.5e-05,-0.007581,0,0,6.1e-05,0,0,4e-06,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.25,0,0.95,0.999998,1,1,0.994897,2e-06,2e-06,-0.005101,0,0,2.8e-05,0,0,2e-06,"dir_sd",2e-06,0,0
500,0.5,0.5,0.25,0,1,1,1,1,0.996381,0,0,-0.003619,0,0,1.4e-05,0,0,1e-06,"dir_sd",0,0,0
500,0.5,0.5,0.25,0.5,0,0,0,0.007975,0.131248,0,0.007975,0.131248,0,6.4e-05,0.017341,0,0,0.000116,"dir_sd",0.007975,6.4e-05,0
500,0.5,0.5,0.25,0.5,0.05,0.032774,0.032296,0.040271,0.184689,-0.000478,0.007498,0.151915,5.6e-05,0.000113,0.023241,5.6e-05,5.7e-05,0.000163,"dir_sd",0.007498,0.000113,5.7e-05
500,0.5,0.5,0.25,0.5,0.1,0.114265,0.114476,0.122451,0.247705,0.000211,0.008186,0.13344,0.000203,0.000271,0.018025,0.000203,0.000205,0.000219,"dir_sd",0.008186,0.000271,0.000205
500,0.5,0.5,0.25,0.5,0.15,0.223516,0.223628,0.231603,0.317452,0.000112,0.008088,0.093936,0.000338,0.000405,0.009093,0.000339,0.00034,0.000269,"dir_sd",0.008088,0.000405,0.00034
500,0.5,0.5,0.25,0.5,0.2,0.34464,0.344792,0.352767,0.391101,0.000152,0.008127,0.046461,0.000453,0.000519,0.002463,0.000453,0.000454,0.000305,"dir_sd",0.008127,0.000519,0.000454
500,0.5,0.5,0.25,0.5,0.25,0.466064,0.46656,0.474535,0.466124,0.000496,0.008471,6e-05,0.000527,0.000598,0.000318,0.000528,0.000527,0.000319,"dir_sd",0.008471,0.000598,0.000527
500,0.5,0.5,0.25,0.5,0.3,0.579825,0.579764,0.587739,0.540097,-6.1e-05,0.007914,-0.039728,0.00048,0.00054,0.001894,0.000481,0.000479,0.000316,"dir_sd",0.007914,0.00054,0.000479
500,0.5,0.5,0.25,0.5,0.35,0.68092,0.681048,0.689023,0.611087,0.000128,0.008103,-0.069834,0.000415,0.000477,0.005175,0.000416,0.000412,0.000299,"dir_sd",0.008103,0.000477,0.000412
500,0.5,0.5,0.25,0.5,0.4,0.76672,0.767472,0.775447,0.677272,0.000752,0.008727,-0.089448,0.000343,0.000414,0.008269,0.000343,0.000338,0.000269,"dir_sd",0.008727,0.000414,0.000338
500,0.5,0.5,0.25,0.5,0.45,0.836433,0.836856,0.844831,0.737415,0.000423,0.008399,-0.099018,0.000278,0.000343,0.010038,0.000278,0.000273,0.000234,"dir_sd",0.008399,0.000343,0.000273
500,0.5,0.5,0.25,0.5,0.5,0.890625,0.891564,0.899539,0.790936,0.000939,0.008914,-0.099689,0.000209,0.000283,0.010136,0.000209,0.000204,0.000199,"dir_sd",0.008914,0.000283,0.000204
500,0.5,0.5,0.25,0.5,0.55,0.930802,0.931124,0.939099,0.837138,0.000322,0.008297,-0.093664,0.000124,0.000189,0.008933,0.000125,0.000121,0.00016,"dir_sd",0.008297,0.000189,0.000121
500,0.5,0.5,0.25,0.5,0.6,0.95904,0.959264,0.967239,0.875899,0.000224,0.008199,-0.083141,7.7e-05,0.000141,0.007034,7.7e-05,7.4e-05,0.000121,"dir_sd",0.008199,0.000141,7.4e-05
500,0.5,0.5,0.25,0.5,0.65,0.977678,0.977684,0.985649,0.907575,6e-06,0.007971,-0.070103,4.5e-05,0.000106,0.005005,4.5e-05,4.2e-05,9.1e-05,"dir_sd",0.007971,0.000106,4.2e-05
500,0.5,0.5,0.25,0.5,0.7,0.989065,0.989032,0.996351,0.93285,-3.3e-05,0.007286,-0.056215,2.3e-05,6.8e-05,0.003225,2.3e-05,1.5e-05,6.5e-05,"dir_sd",0.007286,6.8e-05,1.5e-05
500,0.5,0.5,0.25,0.5,0.75,0.995361,0.99526,0.999763,0.952294,-0.000101,0.004402,-0.043068,9e-06,2e-05,0.001899,9e-06,1e-06,4.4e-05,"dir_sd",0.004402,2e-05,1e-06
500,0.5,0.5,0.25,0.5,0.8,0.9984,0.998392,1,0.966937,-8e-06,0.0016,-0.031463,3e-06,3e-06,0.001019,3e-06,0,2.9e-05,"dir_sd",0.0016,3e-06,0
500,0.5,0.5,0.25,0.5,0.85,0.999601,0.999568,1,0.977544,-3.3e-05,0.000399,-0.022057,1e-06,0,0.000505,1e-06,0,1.8e-05,"dir_sd",0.000399,0,0
500,0.5,0.5,0.25,0.5,0.9,0.999945,0.999944,1,0.984992,-1e-06,5.5e-05,-0.014953,0,0,0.000234,0,0,1.1e-05,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.25,0.5,0.95,0.999998,0.999996,1,0.990058,-2e-06,2e-06,-0.009941,0,0,0.000105,0,0,6e-06,"dir_sd",2e-06,0,0
500,0.5,0.5,0.25,0.5,1,1,1,1,0.993357,0,0,-0.006643,0,0,4.7e-05,0,0,3e-06,"dir_sd",0,0,0
500,0.5,0.5,0.5,-0.5,0,0,0,0.00798,0.088566,0,0.00798,0.088566,0,6.4e-05,0.007948,0,0,0.000104,"dir_sd",0.00798,6.4e-05,0
500,0.5,0.5,0.5,-0.5,0.05,0.032774,0.033236,0.041216,0.13641,0.000462,0.008442,0.103636,6.7e-05,0.000139,0.010916,6.7e-05,6.8e-05,0.000175,"dir_sd",0.008442,0.000139,6.8e-05
500,0.5,0.5,0.5,-0.5,0.1,0.114265,0.114936,0.122916,0.197513,0.000671,0.008651,0.083248,0.000221,0.000298,0.007196,0.000221,0.000223,0.000266,"dir_sd",0.008651,0.000298,0.000223
500,0.5,0.5,0.5,-0.5,0.15,0.223516,0.224072,0.232052,0.270077,0.000556,0.008536,0.046562,0.000371,0.000446,0.00253,0.000371,0.000373,0.000363,"dir_sd",0.008536,0.000446,0.000373
500,0.5,0.5,0.5,-0.5,0.2,0.34464,0.345508,0.353488,0.351325,0.000868,0.008848,0.006685,0.000413,0.000491,0.000492,0.000413,0.000414,0.000449,"dir_sd",0.008848,0.000491,0.000414
500,0.5,0.5,0.5,-0.5,0.25,0.466064,0.468492,0.476472,0.438061,0.002428,0.010408,-0.028004,0.000479,0.000581,0.001282,0.000474,0.000473,0.000498,"dir_sd",0.010408,0.000581,0.000473
500,0.5,0.5,0.5,-0.5,0.3,0.579825,0.580664,0.588644,0.526841,0.000839,0.008819,-0.052984,0.000511,0.000585,0.003315,0.000511,0.000508,0.000508,"dir_sd",0.008819,0.000585,0.000508
500,0.5,0.5,0.5,-0.5,0.35,0.68092,0.68136,0.68934,0.614256,0.00044,0.00842,-0.066664,0.000441,0.000508,0.00492,0.000442,0.000438,0.000477,"dir_sd",0.00842,0.000508,0.000438
500,0.5,0.5,0.5,-0.5,0.4,0.76672,0.767004,0.774984,0.696898,0.000284,0.008264,-0.069822,0.000379,0.000442,0.00528,0.00038,0.000375,0.000405,"dir_sd",0.008264,0.000442,0.000375
500,0.5,0.5,0.5,-0.5,0.45,0.836433,0.83698,0.84496,0.772008,0.000547,0.008527,-0.064425,0.000287,0.000355,0.004462,0.000288,0.000282,0.000312,"dir_sd",0.008527,0.000355,0.000282
500,0.5,0.5,0.5,-0.5,0.5,0.890625,0.890864,0.898844,0.836751,0.000239,0.008219,-0.053874,0.000206,0.000268,0.003124,0.000206,0.000201,0.000222,"dir_sd",0.008219,0.000268,0.000201
500,0.5,0.5,0.5,-0.5,0.55,0.930802,0.931064,0.939044,0.888772,0.000262,0.008242,-0.04203,0.000121,0.000185,0.001908,0.000121,0.000117,0.000142,"dir_sd",0.008242,0.000185,0.000117
500,0.5,0.5,0.5,-0.5,0.6,0.95904,0.959148,0.967128,0.927597,0.000108,0.008088,-0.031443,7.3e-05,0.000135,0.001072,7.3e-05,7e-05,8.4e-05,"dir_sd",0.008088,0.000135,7e-05
500,0.5,0.5,0.5,-0.5,0.65,0.977678,0.977524,0.985499,0.954901,-0.000154,0.00782,-0.022777,4.5e-05,0.000103,0.000564,4.5e-05,4.2e-05,4.5e-05,"dir_sd",0.00782,0.000103,4.2e-05
500,0.5,0.5,0.5,-0.5,0.7,0.989065,0.989248,0.996565,0.972912,0.000183,0.0075,-0.016153,2.2e-05,7.1e-05,0.000283,2.2e-05,1.5e-05,2.2e-05,"dir_sd",0.0075,7.1e-05,1.5e-05
500,0.5,0.5,0.5,-0.5,0.75,0.995361,0.99542,0.999741,0.984233,5.9e-05,0.00438,-0.011128,9e-06,2e-05,0.000134,9e-06,1e-06,1e-05,"dir_sd",0.00438,2e-05,1e-06
500,0.5,0.5,0.5,-0.5,0.8,0.9984,0.998468,0.999993,0.990877,6.8e-05,0.001593,-0.007523,3e-06,3e-06,6.1e-05,3e-06,0,4e-06,"dir_sd",0.001593,3e-06,0
500,0.5,0.5,0.5,-0.5,0.85,0.999601,0.99966,1,0.994538,5.9e-05,0.000399,-0.005064,1e-06,0,2.7e-05,1e-06,0,2e-06,"dir_sd",0.000399,0,0
500,0.5,0.5,0.5,-0.5,0.9,0.999945,0.999972,1,0.996438,2.7e-05,5.5e-05,-0.003507,0,0,1.3e-05,0,0,1e-06,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.5,-0.5,0.95,0.999998,1,1,0.997347,2e-06,2e-06,-0.002652,0,0,7e-06,0,0,0,"dir_sd",2e-06,0,0
500,0.5,0.5,0.5,-0.5,1,1,1,1,0.997758,0,0,-0.002242,0,0,5e-06,0,0,0,"dir_sd",0,0,0
500,0.5,0.5,0.5,0,0,0,0,0.007987,0.137794,0,0.007987,0.137794,0,6.4e-05,0.019118,0,0,0.000132,"dir_sd",0.007987,6.4e-05,0
500,0.5,0.5,0.5,0,0.05,0.032774,0.03342,0.041407,0.187007,0.000646,0.008633,0.154233,6.6e-05,0.000141,0.02397,6.5e-05,6.6e-05,0.000182,"dir_sd",0.008633,0.000141,6.6e-05
500,0.5,0.5,0.5,0,0.1,0.114265,0.113804,0.121791,0.244698,-0.000461,0.007526,0.130433,0.000206,0.000264,0.01725,0.000206,0.000208,0.000238,"dir_sd",0.007526,0.000264,0.000208
500,0.5,0.5,0.5,0,0.15,0.223516,0.222396,0.230383,0.309702,-0.00112,0.006867,0.086186,0.000327,0.000374,0.007718,0.000326,0.000328,0.00029,"dir_sd",0.006867,0.000374,0.000328
500,0.5,0.5,0.5,0,0.2,0.34464,0.343416,0.351403,0.380113,-0.001224,0.006763,0.035473,0.000467,0.000512,0.001589,0.000466,0.000467,0.000331,"dir_sd",0.006763,0.000512,0.000467
500,0.5,0.5,0.5,0,0.25,0.466064,0.464872,0.472859,0.453572,-0.001192,0.006795,-0.012492,0.000532,0.000576,0.000506,0.000532,0.000531,0.000351,"dir_sd",0.006795,0.000576,0.000531
500,0.5,0.5,0.5,0,0.3,0.579825,0.578464,0.586451,0.527543,-0.001361,0.006626,-0.052282,0.000523,0.000562,0.003084,0.000522,0.000519,0.000351,"dir_sd",0.006626,0.000562,0.000519
500,0.5,0.5,0.5,0,0.35,0.68092,0.679544,0.687531,0.599987,-0.001376,0.006611,-0.080933,0.000464,0.000501,0.006884,0.000463,0.000459,0.000334,"dir_sd",0.006611,0.000501,0.000459
500,0.5,0.5,0.5,0,0.4,0.76672,0.765328,0.773315,0.668882,-0.001392,0.006595,-0.097838,0.000377,0.000413,0.009871,0.000376,0.000371,0.000299,"dir_sd",0.006595,0.000413,0.000371
500,0.5,0.5,0.5,0,0.45,0.836433,0.835896,0.843883,0.73236,-0.000537,0.007451,-0.104073,0.00029,0.000339,0.011083,0.00029,0.000284,0.000252,"dir_sd",0.007451,0.000339,0.000284
500,0.5,0.5,0.5,0,0.5,0.890625,0.890752,0.898739,0.789223,0.000127,0.008114,-0.101402,0.000209,0.000269,0.010488,0.000209,0.000204,0.000206,"dir_sd",0.008114,0.000269,0.000204
500,0.5,0.5,0.5,0,0.55,0.930802,0.930676,0.938663,0.838351,-0.000126,0.007861,-0.092451,0.000138,0.000195,0.008707,0.000138,0.000134,0.00016,"dir_sd",0.007861,0.000195,0.000134
500,0.5,0.5,0.5,0,0.6,0.95904,0.958884,0.966871,0.879324,-0.000156,0.007831,-0.079716,8.2e-05,0.00014,0.006473,8.2e-05,7.9e-05,0.000118,"dir_sd",0.007831,0.00014,7.9e-05
500,0.5,0.5,0.5,0,0.65,0.977678,0.977644,0.98562,0.912306,-3.4e-05,0.007942,-0.065372,4.5e-05,0.000106,0.004356,4.5e-05,4.3e-05,8.2e-05,"dir_sd",0.007942,0.000106,4.3e-05
500,0.5,0.5,0.5,0,0.7,0.989065,0.988972,0.996392,0.937909,-9.3e-05,0.007327,-0.051156,2.2e-05,6.9e-05,0.002672,2.2e-05,1.5e-05,5.5e-05,"dir_sd",0.007327,6.9e-05,1.5e-05
500,0.5,0.5,0.5,0,0.75,0.995361,0.995192,0.999674,0.957228,-0.000169,0.004312,-0.038133,1e-05,2e-05,0.001489,1e-05,2e-06,3.5e-05,"dir_sd",0.004312,2e-05,2e-06
500,0.5,0.5,0.5,0,0.8,0.9984,0.998328,0.999993,0.971326,-7.2e-05,0.001593,-0.027074,4e-06,3e-06,0.000754,4e-06,0,2.1e-05,"dir_sd",0.001593,3e-06,0
500,0.5,0.5,0.5,0,0.85,0.999601,0.999596,1,0.981215,-5e-06,0.000399,-0.018386,1e-06,0,0.00035,1e-06,0,1.2e-05,"dir_sd",0.000399,0,0
500,0.5,0.5,0.5,0,0.9,0.999945,0.999952,1,0.987921,7e-06,5.5e-05,-0.012024,0,0,0.000151,0,0,6e-06,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.5,0,0.95,0.999998,0.999992,1,0.992273,-6e-06,2e-06,-0.007726,0,0,6.3e-05,0,0,3e-06,"dir_sd",2e-06,0,0
500,0.5,0.5,0.5,0,1,1,1,1,0.99493,0,0,-0.00507,0,0,2.7e-05,0,0,2e-06,"dir_sd",0,0,0
500,0.5,0.5,0.5,0.5,0,0,0,0.007966,0.179112,0,0.007966,0.179112,0,6.4e-05,0.032224,0,0,0.000143,"dir_sd",0.007966,6.4e-05,0
500,0.5,0.5,0.5,0.5,0.05,0.032774,0.0328,0.040766,0.229468,2.6e-05,0.007992,0.196695,5.5e-05,0.00012,0.038872,5.5e-05,5.6e-05,0.000184,"dir_sd",0.007992,0.00012,5.6e-05
500,0.5,0.5,0.5,0.5,0.1,0.114265,0.114748,0.122714,0.284985,0.000483,0.008449,0.17072,0.000187,0.000259,0.029371,0.000187,0.000188,0.000226,"dir_sd",0.008449,0.000259,0.000188
500,0.5,0.5,0.5,0.5,0.15,0.223516,0.223756,0.231722,0.3443,0.00024,0.008206,0.120784,0.000339,0.000408,0.014852,0.00034,0.000342,0.000263,"dir_sd",0.008206,0.000408,0.000342
500,0.5,0.5,0.5,0.5,0.2,0.34464,0.344868,0.352834,0.405982,0.000228,0.008194,0.061342,0.000447,0.000514,0.00405,0.000448,0.000448,0.000288,"dir_sd",0.008194,0.000514,0.000448
500,0.5,0.5,0.5,0.5,0.25,0.466064,0.465832,0.473798,0.468537,-0.000232,0.007733,0.002473,0.000475,0.000534,0.000307,0.000476,0.000475,0.000302,"dir_sd",0.007733,0.000534,0.000475
500,0.5,0.5,0.5,0.5,0.3,0.579825,0.5796,0.587566,0.530798,-0.000225,0.007741,-0.049027,0.000488,0.000546,0.002703,0.000489,0.000487,3e-04,"dir_sd",0.007741,0.000546,0.000487
500,0.5,0.5,0.5,0.5,0.35,0.68092,0.681648,0.689614,0.591664,0.000728,0.008694,-0.089256,0.000417,0.000488,0.008254,0.000417,0.000413,0.000288,"dir_sd",0.008694,0.000488,0.000413
500,0.5,0.5,0.5,0.5,0.4,0.76672,0.76704,0.775006,0.650113,0.00032,0.008286,-0.116607,0.000335,0.000398,0.013862,0.000335,0.00033,0.000265,"dir_sd",0.008286,0.000398,0.00033
500,0.5,0.5,0.5,0.5,0.45,0.836433,0.837136,0.845102,0.705091,0.000703,0.008669,-0.131342,0.000269,0.000339,0.017485,0.000269,0.000264,0.000235,"dir_sd",0.008669,0.000339,0.000264
500,0.5,0.5,0.5,0.5,0.5,0.890625,0.8924,0.900366,0.755737,0.001775,0.009741,-0.134888,0.000184,0.000271,0.018394,0.000181,0.000176,0.000199,"dir_sd",0.009741,0.000271,0.000176
500,0.5,0.5,0.5,0.5,0.55,0.930802,0.931596,0.939562,0.801482,0.000794,0.00876,-0.12932,0.000126,0.000198,0.016887,0.000126,0.000121,0.000163,"dir_sd",0.00876,0.000198,0.000121
500,0.5,0.5,0.5,0.5,0.6,0.95904,0.959508,0.967474,0.84201,0.000468,0.008434,-0.11703,7.8e-05,0.000146,0.013823,7.8e-05,7.5e-05,0.000127,"dir_sd",0.008434,0.000146,7.5e-05
500,0.5,0.5,0.5,0.5,0.65,0.977678,0.97796,0.985916,0.876995,0.000282,0.008237,-0.100683,4.2e-05,0.000107,0.010233,4.2e-05,4e-05,9.6e-05,"dir_sd",0.008237,0.000107,4e-05
500,0.5,0.5,0.5,0.5,0.7,0.989065,0.989272,0.996637,0.906391,0.000207,0.007572,-0.082674,2e-05,7e-05,0.006906,2e-05,1.3e-05,7.2e-05,"dir_sd",0.007572,7e-05,1.3e-05
500,0.5,0.5,0.5,0.5,0.75,0.995361,0.995384,0.999766,0.930561,2.3e-05,0.004405,-0.0648,9e-06,2e-05,0.004251,9e-06,1e-06,5.2e-05,"dir_sd",0.004405,2e-05,1e-06
500,0.5,0.5,0.5,0.5,0.8,0.9984,0.998304,1,0.949815,-9.6e-05,0.0016,-0.048585,4e-06,3e-06,0.002397,4e-06,0,3.6e-05,"dir_sd",0.0016,3e-06,0
500,0.5,0.5,0.5,0.5,0.85,0.999601,0.999624,1,0.964712,2.3e-05,0.000399,-0.034889,1e-06,0,0.001241,1e-06,0,2.4e-05,"dir_sd",0.000399,0,0
500,0.5,0.5,0.5,0.5,0.9,0.999945,0.999956,1,0.975795,1.1e-05,5.5e-05,-0.02415,0,0,0.000598,0,0,1.5e-05,"dir_sd",5.5e-05,0,0
500,0.5,0.5,0.5,0.5,0.95,0.999998,1,1,0.983791,2e-06,2e-06,-0.016208,0,0,0.000272,0,0,9e-06,"dir_sd",2e-06,0,0
500,0.5,0.5,0.5,0.5,1,1,1,1,0.989349,0,0,-0.010651,0,0,0.000119,0,0,5e-06,"dir_sd",0,0,0
500,0.75,0.1,0.1,-0.5,0,0,0,0.007997,0.000233,0,0.007997,0.000233,0,6.4e-05,0,0,0,0,"dir_sd",0.007997,6.4e-05,0
500,0.75,0.1,0.1,-0.5,0.05,0.032774,0.033328,0.041325,0.020365,0.000554,0.008552,-0.012409,6.3e-05,0.000136,0.000183,6.3e-05,6.3e-05,2.9e-05,"dir_sd",0.008552,0.000136,6.3e-05
500,0.75,0.1,0.1,-0.5,0.1,0.114265,0.11454,0.122537,0.087271,0.000275,0.008272,-0.026994,0.000181,0.000251,0.000876,0.000181,0.000183,0.000148,"dir_sd",0.008272,0.000251,0.000183
500,0.75,0.1,0.1,-0.5,0.15,0.223516,0.22312,0.231117,0.197178,-0.000396,0.007602,-0.026338,0.00032,0.000379,0.001032,0.00032,0.000322,0.000339,"dir_sd",0.007602,0.000379,0.000322
500,0.75,0.1,0.1,-0.5,0.2,0.34464,0.34398,0.351977,0.32592,-0.00066,0.007337,-0.01872,0.000451,0.000505,0.000884,0.000451,0.000452,0.000535,"dir_sd",0.007337,0.000505,0.000452
500,0.75,0.1,0.1,-0.5,0.25,0.466064,0.46502,0.473017,0.457031,-0.001044,0.006953,-0.009034,0.000526,0.000573,0.000742,0.000526,0.000525,0.000661,"dir_sd",0.006953,0.000573,0.000525
500,0.75,0.1,0.1,-0.5,0.3,0.579825,0.578616,0.586613,0.578705,-0.001209,0.006788,-0.00112,0.000513,0.000555,0.000652,0.000512,0.00051,0.000652,"dir_sd",0.006788,0.000555,0.00051
500,0.75,0.1,0.1,-0.5,0.35,0.68092,0.679808,0.687805,0.685573,-0.001112,0.006885,0.004653,0.000463,0.000505,0.000571,0.000463,0.000459,0.00055,"dir_sd",0.006885,0.000505,0.000459
500,0.75,0.1,0.1,-0.5,0.4,0.76672,0.766268,0.774265,0.775678,-0.000452,0.007545,0.008958,0.000349,0.000401,0.000518,0.000349,0.000345,0.000438,"dir_sd",0.007545,0.000401,0.000345
500,0.75,0.1,0.1,-0.5,0.45,0.836433,0.837,0.844997,0.84716,0.000567,0.008565,0.010728,0.000285,0.000353,0.000438,0.000285,0.00028,0.000324,"dir_sd",0.008565,0.000353,0.00028
500,0.75,0.1,0.1,-0.5,0.5,0.890625,0.890772,0.898769,0.900392,0.000147,0.008144,0.009767,0.000199,0.00026,0.000308,0.000199,0.000194,0.000213,"dir_sd",0.008144,0.00026,0.000194
500,0.75,0.1,0.1,-0.5,0.55,0.930802,0.93032,0.938317,0.938128,-0.000482,0.007515,0.007326,0.000124,0.000176,0.000177,0.000124,0.00012,0.000123,"dir_sd",0.007515,0.000176,0.00012
