"n","p1","maxc1","maxc2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,0.1,0.1,-0.5,0,0,0,0.007981,3.2e-05,0,0.007981,3.2e-05,0,6.4e-05,0,0,0,0,"dir",0,0,0
100,0.25,0.1,0.1,-0.5,0.05,0.032774,0.03272,0.040701,0.011168,-5.4e-05,0.007927,-0.021605,0.000288,0.000354,0.000619,0.000288,0.000292,0.000152,"dir",-5.4e-05,0.000288,0.000288
100,0.25,0.1,0.1,-0.5,0.1,0.114265,0.11522,0.123201,0.077186,0.000955,0.008936,-0.037079,0.001021,0.001108,0.002368,0.001022,0.00103,0.000996,"dir",0.000955,0.001021,0.001022
100,0.25,0.1,0.1,-0.5,0.15,0.223516,0.22298,0.230961,0.187954,-0.000536,0.007446,-0.035562,0.001555,0.001618,0.003459,0.001558,0.001566,0.002199,"dir",-0.000536,0.001555,0.001558
100,0.25,0.1,0.1,-0.5,0.2,0.34464,0.34468,0.352661,0.317013,4e-05,0.008021,-0.027627,0.001903,0.00197,0.003774,0.001907,0.001909,0.003017,"dir",4e-05,0.001903,0.001907
100,0.25,0.1,0.1,-0.5,0.25,0.466064,0.46588,0.473861,0.446365,-0.000184,0.007797,-0.019699,0.002488,0.002544,0.003592,0.002493,0.002488,0.003211,"dir",-0.000184,0.002488,0.002493
100,0.25,0.1,0.1,-0.5,0.3,0.579825,0.57586,0.583841,0.565727,-0.003965,0.004016,-0.014098,0.002426,0.002416,0.00321,0.002415,0.002404,0.003018,"dir",-0.003965,0.002426,0.002415
100,0.25,0.1,0.1,-0.5,0.35,0.68092,0.67628,0.684261,0.671361,-0.00464,0.003341,-0.009559,0.002187,0.002157,0.002732,0.00217,0.00215,0.002646,"dir",-0.00464,0.002187,0.00217
100,0.25,0.1,0.1,-0.5,0.4,0.76672,0.76418,0.772161,0.762177,-0.00254,0.005441,-0.004543,0.001758,0.001757,0.002111,0.001755,0.001731,0.002094,"dir",-0.00254,0.001758,0.001755
100,0.25,0.1,0.1,-0.5,0.45,0.836433,0.83642,0.844401,0.834894,-1.3e-05,0.007969,-0.001539,0.001331,0.00137,0.001589,0.001334,0.001309,0.00159,"dir",-1.3e-05,0.001331,0.001334
100,0.25,0.1,0.1,-0.5,0.5,0.890625,0.89026,0.898241,0.889221,-0.000365,0.007616,-0.001404,0.000978,0.001012,0.001073,0.00098,0.000956,0.001074,"dir",-0.000365,0.000978,0.00098
100,0.25,0.1,0.1,-0.5,0.55,0.930802,0.93106,0.939041,0.927952,0.000258,0.008239,-0.00285,0.000648,0.000696,0.000656,0.00065,0.000629,0.000649,"dir",0.000258,0.000648,0.00065
100,0.25,0.1,0.1,-0.5,0.6,0.95904,0.95984,0.967697,0.953745,8e-04,0.008657,-0.005295,0.000346,0.000397,0.000383,0.000346,0.000322,0.000355,"dir",8e-04,0.000346,0.000346
100,0.25,0.1,0.1,-0.5,0.65,0.977678,0.97834,0.98559,0.969288,0.000662,0.007912,-0.008391,0.000195,0.000221,0.000247,0.000195,0.000159,0.000177,"dir",0.000662,0.000195,0.000195
100,0.25,0.1,0.1,-0.5,0.7,0.989065,0.9891,0.994626,0.978327,3.5e-05,0.005561,-0.010738,0.000102,8.8e-05,0.000199,0.000102,5.7e-05,8.4e-05,"dir",3.5e-05,0.000102,0.000102
100,0.25,0.1,0.1,-0.5,0.75,0.995361,0.99544,0.998481,0.983248,7.9e-05,0.00312,-0.012113,4.5e-05,2.3e-05,0.000179,4.5e-05,1.3e-05,3.3e-05,"dir",7.9e-05,4.5e-05,4.5e-05
100,0.25,0.1,0.1,-0.5,0.8,0.9984,0.99838,0.999629,0.98547,-2e-05,0.001229,-0.01293,1.7e-05,4e-06,0.000176,1.7e-05,2e-06,9e-06,"dir",-2e-05,1.7e-05,1.7e-05
100,0.25,0.1,0.1,-0.5,0.85,0.999601,0.99964,0.999946,0.986238,3.9e-05,0.000344,-0.013363,3e-06,0,0.000182,3e-06,0,3e-06,"dir",3.9e-05,3e-06,3e-06
100,0.25,0.1,0.1,-0.5,0.9,0.999945,0.99988,0.999983,0.986379,-6.5e-05,3.8e-05,-0.013566,1e-06,0,0.000187,1e-06,0,3e-06,"dir",-6.5e-05,1e-06,1e-06
100,0.25,0.1,0.1,-0.5,0.95,0.999998,1,1,0.986391,2e-06,2e-06,-0.013608,0,0,0.000188,0,0,3e-06,"dir",2e-06,0,0
100,0.25,0.1,0.1,-0.5,1,1,1,1,0.986391,0,0,-0.013609,0,0,0.000188,0,0,3e-06,"dir",0,0,0
100,0.25,0.1,0.1,0,0,0,0,0.007954,0.002009,0,0.007954,0.002009,0,6.4e-05,2.5e-05,0,0,2.1e-05,"dir",0,0,0
100,0.25,0.1,0.1,0,0.05,0.032774,0.03296,0.040914,0.034138,0.000186,0.00814,0.001365,0.000276,0.000346,0.000363,0.000276,0.00028,0.000362,"dir",0.000186,0.000276,0.000276
100,0.25,0.1,0.1,0,0.1,0.114265,0.11456,0.122514,0.109542,0.000295,0.008249,-0.004723,0.000944,0.001019,0.000993,0.000946,0.000952,0.000972,"dir",0.000295,0.000944,0.000946
100,0.25,0.1,0.1,0,0.15,0.223516,0.2225,0.230454,0.214432,-0.001016,0.006938,-0.009084,0.001553,0.001605,0.001843,0.001555,0.00156,0.001764,"dir",-0.001016,0.001553,0.001555
100,0.25,0.1,0.1,0,0.2,0.34464,0.34408,0.352034,0.331871,-0.00056,0.007394,-0.012769,0.002145,0.002201,0.002531,0.002149,0.002151,0.002372,"dir",-0.00056,0.002145,0.002149
100,0.25,0.1,0.1,0,0.25,0.466064,0.4666,0.474554,0.449725,0.000536,0.00849,-0.01634,0.002212,0.002278,0.003002,0.002216,0.00221,0.00274,"dir",0.000536,0.002212,0.002216
100,0.25,0.1,0.1,0,0.3,0.579825,0.58032,0.588274,0.562266,0.000495,0.008449,-0.017559,0.002433,0.002489,0.003191,0.002438,0.002423,0.002889,"dir",0.000495,0.002433,0.002438
100,0.25,0.1,0.1,0,0.35,0.68092,0.68414,0.692094,0.663803,0.00322,0.011174,-0.017117,0.002271,0.002365,0.00301,0.002265,0.002244,0.002723,"dir",0.00322,0.002271,0.002265
100,0.25,0.1,0.1,0,0.4,0.76672,0.76746,0.775414,0.750072,0.00074,0.008694,-0.016648,0.001833,0.001883,0.002492,0.001836,0.001811,0.002219,"dir",0.00074,0.001833,0.001836
100,0.25,0.1,0.1,0,0.45,0.836433,0.83772,0.845674,0.819379,0.001287,0.009242,-0.017053,0.001338,0.001395,0.001977,0.001339,0.001313,0.00169,"dir",0.001287,0.001338,0.001339
100,0.25,0.1,0.1,0,0.5,0.890625,0.89106,0.899014,0.873349,0.000435,0.008389,-0.017276,0.00097,0.001017,0.001492,0.000972,0.000948,0.001196,"dir",0.000435,0.00097,0.000972
100,0.25,0.1,0.1,0,0.55,0.930802,0.93012,0.938061,0.914091,-0.000682,0.007259,-0.016711,0.00058,0.000612,0.001025,0.000581,0.00056,0.000747,"dir",-0.000682,0.00058,0.000581
100,0.25,0.1,0.1,0,0.6,0.95904,0.9596,0.967424,0.943503,0.00056,0.008384,-0.015537,0.000386,0.000432,0.000669,0.000386,0.000363,0.000428,"dir",0.00056,0.000386,0.000386
100,0.25,0.1,0.1,0,0.65,0.977678,0.97796,0.985005,0.962076,0.000282,0.007327,-0.015602,0.000229,0.000239,0.000485,0.000229,0.000186,0.000242,"dir",0.000282,0.000229,0.000229
100,0.25,0.1,0.1,0,0.7,0.989065,0.98868,0.994312,0.973522,-0.000385,0.005247,-0.015543,0.00011,9.2e-05,0.00037,0.00011,6.5e-05,0.000128,"dir",-0.000385,0.00011,0.00011
100,0.25,0.1,0.1,0,0.75,0.995361,0.99556,0.99857,0.980548,0.000199,0.003209,-0.014813,4.2e-05,2.1e-05,0.000279,4.2e-05,1.1e-05,6e-05,"dir",0.000199,4.2e-05,4.2e-05
100,0.25,0.1,0.1,0,0.8,0.9984,0.9984,0.999637,0.984228,0,0.001237,-0.014172,1.6e-05,3e-06,0.000222,1.6e-05,2e-06,2.1e-05,"dir",0,1.6e-05,1.6e-05
100,0.25,0.1,0.1,0,0.85,0.999601,0.99972,0.999958,0.985757,0.000119,0.000357,-0.013844,3e-06,0,2e-04,3e-06,0,8e-06,"dir",0.000119,3e-06,3e-06
100,0.25,0.1,0.1,0,0.9,0.999945,0.99996,0.999992,0.986239,1.5e-05,4.7e-05,-0.013706,0,0,0.000192,0,0,4e-06,"dir",1.5e-05,0,0
100,0.25,0.1,0.1,0,0.95,0.999998,1,1,0.986347,2e-06,2e-06,-0.013651,0,0,0.000189,0,0,3e-06,"dir",2e-06,0,0
100,0.25,0.1,0.1,0,1,1,1,1,0.986364,0,0,-0.013636,0,0,0.000189,0,0,3e-06,"dir",0,0,0
100,0.25,0.1,0.1,0.5,0,0,0,0.007984,0.010689,0,0.007984,0.010689,0,6.4e-05,0.000237,0,0,0.000123,"dir",0,0,0
100,0.25,0.1,0.1,0.5,0.05,0.032774,0.03314,0.041124,0.060875,0.000366,0.00835,0.028102,0.000308,0.000383,0.001426,0.000308,0.000314,0.000638,"dir",0.000366,0.000308,0.000308
100,0.25,0.1,0.1,0.5,0.1,0.114265,0.1135,0.121484,0.139073,-0.000765,0.007219,0.024808,0.00095,0.001013,0.001884,0.000951,0.000962,0.001271,"dir",-0.000765,0.00095,0.000951
100,0.25,0.1,0.1,0.5,0.15,0.223516,0.22422,0.232204,0.236119,0.000704,0.008689,0.012603,0.001616,0.001701,0.002024,0.001619,0.001629,0.001869,"dir",0.000704,0.001616,0.001619
100,0.25,0.1,0.1,0.5,0.2,0.34464,0.3428,0.350784,0.341869,-0.00184,0.006144,-0.002771,0.002286,0.002326,0.0023,0.002288,0.002293,0.002297,"dir",-0.00184,0.002286,0.002288
100,0.25,0.1,0.1,0.5,0.25,0.466064,0.46414,0.472124,0.450425,-0.001924,0.00606,-0.015639,0.002547,0.002578,0.002823,0.002548,0.002546,0.002584,"dir",-0.001924,0.002547,0.002548
100,0.25,0.1,0.1,0.5,0.3,0.579825,0.57896,0.586944,0.554795,-0.000865,0.007119,-0.02503,0.002412,0.002449,0.003276,0.002417,0.002403,0.002655,"dir",-0.000865,0.002412,0.002417
100,0.25,0.1,0.1,0.5,0.35,0.68092,0.67906,0.687044,0.649256,-0.00186,0.006124,-0.031664,0.002128,0.00214,0.003515,0.002128,0.002107,0.002517,"dir",-0.00186,0.002128,0.002128
100,0.25,0.1,0.1,0.5,0.4,0.76672,0.7642,0.772184,0.730335,-0.00252,0.005464,-0.036385,0.00181,0.001808,0.003526,0.001808,0.001781,0.002206,"dir",-0.00252,0.00181,0.001808
100,0.25,0.1,0.1,0.5,0.45,0.836433,0.8345,0.842484,0.797758,-0.001933,0.006052,-0.038674,0.001418,0.001423,0.003288,0.001417,0.00139,0.001796,"dir",-0.001933,0.001418,0.001417
100,0.25,0.1,0.1,0.5,0.5,0.890625,0.8891,0.897084,0.853065,-0.001525,0.006459,-0.03756,0.001027,0.00104,0.002754,0.001026,0.001,0.001346,"dir",-0.001525,0.001027,0.001026
100,0.25,0.1,0.1,0.5,0.55,0.930802,0.9298,0.937784,0.896602,-0.001002,0.006982,-0.0342,0.000696,0.000722,0.00209,0.000697,0.000675,0.000923,"dir",-0.001002,0.000696,0.000697
100,0.25,0.1,0.1,0.5,0.6,0.95904,0.95794,0.965898,0.928931,-0.0011,0.006858,-0.030109,0.000408,0.000436,0.001482,0.000408,0.00039,0.000576,"dir",-0.0011,0.000408,0.000408
100,0.25,0.1,0.1,0.5,0.65,0.977678,0.9774,0.984916,0.952177,-0.000278,0.007238,-0.025501,0.000189,0.000214,0.000978,0.000189,0.000162,0.000329,"dir",-0.000278,0.000189,0.000189
100,0.25,0.1,0.1,0.5,0.7,0.989065,0.98914,0.994604,0.967611,7.5e-05,0.005539,-0.021454,0.000104,8.9e-05,0.000642,0.000104,5.8e-05,0.000182,"dir",7.5e-05,0.000104,0.000104
100,0.25,0.1,0.1,0.5,0.75,0.995361,0.99566,0.998594,0.977362,0.000299,0.003233,-0.017999,4.3e-05,2.2e-05,0.000412,4.3e-05,1.2e-05,8.9e-05,"dir",0.000299,4.3e-05,4.3e-05
100,0.25,0.1,0.1,0.5,0.8,0.9984,0.9986,0.999678,0.982653,2e-04,0.001278,-0.015747,1.5e-05,4e-06,0.000285,1.5e-05,2e-06,3.7e-05,"dir",2e-04,1.5e-05,1.5e-05
100,0.25,0.1,0.1,0.5,0.85,0.999601,0.99974,0.999964,0.98494,0.000139,0.000363,-0.014662,3e-06,0,0.000231,3e-06,0,1.6e-05,"dir",0.000139,3e-06,3e-06
100,0.25,0.1,0.1,0.5,0.9,0.999945,0.9999,0.999989,0.985877,-4.5e-05,4.4e-05,-0.014068,1e-06,0,0.000205,1e-06,0,8e-06,"dir",-4.5e-05,1e-06,1e-06
100,0.25,0.1,0.1,0.5,0.95,0.999998,1,1,0.986178,2e-06,2e-06,-0.01382,0,0,0.000197,0,0,6e-06,"dir",2e-06,0,0
100,0.25,0.1,0.1,0.5,1,1,1,1,0.98626,0,0,-0.01374,0,0,0.000193,0,0,5e-06,"dir",0,0,0
100,0.25,0.1,0.25,-0.5,0,0,0,0.008013,0.001665,0,0.008013,0.001665,0,6.4e-05,1.6e-05,0,0,1.3e-05,"dir",0,0,0
100,0.25,0.1,0.25,-0.5,0.05,0.032774,0.03396,0.041973,0.025322,0.001186,0.009199,-0.007452,0.000356,0.000442,0.000323,0.000355,0.000358,0.000268,"dir",0.001186,0.000356,0.000355
100,0.25,0.1,0.25,-0.5,0.1,0.114265,0.11726,0.125273,0.090477,0.002995,0.011008,-0.023788,0.001095,0.001217,0.001651,0.001088,0.001098,0.001087,"dir",0.002995,0.001095,0.001088
100,0.25,0.1,0.25,-0.5,0.15,0.223516,0.22704,0.235053,0.189517,0.003524,0.011537,-0.033999,0.001769,0.001899,0.003541,0.00176,0.001769,0.002389,"dir",0.003524,0.001769,0.00176
100,0.25,0.1,0.25,-0.5,0.2,0.34464,0.3474,0.355413,0.309613,0.00276,0.010773,-0.035027,0.002338,0.002451,0.004633,0.002336,0.00234,0.003413,"dir",0.00276,0.002338,0.002336
100,0.25,0.1,0.25,-0.5,0.25,0.466064,0.4713,0.479313,0.438323,0.005236,0.013248,-0.027741,0.002358,0.002504,0.004602,0.002336,0.002333,0.00384,"dir",0.005236,0.002358,0.002336
100,0.25,0.1,0.25,-0.5,0.3,0.579825,0.58462,0.592633,0.561657,0.004795,0.012808,-0.018168,0.002388,0.002519,0.004012,0.00237,0.00236,0.00369,"dir",0.004795,0.002388,0.00237
100,0.25,0.1,0.25,-0.5,0.35,0.68092,0.68324,0.691253,0.669884,0.00232,0.010333,-0.011037,0.001962,0.002045,0.003305,0.001961,0.001942,0.003189,"dir",0.00232,0.001962,0.001961
100,0.25,0.1,0.25,-0.5,0.4,0.76672,0.76806,0.776073,0.761167,0.00134,0.009353,-0.005553,0.001731,0.001794,0.002463,0.001733,0.00171,0.002437,"dir",0.00134,0.001731,0.001733
100,0.25,0.1,0.25,-0.5,0.45,0.836433,0.83746,0.845473,0.833406,0.001027,0.00904,-0.003026,0.001314,0.00137,0.001788,0.001316,0.001291,0.001783,"dir",0.001027,0.001314,0.001316
100,0.25,0.1,0.25,-0.5,0.5,0.890625,0.88952,0.897533,0.88725,-0.001105,0.006908,-0.003375,0.000933,0.000956,0.001178,0.000934,0.00091,0.001169,"dir",-0.001105,0.000933,0.000934
100,0.25,0.1,0.25,-0.5,0.55,0.930802,0.92942,0.93742,0.925538,-0.001382,0.006618,-0.005264,0.000649,0.000669,0.000702,0.000648,0.000626,0.000676,"dir",-0.001382,0.000649,0.000648
100,0.25,0.1,0.25,-0.5,0.6,0.95904,0.95732,0.965277,0.951351,-0.00172,0.006237,-0.007689,0.000394,0.00041,0.00041,0.000392,0.000372,0.000352,"dir",-0.00172,0.000394,0.000392
100,0.25,0.1,0.25,-0.5,0.65,0.977678,0.97678,0.984079,0.968139,-0.000898,0.0064,-0.009539,0.00023,0.000232,0.000268,0.00023,0.000191,0.000178,"dir",-0.000898,0.00023,0.00023
100,0.25,0.1,0.25,-0.5,0.7,0.989065,0.98858,0.994125,0.978119,-0.000485,0.00506,-0.010946,0.000119,9.6e-05,2e-04,0.000119,7e-05,8e-05,"dir",-0.000485,0.000119,0.000119
100,0.25,0.1,0.25,-0.5,0.75,0.995361,0.9952,0.99838,0.983327,-0.000161,0.003019,-0.012035,4.7e-05,2.3e-05,0.000172,4.7e-05,1.3e-05,2.8e-05,"dir",-0.000161,4.7e-05,4.7e-05
100,0.25,0.1,0.25,-0.5,0.8,0.9984,0.99858,0.999685,0.985483,0.00018,0.001285,-0.012917,1.4e-05,3e-06,0.000177,1.4e-05,1e-06,1e-05,"dir",0.00018,1.4e-05,1.4e-05
100,0.25,0.1,0.25,-0.5,0.85,0.999601,0.99954,0.999904,0.986143,-6.1e-05,0.000302,-0.013459,5e-06,0,0.000186,5e-06,0,5e-06,"dir",-6.1e-05,5e-06,5e-06
100,0.25,0.1,0.25,-0.5,0.9,0.999945,0.99982,0.99995,0.986364,-0.000125,5e-06,-0.013581,2e-06,0,0.000187,2e-06,0,3e-06,"dir",-0.000125,2e-06,2e-06
100,0.25,0.1,0.25,-0.5,0.95,0.999998,1,1,0.986419,2e-06,2e-06,-0.013579,0,0,0.000187,0,0,3e-06,"dir",2e-06,0,0
100,0.25,0.1,0.25,-0.5,1,1,1,1,0.986423,0,0,-0.013577,0,0,0.000187,0,0,3e-06,"dir",0,0,0
100,0.25,0.1,0.25,0,0,0,0,0.007991,0.01765,0,0.007991,0.01765,0,6.4e-05,0.000446,0,0,0.000135,"dir",0,0,0
100,0.25,0.1,0.25,0,0.05,0.032774,0.0334,0.041391,0.059951,0.000626,0.008617,0.027177,0.000358,0.000438,0.001202,0.000359,0.000364,0.000464,"dir",0.000626,0.000358,0.000359
100,0.25,0.1,0.25,0,0.1,0.114265,0.11318,0.121171,0.132108,-0.001085,0.006906,0.017843,0.001032,0.001089,0.00144,0.001033,0.001044,0.001124,"dir",-0.001085,0.001032,0.001033
100,0.25,0.1,0.25,0,0.15,0.223516,0.2201,0.228091,0.226086,-0.003416,0.004576,0.00257,0.00194,0.00196,0.001905,0.001932,0.001943,0.001902,"dir",-0.003416,0.00194,0.001932
100,0.25,0.1,0.25,0,0.2,0.34464,0.34246,0.350451,0.332273,-0.00218,0.005811,-0.012367,0.002341,0.002377,0.0028,0.00234,0.002348,0.002652,"dir",-0.00218,0.002341,0.00234
100,0.25,0.1,0.25,0,0.25,0.466064,0.4625,0.470491,0.441883,-0.003564,0.004427,-0.024181,0.002356,0.002362,0.003634,0.002348,0.002347,0.003056,"dir",-0.003564,0.002356,0.002348
100,0.25,0.1,0.25,0,0.3,0.579825,0.57548,0.583471,0.548136,-0.004345,0.003646,-0.031689,0.002333,0.002318,0.004138,0.002319,0.002309,0.00314,"dir",-0.004345,0.002333,0.002319
100,0.25,0.1,0.25,0,0.35,0.68092,0.6788,0.686791,0.646463,-0.00212,0.005871,-0.034457,0.002178,0.002189,0.004018,0.002178,0.002159,0.002837,"dir",-0.00212,0.002178,0.002178
100,0.25,0.1,0.25,0,0.4,0.76672,0.76548,0.773471,0.732292,-0.00124,0.006751,-0.034428,0.001756,0.001775,0.003401,0.001758,0.001733,0.00222,"dir",-0.00124,0.001756,0.001758
100,0.25,0.1,0.25,0,0.45,0.836433,0.83538,0.843371,0.802897,-0.001053,0.006939,-0.033535,0.001415,0.001435,0.002776,0.001416,0.00139,0.001654,"dir",-0.001053,0.001415,0.001416
100,0.25,0.1,0.25,0,0.5,0.890625,0.88996,0.897951,0.85799,-0.000665,0.007326,-0.032635,0.000973,0.001002,0.002245,0.000975,0.00095,0.001183,"dir",-0.000665,0.000973,0.000975
100,0.25,0.1,0.25,0,0.55,0.930802,0.92938,0.937371,0.900657,-0.001422,0.006569,-0.030145,0.000609,0.00063,0.001663,0.000609,0.000588,0.000756,"dir",-0.001422,0.000609,0.000609
100,0.25,0.1,0.25,0,0.6,0.95904,0.95788,0.965814,0.932247,-0.00116,0.006774,-0.026793,4e-04,0.000425,0.001164,4e-04,0.00038,0.000447,"dir",-0.00116,4e-04,4e-04
100,0.25,0.1,0.25,0,0.65,0.977678,0.97648,0.983893,0.954288,-0.001198,0.006215,-0.023391,0.000234,0.000237,0.000802,0.000233,0.000199,0.000255,"dir",-0.001198,0.000234,0.000233
100,0.25,0.1,0.25,0,0.7,0.989065,0.98838,0.994208,0.96823,-0.000685,0.005143,-0.020835,0.000102,8.5e-05,0.000571,0.000102,5.8e-05,0.000137,"dir",-0.000685,0.000102,0.000102
100,0.25,0.1,0.25,0,0.75,0.995361,0.99464,0.99811,0.976777,-0.000721,0.002749,-0.018584,5.2e-05,2.3e-05,0.000415,5.1e-05,1.6e-05,7e-05,"dir",-0.000721,5.2e-05,5.1e-05
100,0.25,0.1,0.25,0,0.8,0.9984,0.99846,0.999653,0.981881,6e-05,0.001253,-0.016519,1.5e-05,3e-06,0.000304,1.5e-05,2e-06,3.1e-05,"dir",6e-05,1.5e-05,1.5e-05
100,0.25,0.1,0.25,0,0.85,0.999601,0.99966,0.999939,0.984563,5.9e-05,0.000338,-0.015039,4e-06,0,0.000238,4e-06,0,1.1e-05,"dir",5.9e-05,4e-06,4e-06
100,0.25,0.1,0.25,0,0.9,0.999945,0.99992,0.999988,0.985803,-2.5e-05,4.3e-05,-0.014142,1e-06,0,0.000205,1e-06,0,5e-06,"dir",-2.5e-05,1e-06,1e-06
100,0.25,0.1,0.25,0,0.95,0.999998,1,1,0.98621,2e-06,2e-06,-0.013788,0,0,0.000194,0,0,3e-06,"dir",2e-06,0,0
100,0.25,0.1,0.25,0,1,1,1,1,0.986356,0,0,-0.013644,0,0,0.000189,0,0,3e-06,"dir",0,0,0
100,0.25,0.1,0.25,0.5,0,0,0,0.007928,0.040204,0,0.007928,0.040204,0,6.3e-05,0.001889,0,0,0.000273,"dir",0,0,0
100,0.25,0.1,0.25,0.5,0.05,0.032774,0.03196,0.039888,0.094408,-0.000814,0.007114,0.061634,3e-04,0.000355,0.00452,3e-04,0.000305,0.000723,"dir",-0.000814,3e-04,3e-04
100,0.25,0.1,0.25,0.5,0.1,0.114265,0.11452,0.122448,0.169496,0.000255,0.008183,0.055231,0.001018,0.001095,0.004414,0.00102,0.00103,0.001366,"dir",0.000255,0.001018,0.00102
100,0.25,0.1,0.25,0.5,0.15,0.223516,0.22478,0.232708,0.258998,0.001264,0.009193,0.035482,0.001833,0.001924,0.003129,0.001835,0.001843,0.001874,"dir",0.001264,0.001833,0.001835
100,0.25,0.1,0.25,0.5,0.2,0.34464,0.344,0.351928,0.356103,-0.00064,0.007288,0.011463,0.002277,0.002333,0.002387,0.002281,0.002284,0.00226,"dir",-0.00064,0.002277,0.002281
100,0.25,0.1,0.25,0.5,0.25,0.466064,0.46858,0.476508,0.455274,0.002516,0.010444,-0.010791,0.002371,0.002468,0.00259,0.00237,0.002363,0.002479,"dir",0.002516,0.002371,0.00237
100,0.25,0.1,0.25,0.5,0.3,0.579825,0.58376,0.591688,0.550089,0.003935,0.011863,-0.029736,0.002493,0.002605,0.00344,0.002483,0.002469,0.002561,"dir",0.003935,0.002493,0.002483
100,0.25,0.1,0.25,0.5,0.35,0.68092,0.68468,0.692608,0.637,0.00376,0.011688,-0.04392,0.00214,0.002242,0.004366,0.00213,0.002109,0.002442,"dir",0.00376,0.00214,0.00213
100,0.25,0.1,0.25,0.5,0.4,0.76672,0.7707,0.778628,0.714074,0.00398,0.011908,-0.052646,0.001737,0.001838,0.004833,0.001724,0.0017,0.002066,"dir",0.00398,0.001737,0.001724
100,0.25,0.1,0.25,0.5,0.45,0.836433,0.83664,0.844568,0.780849,0.000207,0.008136,-0.055584,0.00137,0.001408,0.004764,0.001372,0.001345,0.001678,"dir",0.000207,0.00137,0.001372
100,0.25,0.1,0.25,0.5,0.5,0.890625,0.89124,0.899168,0.837012,0.000615,0.008543,-0.053613,0.000948,0.000996,0.00417,0.000949,0.000925,0.001298,"dir",0.000615,0.000948,0.000949
100,0.25,0.1,0.25,0.5,0.55,0.930802,0.93266,0.940588,0.881744,0.001858,0.009786,-0.049058,0.000623,0.000696,0.003303,0.000621,0.000601,0.000898,"dir",0.001858,0.000623,0.000621
100,0.25,0.1,0.25,0.5,0.6,0.95904,0.96066,0.968394,0.91612,0.00162,0.009354,-0.04292,0.000387,0.000443,0.002455,0.000385,0.000356,0.000614,"dir",0.00162,0.000387,0.000385
100,0.25,0.1,0.25,0.5,0.65,0.977678,0.97848,0.985575,0.941549,0.000802,0.007897,-0.03613,0.000216,0.000238,0.001705,0.000215,0.000176,0.000401,"dir",0.000802,0.000216,0.000215
100,0.25,0.1,0.25,0.5,0.7,0.989065,0.98974,0.994919,0.959625,0.000675,0.005854,-0.02944,0.000105,9.1e-05,0.001087,0.000105,5.7e-05,0.00022,"dir",0.000675,0.000105,0.000105
100,0.25,0.1,0.25,0.5,0.75,0.995361,0.9953,0.998298,0.971066,-6.1e-05,0.002937,-0.024295,4.9e-05,2.3e-05,0.000707,4.9e-05,1.5e-05,0.000117,"dir",-6.1e-05,4.9e-05,4.9e-05
100,0.25,0.1,0.25,0.5,0.8,0.9984,0.9984,0.999665,0.978165,0,0.001265,-0.020235,1.5e-05,3e-06,0.000463,1.5e-05,1e-06,5.3e-05,"dir",0,1.5e-05,1.5e-05
100,0.25,0.1,0.25,0.5,0.85,0.999601,0.99972,0.999956,0.982353,0.000119,0.000355,-0.017248,3e-06,0,0.00032,3e-06,0,2.3e-05,"dir",0.000119,3e-06,3e-06
100,0.25,0.1,0.25,0.5,0.9,0.999945,0.99998,0.999996,0.984584,3.5e-05,5.1e-05,-0.015361,0,0,0.000247,0,0,1.1e-05,"dir",3.5e-05,0,0
100,0.25,0.1,0.25,0.5,0.95,0.999998,1,1,0.985682,2e-06,2e-06,-0.014317,0,0,0.00021,0,0,5e-06,"dir",2e-06,0,0
100,0.25,0.1,0.25,0.5,1,1,1,1,0.986153,0,0,-0.013847,0,0,0.000195,0,0,3e-06,"dir",0,0,0
100,0.25,0.1,0.5,-0.5,0,0,0,0.007998,0.032506,0,0.007998,0.032506,0,6.4e-05,0.001286,0,0,0.00023,"dir",0,0,0
100,0.25,0.1,0.5,-0.5,0.05,0.032774,0.03282,0.040818,0.066503,4.6e-05,0.008044,0.033729,3e-04,0.00037,0.001712,3e-04,0.000306,0.000576,"dir",4.6e-05,3e-04,3e-04
100,0.25,0.1,0.5,-0.5,0.1,0.114265,0.11228,0.120278,0.129233,-0.001985,0.006013,0.014968,0.00087,0.000909,0.001645,0.000868,0.000875,0.001424,"dir",-0.001985,0.00087,0.000868
100,0.25,0.1,0.5,-0.5,0.15,0.223516,0.2219,0.229898,0.220304,-0.001616,0.006382,-0.003212,0.001662,0.001707,0.00266,0.001663,0.001669,0.002655,"dir",-0.001616,0.001662,0.001663
100,0.25,0.1,0.5,-0.5,0.2,0.34464,0.3437,0.351698,0.325641,-0.00094,0.007058,-0.018999,0.002252,0.002302,0.004258,0.002255,0.002257,0.003905,"dir",-0.00094,0.002252,0.002255
100,0.25,0.1,0.5,-0.5,0.25,0.466064,0.4649,0.472898,0.434206,-0.001164,0.006833,-0.031859,0.002616,0.002654,0.005643,0.00262,0.002612,0.004637,"dir",-0.001164,0.002616,0.00262
100,0.25,0.1,0.5,-0.5,0.3,0.579825,0.5801,0.588098,0.539861,0.000275,0.008273,-0.039964,0.002646,0.002696,0.006188,0.002651,0.002633,0.0046,"dir",0.000275,0.002646,0.002651
