"n","p1","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.75,0.05,0.1,0,7,0.928102,0.934,1,0.918272,0.005898,0.071898,-0.009831,0.000219,0.005169,0.00042,0.00023,0,0.000405,"dir",0.005898,0.000219,0.00023
100,0.75,0.05,0.1,0,7.5,0.942442,0.948,1,0.931715,0.005558,0.057558,-0.010727,0.000327,0.003313,0.000355,0.00037,0,3e-04,"dir",0.005558,0.000327,0.00037
100,0.75,0.05,0.1,0,8,0.953988,0.974,1,0.955403,0.020012,0.046012,0.001415,0.000584,0.002117,0.000125,0.00023,0,0.000154,"dir",0.020012,0.000584,0.00023
100,0.75,0.05,0.1,0,8.5,0.963267,0.974,1,0.956307,0.010733,0.036733,-0.00696,0.000299,0.001349,0.000163,0.00023,0,0.000144,"dir",0.010733,0.000299,0.00023
100,0.75,0.05,0.1,0,9,0.970709,0.98,1,0.964485,0.009291,0.029291,-0.006225,0.000206,0.000858,7.3e-05,0.00015,0,4.3e-05,"dir",0.009291,0.000206,0.00015
100,0.75,0.05,0.1,0,9.5,0.976669,0.982,1,0.965837,0.005331,0.023331,-0.010831,8.4e-05,0.000544,0.000147,7e-05,0,3.7e-05,"dir",0.005331,8.4e-05,7e-05
100,0.75,0.05,0.1,0,10,0.981434,0.982,1,0.965837,0.000566,0.018566,-0.015597,5.6e-05,0.000345,0.000273,7e-05,0,3.7e-05,"dir",0.000566,5.6e-05,7e-05
100,0.75,0.05,0.1,0,10.5,0.985239,0.986,1,0.970351,0.000761,0.014761,-0.014888,6.5e-05,0.000218,0.000258,8e-05,0,4.6e-05,"dir",0.000761,6.5e-05,8e-05
100,0.75,0.05,0.1,0,11,0.988274,0.988,1,0.97576,-0.000274,0.011726,-0.012514,9.6e-05,0.000137,0.000251,0.00012,0,0.000118,"dir",-0.000274,9.6e-05,0.00012
100,0.75,0.05,0.1,0,11.5,0.990692,0.988,1,0.97576,-0.002692,0.009308,-0.014932,0.000103,8.7e-05,0.000318,0.00012,0,0.000118,"dir",-0.002692,0.000103,0.00012
100,0.75,0.05,0.1,0,12,0.992617,0.988,1,0.97576,-0.004617,0.007383,-0.016857,0.000117,5.5e-05,0.000379,0.00012,0,0.000118,"dir",-0.004617,0.000117,0.00012
100,0.75,0.05,0.1,0.5,0,0,0,0.115237,0.006309,0,0.115237,0.006309,0,0.013449,0.00015,0,0.000211,0.000138,"dir",0,0,0
100,0.75,0.05,0.1,0.5,0.5,0.081109,0.1,0.215237,0.106074,0.018891,0.134129,0.024965,0.001397,0.019454,0.002127,0.0013,0.00183,0.00188,"dir",0.018891,0.001397,0.0013
100,0.75,0.05,0.1,0.5,1,0.198748,0.212,0.327237,0.210125,0.013252,0.128489,0.011377,0.002592,0.019578,0.002668,0.00302,0.003836,0.003174,"dir",0.013252,0.002592,0.00302
100,0.75,0.05,0.1,0.5,1.5,0.31773,0.348,0.463237,0.336406,0.03027,0.145508,0.018677,0.005052,0.025994,0.003381,0.00517,0.006026,0.00379,"dir",0.03027,0.005052,0.00517
100,0.75,0.05,0.1,0.5,2,0.427593,0.446,0.561237,0.447728,0.018407,0.133644,0.020134,0.003963,0.022133,0.003219,0.00453,0.00534,0.003517,"dir",0.018407,0.003963,0.00453
100,0.75,0.05,0.1,0.5,2.5,0.524709,0.54,0.655237,0.543344,0.015291,0.130529,0.018635,0.002034,0.019661,0.002702,0.00225,0.003279,0.002943,"dir",0.015291,0.002034,0.00225
100,0.75,0.05,0.1,0.5,3,0.608375,0.618,0.733237,0.61846,0.009625,0.124863,0.010086,0.001309,0.01764,0.003303,0.00152,0.002562,0.004001,"dir",0.009625,0.001309,0.00152
100,0.75,0.05,0.1,0.5,3.5,0.679238,0.712,0.827237,0.705518,0.032762,0.148,0.026281,0.001729,0.022861,0.002621,0.00082,0.001197,0.002413,"dir",0.032762,0.001729,0.00082
100,0.75,0.05,0.1,0.5,4,0.738536,0.77,0.885237,0.756329,0.031464,0.146702,0.017793,0.00135,0.021976,0.001157,0.00045,0.000569,0.00105,"dir",0.031464,0.00135,0.00045
100,0.75,0.05,0.1,0.5,4.5,0.78771,0.808,0.923237,0.793865,0.02029,0.135528,0.006156,0.001188,0.01942,0.000686,0.00097,0.001315,0.00081,"dir",0.02029,0.001188,0.00097
100,0.75,0.05,0.1,0.5,5,0.828203,0.842,0.956319,0.826457,0.013797,0.128116,-0.001746,0.001606,0.017462,0.001742,0.00177,0.001311,0.002174,"dir",0.013797,0.001606,0.00177
100,0.75,0.05,0.1,0.5,5.5,0.861361,0.864,0.974941,0.852383,0.002639,0.11358,-0.008978,0.001071,0.013416,0.00152,0.00133,0.000644,0.001799,"dir",0.002639,0.001071,0.00133
100,0.75,0.05,0.1,0.5,6,0.88839,0.884,0.989161,0.871974,-0.00439,0.100771,-0.016415,0.000523,0.0105,0.000937,0.00063,0.000431,0.000835,"dir",-0.00439,0.000523,0.00063
100,0.75,0.05,0.1,0.5,6.5,0.910337,0.91,0.998475,0.894773,-0.000337,0.088138,-0.015565,0.00052,0.007778,0.000982,0.00065,1.2e-05,0.000924,"dir",-0.000337,0.00052,0.00065
100,0.75,0.05,0.1,0.5,7,0.928102,0.94,1,0.918526,0.011898,0.071898,-0.009576,0.000702,0.005169,0.001198,7e-04,0,0.001383,"dir",0.011898,0.000702,7e-04
100,0.75,0.05,0.1,0.5,7.5,0.942442,0.956,1,0.930748,0.013558,0.057558,-0.011694,0.000888,0.003313,0.001432,0.00088,0,0.001619,"dir",0.013558,0.000888,0.00088
100,0.75,0.05,0.1,0.5,8,0.953988,0.964,1,0.94609,0.010012,0.046012,-0.007898,0.000364,0.002117,0.000373,0.00033,0,0.000389,"dir",0.010012,0.000364,0.00033
100,0.75,0.05,0.1,0.5,8.5,0.963267,0.968,1,0.951081,0.004733,0.036733,-0.012186,0.000198,0.001349,0.000367,0.00022,0,0.000274,"dir",0.004733,0.000198,0.00022
100,0.75,0.05,0.1,0.5,9,0.970709,0.974,1,0.959512,0.003291,0.029291,-0.011197,0.000195,0.000858,0.000314,0.00023,0,0.000235,"dir",0.003291,0.000195,0.00023
100,0.75,0.05,0.1,0.5,9.5,0.976669,0.982,1,0.971976,0.005331,0.023331,-0.004693,0.000164,0.000544,0.000116,0.00017,0,0.000117,"dir",0.005331,0.000164,0.00017
100,0.75,0.05,0.1,0.5,10,0.981434,0.992,1,0.979857,0.010566,0.018566,-0.001577,0.000168,0.000345,3.2e-05,7e-05,0,3.6e-05,"dir",0.010566,0.000168,7e-05
100,0.75,0.05,0.1,0.5,10.5,0.985239,0.994,1,0.981325,0.008761,0.014761,-0.003914,0.000141,0.000218,4.1e-05,8e-05,0,3.2e-05,"dir",0.008761,0.000141,8e-05
100,0.75,0.05,0.1,0.5,11,0.988274,0.996,1,0.982742,0.007726,0.011726,-0.005532,8.4e-05,0.000137,5.8e-05,3e-05,0,3.4e-05,"dir",0.007726,8.4e-05,3e-05
100,0.75,0.05,0.1,0.5,11.5,0.990692,0.996,1,0.983871,0.005308,0.009308,-0.006821,5.2e-05,8.7e-05,5.8e-05,3e-05,0,1.5e-05,"dir",0.005308,5.2e-05,3e-05
100,0.75,0.05,0.1,0.5,12,0.992617,0.998,1,0.985205,0.005383,0.007383,-0.007412,4.5e-05,5.5e-05,6.3e-05,2e-05,0,1.1e-05,"dir",0.005383,4.5e-05,2e-05
100,0.75,0.05,0.25,-0.5,0,0,0,0.119792,0,0,0.119792,0,0,0.014456,0,0,0.000132,0,"dir",0,0,0
100,0.75,0.05,0.25,-0.5,0.5,0.081109,0.082,0.201792,0.056675,0.000891,0.120683,-0.024434,0.000257,0.014616,0.000923,0.00032,6.5e-05,0.000407,"dir",0.000891,0.000257,0.00032
100,0.75,0.05,0.25,-0.5,1,0.198748,0.182,0.301792,0.175708,-0.016748,0.103043,-0.02304,0.000576,0.011138,0.000983,0.00037,0.000651,0.000565,"dir",-0.016748,0.000576,0.00037
100,0.75,0.05,0.25,-0.5,1.5,0.31773,0.322,0.441792,0.31304,0.00427,0.124062,-0.00469,0.000114,0.015734,0.000828,0.00012,0.000428,0.001007,"dir",0.00427,0.000114,0.00012
100,0.75,0.05,0.25,-0.5,2,0.427593,0.422,0.541792,0.429562,-0.005593,0.114198,0.001968,0.001767,0.015488,0.000429,0.00217,0.003058,0.000531,"dir",-0.005593,0.001767,0.00217
100,0.75,0.05,0.25,-0.5,2.5,0.524709,0.524,0.643792,0.540852,-0.000709,0.119083,0.016143,0.000825,0.015516,0.000654,0.00103,0.001669,0.000492,"dir",-0.000709,0.000825,0.00103
100,0.75,0.05,0.25,-0.5,3,0.608375,0.606,0.725792,0.610402,-0.002375,0.117417,0.002027,0.00043,0.014084,0.000879,0.00053,0.000371,0.001093,"dir",-0.002375,0.00043,0.00053
100,0.75,0.05,0.25,-0.5,3.5,0.679238,0.688,0.807792,0.678855,0.008762,0.128554,-0.000383,0.001453,0.017959,0.00129,0.00172,0.001792,0.001613,"dir",0.008762,0.001453,0.00172
100,0.75,0.05,0.25,-0.5,4,0.738536,0.732,0.851792,0.72548,-0.006536,0.113256,-0.013056,0.000579,0.013176,0.001451,0.00067,0.000437,0.0016,"dir",-0.006536,0.000579,0.00067
100,0.75,0.05,0.25,-0.5,4.5,0.78771,0.786,0.905792,0.781067,-0.00171,0.118082,-0.006643,0.001987,0.015348,0.002485,0.00248,0.001756,0.003051,"dir",-0.00171,0.001987,0.00248
100,0.75,0.05,0.25,-0.5,5,0.828203,0.828,0.947792,0.817527,-0.000203,0.119589,-0.010676,0.000936,0.014993,0.001704,0.00117,0.000865,0.001987,"dir",-0.000203,0.000936,0.00117
100,0.75,0.05,0.25,-0.5,5.5,0.861361,0.858,0.975725,0.841474,-0.003361,0.114363,-0.019887,0.001107,0.013736,0.002001,0.00137,0.000821,0.002007,"dir",-0.003361,0.001107,0.00137
100,0.75,0.05,0.25,-0.5,6,0.88839,0.88,0.989194,0.861889,-0.00839,0.100804,-0.026501,0.00131,0.010594,0.002199,0.00155,0.000541,0.001871,"dir",-0.00839,0.00131,0.00155
100,0.75,0.05,0.25,-0.5,6.5,0.910337,0.91,1,0.89123,-0.000337,0.089663,-0.019108,2e-04,0.008039,0.001044,0.00025,0,0.000849,"dir",-0.000337,2e-04,0.00025
100,0.75,0.05,0.25,-0.5,7,0.928102,0.928,1,0.913688,-0.000102,0.071898,-0.014415,9.6e-05,0.005169,0.000385,0.00012,0,0.000222,"dir",-0.000102,9.6e-05,0.00012
100,0.75,0.05,0.25,-0.5,7.5,0.942442,0.952,1,0.936753,0.009558,0.057558,-0.005689,0.000267,0.003313,0.000215,0.00022,0,0.000228,"dir",0.009558,0.000267,0.00022
100,0.75,0.05,0.25,-0.5,8,0.953988,0.964,1,0.949863,0.010012,0.046012,-0.004125,0.000324,0.002117,0.000241,0.00028,0,0.00028,"dir",0.010012,0.000324,0.00028
100,0.75,0.05,0.25,-0.5,8.5,0.963267,0.968,1,0.953396,0.004733,0.036733,-0.009871,0.000158,0.001349,0.000289,0.00017,0,0.00024,"dir",0.004733,0.000158,0.00017
100,0.75,0.05,0.25,-0.5,9,0.970709,0.972,1,0.956313,0.001291,0.029291,-0.014397,9.8e-05,0.000858,0.00041,0.00012,0,0.000254,"dir",0.001291,9.8e-05,0.00012
100,0.75,0.05,0.25,-0.5,9.5,0.976669,0.974,1,0.959104,-0.002669,0.023331,-0.017565,0.000191,0.000544,0.000527,0.00023,0,0.000273,"dir",-0.002669,0.000191,0.00023
100,0.75,0.05,0.25,-0.5,10,0.981434,0.98,1,0.964513,-0.001434,0.018566,-0.016921,0.000122,0.000345,0.000432,0.00015,0,0.000183,"dir",-0.001434,0.000122,0.00015
100,0.75,0.05,0.25,-0.5,10.5,0.985239,0.984,1,0.970503,-0.001239,0.014761,-0.014736,0.000106,0.000218,0.00032,0.00013,0,0.000129,"dir",-0.001239,0.000106,0.00013
100,0.75,0.05,0.25,-0.5,11,0.988274,0.988,1,0.974462,-0.000274,0.011726,-0.013813,9.6e-05,0.000137,0.000234,0.00012,0,5.3e-05,"dir",-0.000274,9.6e-05,0.00012
100,0.75,0.05,0.25,-0.5,11.5,0.990692,0.988,1,0.976085,-0.002692,0.009308,-0.014607,0.000103,8.7e-05,0.000235,0.00012,0,2.7e-05,"dir",-0.002692,0.000103,0.00012
100,0.75,0.05,0.25,-0.5,12,0.992617,0.992,1,0.978386,-0.000617,0.007383,-0.014231,5.6e-05,5.5e-05,0.000229,7e-05,0,3.4e-05,"dir",-0.000617,5.6e-05,7e-05
100,0.75,0.05,0.25,0,0,0,0,0.12358,0.002732,0,0.12358,0.002732,0,0.0156,2.9e-05,0,0.00041,2.7e-05,"dir",0,0,0
100,0.75,0.05,0.25,0,0.5,0.081109,0.074,0.19758,0.064369,-0.007109,0.116472,-0.01674,0.000275,0.014302,0.000508,0.00028,0.00092,0.000284,"dir",-0.007109,0.000275,0.00028
100,0.75,0.05,0.25,0,1,0.198748,0.2,0.32358,0.177215,0.001252,0.124832,-0.021533,0.001802,0.016676,0.000964,0.00225,0.001366,0.000626,"dir",0.001252,0.001802,0.00225
100,0.75,0.05,0.25,0,1.5,0.31773,0.302,0.42558,0.285799,-0.01573,0.10785,-0.03193,0.001103,0.012257,0.001568,0.00107,0.000782,0.000686,"dir",-0.01573,0.001103,0.00107
100,0.75,0.05,0.25,0,2,0.427593,0.412,0.53558,0.402443,-0.015593,0.107987,-0.025151,0.001019,0.012611,0.000898,0.00097,0.001187,0.000332,"dir",-0.015593,0.001019,0.00097
100,0.75,0.05,0.25,0,2.5,0.524709,0.506,0.62958,0.504539,-0.018709,0.104871,-0.02017,0.001134,0.011569,0.001366,0.00098,0.000713,0.001198,"dir",-0.018709,0.001134,0.00098
100,0.75,0.05,0.25,0,3,0.608375,0.588,0.71158,0.582355,-0.020375,0.103205,-0.026019,0.003111,0.012161,0.003112,0.00337,0.001887,0.003043,"dir",-0.020375,0.003111,0.00337
100,0.75,0.05,0.25,0,3.5,0.679238,0.674,0.79758,0.663297,-0.005238,0.118342,-0.015941,0.003131,0.016241,0.00291,0.00388,0.002795,0.00332,"dir",-0.005238,0.003131,0.00388
100,0.75,0.05,0.25,0,4,0.738536,0.736,0.85958,0.71479,-0.002536,0.121044,-0.023745,0.00259,0.016361,0.002936,0.00323,0.002136,0.002965,"dir",-0.002536,0.00259,0.00323
100,0.75,0.05,0.25,0,4.5,0.78771,0.786,0.90958,0.769166,-0.00171,0.12187,-0.018544,0.001667,0.015586,0.001595,0.00208,0.000917,0.001564,"dir",-0.00171,0.001667,0.00208
100,0.75,0.05,0.25,0,5,0.828203,0.828,0.95158,0.806669,-0.000203,0.123377,-0.021534,0.001696,0.016094,0.001966,0.00212,0.00109,0.001878,"dir",-0.000203,0.001696,0.00212
100,0.75,0.05,0.25,0,5.5,0.861361,0.856,0.979281,0.838086,-0.005361,0.11792,-0.023275,0.000933,0.014322,0.001373,0.00113,0.000521,0.001039,"dir",-0.005361,0.000933,0.00113
100,0.75,0.05,0.25,0,6,0.88839,0.882,0.990311,0.867695,-0.00639,0.101921,-0.020695,0.001657,0.010547,0.002081,0.00202,0.000199,0.002065,"dir",-0.00639,0.001657,0.00202
100,0.75,0.05,0.25,0,6.5,0.910337,0.908,0.999789,0.89427,-0.002337,0.089451,-0.016067,0.001821,0.008002,0.002593,0.00227,0,0.002918,"dir",-0.002337,0.001821,0.00227
100,0.75,0.05,0.25,0,7,0.928102,0.926,1,0.911791,-0.002102,0.071898,-0.016311,0.001068,0.005169,0.002085,0.00133,0,0.002273,"dir",-0.002102,0.001068,0.00133
100,0.75,0.05,0.25,0,7.5,0.942442,0.936,1,0.922319,-0.006442,0.057558,-0.020122,0.001065,0.003313,0.002273,0.00128,0,0.002335,"dir",-0.006442,0.001065,0.00128
100,0.75,0.05,0.25,0,8,0.953988,0.95,1,0.931313,-0.003988,0.046012,-0.022675,0.000816,0.002117,0.002438,0.001,0,0.002405,"dir",-0.003988,0.000816,0.001
100,0.75,0.05,0.25,0,8.5,0.963267,0.96,1,0.941879,-0.003267,0.036733,-0.021388,0.000211,0.001349,0.001404,0.00025,0,0.001183,"dir",-0.003267,0.000211,0.00025
100,0.75,0.05,0.25,0,9,0.970709,0.964,1,0.946567,-0.006709,0.029291,-0.024142,0.000229,0.000858,0.001518,0.00023,0,0.001168,"dir",-0.006709,0.000229,0.00023
100,0.75,0.05,0.25,0,9.5,0.976669,0.97,1,0.952087,-0.006669,0.023331,-0.024582,0.000124,0.000544,0.001412,1e-04,0,0.00101,"dir",-0.006669,0.000124,1e-04
100,0.75,0.05,0.25,0,10,0.981434,0.978,1,0.959055,-0.003434,0.018566,-0.022378,6.8e-05,0.000345,0.00112,7e-05,0,0.000774,"dir",-0.003434,6.8e-05,7e-05
100,0.75,0.05,0.25,0,10.5,0.985239,0.984,1,0.966587,-0.001239,0.014761,-0.018652,0.000106,0.000218,0.000762,0.00013,0,0.000518,"dir",-0.001239,0.000106,0.00013
100,0.75,0.05,0.25,0,11,0.988274,0.986,1,0.972563,-0.002274,0.011726,-0.015711,0.000109,0.000137,0.000442,0.00013,0,0.000245,"dir",-0.002274,0.000109,0.00013
100,0.75,0.05,0.25,0,11.5,0.990692,0.99,1,0.975873,-0.000692,0.009308,-0.014819,8e-05,8.7e-05,0.000435,1e-04,0,0.000269,"dir",-0.000692,8e-05,1e-04
100,0.75,0.05,0.25,0,12,0.992617,0.99,1,0.97592,-0.002617,0.007383,-0.016697,8.7e-05,5.5e-05,0.000496,1e-04,0,0.000271,"dir",-0.002617,8.7e-05,1e-04
100,0.75,0.05,0.25,0.5,0,0,0,0.109675,0.007907,0,0.109675,0.007907,0,0.01213,0.000168,0,0.000126,0.000132,"dir",0,0,0
100,0.75,0.05,0.25,0.5,0.5,0.081109,0.07,0.179675,0.088077,-0.011109,0.098567,0.006969,0.000243,0.010033,0.000337,0.00015,0.000398,0.00036,"dir",-0.011109,0.000243,0.00015
100,0.75,0.05,0.25,0.5,1,0.198748,0.196,0.305675,0.196964,-0.002748,0.106927,-0.001784,0.001872,0.014215,0.000989,0.00233,0.003476,0.001233,"dir",-0.002748,0.001872,0.00233
100,0.75,0.05,0.25,0.5,1.5,0.31773,0.298,0.407675,0.303743,-0.01973,0.089946,-0.013987,0.001085,0.009105,0.001264,0.00087,0.001268,0.001336,"dir",-0.01973,0.001085,0.00087
100,0.75,0.05,0.25,0.5,2,0.427593,0.426,0.535675,0.423277,-0.001593,0.108082,-0.004317,0.000387,0.011863,0.001463,0.00048,0.000227,0.001805,"dir",-0.001593,0.000387,0.00048
100,0.75,0.05,0.25,0.5,2.5,0.524709,0.516,0.625675,0.510892,-0.008709,0.100966,-0.013817,0.00182,0.01177,0.002725,0.00218,0.00197,0.003167,"dir",-0.008709,0.00182,0.00218
100,0.75,0.05,0.25,0.5,3,0.608375,0.602,0.711675,0.593692,-0.006375,0.1033,-0.014683,0.001457,0.011797,0.001825,0.00177,0.001407,0.002011,"dir",-0.006375,0.001457,0.00177
100,0.75,0.05,0.25,0.5,3.5,0.679238,0.696,0.805675,0.676422,0.016762,0.126437,-0.002816,0.001265,0.017179,0.000603,0.00123,0.00149,0.000744,"dir",0.016762,0.001265,0.00123
100,0.75,0.05,0.25,0.5,4,0.738536,0.762,0.871675,0.74877,0.023464,0.133139,0.010234,0.000967,0.018485,0.000358,0.00052,0.000948,0.000316,"dir",0.023464,0.000967,0.00052
100,0.75,0.05,0.25,0.5,4.5,0.78771,0.81,0.919675,0.801496,0.02229,0.131966,0.013786,0.000977,0.018055,0.000579,6e-04,8e-04,0.000486,"dir",0.02229,0.000977,6e-04
100,0.75,0.05,0.25,0.5,5,0.828203,0.848,0.957626,0.839589,0.019797,0.129423,0.011386,0.000928,0.017573,0.000346,0.00067,0.001028,0.000271,"dir",0.019797,0.000928,0.00067
100,0.75,0.05,0.25,0.5,5.5,0.861361,0.886,0.993459,0.872995,0.024639,0.132097,0.011634,0.000711,0.017513,0.000366,0.00013,7.9e-05,0.000288,"dir",0.024639,0.000711,0.00013
100,0.75,0.05,0.25,0.5,6,0.88839,0.914,0.999683,0.901166,0.02561,0.111293,0.012777,0.00116,0.012386,0.000754,0.00063,1e-06,0.000738,"dir",0.02561,0.00116,0.00063
100,0.75,0.05,0.25,0.5,6.5,0.910337,0.938,1,0.924919,0.027663,0.089663,0.014582,0.001021,0.008039,0.000743,0.00032,0,0.000663,"dir",0.027663,0.001021,0.00032
100,0.75,0.05,0.25,0.5,7,0.928102,0.946,1,0.931813,0.017898,0.071898,0.00371,0.000584,0.005169,0.000311,0.00033,0,0.000372,"dir",0.017898,0.000584,0.00033
100,0.75,0.05,0.25,0.5,7.5,0.942442,0.956,1,0.942367,0.013558,0.057558,-7.5e-05,0.000448,0.003313,0.000251,0.00033,0,0.000314,"dir",0.013558,0.000448,0.00033
100,0.75,0.05,0.25,0.5,8,0.953988,0.964,1,0.950609,0.010012,0.046012,-0.003379,0.000324,0.002117,0.000243,0.00028,0,0.000289,"dir",0.010012,0.000324,0.00028
100,0.75,0.05,0.25,0.5,8.5,0.963267,0.978,1,0.962031,0.014733,0.036733,-0.001236,0.000393,0.001349,0.000319,0.00022,0,0.000397,"dir",0.014733,0.000393,0.00022
100,0.75,0.05,0.25,0.5,9,0.970709,0.984,1,0.968593,0.013291,0.029291,-0.002116,0.000401,0.000858,0.000374,0.00028,0,0.000463,"dir",0.013291,0.000401,0.00028
100,0.75,0.05,0.25,0.5,9.5,0.976669,0.986,1,0.970109,0.009331,0.023331,-0.00656,0.000231,0.000544,0.000331,0.00018,0,0.000359,"dir",0.009331,0.000231,0.00018
100,0.75,0.05,0.25,0.5,10,0.981434,0.992,1,0.97406,0.010566,0.018566,-0.007374,0.000248,0.000345,0.000364,0.00017,0,0.000387,"dir",0.010566,0.000248,0.00017
100,0.75,0.05,0.25,0.5,10.5,0.985239,0.994,1,0.975462,0.008761,0.014761,-0.009777,0.000141,0.000218,0.000325,8e-05,0,0.000286,"dir",0.008761,0.000141,8e-05
100,0.75,0.05,0.25,0.5,11,0.988274,0.994,1,0.975514,0.005726,0.011726,-0.01276,9.7e-05,0.000137,0.000389,8e-05,0,0.000283,"dir",0.005726,9.7e-05,8e-05
100,0.75,0.05,0.25,0.5,11.5,0.990692,0.994,1,0.976034,0.003308,0.009308,-0.014659,7.5e-05,8.7e-05,0.000414,8e-05,0,0.000249,"dir",0.003308,7.5e-05,8e-05
100,0.75,0.05,0.25,0.5,12,0.992617,0.994,1,0.978476,0.001383,0.007383,-0.01414,6.6e-05,5.5e-05,0.000303,8e-05,0,0.000129,"dir",0.001383,6.6e-05,8e-05
100,0.75,0.05,0.5,-0.5,0,0,0,0.133951,0.00297,0,0.133951,0.00297,0,0.018081,1.7e-05,0,0.000173,1e-05,"dir",0,0,0
100,0.75,0.05,0.5,-0.5,0.5,0.081109,0.088,0.221951,0.060375,0.006891,0.140843,-0.020733,0.001383,0.02146,0.001011,0.00167,0.002029,0.000727,"dir",0.006891,0.001383,0.00167
100,0.75,0.05,0.5,-0.5,1,0.198748,0.188,0.321951,0.162124,-0.010748,0.123203,-0.036624,0.000892,0.016027,0.002211,0.00097,0.00106,0.001087,"dir",-0.010748,0.000892,0.00097
100,0.75,0.05,0.5,-0.5,1.5,0.31773,0.33,0.463951,0.286635,0.01227,0.146222,-0.031095,0.002071,0.023395,0.002679,0.0024,0.002518,0.00214,"dir",0.01227,0.002071,0.0024
100,0.75,0.05,0.5,-0.5,2,0.427593,0.448,0.581951,0.405857,0.020407,0.154358,-0.021736,0.001952,0.025541,0.002889,0.00192,0.002143,0.00302,"dir",0.020407,0.001952,0.00192
100,0.75,0.05,0.5,-0.5,2.5,0.524709,0.55,0.683951,0.503226,0.025291,0.159243,-0.021483,0.00264,0.027536,0.002061,0.0025,0.002722,0.001999,"dir",0.025291,0.00264,0.0025
100,0.75,0.05,0.5,-0.5,3,0.608375,0.618,0.751951,0.583459,0.009625,0.143577,-0.024916,0.001829,0.02253,0.001474,0.00217,0.002395,0.001067,"dir",0.009625,0.001829,0.00217
100,0.75,0.05,0.5,-0.5,3.5,0.679238,0.686,0.819951,0.664783,0.006762,0.140714,-0.014455,0.00159,0.02177,0.000837,0.00193,0.002462,0.000785,"dir",0.006762,0.00159,0.00193
100,0.75,0.05,0.5,-0.5,4,0.738536,0.742,0.875951,0.726243,0.003464,0.137416,-0.012293,0.001348,0.020917,0.00085,0.00167,0.002542,0.000874,"dir",0.003464,0.001348,0.00167
100,0.75,0.05,0.5,-0.5,4.5,0.78771,0.78,0.913951,0.769973,-0.00771,0.126242,-0.017736,0.001019,0.017128,0.001094,0.0012,0.001489,0.000975,"dir",-0.00771,0.001019,0.0012
100,0.75,0.05,0.5,-0.5,5,0.828203,0.83,0.962512,0.813846,0.001797,0.134309,-0.014357,0.000883,0.018825,0.001328,0.0011,0.000983,0.001403,"dir",0.001797,0.000883,0.0011
100,0.75,0.05,0.5,-0.5,5.5,0.861361,0.876,0.989843,0.853397,0.014639,0.128481,-0.007965,0.001158,0.016846,0.001101,0.00118,0.000424,0.001297,"dir",0.014639,0.001158,0.00118
100,0.75,0.05,0.5,-0.5,6,0.88839,0.902,0.99663,0.881039,0.01361,0.10824,-0.007351,0.000921,0.011761,0.000821,0.00092,5.7e-05,0.000959,"dir",0.01361,0.000921,0.00092
100,0.75,0.05,0.5,-0.5,6.5,0.910337,0.912,0.99663,0.897194,0.001663,0.086293,-0.013143,0.000859,0.007492,0.000827,0.00107,5.7e-05,0.000818,"dir",0.001663,0.000859,0.00107
100,0.75,0.05,0.5,-0.5,7,0.928102,0.938,1,0.91863,0.009898,0.071898,-0.009472,0.000314,0.005169,0.000338,0.00027,0,0.00031,"dir",0.009898,0.000314,0.00027
100,0.75,0.05,0.5,-0.5,7.5,0.942442,0.946,1,0.92936,0.003558,0.057558,-0.013081,0.000277,0.003313,0.000338,0.00033,0,0.000209,"dir",0.003558,0.000277,0.00033
100,0.75,0.05,0.5,-0.5,8,0.953988,0.964,1,0.942041,0.010012,0.046012,-0.011947,0.000124,0.002117,0.000185,3e-05,0,5.2e-05,"dir",0.010012,0.000124,3e-05
100,0.75,0.05,0.5,-0.5,8.5,0.963267,0.97,1,0.947899,0.006733,0.036733,-0.015367,4.5e-05,0.001349,0.000262,0,0,3.3e-05,"dir",0.006733,4.5e-05,0
100,0.75,0.05,0.5,-0.5,9,0.970709,0.976,1,0.953389,0.005291,0.029291,-0.01732,5.2e-05,0.000858,0.000327,3e-05,0,3.3e-05,"dir",0.005291,5.2e-05,3e-05
100,0.75,0.05,0.5,-0.5,9.5,0.976669,0.98,1,0.957912,0.003331,0.023331,-0.018757,5.1e-05,0.000544,0.000429,5e-05,0,9.7e-05,"dir",0.003331,5.1e-05,5e-05
100,0.75,0.05,0.5,-0.5,10,0.981434,0.982,1,0.961449,0.000566,0.018566,-0.019985,5.6e-05,0.000345,0.000539,7e-05,0,0.000175,"dir",0.000566,5.6e-05,7e-05
100,0.75,0.05,0.5,-0.5,10.5,0.985239,0.984,1,0.966381,-0.001239,0.014761,-0.018859,6.6e-05,0.000218,0.000525,8e-05,0,0.000212,"dir",-0.001239,6.6e-05,8e-05
100,0.75,0.05,0.5,-0.5,11,0.988274,0.986,1,0.969293,-0.002274,0.011726,-0.018982,2.9e-05,0.000137,0.000516,3e-05,0,0.000195,"dir",-0.002274,2.9e-05,3e-05
100,0.75,0.05,0.5,-0.5,11.5,0.990692,0.986,1,0.971696,-0.004692,0.009308,-0.018996,4.6e-05,8.7e-05,0.000475,3e-05,0,0.000142,"dir",-0.004692,4.6e-05,3e-05
