"n","p1","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,0.1,0.25,-0.5,5.5,0.861361,0.854,0.970751,0.838966,-0.007361,0.10939,-0.022395,0.001158,0.012645,0.001636,0.00138,0.000848,0.001418,"dir_sd",0.10939,0.012645,0.000848
100,0.25,0.1,0.25,-0.5,6,0.88839,0.882,0.992455,0.8675,-0.00639,0.104065,-0.02089,0.000657,0.011057,0.001203,0.00077,0.000285,0.000959,"dir_sd",0.104065,0.011057,0.000285
100,0.25,0.1,0.25,-0.5,6.5,0.910337,0.91,1,0.892285,-0.000337,0.089663,-0.018053,0.00052,0.008039,0.001168,0.00065,0,0.001052,"dir_sd",0.089663,0.008039,0
100,0.25,0.1,0.25,-0.5,7,0.928102,0.924,1,0.915463,-0.004102,0.071898,-0.012639,0.000281,0.005169,0.000745,0.00033,0,0.000732,"dir_sd",0.071898,0.005169,0
100,0.25,0.1,0.25,-0.5,7.5,0.942442,0.944,1,0.931701,0.001558,0.057558,-0.010741,0.000546,0.003313,0.000341,0.00068,0,0.000282,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.25,-0.5,8,0.953988,0.956,1,0.950587,0.002012,0.046012,-0.003401,0.000268,0.002117,0.00017,0.00033,0,0.000198,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.25,-0.5,8.5,0.963267,0.976,1,0.961896,0.012733,0.036733,-0.001371,0.000426,0.001349,0.000174,0.00033,0,0.000216,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.25,-0.5,9,0.970709,0.978,1,0.967048,0.007291,0.029291,-0.003661,0.000349,0.000858,0.000126,0.00037,0,0.00014,"dir_sd",0.029291,0.000858,0
100,0.25,0.1,0.25,-0.5,9.5,0.976669,0.986,1,0.975796,0.009331,0.023331,-0.000872,0.000191,0.000544,4.8e-05,0.00013,0,5.9e-05,"dir_sd",0.023331,0.000544,0
100,0.25,0.1,0.25,-0.5,10,0.981434,0.988,1,0.977741,0.006566,0.018566,-0.003693,9.9e-05,0.000345,5.3e-05,7e-05,0,4.9e-05,"dir_sd",0.018566,0.000345,0
100,0.25,0.1,0.25,-0.5,10.5,0.985239,0.992,1,0.978857,0.006761,0.014761,-0.006382,0.000102,0.000218,9.1e-05,7e-05,0,6.3e-05,"dir_sd",0.014761,0.000218,0
100,0.25,0.1,0.25,-0.5,11,0.988274,0.992,1,0.979423,0.003726,0.011726,-0.008852,7e-05,0.000137,0.000134,7e-05,0,7e-05,"dir_sd",0.011726,0.000137,0
100,0.25,0.1,0.25,-0.5,11.5,0.990692,0.994,1,0.980403,0.003308,0.009308,-0.010289,7.5e-05,8.7e-05,0.000172,8e-05,0,8.3e-05,"dir_sd",0.009308,8.7e-05,0
100,0.25,0.1,0.25,-0.5,12,0.992617,0.994,1,0.980626,0.001383,0.007383,-0.011991,6.6e-05,5.5e-05,0.000214,8e-05,0,8.7e-05,"dir_sd",0.007383,5.5e-05,0
100,0.25,0.1,0.25,0,0,0,0,0.128937,0.003898,0,0.128937,0.003898,0,0.017365,7.6e-05,0,0.000926,7.6e-05,"dir_sd",0.128937,0.017365,0.000926
100,0.25,0.1,0.25,0,0.5,0.081109,0.094,0.222937,0.084174,0.012891,0.141828,0.003065,0.00103,0.023176,0.000171,0.00108,0.003826,0.000202,"dir_sd",0.141828,0.023176,0.003826
100,0.25,0.1,0.25,0,1,0.198748,0.204,0.332937,0.193974,0.005252,0.134189,-0.004774,0.000932,0.020932,0.00058,0.00113,0.003657,0.000697,"dir_sd",0.134189,0.020932,0.003657
100,0.25,0.1,0.25,0,1.5,0.31773,0.312,0.440937,0.304644,-0.00573,0.123207,-0.013086,0.000569,0.017533,0.000621,0.00067,0.002941,0.000562,"dir_sd",0.123207,0.017533,0.002941
100,0.25,0.1,0.25,0,2,0.427593,0.42,0.548937,0.412898,-0.007593,0.121343,-0.014695,0.000818,0.016838,0.000583,0.00095,0.002643,0.000459,"dir_sd",0.121343,0.016838,0.002643
100,0.25,0.1,0.25,0,2.5,0.524709,0.5,0.628937,0.499033,-0.024709,0.104228,-0.025676,0.001491,0.012084,0.001754,0.0011,0.001526,0.001369,"dir_sd",0.104228,0.012084,0.001526
100,0.25,0.1,0.25,0,3,0.608375,0.614,0.742937,0.609201,0.005625,0.134562,0.000826,0.001816,0.019559,0.002664,0.00223,0.001815,0.003329,"dir_sd",0.134562,0.019559,0.001815
100,0.25,0.1,0.25,0,3.5,0.679238,0.694,0.822937,0.698326,0.014762,0.143699,0.019088,0.002722,0.023551,0.004558,0.00313,0.003627,0.005242,"dir_sd",0.143699,0.023551,0.003627
100,0.25,0.1,0.25,0,4,0.738536,0.758,0.886937,0.754636,0.019464,0.148401,0.0161,0.002115,0.024031,0.004611,0.00217,0.00251,0.005439,"dir_sd",0.148401,0.024031,0.00251
100,0.25,0.1,0.25,0,4.5,0.78771,0.804,0.932937,0.794539,0.01629,0.145227,0.00683,0.001489,0.022692,0.002796,0.00153,0.002001,0.003436,"dir_sd",0.145227,0.022692,0.002001
100,0.25,0.1,0.25,0,5,0.828203,0.834,0.958414,0.83198,0.005797,0.130211,0.003777,0.000498,0.017759,0.00112,0.00058,0.001005,0.001383,"dir_sd",0.130211,0.017759,0.001005
100,0.25,0.1,0.25,0,5.5,0.861361,0.866,0.981428,0.860192,0.004639,0.120067,-0.00117,0.000446,0.014721,0.000737,0.00053,0.000382,0.00092,"dir_sd",0.120067,0.014721,0.000382
100,0.25,0.1,0.25,0,6,0.88839,0.892,1,0.889912,0.00361,0.11161,0.001522,6.9e-05,0.012457,0.000155,7e-05,0,0.00019,"dir_sd",0.11161,0.012457,0
100,0.25,0.1,0.25,0,6.5,0.910337,0.912,1,0.900337,0.001663,0.089663,-0.010001,0.000299,0.008039,0.000222,0.00037,0,0.000153,"dir_sd",0.089663,0.008039,0
100,0.25,0.1,0.25,0,7,0.928102,0.93,1,0.91691,0.001898,0.071898,-0.011193,0.000684,0.005169,0.000422,0.00085,0,0.00037,"dir_sd",0.071898,0.005169,0
100,0.25,0.1,0.25,0,7.5,0.942442,0.942,1,0.932228,-0.000442,0.057558,-0.010214,0.000496,0.003313,0.000707,0.00062,0,0.000753,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.25,0,8,0.953988,0.948,1,0.941686,-0.005988,0.046012,-0.012303,0.000412,0.002117,0.000556,0.00047,0,0.000506,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.25,0,8.5,0.963267,0.96,1,0.950458,-0.003267,0.036733,-0.012809,0.000331,0.001349,0.000681,4e-04,0,0.000646,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.25,0,9,0.970709,0.968,1,0.960322,-0.002709,0.029291,-0.010387,0.000263,0.000858,0.000318,0.00032,0,0.000262,"dir_sd",0.029291,0.000858,0
100,0.25,0.1,0.25,0,9.5,0.976669,0.97,1,0.962786,-0.006669,0.023331,-0.013883,0.000284,0.000544,0.000384,3e-04,0,0.000239,"dir_sd",0.023331,0.000544,0
100,0.25,0.1,0.25,0,10,0.981434,0.976,1,0.967702,-0.005434,0.018566,-0.013732,0.000214,0.000345,0.000279,0.00023,0,0.000113,"dir_sd",0.018566,0.000345,0
100,0.25,0.1,0.25,0,10.5,0.985239,0.98,1,0.970801,-0.005239,0.014761,-0.014438,0.000147,0.000218,0.000261,0.00015,0,6.5e-05,"dir_sd",0.014761,0.000218,0
100,0.25,0.1,0.25,0,11,0.988274,0.982,1,0.97361,-0.006274,0.011726,-0.014664,9.5e-05,0.000137,0.000272,7e-05,0,7.1e-05,"dir_sd",0.011726,0.000137,0
100,0.25,0.1,0.25,0,11.5,0.990692,0.986,1,0.975018,-0.004692,0.009308,-0.015674,0.000126,8.7e-05,0.000298,0.00013,0,6.5e-05,"dir_sd",0.009308,8.7e-05,0
100,0.25,0.1,0.25,0,12,0.992617,0.988,1,0.977108,-0.004617,0.007383,-0.015509,0.000157,5.5e-05,0.000299,0.00017,0,7.3e-05,"dir_sd",0.007383,5.5e-05,0
100,0.25,0.1,0.25,0.5,0,0,0,0.116539,0.02128,0,0.116539,0.02128,0,0.013597,0.000936,0,2e-05,0.000604,"dir_sd",0.116539,0.013597,2e-05
100,0.25,0.1,0.25,0.5,0.5,0.081109,0.078,0.194539,0.093619,-0.003109,0.113431,0.01251,0.000146,0.013015,0.001634,0.00017,0.000185,0.001847,"dir_sd",0.113431,0.013015,0.000185
100,0.25,0.1,0.25,0.5,1,0.198748,0.202,0.318539,0.216839,0.003252,0.119791,0.018091,0.002067,0.016565,0.001425,0.00257,0.002769,0.001372,"dir_sd",0.119791,0.016565,0.002769
100,0.25,0.1,0.25,0.5,1.5,0.31773,0.31,0.426539,0.309244,-0.00773,0.10881,-0.008485,0.00218,0.014162,0.001829,0.00265,0.002903,0.002196,"dir_sd",0.10881,0.014162,0.002903
100,0.25,0.1,0.25,0.5,2,0.427593,0.422,0.538539,0.411294,-0.005593,0.110946,-0.016299,0.001447,0.013772,0.001403,0.00177,0.001829,0.001421,"dir_sd",0.110946,0.013772,0.001829
100,0.25,0.1,0.25,0.5,2.5,0.524709,0.52,0.636539,0.5052,-0.004709,0.111831,-0.019509,0.000782,0.013391,0.001767,0.00095,0.001106,0.001733,"dir_sd",0.111831,0.013391,0.001106
100,0.25,0.1,0.25,0.5,3,0.608375,0.586,0.702539,0.575179,-0.022375,0.094165,-0.033196,0.000845,0.009247,0.001661,0.00043,0.000475,0.000699,"dir_sd",0.094165,0.009247,0.000475
100,0.25,0.1,0.25,0.5,3.5,0.679238,0.654,0.770539,0.630137,-0.025238,0.091302,-0.049101,0.001141,0.008915,0.002594,0.00063,0.000723,0.000229,"dir_sd",0.091302,0.008915,0.000723
100,0.25,0.1,0.25,0.5,4,0.738536,0.72,0.836539,0.695436,-0.018536,0.098004,-0.0431,0.000624,0.009799,0.002353,0.00035,0.000243,0.000619,"dir_sd",0.098004,0.009799,0.000243
100,0.25,0.1,0.25,0.5,4.5,0.78771,0.796,0.912539,0.755646,0.00829,0.12483,-0.032064,0.000733,0.016065,0.002269,0.00083,0.000604,0.001551,"dir_sd",0.12483,0.016065,0.000604
100,0.25,0.1,0.25,0.5,5,0.828203,0.836,0.952539,0.805959,0.007797,0.124337,-0.022244,0.000805,0.016102,0.001165,0.00093,0.000803,0.000837,"dir_sd",0.124337,0.016102,0.000803
100,0.25,0.1,0.25,0.5,5.5,0.861361,0.872,0.981562,0.843828,0.010639,0.120201,-0.017533,0.001089,0.014879,0.001512,0.00122,0.000538,0.001506,"dir_sd",0.120201,0.014879,0.000538
100,0.25,0.1,0.25,0.5,6,0.88839,0.902,0.999799,0.878842,0.01361,0.111409,-0.009548,0.000721,0.012412,0.000588,0.00067,0,0.000621,"dir_sd",0.111409,0.012412,0
100,0.25,0.1,0.25,0.5,6.5,0.910337,0.93,1,0.909933,0.019663,0.089663,-0.000404,0.000747,0.008039,0.000641,0.00045,0,0.000801,"dir_sd",0.089663,0.008039,0
100,0.25,0.1,0.25,0.5,7,0.928102,0.95,1,0.931067,0.021898,0.071898,0.002965,8e-04,0.005169,0.000663,4e-04,0,0.000817,"dir_sd",0.071898,0.005169,0
100,0.25,0.1,0.25,0.5,7.5,0.942442,0.96,1,0.944654,0.017558,0.057558,0.002212,0.000548,0.003313,0.000384,3e-04,0,0.000474,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.25,0.5,8,0.953988,0.972,1,0.953925,0.018012,0.046012,-6.3e-05,0.00062,0.002117,0.000413,0.00037,0,0.000517,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.25,0.5,8.5,0.963267,0.972,1,0.95746,0.008733,0.036733,-0.005807,0.000372,0.001349,0.000513,0.00037,0,0.000599,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.25,0.5,9,0.970709,0.978,1,0.959347,0.007291,0.029291,-0.011362,0.000149,0.000858,0.000509,0.00012,0,0.000475,"dir_sd",0.029291,0.000858,0
100,0.25,0.1,0.25,0.5,9.5,0.976669,0.978,1,0.96489,0.001331,0.023331,-0.011778,9.8e-05,0.000544,0.000257,0.00012,0,0.000148,"dir_sd",0.023331,0.000544,0
100,0.25,0.1,0.25,0.5,10,0.981434,0.984,1,0.969736,0.002566,0.018566,-0.011698,3.1e-05,0.000345,0.000146,3e-05,0,1.1e-05,"dir_sd",0.018566,0.000345,0
100,0.25,0.1,0.25,0.5,10.5,0.985239,0.986,1,0.973341,0.000761,0.014761,-0.011898,2.5e-05,0.000218,0.000147,3e-05,0,6e-06,"dir_sd",0.014761,0.000218,0
100,0.25,0.1,0.25,0.5,11,0.988274,0.988,1,0.975252,-0.000274,0.011726,-0.013022,1.6e-05,0.000137,0.000187,2e-05,0,2.2e-05,"dir_sd",0.011726,0.000137,0
100,0.25,0.1,0.25,0.5,11.5,0.990692,0.992,1,0.976849,0.001308,0.009308,-0.013843,1.8e-05,8.7e-05,0.00021,2e-05,0,2.3e-05,"dir_sd",0.009308,8.7e-05,0
100,0.25,0.1,0.25,0.5,12,0.992617,0.994,1,0.979431,0.001383,0.007383,-0.013186,2.6e-05,5.5e-05,2e-04,3e-05,0,3.3e-05,"dir_sd",0.007383,5.5e-05,0
100,0.25,0.1,0.5,-0.5,0,0,0,0.122896,0.0015,0,0.122896,0.0015,0,0.015149,1.1e-05,0,5.7e-05,1.1e-05,"dir_sd",0.122896,0.015149,5.7e-05
100,0.25,0.1,0.5,-0.5,0.5,0.081109,0.08,0.202896,0.053753,-0.001109,0.121787,-0.027356,0.000841,0.015914,0.00212,0.00105,0.001352,0.001715,"dir_sd",0.121787,0.015914,0.001352
100,0.25,0.1,0.5,-0.5,1,0.198748,0.18,0.302896,0.158756,-0.018748,0.104148,-0.039992,0.002351,0.013264,0.00322,0.0025,0.003022,0.002026,"dir_sd",0.104148,0.013264,0.003022
100,0.25,0.1,0.5,-0.5,1.5,0.31773,0.32,0.442896,0.294591,0.00227,0.125166,-0.023139,0.001605,0.01712,0.001327,0.002,0.001816,0.00099,"dir_sd",0.125166,0.01712,0.001816
100,0.25,0.1,0.5,-0.5,2,0.427593,0.418,0.540896,0.398193,-0.009593,0.113302,-0.0294,0.002628,0.015083,0.001914,0.00317,0.002807,0.001312,"dir_sd",0.113302,0.015083,0.002807
100,0.25,0.1,0.5,-0.5,2.5,0.524709,0.518,0.640896,0.493604,-0.006709,0.116187,-0.031105,0.005061,0.018337,0.005025,0.00627,0.006047,0.005071,"dir_sd",0.116187,0.018337,0.006047
100,0.25,0.1,0.5,-0.5,3,0.608375,0.606,0.728896,0.581762,-0.002375,0.120521,-0.026612,0.00775,0.021822,0.005564,0.00968,0.009121,0.00607,"dir_sd",0.120521,0.021822,0.009121
100,0.25,0.1,0.5,-0.5,3.5,0.679238,0.686,0.808896,0.673748,0.006762,0.129658,-0.005489,0.00375,0.020176,0.002867,0.00463,0.004206,0.003545,"dir_sd",0.129658,0.020176,0.004206
100,0.25,0.1,0.5,-0.5,4,0.738536,0.738,0.860896,0.740145,-0.000536,0.12236,0.001609,0.002496,0.017147,0.00211,0.00312,0.002719,0.002634,"dir_sd",0.12236,0.017147,0.002719
100,0.25,0.1,0.5,-0.5,4.5,0.78771,0.79,0.912896,0.78353,0.00229,0.125186,-0.00418,0.001885,0.017252,0.00205,0.00235,0.001975,0.002541,"dir_sd",0.125186,0.017252,0.001975
100,0.25,0.1,0.5,-0.5,5,0.828203,0.836,0.958896,0.817012,0.007797,0.130693,-0.011191,0.001205,0.017995,0.00166,0.00143,0.001143,0.001918,"dir_sd",0.130693,0.017995,0.001143
100,0.25,0.1,0.5,-0.5,5.5,0.861361,0.856,0.97357,0.844994,-0.005361,0.112209,-0.016367,0.001173,0.013189,0.001472,0.00143,0.000747,0.001505,"dir_sd",0.112209,0.013189,0.000747
100,0.25,0.1,0.5,-0.5,6,0.88839,0.886,0.989723,0.877819,-0.00239,0.101333,-0.010571,0.00151,0.010691,0.001439,0.00188,0.000528,0.001659,"dir_sd",0.101333,0.010691,0.000528
100,0.25,0.1,0.5,-0.5,6.5,0.910337,0.908,0.991723,0.89578,-0.002337,0.081385,-0.014557,0.001781,0.006898,0.001534,0.00222,0.000343,0.001652,"dir_sd",0.081385,0.006898,0.000343
100,0.25,0.1,0.5,-0.5,7,0.928102,0.92,0.999723,0.905958,-0.008102,0.071621,-0.022144,0.000866,0.00513,0.001639,0.001,0,0.001436,"dir_sd",0.071621,0.00513,0
100,0.25,0.1,0.5,-0.5,7.5,0.942442,0.928,1,0.912735,-0.014442,0.057558,-0.029707,0.000665,0.003313,0.001965,0.00057,0,0.001354,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.5,-0.5,8,0.953988,0.944,1,0.933527,-0.009988,0.046012,-0.020462,0.000404,0.002117,0.000495,0.00038,0,9.5e-05,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.5,-0.5,8.5,0.963267,0.954,1,0.944896,-0.009267,0.036733,-0.018371,0.00031,0.001349,0.000392,0.00028,0,6.8e-05,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.5,-0.5,9,0.970709,0.966,1,0.955842,-0.004709,0.029291,-0.014868,0.000206,0.000858,0.000249,0.00023,0,3.4e-05,"dir_sd",0.029291,0.000858,0
100,0.25,0.1,0.5,-0.5,9.5,0.976669,0.98,1,0.964237,0.003331,0.023331,-0.012432,5.1e-05,0.000544,0.000292,5e-05,0,0.000172,"dir_sd",0.023331,0.000544,0
100,0.25,0.1,0.5,-0.5,10,0.981434,0.982,1,0.966731,0.000566,0.018566,-0.014703,5.6e-05,0.000345,0.000372,7e-05,0,0.000194,"dir_sd",0.018566,0.000345,0
100,0.25,0.1,0.5,-0.5,10.5,0.985239,0.986,1,0.972482,0.000761,0.014761,-0.012757,2.5e-05,0.000218,0.000284,3e-05,0,0.000152,"dir_sd",0.014761,0.000218,0
100,0.25,0.1,0.5,-0.5,11,0.988274,0.99,1,0.973302,0.001726,0.011726,-0.014972,4.3e-05,0.000137,0.000356,5e-05,0,0.000165,"dir_sd",0.011726,0.000137,0
100,0.25,0.1,0.5,-0.5,11.5,0.990692,0.992,1,0.97406,0.001308,0.009308,-0.016632,5.8e-05,8.7e-05,0.000423,7e-05,0,0.000183,"dir_sd",0.009308,8.7e-05,0
100,0.25,0.1,0.5,-0.5,12,0.992617,0.992,1,0.974489,-0.000617,0.007383,-0.018128,5.6e-05,5.5e-05,0.000483,7e-05,0,0.000193,"dir_sd",0.007383,5.5e-05,0
100,0.25,0.1,0.5,0,0,0,0,0.124145,0.019211,0,0.124145,0.019211,0,0.015518,0.000387,0,0.000132,2.3e-05,"dir_sd",0.124145,0.015518,0.000132
100,0.25,0.1,0.5,0,0.5,0.081109,0.084,0.208145,0.085575,0.002891,0.127036,0.004466,0.000952,0.017229,0.000348,0.00118,0.001364,0.000411,"dir_sd",0.127036,0.017229,0.001364
100,0.25,0.1,0.5,0,1,0.198748,0.198,0.322145,0.199068,-0.000748,0.123397,0.00032,0.000137,0.015395,0.000867,0.00017,0.00021,0.001084,"dir_sd",0.123397,0.015395,0.00021
100,0.25,0.1,0.5,0,1.5,0.31773,0.304,0.428145,0.290808,-0.01373,0.110415,-0.026922,0.000293,0.012316,0.001763,0.00013,0.000156,0.001298,"dir_sd",0.110415,0.012316,0.000156
100,0.25,0.1,0.5,0,2,0.427593,0.416,0.540145,0.391983,-0.011593,0.112551,-0.035611,0.001358,0.013567,0.002911,0.00153,0.001124,0.002053,"dir_sd",0.112551,0.013567,0.001124
100,0.25,0.1,0.5,0,2.5,0.524709,0.5,0.624145,0.476681,-0.024709,0.099436,-0.048027,0.001131,0.010192,0.003127,0.00065,0.000381,0.001026,"dir_sd",0.099436,0.010192,0.000381
100,0.25,0.1,0.5,0,3,0.608375,0.584,0.708145,0.569632,-0.024375,0.09977,-0.038743,0.001578,0.010664,0.002014,0.00123,0.000888,0.000641,"dir_sd",0.09977,0.010664,0.000888
100,0.25,0.1,0.5,0,3.5,0.679238,0.676,0.800145,0.657115,-0.003238,0.120907,-0.022123,0.000994,0.015392,0.001229,0.00123,0.000967,0.000924,"dir_sd",0.120907,0.015392,0.000967
100,0.25,0.1,0.5,0,4,0.738536,0.742,0.866145,0.733353,0.003464,0.127609,-0.005182,0.000268,0.016621,0.000203,0.00032,0.000421,0.00022,"dir_sd",0.127609,0.016621,0.000421
100,0.25,0.1,0.5,0,4.5,0.78771,0.796,0.920145,0.788933,0.00829,0.132435,0.001223,0.000253,0.017776,0.000246,0.00023,0.000296,0.000306,"dir_sd",0.132435,0.017776,0.000296
100,0.25,0.1,0.5,0,5,0.828203,0.84,0.964145,0.827507,0.011797,0.135942,-0.000696,0.000179,0.018554,0.000208,5e-05,9.3e-05,0.00026,"dir_sd",0.135942,0.018554,9.3e-05
100,0.25,0.1,0.5,0,5.5,0.861361,0.876,0.990633,0.868123,0.014639,0.129272,0.006761,0.000598,0.016792,0.000525,0.00048,0.000101,0.000599,"dir_sd",0.129272,0.016792,0.000101
100,0.25,0.1,0.5,0,6,0.88839,0.906,1,0.890303,0.01761,0.11161,0.001913,0.000694,0.012457,0.000729,0.00048,0,0.000906,"dir_sd",0.11161,0.012457,0
100,0.25,0.1,0.5,0,6.5,0.910337,0.928,1,0.9094,0.017663,0.089663,-0.000937,0.000688,0.008039,0.000647,0.00047,0,0.000808,"dir_sd",0.089663,0.008039,0
100,0.25,0.1,0.5,0,7,0.928102,0.938,1,0.921127,0.009898,0.071898,-0.006975,0.000394,0.005169,0.00045,0.00037,0,0.000502,"dir_sd",0.071898,0.005169,0
100,0.25,0.1,0.5,0,7.5,0.942442,0.952,1,0.935038,0.009558,0.057558,-0.007403,0.000147,0.003313,0.000162,7e-05,0,0.000134,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.5,0,8,0.953988,0.962,1,0.941425,0.008012,0.046012,-0.012564,0.00012,0.002117,0.000277,7e-05,0,0.000148,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.5,0,8.5,0.963267,0.968,1,0.947821,0.004733,0.036733,-0.015446,7.8e-05,0.001349,0.000384,7e-05,0,0.000182,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.5,0,9,0.970709,0.976,1,0.963215,0.005291,0.029291,-0.007494,0.000132,0.000858,0.000252,0.00013,0,0.000245,"dir_sd",0.029291,0.000858,0
100,0.25,0.1,0.5,0,9.5,0.976669,0.98,1,0.965117,0.003331,0.023331,-0.011552,5.1e-05,0.000544,0.000331,5e-05,0,0.000247,"dir_sd",0.023331,0.000544,0
100,0.25,0.1,0.5,0,10,0.981434,0.982,1,0.970781,0.000566,0.018566,-0.010653,5.6e-05,0.000345,0.000316,7e-05,0,0.000253,"dir_sd",0.018566,0.000345,0
100,0.25,0.1,0.5,0,10.5,0.985239,0.984,1,0.972798,-0.001239,0.014761,-0.012442,6.6e-05,0.000218,0.00037,8e-05,0,0.000269,"dir_sd",0.014761,0.000218,0
100,0.25,0.1,0.5,0,11,0.988274,0.986,1,0.974709,-0.002274,0.011726,-0.013565,0.000109,0.000137,0.000382,0.00013,0,0.000248,"dir_sd",0.011726,0.000137,0
100,0.25,0.1,0.5,0,11.5,0.990692,0.992,1,0.97627,0.001308,0.009308,-0.014422,5.8e-05,8.7e-05,0.000378,7e-05,0,0.000212,"dir_sd",0.009308,8.7e-05,0
100,0.25,0.1,0.5,0,12,0.992617,0.994,1,0.976997,0.001383,0.007383,-0.01562,2.6e-05,5.5e-05,0.000393,3e-05,0,0.000187,"dir_sd",0.007383,5.5e-05,0
100,0.25,0.1,0.5,0.5,0,0,0,0.125258,0.031212,0,0.125258,0.031212,0,0.01584,0.001135,0,0.000188,0.000201,"dir_sd",0.125258,0.01584,0.000188
100,0.25,0.1,0.5,0.5,0.5,0.081109,0.086,0.211258,0.128103,0.004891,0.130149,0.046995,0.000168,0.017098,0.002516,0.00018,0.000199,0.000384,"dir_sd",0.130149,0.017098,0.000199
100,0.25,0.1,0.5,0.5,1,0.198748,0.218,0.343258,0.255077,0.019252,0.14451,0.056329,0.001387,0.022519,0.005036,0.00127,0.002044,0.002329,"dir_sd",0.14451,0.022519,0.002044
100,0.25,0.1,0.5,0.5,1.5,0.31773,0.33,0.455258,0.350316,0.01227,0.137528,0.032586,0.003511,0.022999,0.005387,0.0042,0.005106,0.005407,"dir_sd",0.137528,0.022999,0.005106
100,0.25,0.1,0.5,0.5,2,0.427593,0.45,0.575258,0.432995,0.022407,0.147664,0.005402,0.003422,0.025292,0.003378,0.00365,0.004359,0.004186,"dir_sd",0.147664,0.025292,0.004359
100,0.25,0.1,0.5,0.5,2.5,0.524709,0.554,0.679258,0.515298,0.029291,0.154549,-0.009411,0.003282,0.026962,0.002757,0.00303,0.003846,0.003335,"dir_sd",0.154549,0.026962,0.003846
100,0.25,0.1,0.5,0.5,3,0.608375,0.632,0.757258,0.602658,0.023625,0.148883,-0.005717,0.002214,0.0243,0.0034,0.00207,0.002667,0.004209,"dir_sd",0.148883,0.0243,0.002667
100,0.25,0.1,0.5,0.5,3.5,0.679238,0.696,0.821258,0.667282,0.016762,0.14202,-0.011956,0.002425,0.022676,0.005212,0.00268,0.003133,0.006337,"dir_sd",0.14202,0.022676,0.003133
100,0.25,0.1,0.5,0.5,4,0.738536,0.744,0.869258,0.722841,0.005464,0.130722,-0.015695,0.002134,0.018945,0.00333,0.00263,0.002321,0.003854,"dir_sd",0.130722,0.018945,0.002321
100,0.25,0.1,0.5,0.5,4.5,0.78771,0.794,0.919258,0.766422,0.00629,0.131548,-0.021288,0.002064,0.018764,0.003559,0.00253,0.001824,0.003882,"dir_sd",0.131548,0.018764,0.001824
100,0.25,0.1,0.5,0.5,5,0.828203,0.834,0.956461,0.806666,0.005797,0.128258,-0.021537,0.001778,0.017432,0.002532,0.00218,0.001228,0.002585,"dir_sd",0.128258,0.017432,0.001228
100,0.25,0.1,0.5,0.5,5.5,0.861361,0.868,0.98048,0.831236,0.006639,0.119119,-0.030125,0.0021,0.014896,0.002863,0.00257,0.000883,0.002444,"dir_sd",0.119119,0.014896,0.000883
100,0.25,0.1,0.5,0.5,6,0.88839,0.9,0.99648,0.862475,0.01161,0.10809,-0.025915,0.001255,0.01173,0.002431,0.0014,5.8e-05,0.002199,"dir_sd",0.10809,0.01173,5.8e-05
100,0.25,0.1,0.5,0.5,6.5,0.910337,0.92,1,0.879997,0.009663,0.089663,-0.030341,0.001253,0.008039,0.002515,0.00145,0,0.001993,"dir_sd",0.089663,0.008039,0
100,0.25,0.1,0.5,0.5,7,0.928102,0.926,1,0.895892,-0.002102,0.071898,-0.03221,0.000948,0.005169,0.001942,0.00118,0,0.00113,"dir_sd",0.071898,0.005169,0
100,0.25,0.1,0.5,0.5,7.5,0.942442,0.94,1,0.915633,-0.002442,0.057558,-0.026809,0.000726,0.003313,0.001088,9e-04,0,0.000462,"dir_sd",0.057558,0.003313,0
100,0.25,0.1,0.5,0.5,8,0.953988,0.95,1,0.93025,-0.003988,0.046012,-0.023739,0.000696,0.002117,0.001054,0.00085,0,0.000613,"dir_sd",0.046012,0.002117,0
100,0.25,0.1,0.5,0.5,8.5,0.963267,0.96,1,0.943592,-0.003267,0.036733,-0.019675,0.000451,0.001349,0.000631,0.00055,0,0.000305,"dir_sd",0.036733,0.001349,0
100,0.25,0.1,0.5,0.5,9,0.970709,0.972,1,0.953931,0.001291,0.029291,-0.016778,0.000178,0.000858,0.000355,0.00022,0,9.2e-05,"dir_sd",0.029291,0.000858,0
